signal,n,bias_median_py_minus_mat,median_abs_error,mae,q95_abs_error,corr,working_threshold,working_gate,strict_threshold,strict_gate
ANG_deg,2666,-1.1665620184661591,2.8475192844153607,3.1509423250035673,7.446674110478862,0.6388797710763391,3.0,pass,2.0,review
PEN_deg,2666,-1.3537512087066297,2.4265088928830494,3.0211410244009347,7.296396865481304,0.6419289034720881,3.0,pass,2.0,review
FL_mm,2666,0.9172731732586428,7.2174443759094125,6.742732633341123,13.264666039192173,0.5537816093273551,7.0,review,5.0,review
