frame,python_time_s,matlab_time_s,py_ANG_deg,mat_ANG_deg,diff_ANG_deg,abs_diff_ANG_deg,py_PEN_deg,mat_PEN_deg,diff_PEN_deg,abs_diff_PEN_deg,py_FL_mm,mat_FL_mm,diff_FL_mm,abs_diff_FL_mm
63,1.889565348625183,1.889564773860757,20.0,22.71268499799808,-2.7126849979980783,2.7126849979980783,21.326068878173828,23.64194785384697,-2.31587897567314,2.31587897567314,67.33928680419922,59.572000818151004,7.767285986048215,7.767285986048215
64,1.9195585250854492,1.9195578655093404,20.0,22.812403445838303,-2.812403445838303,2.812403445838303,21.354625701904297,23.741954741183246,-2.3873290392789492,2.3873290392789492,67.17501831054688,59.33160887173868,7.8434094388081945,7.8434094388081945
65,1.9495515823364258,1.949550957157924,20.0,22.855092555999025,-2.8550925559990254,2.8550925559990254,21.259347915649414,23.805491850720465,-2.5461439350710506,2.5461439350710506,67.38359069824219,59.185321715630714,8.198268982611474,8.198268982611474
66,1.979544758796692,1.9795440488065075,20.0,22.903910459243637,-2.9039104592436367,2.9039104592436367,21.335678100585938,23.859505583033876,-2.5238274824479383,2.5238274824479383,67.20507049560547,59.08982587090148,8.11524462470399,8.11524462470399
67,2.009537696838379,2.0095371404550906,20.0,22.97093906929418,-2.970939069294179,2.970939069294179,21.335678100585938,23.900026505348077,-2.564348404762139,2.564348404762139,67.29341888427734,59.044965197733696,8.248453686543648,8.248453686543648
68,2.0395309925079346,2.039530232103674,20.0,23.030945846340664,-3.030945846340664,3.030945846340664,21.326068878173828,23.93719222304787,-2.6111233448740414,2.6111233448740414,67.25090026855469,58.959077575923544,8.291822692631143,8.291822692631143
69,2.069524049758911,2.0695233237522577,20.0,23.0613106108782,-3.0613106108781984,3.0613106108781984,21.259347915649414,23.95458579177675,-2.6952378761273366,2.6952378761273366,67.4153060913086,58.94628444139975,8.469021649908846,8.469021649908846
70,2.0995171070098877,2.099516415400841,20.0,23.10348343621796,-3.10348343621796,3.10348343621796,21.459503173828125,24.035479242396885,-2.5759760685687603,2.5759760685687603,67.00074768066406,58.84429216355917,8.156455517104895,8.156455517104895
71,2.1295101642608643,2.1295095070494248,20.0,23.20399134469141,-3.20399134469141,3.20399134469141,21.259347915649414,24.11101818658029,-2.8516702709308746,2.8516702709308746,67.32664489746094,58.65501074594201,8.67163415151893,8.67163415151893
72,2.159503221511841,2.159502598698008,20.0,23.312282269542795,-3.312282269542795,3.312282269542795,21.326068878173828,24.204983536077844,-2.8789146579040157,2.8789146579040157,67.21141815185547,58.48751369518231,8.72390445667316,8.72390445667316
73,2.1894965171813965,2.1894956903465914,20.0,23.445757622103038,-3.445757622103038,3.445757622103038,21.39278793334961,24.29915290218497,-2.906364968835362,2.906364968835362,67.1146469116211,58.29707923848227,8.817567673138825,8.817567673138825
74,2.219489574432373,2.219488781995175,23.0,23.57115626444374,-0.57115626444374,0.57115626444374,24.39278793334961,24.414537142635094,-0.02174920928548474,0.02174920928548474,59.24203109741211,58.10976087009144,1.1322702273206673,1.1322702273206673
75,2.2494826316833496,2.2494818736437585,20.0,23.701710638957334,-3.7017106389573335,3.7017106389573335,21.39278793334961,24.52975629423818,-3.13696836088857,3.13696836088857,67.13188171386719,57.85996507063801,9.271916643229176,9.271916643229176
76,2.279475688934326,2.2794749652923416,20.0,23.798454598879427,-3.7984545988794274,3.7984545988794274,21.39278793334961,24.60191500099006,-3.209127067640452,3.209127067640452,67.1146469116211,57.65940867601356,9.455238235607531,9.455238235607531
77,2.3094687461853027,2.309468056940925,23.0,23.884949128239064,-0.8849491282390645,0.8849491282390645,24.39278793334961,24.70519946874628,-0.3124115353966701,0.3124115353966701,59.3546257019043,57.42663815891562,1.9279875429886744,1.9279875429886744
78,2.3394620418548584,2.3394611485895087,23.0,23.939694198833006,-0.9396941988330063,0.9396941988330063,24.39278793334961,24.781103647859375,-0.38831571450976554,0.38831571450976554,59.26801681518555,57.26149906194395,2.006517753241596,2.006517753241596
79,2.369455099105835,2.3694542402380923,23.0,23.963020216003816,-0.9630202160038159,0.9630202160038159,24.459503173828125,24.809172354269986,-0.349669180441861,0.349669180441861,59.200069427490234,57.227765139602276,1.9723042878879582,1.9723042878879582
80,2.3994481563568115,2.3994473318866754,20.0,23.948983768617452,-3.9489837686174525,3.9489837686174525,21.39278793334961,24.824909482984538,-3.432121549634928,3.432121549634928,67.22437286376953,57.24732265690113,9.977050206868398,9.977050206868398
81,2.429441213607788,2.429440423535259,23.0,23.92870346315655,-0.9287034631565483,0.9287034631565483,24.459503173828125,24.84297070077001,-0.38346752694188524,0.38346752694188524,59.200069427490234,57.26013097669862,1.9399384507916153,1.9399384507916153
82,2.4594342708587646,2.4594335151838425,20.0,23.95065291486421,-3.950652914864211,3.950652914864211,21.39278793334961,24.89005239343773,-3.4972644600881218,3.4972644600881218,67.26373291015625,57.24412477552388,10.01960813463237,10.01960813463237
83,2.489427328109741,2.489426606832426,20.0,23.987362402757892,-3.987362402757892,3.987362402757892,21.39278793334961,24.921635257000833,-3.528847323651224,3.528847323651224,67.20277404785156,57.18815654358933,10.014617504262233,10.014617504262233
84,2.519420623779297,2.5194196984810096,20.0,24.025979236335527,-4.025979236335527,4.025979236335527,21.459503173828125,24.986528681827746,-3.527025507999621,3.527025507999621,67.10578918457031,57.1825627644453,9.923226420125012,9.923226420125012
85,2.5494136810302734,2.5494127901295927,20.0,24.077292781996555,-4.0772927819965545,4.0772927819965545,21.39278793334961,25.045568812088085,-3.6527808787384757,3.6527808787384757,67.20277404785156,57.1716066403309,10.031167407520662,10.031167407520662
86,2.57940673828125,2.579405881778176,20.0,24.10718146766002,-4.10718146766002,4.10718146766002,21.39278793334961,25.086140311885934,-3.693352378536325,3.693352378536325,67.07528686523438,57.16960670693003,9.905680158304342,9.905680158304342
87,2.6093997955322266,2.6093989734267597,23.0,24.10155037806727,-1.1015503780672695,1.1015503780672695,24.39278793334961,25.082118103164298,-0.6893301698146885,0.6893301698146885,59.276790618896484,57.18267930224096,2.094111316655521,2.094111316655521
88,2.639392852783203,2.6393920650753433,23.0,24.129426693935404,-1.1294266939354038,1.1294266939354038,24.326068878173828,25.111070222262573,-0.7850013440887444,0.7850013440887444,59.37303924560547,57.33021098376143,2.0428282618440363,2.0428282618440363
89,2.669386148452759,2.6693851567239264,23.0,24.22708765974893,-1.2270876597489284,1.2270876597489284,24.39278793334961,25.143618615705428,-0.7508306823558186,0.7508306823558186,59.276790618896484,57.23577706631805,2.041013552578434,2.041013552578434
90,2.6993792057037354,2.69937824837251,23.0,24.294178611438685,-1.294178611438685,1.294178611438685,24.459503173828125,25.056351676109966,-0.5968485022818406,0.5968485022818406,59.312374114990234,57.256432636439214,2.05594147855102,2.05594147855102
91,2.729372262954712,2.7293713400210935,23.0,24.411504945306014,-1.4115049453060138,1.4115049453060138,24.459503173828125,25.091108967118736,-0.6316057932906105,0.6316057932906105,59.27770233154297,57.23144318859941,2.046259142943562,2.046259142943562
92,2.7593653202056885,2.759364431669677,20.0,24.707805844935727,-4.707805844935727,4.707805844935727,21.39278793334961,25.472421089922566,-4.079633156572957,4.079633156572957,67.24160766601562,56.38697496260356,10.854632703412065,10.854632703412065
93,2.789358377456665,2.78935752331826,23.0,24.90617172011117,-1.9061717201111712,1.9061717201111712,24.39278793334961,25.770766514834964,-1.3779785814853547,1.3779785814853547,59.330631256103516,55.71577124687837,3.614860009225147,3.614860009225147
94,2.8193514347076416,2.8193506149668437,20.0,25.1574925255981,-5.1574925255981015,5.1574925255981015,21.459503173828125,26.013314414073147,-4.553811240245022,4.553811240245022,67.12784576416016,55.156181829606936,11.97166393455322,11.97166393455322
95,2.8493447303771973,2.8493437066154272,20.0,25.466837223300633,-5.466837223300633,5.466837223300633,21.335678100585938,26.37616710403601,-5.040489003450073,5.040489003450073,67.20507049560547,54.44880197019045,12.756268525415017,12.756268525415017
96,2.879337787628174,2.879336798264011,20.0,25.72421930008314,-5.7242193000831385,5.7242193000831385,21.364233016967773,26.668934454639277,-5.304701437671504,5.304701437671504,67.12928009033203,53.8243831859104,13.304896904421632,13.304896904421632
97,2.9093308448791504,2.9093298899125943,20.0,26.000128437130865,-6.000128437130865,6.000128437130865,21.421340942382812,26.840609947104237,-5.419269004721425,5.419269004721425,66.99986267089844,53.27193128793724,13.727931382961195,13.727931382961195
98,2.939323902130127,2.9393229815611774,23.0,26.26056185834645,-3.260561858346449,3.260561858346449,24.421340942382812,27.025927466483065,-2.6045865241002524,2.6045865241002524,59.23942565917969,52.88299689608987,6.356428763089816,6.356428763089816
99,2.9693169593811035,2.969316073209761,23.0,26.52057160919999,-3.5205716091999903,3.5205716091999903,24.39278793334961,27.23684674515073,-2.844058811801119,2.844058811801119,59.26801681518555,52.29204392429333,6.975972890892216,6.975972890892216
100,2.999310255050659,2.9993091648583445,20.0,26.723218964371043,-6.723218964371043,6.723218964371043,21.421340942382812,27.369915371129153,-5.9485744287463405,5.9485744287463405,67.00768280029297,51.843950600045446,15.163732200247523,15.163732200247523
101,3.0293033123016357,3.029302256506928,23.0,26.843679120799813,-3.8436791207998127,3.8436791207998127,24.26895523071289,27.545012490260877,-3.2760572595479864,3.2760572595479864,59.600860595703125,51.445306699694456,8.15555389600867,8.15555389600867
102,3.0592963695526123,3.059295348155511,26.0,26.925653992575537,-0.9256539925755369,0.9256539925755369,27.373456954956055,27.6545569439556,-0.28109998899954647,0.28109998899954647,53.55348587036133,51.138311673893945,2.415174196467383,2.415174196467383
103,3.089289426803589,3.0892884398040947,24.0,27.012191296411523,-3.0121912964115225,3.0121912964115225,25.522226333618164,27.7582890382111,-2.2360627045929355,2.2360627045929355,57.372459411621094,50.859535962640905,6.512923448980189,6.512923448980189
104,3.1192824840545654,3.1192815314526783,25.0,27.066428958933173,-2.066428958933173,2.066428958933173,26.241992950439453,27.850309788872725,-1.6083168384332716,1.6083168384332716,55.56553268432617,50.61094805673196,4.954584627594215,4.954584627594215
105,3.149275779724121,3.149274623101262,25.0,27.088077226595885,-2.0880772265958853,2.0880772265958853,26.041645050048828,27.851528341889633,-1.809883291840805,1.809883291840805,55.68095779418945,50.47311507521838,5.207842718971072,5.207842718971072
106,3.1792688369750977,3.179267714749845,25.0,27.10875030650999,-2.1087503065099895,2.1087503065099895,26.12183380126953,27.895604774570515,-1.7737709733009837,1.7737709733009837,55.535743713378906,50.34270963118538,5.1930340821935275,5.1930340821935275
107,3.209261894226074,3.2092608063984285,26.0,27.23937965341459,-1.2393796534145913,1.2393796534145913,27.096271514892578,28.04907990196898,-0.9528083870764021,0.9528083870764021,53.696529388427734,50.064711462914524,3.631817925513211,3.631817925513211
108,3.239254951477051,3.239253898047012,29.0,27.41634383023125,1.5836561697687515,1.5836561697687515,30.07734489440918,28.242616776125068,1.8347281182841115,1.8347281182841115,48.87534713745117,49.70195965921959,-0.8266125217684177,0.8266125217684177
109,3.2692480087280273,3.2692469896955956,27.0,27.545178037015162,-0.5451780370151624,0.5451780370151624,28.0011043548584,28.392887529053244,-0.39178317419484543,0.39178317419484543,52.056026458740234,49.44519295528235,2.610833503457883,2.610833503457883
110,3.299241065979004,3.2992400813441787,28.0,27.754255830453193,0.245744169546807,0.245744169546807,29.0011043548584,28.613718593657822,0.38738576120057644,0.38738576120057644,50.387821197509766,49.10883121142304,1.278989986086728,1.278989986086728
111,3.3292343616485596,3.3292331729927622,28.0,27.977937000528023,0.022062999471977207,0.022062999471977207,28.97271156311035,28.886112467743246,0.08659909536710586,0.08659909536710586,50.407875061035156,48.707505184972774,1.700369876062382,1.700369876062382
112,3.359227418899536,3.3592262646413458,29.0,28.213241732741487,0.7867582672585129,0.7867582672585129,29.79128646850586,29.135838513194912,0.6554479553109473,0.6554479553109473,48.972049713134766,48.350163111540226,0.6218866015945395,0.6218866015945395
113,3.3892204761505127,3.3892193562899293,29.0,28.432172121910106,0.5678278780898935,0.5678278780898935,29.743696212768555,29.393877975611293,0.3498182371572618,0.3498182371572618,48.91948699951172,47.97173429889706,0.9477527006146573,0.9477527006146573
114,3.4192135334014893,3.419212447938513,28.0,28.598225189961457,-0.5982251899614575,0.5982251899614575,28.79128646850586,29.55795842634173,-0.7666719578358716,0.7666719578358716,50.38153839111328,47.74129424781149,2.6402441433017927,2.6402441433017927
115,3.449206590652466,3.449205539587096,29.0,28.717665561413096,0.2823344385869042,0.2823344385869042,29.819948196411133,29.676794412078237,0.14315378433289538,0.14315378433289538,48.72728729248047,47.574237482390586,1.1530498100898825,1.1530498100898825
116,3.4791998863220215,3.4791986312356795,29.0,28.913442635774285,0.08655736422571536,0.08655736422571536,29.743696212768555,29.897086053806483,-0.15338984103792797,0.15338984103792797,48.86619186401367,47.2593386510761,1.6068532129375726,1.6068532129375726
117,3.509192943572998,3.509191722884263,27.0,29.09098997465035,-2.0909899746503484,2.0909899746503484,27.281492233276367,30.277878316264548,-2.996386082988181,2.996386082988181,52.060306549072266,46.748862723674605,5.31144382539766,5.31144382539766
118,3.5391860008239746,3.5391848145328466,29.0,29.19518131969384,-0.195181319693841,0.195181319693841,29.242658615112305,30.51730556984341,-1.2746469547311037,1.2746469547311037,48.790618896484375,46.40968217391925,2.3809367225651243,2.3809367225651243
