run,signal,median_abs_error,bias_median_py_minus_mat,mae,q95_abs_error,corr,working_gate,strict_gate
current_manual_python_roi,ANG_deg,2.749504148870079,-1.1665219680472099,3.1195313176031854,7.565045869771651,0.6396266751434029,pass,review
current_manual_python_roi,PEN_deg,2.4691682988252506,-1.2654187691779981,3.002388272145505,7.465411607556521,0.6294066068678681,pass,review
current_manual_python_roi,FL_mm,6.928372008645443,1.2347838775955005,6.775571930247283,14.215329983803242,0.555634325530749,pass,review
matlab_derived_region_roi,ANG_deg,2.8475192844153607,-1.1665620184661591,3.1509423250035673,7.446674110478862,0.6388797710763391,pass,review
matlab_derived_region_roi,PEN_deg,2.4265088928830494,-1.3537512087066297,3.0211410244009347,7.296396865481304,0.6419289034720881,pass,review
matlab_derived_region_roi,FL_mm,7.2174443759094125,0.9172731732586428,6.742732633341123,13.264666039192173,0.5537816093273551,review,review
