frame,baseline_alpha_deg,matlab_alpha_deg,baseline_raw_error_deg,localmax_alpha_deg,delta_localmax_deg,mass_below_8deg,mass_below_10deg,gap_to_lower_deg,oracle_high_angle_overweight,n_peaks,n_unique_angles,selected_family_share,selected_family_count,cum_before_selected,cum_after_selected,crossing_margin_under,crossing_margin_over,nearest_lower_share,nearest_lower_gap,best_lower_share,best_lower_gap,best_lower_count,nearest_upper_share,nearest_upper_gap,best_upper_share,best_upper_gap,top_family_share,top_family_angle_offset,selected_is_top_family,duplicate_fraction
10,20.5,19.0,1.5,21.0,-0.5,0.0912863070539419,0.0912863070539419,1.0,False,10.0,8.0,0.18914246196403872,2.0,0.40145228215767637,0.40940525587828497,0.09854771784232363,0.09059474412171509,0.18775933609958506,1.0,0.18775933609958506,1.0,2.0,0.11687413554633472,0.5,0.11687413554633472,0.5,0.18914246196403872,0.0,1.0,0.19999999999999996
11,20.5,19.0,1.5,21.0,-0.5,0.0912863070539419,0.0912863070539419,1.0,False,10.0,8.0,0.19017980636237897,2.0,0.40145228215767637,0.40836791147994467,0.09854771784232363,0.09163208852005533,0.18775933609958506,1.0,0.18775933609958506,1.0,2.0,0.11721991701244813,0.5,0.11721991701244813,0.5,0.19017980636237897,0.0,1.0,0.19999999999999996
12,20.5,19.0,1.5,21.0,-0.5,0.0,0.0,1.0,False,10.0,7.0,0.1903448275862069,2.0,0.40172413793103445,0.4079310344827586,0.09827586206896555,0.09206896551724131,0.18620689655172412,1.0,0.21551724137931033,1.5,2.0,0.11551724137931034,0.5,0.11551724137931034,0.5,0.21551724137931033,-1.5,0.0,0.30000000000000004
13,20.5,19.0,1.5,21.0,-0.5,0.0,0.0,1.0,False,10.0,7.0,0.19146005509641872,2.0,0.3997933884297521,0.4087465564738292,0.1002066115702479,0.09125344352617082,0.2796143250688705,1.0,0.2796143250688705,1.0,3.0,0.11535812672176309,0.5,0.11535812672176309,0.5,0.2796143250688705,-1.0,0.0,0.30000000000000004
14,21.0,19.0,2.0,19.5,1.5,0.0,0.0,0.5,False,10.0,6.0,0.20857834659287444,2.0,0.4980975441023867,0.29332410930473884,0.0019024558976132866,0.20667589069526116,0.09858180560359737,0.5,0.39951573849878935,1.5,4.0,0.09581459702525078,1.0,0.10411622276029056,4.5,0.39951573849878935,-1.5,0.0,0.4
15,21.0,19.0,2.0,21.0,0.0,0.0,0.0,0.5,False,10.0,7.0,0.20836212854181063,2.0,0.49689011748445056,0.2947477539737388,0.0031098825155494447,0.20525224602626113,0.0967519004837595,0.5,0.3071872840359364,1.5,3.0,0.09744298548721493,1.0,0.10400829302004147,4.5,0.3071872840359364,-1.5,0.0,0.30000000000000004
16,20.5,19.0,1.5,19.0,1.5,0.0,0.0,1.0,False,10.0,7.0,0.1928620452985587,2.0,0.3977350720658888,0.4094028826355525,0.10226492793411118,0.09059711736444753,0.2786547700754976,1.0,0.2786547700754976,1.0,3.0,0.1153054221002059,0.5,0.1153054221002059,0.5,0.2786547700754976,-1.0,0.0,0.30000000000000004
17,20.5,19.0,1.5,19.0,1.5,0.0,0.0,1.0,False,10.0,7.0,0.19189838654308272,2.0,0.3978716100240302,0.41023000343288707,0.10212838997596979,0.08976999656711293,0.27875042911088227,1.0,0.27875042911088227,1.0,3.0,0.11534500514933059,0.5,0.11534500514933059,0.5,0.27875042911088227,-1.0,0.0,0.30000000000000004
18,20.5,19.5,1.0,15.5,5.0,0.0,0.0,1.0,False,10.0,7.0,0.19072164948453607,2.0,0.4006872852233677,0.4085910652920962,0.09931271477663228,0.09140893470790379,0.28213058419243986,1.0,0.28213058419243986,1.0,3.0,0.11443298969072165,0.5,0.11443298969072165,0.5,0.28213058419243986,-1.0,0.0,0.30000000000000004
19,20.5,19.0,1.5,19.0,1.5,0.09275163174166953,0.09275163174166953,1.0,False,10.0,8.0,0.19237375472346271,2.0,0.3984884919271728,0.4091377533493645,0.10151150807282722,0.09086224665063547,0.18722088629336997,1.0,0.18722088629336997,1.0,2.0,0.1140501545860529,0.5,0.1140501545860529,0.5,0.19237375472346271,0.0,1.0,0.19999999999999996
20,20.5,19.0,1.5,21.0,-0.5,0.0,0.0,1.0,False,10.0,8.0,0.19156956819739548,2.0,0.3989033584647018,0.40952707333790267,0.10109664153529818,0.09047292666209727,0.18745716244002741,1.0,0.18745716244002741,1.0,2.0,0.11480466072652502,0.5,0.11480466072652502,0.5,0.19156956819739548,0.0,1.0,0.19999999999999996
21,20.5,19.0,1.5,21.0,-0.5,0.09237085186452275,0.09237085186452275,1.0,False,10.0,8.0,0.1912418747861786,2.0,0.3992473486144372,0.4095107765993842,0.10075265138556277,0.09048922340061583,0.1881628463906945,1.0,0.1881628463906945,1.0,2.0,0.11460827916524119,0.5,0.11460827916524119,0.5,0.1912418747861786,0.0,1.0,0.19999999999999996
22,21.0,19.0,2.0,19.0,2.0,0.0,0.0,0.5,False,10.0,8.0,0.11484401782653411,1.0,0.4984573191635242,0.38669866300994177,0.001542680836475796,0.11330133699005829,0.19232087761398697,0.5,0.19232087761398697,0.5,2.0,0.0990743914981145,0.5,0.10078848131642099,4.5,0.19232087761398697,-0.5,0.0,0.19999999999999996
23,20.5,19.0,1.5,19.0,1.5,0.09437819420783645,0.09437819420783645,1.0,False,10.0,8.0,0.19148211243611585,2.0,0.39931856899488927,0.40919931856899494,0.10068143100511073,0.09080068143100517,0.18671209540034073,1.0,0.18671209540034073,1.0,2.0,0.1151618398637138,0.5,0.1151618398637138,0.5,0.19148211243611585,0.0,1.0,0.19999999999999996
24,21.0,19.0,2.0,21.0,0.0,0.0,0.0,0.5,False,10.0,8.0,0.11527967257844475,1.0,0.49965893587994537,0.38506139154160984,0.00034106412005463493,0.1149386084583901,0.19304229195088676,0.5,0.19304229195088676,0.5,2.0,0.09754433833560709,0.5,0.10027285129604366,4.5,0.19304229195088676,-0.5,0.0,0.19999999999999996
25,20.5,19.0,1.5,19.0,1.5,0.09286445885967907,0.09286445885967907,1.0,False,10.0,8.0,0.1905087060430181,2.0,0.39603960396039606,0.4134516899965859,0.10396039603960394,0.08654831000341412,0.18436326391259816,1.0,0.18436326391259816,1.0,2.0,0.11642198702628884,0.5,0.11642198702628884,0.5,0.1905087060430181,0.0,1.0,0.19999999999999996
26,21.0,19.0,2.0,15.5,5.5,0.09247163973874184,0.09247163973874184,0.5,False,10.0,8.0,0.21003781368167757,2.0,0.4963905122035064,0.2935716741148161,0.0036094877964936156,0.206428325885184,0.09384668270883464,0.5,0.18906840838776212,1.5,2.0,0.10175317978686833,0.5,0.10175317978686833,0.5,0.21003781368167757,0.0,1.0,0.19999999999999996
27,20.5,19.0,1.5,19.0,1.5,0.1862611073137389,0.1862611073137389,1.0,False,10.0,9.0,0.09398496240601503,1.0,0.4945317840054682,0.4114832535885168,0.005468215994531789,0.08851674641148322,0.18796992481203006,1.0,0.18796992481203006,1.0,2.0,0.11825017088174983,0.5,0.11825017088174983,0.5,0.18796992481203006,-1.0,0.0,0.09999999999999998
28,20.5,19.0,1.5,19.0,1.5,0.18865979381443299,0.18865979381443299,1.0,False,10.0,9.0,0.09484536082474226,1.0,0.49690721649484537,0.40824742268041236,0.003092783505154628,0.09175257731958764,0.18831615120274914,1.0,0.18831615120274914,1.0,2.0,0.11855670103092783,0.5,0.11855670103092783,0.5,0.18831615120274914,-1.0,0.0,0.09999999999999998
29,20.5,19.0,1.5,17.5,3.0,0.18829168093118795,0.18829168093118795,1.0,False,10.0,9.0,0.09311879493324204,1.0,0.4964053406367682,0.41047586442998973,0.003594659363231778,0.08952413557001027,0.18794933242040396,1.0,0.18794933242040396,1.0,2.0,0.11913728175282437,0.5,0.11913728175282437,0.5,0.18794933242040396,-1.0,0.0,0.09999999999999998
30,20.5,19.0,1.5,17.5,3.0,0.1885498800137127,0.1885498800137127,1.5,False,10.0,8.0,0.18683579019540625,2.0,0.4034967432293452,0.40966746657524855,0.0965032567706548,0.09033253342475145,0.2149468632156325,1.5,0.2149468632156325,1.5,2.0,0.11758656153582447,0.5,0.11758656153582447,0.5,0.2149468632156325,-1.5,0.0,0.19999999999999996
31,19.5,19.0,0.5,15.5,4.0,0.19295244611700307,0.09476565172767705,0.5,False,10.0,8.0,0.1891891891891892,2.0,0.31303455354088267,0.49777625726992814,0.18696544645911733,0.002223742730071865,0.12008210742387958,0.5,0.12008210742387958,0.5,1.0,0.21108450222374273,1.5,0.21108450222374273,1.5,0.21108450222374273,1.5,0.0,0.19999999999999996
32,21.0,19.0,2.0,19.0,2.0,0.19104579630895419,0.19104579630895419,0.5,False,10.0,8.0,0.21360218728639782,2.0,0.4982911825017088,0.28810663021189337,0.0017088174982912152,0.21189336978810658,0.09125085440874915,0.5,0.21599453178400546,2.0,2.0,0.09740259740259741,1.0,0.09876965140123035,4.5,0.21599453178400546,-2.0,0.0,0.19999999999999996
33,20.5,19.0,1.5,17.5,3.0,0.19150370869858396,0.19150370869858396,1.5,False,10.0,8.0,0.18307484828051246,2.0,0.4072825354012138,0.40964261631827376,0.09271746459878621,0.09035738368172619,0.21577882670262982,1.5,0.21577882670262982,1.5,2.0,0.12103843560350641,0.5,0.12103843560350641,0.5,0.21577882670262982,-1.5,0.0,0.19999999999999996
34,20.5,19.0,1.5,19.0,1.5,0.19178547182620503,0.19178547182620503,1.5,False,10.0,8.0,0.18499660556687034,2.0,0.4086897488119484,0.4063136456211813,0.09131025118805158,0.09368635437881878,0.21690427698574338,1.5,0.21690427698574338,1.5,2.0,0.11914460285132383,0.5,0.11914460285132383,0.5,0.21690427698574338,-1.5,0.0,0.19999999999999996
35,20.5,19.0,1.5,19.0,1.5,0.1904923599320883,0.1904923599320883,1.5,False,10.0,8.0,0.0933786078098472,1.0,0.4074702886247878,0.499151103565365,0.09252971137521221,0.0008488964346350381,0.2169779286926995,1.5,0.2169779286926995,1.5,2.0,0.11918505942275043,0.5,0.18166383701188454,3.0,0.2169779286926995,-1.5,0.0,0.19999999999999996
36,20.5,19.0,1.5,19.0,1.5,0.1903137789904502,0.1903137789904502,1.5,False,10.0,7.0,0.27557980900409274,3.0,0.4075716234652115,0.3168485675306958,0.09242837653478853,0.1831514324693042,0.21725784447476126,1.5,0.21725784447476126,1.5,2.0,0.11971350613915416,0.5,0.11971350613915416,0.5,0.27557980900409274,0.0,1.0,0.30000000000000004
37,20.5,19.0,1.5,21.0,-0.5,0.18788291354663034,0.18788291354663034,1.5,False,10.0,8.0,0.18720217835262082,2.0,0.40435670524166095,0.4084411164057182,0.09564329475833905,0.09155888359428177,0.21647379169503062,1.5,0.21647379169503062,1.5,2.0,0.12185159972770593,0.5,0.12185159972770593,0.5,0.21647379169503062,-1.5,0.0,0.19999999999999996
38,21.0,19.0,2.0,17.5,3.5,0.0,0.0,0.5,False,10.0,7.0,0.19687712152070602,2.0,0.41547861507128303,0.38764426340801084,0.08452138492871697,0.11235573659198905,0.11473183978275628,0.5,0.20875763747454174,1.5,2.0,0.19178547182620503,1.0,0.19178547182620503,1.0,0.20875763747454174,-1.5,0.0,0.30000000000000004
39,21.0,20.0,1.0,19.5,1.5,0.0932145305003427,0.0,0.5,False,10.0,8.0,0.1065798492117889,1.0,0.3944482522275531,0.498971898560658,0.10555174777244691,0.0010281014393419552,0.09355723098012338,0.5,0.20767649074708705,1.5,2.0,0.19910897875257028,0.5,0.19910897875257028,0.5,0.20767649074708705,-1.5,0.0,0.19999999999999996
40,21.5,19.5,2.0,20.5,1.0,0.09265734265734266,0.09265734265734266,1.0,False,10.0,7.0,0.09825174825174825,1.0,0.40594405594405597,0.4958041958041959,0.09405594405594403,0.004195804195804231,0.20314685314685316,1.0,0.20314685314685316,1.0,2.0,0.306993006993007,0.5,0.306993006993007,0.5,0.306993006993007,0.5,0.0,0.30000000000000004
41,21.0,20.5,0.5,20.5,0.5,0.0,0.0,0.5,False,10.0,8.0,0.2898550724637681,3.0,0.300552104899931,0.4095928226363009,0.199447895100069,0.09040717736369919,0.11801242236024845,0.5,0.11801242236024845,0.5,1.0,0.09558316080055211,0.5,0.11249137336093858,1.0,0.2898550724637681,0.0,1.0,0.19999999999999996
42,21.5,20.5,1.0,21.5,0.0,0.19029593943565037,0.09635237439779766,1.0,False,10.0,7.0,0.21438403303509979,2.0,0.2935306262904336,0.49208534067446663,0.20646937370956642,0.007914659325533369,0.10323468685478321,1.0,0.10323468685478321,1.0,1.0,0.19201651754989676,0.5,0.20337233310392294,1.0,0.21438403303509979,0.0,1.0,0.30000000000000004
43,21.5,20.5,1.0,18.5,3.0,0.0,0.0,1.0,False,10.0,8.0,0.3109272664598414,3.0,0.28679765598069634,0.40227507755946224,0.21320234401930366,0.09772492244053776,0.09410548086866598,1.0,0.09858669424336436,2.5,1.0,0.10168907273354016,0.5,0.10651499482936919,5.0,0.3109272664598414,0.0,1.0,0.19999999999999996
44,22.0,20.0,2.0,20.5,1.5,0.09266276265931794,0.0,0.5,False,10.0,8.0,0.20117120220461593,2.0,0.49638305201515676,0.3024457457802273,0.003616947984843244,0.19755425421977268,0.20909404064760595,0.5,0.20909404064760595,0.5,2.0,0.10678608336203926,1.0,0.10678608336203926,1.0,0.20909404064760595,-0.5,0.0,0.19999999999999996
45,23.0,21.5,1.5,19.0,4.0,0.0,0.0,0.5,False,10.0,9.0,0.1179736294240111,1.0,0.47987508674531576,0.40215128383067317,0.02012491325468424,0.09784871616932689,0.19257460097154755,0.5,0.19257460097154755,0.5,2.0,0.11450381679389313,0.5,0.11450381679389313,0.5,0.19257460097154755,-0.5,0.0,0.09999999999999998
46,23.0,22.5,0.5,21.0,2.0,0.0,0.0,0.5,False,10.0,8.0,0.2150837988826816,2.0,0.4898743016759776,0.2950418994413408,0.01012569832402238,0.20495810055865915,0.10789106145251397,0.5,0.19099162011173182,1.0,2.0,0.10020949720670391,0.5,0.10020949720670391,0.5,0.2150837988826816,0.0,1.0,0.19999999999999996
47,22.5,22.5,0.0,20.5,2.0,0.0,0.0,0.5,False,10.0,9.0,0.09783728115345006,1.0,0.4898729831788534,0.41228973566769656,0.010127016821146584,0.08771026433230344,0.10950909715070374,0.5,0.10950909715070374,0.5,1.0,0.11328527291452112,1.0,0.20700308959835223,1.5,0.20700308959835223,1.5,0.0,0.09999999999999998
48,23.0,22.5,0.5,19.5,3.5,0.09230769230769231,0.0,1.0,False,10.0,9.0,0.20444444444444443,2.0,0.4003418803418804,0.39521367521367523,0.0996581196581196,0.10478632478632477,0.09948717948717949,1.0,0.11008547008547008,7.0,1.0,0.09230769230769231,0.5,0.10427350427350428,1.5,0.20444444444444443,0.0,1.0,0.09999999999999998
49,23.0,22.5,0.5,17.5,5.5,0.0,0.0,0.5,False,10.0,10.0,0.09817030260380014,1.0,0.4964813511611541,0.4053483462350457,0.0035186488388458947,0.09465165376495421,0.10767065446868403,0.5,0.10767065446868403,0.5,1.0,0.1175228712174525,1.0,0.1175228712174525,1.0,0.1175228712174525,1.0,0.0,0.0
50,24.0,22.5,1.5,21.0,3.0,0.09278350515463918,0.09278350515463918,0.5,False,10.0,10.0,0.09450171821305842,1.0,0.4945017182130584,0.41099656357388314,0.005498281786941617,0.08900343642611674,0.0986254295532646,0.5,0.10893470790378007,1.0,1.0,0.12336769759450172,0.5,0.12336769759450172,0.5,0.12336769759450172,0.5,0.0,0.0
51,23.5,23.5,0.0,21.0,2.5,0.09417199715707178,0.09417199715707178,1.5,False,10.0,9.0,0.21499644633972992,2.0,0.3880597014925373,0.39694385216773276,0.11194029850746268,0.10305614783226724,0.09381663113006397,1.5,0.10376687988628287,2.5,1.0,0.09310589907604833,1.0,0.1122956645344705,1.5,0.21499644633972992,0.0,1.0,0.09999999999999998
52,23.5,21.0,2.5,19.5,4.0,0.2954388389771942,0.18901174844505875,0.5,False,10.0,8.0,0.09398756046993781,1.0,0.4989633724948168,0.40704906703524535,0.0010366275051831852,0.09295093296475465,0.1050449205252246,0.5,0.18901174844505875,10.0,2.0,0.22011057360055286,1.0,0.22011057360055286,1.0,0.22011057360055286,1.0,0.0,0.19999999999999996
53,23.0,23.0,0.0,16.0,7.0,0.28879753340184994,0.09695101062007537,2.5,False,10.0,9.0,0.11031175059952038,1.0,0.4751627269612881,0.4145255224391915,0.024837273038711916,0.0854744775608085,0.09318259677971909,2.5,0.09797875984926345,9.0,1.0,0.09558067831449127,0.5,0.19732785200411102,4.5,0.19732785200411102,4.5,0.0,0.09999999999999998
54,22.5,23.5,-1.0,20.0,2.5,0.2877723120168658,0.09241040056219255,1.5,False,10.0,10.0,0.10119465917076599,1.0,0.47716092761770906,0.42164441321152496,0.022839072382290937,0.0783555867884751,0.09697821503865074,1.5,0.10119465917076599,9.0,1.0,0.0938158819395643,1.0,0.11946591707659873,1.5,0.11946591707659873,1.5,0.0,0.0
55,23.5,20.0,3.5,21.0,2.5,0.19743233865371268,0.10235947258848022,1.0,False,10.0,8.0,0.1065232477446218,1.0,0.3969465648854962,0.496530187369882,0.10305343511450382,0.00346981263011803,0.10062456627342123,1.0,0.10235947258848022,10.0,1.0,0.09437890353920889,0.5,0.21408743927827897,1.5,0.21408743927827897,1.5,0.0,0.19999999999999996
56,24.5,21.5,3.0,21.0,3.5,0.19050917907862835,0.19050917907862835,1.0,False,10.0,8.0,0.21475580187045376,2.0,0.48631797713889857,0.29892622099064775,0.013682022861101428,0.2010737790093523,0.10010391409767926,1.0,0.10114305507447177,3.5,1.0,0.20748181503290614,1.5,0.20748181503290614,1.5,0.21475580187045376,0.0,1.0,0.19999999999999996
57,24.5,24.0,0.5,19.5,5.0,0.1871713985278654,0.1871713985278654,1.0,False,10.0,9.0,0.09744128987031195,1.0,0.4854539081668419,0.4171048019628461,0.014546091833158081,0.08289519803715384,0.19663512092534174,1.0,0.19663512092534174,1.0,2.0,0.12162635821941815,0.5,0.12162635821941815,0.5,0.19663512092534174,-1.0,0.0,0.09999999999999998
58,21.5,23.5,-2.0,17.0,4.5,0.2854188210961738,0.09720785935884178,1.5,False,10.0,10.0,0.10168907273354016,1.0,0.4756980351602896,0.4226128921061703,0.02430196483971042,0.07738710789382974,0.09410548086866598,1.5,0.09720785935884178,10.5,1.0,0.09513960703205791,2.0,0.11720096518441916,3.5,0.11720096518441916,3.5,0.0,0.0
59,21.5,21.5,0.0,18.0,3.5,0.1979889042995839,0.10332871012482663,0.5,False,10.0,9.0,0.09847434119278779,1.0,0.49410540915395285,0.40742024965325935,0.005894590846047154,0.0925797503467406,0.10298196948682385,0.5,0.10332871012482663,10.5,1.0,0.19036061026352288,2.5,0.19036061026352288,2.5,0.19036061026352288,2.5,0.0,0.09999999999999998
60,24.0,21.0,3.0,18.0,6.0,0.3773059519665854,0.3773059519665854,3.0,False,10.0,9.0,0.19457013574660634,2.0,0.48277062304211626,0.3226592412112774,0.017229376957883735,0.17734075878872257,0.1054646710755308,3.0,0.1054646710755308,3.0,1.0,0.12530455969369997,1.5,0.12530455969369997,1.5,0.19457013574660634,0.0,1.0,0.09999999999999998
61,24.0,17.0,7.0,17.0,7.0,0.2996216030271758,0.20192638458892329,2.5,True,10.0,10.0,0.09735122119023047,1.0,0.49707602339181284,0.4055727554179567,0.002923976608187162,0.09442724458204332,0.09735122119023047,2.5,0.10526315789473684,10.5,1.0,0.10044719642242862,0.5,0.11248710010319918,2.0,0.11248710010319918,2.0,0.0,0.0
62,24.0,17.0,7.0,21.0,3.0,0.4071550255536627,0.317206132879046,3.0,True,10.0,10.0,0.10119250425894379,1.0,0.49846678023850083,0.40034071550255534,0.0015332197614991716,0.09965928449744466,0.09131175468483815,3.0,0.10902896081771721,11.5,1.0,0.10834752981260648,1.5,0.11277683134582624,3.0,0.11277683134582624,3.0,0.0,0.0
63,24.5,17.0,7.5,21.5,3.0,0.3879128601546029,0.3879128601546029,11.0,False,10.0,9.0,0.18903724525650034,2.0,0.3879128601546029,0.42304989458889664,0.11208713984539709,0.07695010541110325,0.10541110330288124,11.0,0.10541110330288124,11.0,1.0,0.1061138439915671,0.5,0.11841180604356992,2.0,0.18903724525650034,0.0,1.0,0.09999999999999998
64,22.0,15.0,7.0,22.0,0.0,0.28828522920203736,0.19083191850594228,0.5,True,10.0,10.0,0.09405772495755518,1.0,0.4767402376910017,0.42920203735144313,0.02325976230899829,0.07079796264855687,0.09405772495755518,0.5,0.09745331069609507,12.5,1.0,0.09779286926994907,2.5,0.11612903225806452,4.5,0.11612903225806452,4.5,0.0,0.0
65,24.0,24.5,-0.5,21.5,2.5,0.3011756569847856,0.20401106500691563,2.5,False,10.0,9.0,0.09405255878284924,1.0,0.49446749654218536,0.41147994467496546,0.0055325034578146415,0.0885200553250346,0.10027662517289074,2.5,0.10546334716459198,10.0,1.0,0.21196403872752423,1.5,0.21196403872752423,1.5,0.21196403872752423,1.5,0.0,0.09999999999999998
66,23.5,21.5,2.0,21.5,2.0,0.3810375670840787,0.2855098389982111,2.0,False,10.0,9.0,0.09552772808586762,1.0,0.48694096601073344,0.41753130590339893,0.013059033989266555,0.08246869409660107,0.10590339892665473,2.0,0.19069767441860463,14.5,2.0,0.09588550983899821,1.5,0.12093023255813953,2.0,0.19069767441860463,-14.5,0.0,0.09999999999999998
67,21.5,16.0,5.5,20.5,1.0,0.39314166955316937,0.2978870800138552,7.5,True,10.0,9.0,0.1028749567024593,1.0,0.49255282299965364,0.4045722202978871,0.007447177000346361,0.09542777970211291,0.09941115344648424,7.5,0.20401801177693107,12.5,2.0,0.1087634222376169,4.0,0.1087634222376169,4.0,0.20401801177693107,-12.5,0.0,0.09999999999999998
68,15.5,21.5,-6.0,15.5,0.0,0.09527145359019265,0.0,1.5,False,10.0,10.0,0.09527145359019265,1.0,0.4921190893169877,0.4126094570928196,0.007880910683012277,0.0873905429071804,0.09842381786339754,1.5,0.10157618213660245,6.5,1.0,0.10998248686514886,6.0,0.10998248686514886,6.0,0.10998248686514886,6.0,0.0,0.0
69,25.0,19.5,5.5,21.5,3.5,0.38331609789727683,0.38331609789727683,3.5,True,10.0,9.0,0.09410548086866598,1.0,0.490865218890038,0.4150293002412961,0.00913478110996202,0.08497069975870397,0.10754912099276112,3.5,0.10754912099276112,3.5,1.0,0.20992761116856257,1.5,0.20992761116856257,1.5,0.20992761116856257,1.5,0.0,0.09999999999999998
70,21.5,21.5,0.0,26.0,-4.5,0.4042704626334519,0.3053380782918149,9.0,False,10.0,9.0,0.09786476868327403,1.0,0.4042704626334519,0.497864768683274,0.0957295373665481,0.002135231316725883,0.09893238434163701,9.0,0.20640569395017794,12.5,2.0,0.09750889679715302,5.0,0.10640569395017793,5.5,0.20640569395017794,-12.5,0.0,0.09999999999999998
71,26.5,12.5,14.0,22.0,4.5,0.29562542720437457,0.29562542720437457,2.5,True,10.0,8.0,0.21701982228298017,2.0,0.3923444976076555,0.39063568010936434,0.1076555023923445,0.10936431989063566,0.09671907040328093,2.5,0.10321257689678742,17.5,1.0,0.20198222829801776,1.5,0.20198222829801776,1.5,0.21701982228298017,0.0,1.0,0.19999999999999996
72,26.5,14.5,12.0,25.0,1.5,0.2976027397260274,0.2976027397260274,1.5,True,10.0,9.0,0.11198630136986301,1.0,0.3934931506849315,0.4945205479452055,0.10650684931506849,0.005479452054794498,0.0958904109589041,1.5,0.10205479452054794,20.5,1.0,0.20410958904109588,1.5,0.20410958904109588,1.5,0.20410958904109588,1.5,0.0,0.09999999999999998
