rule_text,rule_json,flagged_frames,oracle_tp,oracle_fp,oracle_fn,oracle_precision,oracle_recall
mass_below_10deg >= 0.22 and top_family_angle_offset <= -6 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.22], [""top_family_angle_offset"", ""<="", -6.0], [""cum_before_selected"", "">="", 0.46]]",27,6,21,122,0.2222222222222222,0.046875
top_family_angle_offset <= -2 and delta_localmax_deg >= 8,"[[""top_family_angle_offset"", ""<="", -2.0], [""delta_localmax_deg"", "">="", 8.0]]",18,4,14,124,0.2222222222222222,0.03125
top_family_angle_offset <= -2 and delta_localmax_deg >= 6 and cum_before_selected >= 0.46,"[[""top_family_angle_offset"", ""<="", -2.0], [""delta_localmax_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",18,4,14,124,0.2222222222222222,0.03125
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 6,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 6.0]]",82,18,64,110,0.21951219512195122,0.140625
gap_to_lower_deg >= 8 and delta_localmax_deg >= 6 and selected_family_share <= 0.18,"[[""gap_to_lower_deg"", "">="", 8.0], [""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18]]",32,7,25,121,0.21875,0.0546875
mass_below_10deg >= 0.3 and best_lower_gap >= 9 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 6.0]]",119,26,93,102,0.2184873949579832,0.203125
mass_below_10deg >= 0.3 and best_upper_share <= 0.14 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.3], [""best_upper_share"", ""<="", 0.14], [""cum_before_selected"", "">="", 0.46]]",92,20,72,108,0.21739130434782608,0.15625
gap_to_lower_deg >= 4 and best_upper_share <= 0.12 and selected_is_top_family <= 0,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_upper_share"", ""<="", 0.12], [""selected_is_top_family"", ""<="", 0.0]]",69,15,54,113,0.21739130434782608,0.1171875
gap_to_lower_deg >= 8 and selected_is_top_family <= 0 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0], [""cum_before_selected"", "">="", 0.46]]",23,5,18,123,0.21739130434782608,0.0390625
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 8,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 8.0]]",74,16,58,112,0.21621621621621623,0.125
best_lower_gap >= 9 and top_family_angle_offset <= -6 and selected_family_share <= 0.18,"[[""best_lower_gap"", "">="", 9.0], [""top_family_angle_offset"", ""<="", -6.0], [""selected_family_share"", ""<="", 0.18]]",65,14,51,114,0.2153846153846154,0.109375
mass_below_10deg >= 0.3 and best_lower_gap >= 5 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 6.0]]",121,26,95,102,0.21487603305785125,0.203125
mass_below_10deg >= 0.18 and top_family_angle_offset <= -2 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.18], [""top_family_angle_offset"", ""<="", -2.0], [""selected_family_share"", ""<="", 0.18]]",70,15,55,113,0.21428571428571427,0.1171875
gap_to_lower_deg >= 6 and delta_localmax_deg >= 8 and selected_is_top_family <= 0,"[[""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0]]",42,9,33,119,0.21428571428571427,0.0703125
mass_below_10deg >= 0.22 and top_family_angle_offset <= -2 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.22], [""top_family_angle_offset"", ""<="", -2.0], [""cum_before_selected"", "">="", 0.46]]",28,6,22,122,0.21428571428571427,0.046875
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 8 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",28,6,22,122,0.21428571428571427,0.046875
gap_to_lower_deg >= 8 and best_lower_gap >= 9 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 8.0], [""best_lower_gap"", "">="", 9.0], [""cum_before_selected"", "">="", 0.46]]",28,6,22,122,0.21428571428571427,0.046875
mass_below_10deg >= 0.18 and top_family_angle_offset <= -6 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.18], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 8.0]]",14,3,11,125,0.21428571428571427,0.0234375
gap_to_lower_deg >= 8 and best_upper_share <= 0.12 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 8.0], [""best_upper_share"", ""<="", 0.12], [""cum_before_selected"", "">="", 0.46]]",14,3,11,125,0.21428571428571427,0.0234375
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 4 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 4.0], [""selected_is_top_family"", ""<="", 0.0]]",117,25,92,103,0.21367521367521367,0.1953125
best_lower_gap >= 9 and top_family_angle_offset <= -6,"[[""best_lower_gap"", "">="", 9.0], [""top_family_angle_offset"", ""<="", -6.0]]",66,14,52,114,0.21212121212121213,0.109375
mass_below_10deg >= 0.18 and top_family_angle_offset <= -6 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.18], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 6.0]]",19,4,15,124,0.21052631578947367,0.03125
gap_to_lower_deg >= 4 and best_upper_share <= 0.12 and selected_family_share <= 0.18,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_upper_share"", ""<="", 0.12], [""selected_family_share"", ""<="", 0.18]]",81,17,64,111,0.20987654320987653,0.1328125
mass_below_10deg >= 0.3 and delta_localmax_deg >= 6 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.3], [""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18]]",86,18,68,110,0.20930232558139536,0.140625
mass_below_10deg >= 0.3 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.3], [""delta_localmax_deg"", "">="", 6.0]]",134,28,106,100,0.208955223880597,0.21875
top_family_angle_offset <= -6 and delta_localmax_deg >= 6,"[[""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 6.0]]",24,5,19,123,0.20833333333333334,0.0390625
mass_below_10deg >= 0.3 and best_lower_gap >= 9 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 9.0], [""selected_is_top_family"", ""<="", 0.0]]",149,31,118,97,0.2080536912751678,0.2421875
mass_below_10deg >= 0.3 and best_lower_gap >= 9 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 9.0], [""cum_before_selected"", "">="", 0.46]]",130,27,103,101,0.2076923076923077,0.2109375
best_lower_gap >= 9 and best_upper_share <= 0.12 and top_family_angle_offset <= -6,"[[""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -6.0]]",63,13,50,115,0.20634920634920634,0.1015625
mass_below_10deg >= 0.3 and best_lower_gap >= 9 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 9.0], [""selected_family_share"", ""<="", 0.18]]",136,28,108,100,0.20588235294117646,0.21875
mass_below_10deg >= 0.3 and best_lower_gap >= 9,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 9.0]]",210,43,167,85,0.20476190476190476,0.3359375
mass_below_10deg >= 0.3 and delta_localmax_deg >= 6 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.3], [""delta_localmax_deg"", "">="", 6.0], [""selected_is_top_family"", ""<="", 0.0]]",93,19,74,109,0.20430107526881722,0.1484375
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 8 and best_upper_share <= 0.12,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 8.0], [""best_upper_share"", ""<="", 0.12]]",49,10,39,118,0.20408163265306123,0.078125
mass_below_10deg >= 0.3 and best_lower_gap >= 5 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 5.0], [""selected_is_top_family"", ""<="", 0.0]]",152,31,121,97,0.20394736842105263,0.2421875
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 8 and best_lower_gap >= 9,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 8.0], [""best_lower_gap"", "">="", 9.0]]",103,21,82,107,0.20388349514563106,0.1640625
mass_below_10deg >= 0.3,"[[""mass_below_10deg"", "">="", 0.3]]",241,49,192,79,0.2033195020746888,0.3828125
best_lower_gap >= 9 and best_upper_share <= 0.14 and top_family_angle_offset <= -6,"[[""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -6.0]]",64,13,51,115,0.203125,0.1015625
mass_below_10deg >= 0.3 and best_lower_gap >= 5 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 5.0], [""cum_before_selected"", "">="", 0.46]]",133,27,106,101,0.20300751879699247,0.2109375
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 4 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 4.0], [""selected_is_top_family"", ""<="", 0.0]]",153,31,122,97,0.20261437908496732,0.2421875
top_family_angle_offset <= -6 and selected_family_share <= 0.18,"[[""top_family_angle_offset"", ""<="", -6.0], [""selected_family_share"", ""<="", 0.18]]",84,17,67,111,0.20238095238095238,0.1328125
mass_below_10deg >= 0.3 and delta_localmax_deg >= 6 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.3], [""delta_localmax_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",94,19,75,109,0.20212765957446807,0.1484375
mass_below_10deg >= 0.3 and best_lower_gap >= 5,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 5.0]]",213,43,170,85,0.20187793427230047,0.3359375
mass_below_10deg >= 0.3 and selected_family_share <= 0.18 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.3], [""selected_family_share"", ""<="", 0.18], [""cum_before_selected"", "">="", 0.46]]",119,24,95,104,0.20168067226890757,0.1875
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 4 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 4.0], [""selected_family_share"", ""<="", 0.18]]",134,27,107,101,0.20149253731343283,0.2109375
mass_below_10deg >= 0.3 and best_lower_gap >= 5 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 5.0], [""selected_family_share"", ""<="", 0.18]]",139,28,111,100,0.2014388489208633,0.21875
gap_to_lower_deg >= 4 and selected_is_top_family <= 0 and selected_family_share <= 0.18,"[[""gap_to_lower_deg"", "">="", 4.0], [""selected_is_top_family"", ""<="", 0.0], [""selected_family_share"", ""<="", 0.18]]",139,28,111,100,0.2014388489208633,0.21875
mass_below_10deg >= 0.3 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.3], [""cum_before_selected"", "">="", 0.46]]",159,32,127,96,0.20125786163522014,0.25
mass_below_10deg >= 0.3 and delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.3], [""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",80,16,64,112,0.2,0.125
mass_below_10deg >= 0.3 and delta_localmax_deg >= 8 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.3], [""delta_localmax_deg"", "">="", 8.0], [""selected_family_share"", ""<="", 0.18]]",75,15,60,113,0.2,0.1171875
gap_to_lower_deg >= 6 and delta_localmax_deg >= 6 and selected_is_top_family <= 0,"[[""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 6.0], [""selected_is_top_family"", ""<="", 0.0]]",65,13,52,115,0.2,0.1015625
gap_to_lower_deg >= 6 and selected_family_share <= 0.18 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18], [""cum_before_selected"", "">="", 0.46]]",45,9,36,119,0.2,0.0703125
gap_to_lower_deg >= 6 and delta_localmax_deg >= 8 and selected_family_share <= 0.18,"[[""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 8.0], [""selected_family_share"", ""<="", 0.18]]",35,7,28,121,0.2,0.0546875
gap_to_lower_deg >= 8 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",30,6,24,122,0.2,0.046875
best_upper_share <= 0.12 and top_family_angle_offset <= -6 and delta_localmax_deg >= 8,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 8.0]]",15,3,12,125,0.2,0.0234375
mass_below_10deg >= 0.3 and top_family_angle_offset <= -6 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.3], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 8.0]]",10,2,8,126,0.2,0.015625
mass_below_10deg >= 0.18 and best_upper_share <= 0.1 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.18], [""best_upper_share"", ""<="", 0.1], [""selected_family_share"", ""<="", 0.18]]",5,1,4,127,0.2,0.0078125
gap_to_lower_deg >= 4 and selected_is_top_family <= 0,"[[""gap_to_lower_deg"", "">="", 4.0], [""selected_is_top_family"", ""<="", 0.0]]",171,34,137,94,0.19883040935672514,0.265625
gap_to_lower_deg >= 4 and selected_family_share <= 0.18,"[[""gap_to_lower_deg"", "">="", 4.0], [""selected_family_share"", ""<="", 0.18]]",151,30,121,98,0.1986754966887417,0.234375
mass_below_10deg >= 0.3 and selected_is_top_family <= 0 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.3], [""selected_is_top_family"", ""<="", 0.0], [""selected_family_share"", ""<="", 0.18]]",146,29,117,99,0.19863013698630136,0.2265625
mass_below_10deg >= 0.3 and best_lower_gap >= 9 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 8.0]]",101,20,81,108,0.19801980198019803,0.15625
top_family_angle_offset <= -6,"[[""top_family_angle_offset"", ""<="", -6.0]]",86,17,69,111,0.19767441860465115,0.1328125
best_upper_share <= 0.12 and top_family_angle_offset <= -6 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -6.0], [""selected_family_share"", ""<="", 0.18]]",81,16,65,112,0.19753086419753085,0.125
mass_below_10deg >= 0.18 and top_family_angle_offset <= -2,"[[""mass_below_10deg"", "">="", 0.18], [""top_family_angle_offset"", ""<="", -2.0]]",76,15,61,113,0.19736842105263158,0.1171875
gap_to_lower_deg >= 4 and best_lower_gap >= 9 and selected_is_top_family <= 0,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 9.0], [""selected_is_top_family"", ""<="", 0.0]]",142,28,114,100,0.19718309859154928,0.21875
gap_to_lower_deg >= 4 and best_lower_gap >= 5 and selected_is_top_family <= 0,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 5.0], [""selected_is_top_family"", ""<="", 0.0]]",168,33,135,95,0.19642857142857142,0.2578125
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 4 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 4.0], [""selected_family_share"", ""<="", 0.18]]",102,20,82,108,0.19607843137254902,0.15625
mass_below_10deg >= 0.3 and best_lower_gap >= 5 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.3], [""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 8.0]]",102,20,82,108,0.19607843137254902,0.15625
best_lower_gap >= 5 and top_family_angle_offset <= -4 and selected_family_share <= 0.18,"[[""best_lower_gap"", "">="", 5.0], [""top_family_angle_offset"", ""<="", -4.0], [""selected_family_share"", ""<="", 0.18]]",87,17,70,111,0.19540229885057472,0.1328125
best_upper_share <= 0.14 and top_family_angle_offset <= -6 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -6.0], [""selected_family_share"", ""<="", 0.18]]",82,16,66,112,0.1951219512195122,0.125
mass_below_10deg >= 0.3 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.3], [""delta_localmax_deg"", "">="", 8.0]]",113,22,91,106,0.19469026548672566,0.171875
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 8,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 8.0]]",108,21,87,107,0.19444444444444445,0.1640625
mass_below_10deg >= 0.18 and best_upper_share <= 0.12 and top_family_angle_offset <= -2,"[[""mass_below_10deg"", "">="", 0.18], [""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -2.0]]",72,14,58,114,0.19444444444444445,0.109375
mass_below_10deg >= 0.3 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.3], [""selected_is_top_family"", ""<="", 0.0]]",170,33,137,95,0.19411764705882353,0.2578125
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 6 and best_lower_gap >= 9,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 6.0], [""best_lower_gap"", "">="", 9.0]]",124,24,100,104,0.1935483870967742,0.1875
gap_to_lower_deg >= 8 and delta_localmax_deg >= 8,"[[""gap_to_lower_deg"", "">="", 8.0], [""delta_localmax_deg"", "">="", 8.0]]",57,11,46,117,0.19298245614035087,0.0859375
best_upper_share <= 0.12 and top_family_angle_offset <= -6,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -6.0]]",83,16,67,112,0.1927710843373494,0.125
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 4 and best_upper_share <= 0.12,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 4.0], [""best_upper_share"", ""<="", 0.12]]",83,16,67,112,0.1927710843373494,0.125
mass_below_10deg >= 0.3 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.3], [""selected_family_share"", ""<="", 0.18]]",161,31,130,97,0.19254658385093168,0.2421875
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 6 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 6.0]]",52,10,42,118,0.19230769230769232,0.078125
gap_to_lower_deg >= 8 and best_lower_gap >= 9 and delta_localmax_deg >= 8,"[[""gap_to_lower_deg"", "">="", 8.0], [""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 8.0]]",52,10,42,118,0.19230769230769232,0.078125
mass_below_10deg >= 0.18 and best_upper_share <= 0.14 and top_family_angle_offset <= -2,"[[""mass_below_10deg"", "">="", 0.18], [""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -2.0]]",73,14,59,114,0.1917808219178082,0.109375
mass_below_10deg >= 0.3 and selected_is_top_family <= 0 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.3], [""selected_is_top_family"", ""<="", 0.0], [""cum_before_selected"", "">="", 0.46]]",120,23,97,105,0.19166666666666668,0.1796875
best_lower_gap >= 9 and best_upper_share <= 0.12 and delta_localmax_deg >= 8,"[[""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 8.0]]",94,18,76,110,0.19148936170212766,0.140625
best_lower_gap >= 5 and top_family_angle_offset <= -4,"[[""best_lower_gap"", "">="", 5.0], [""top_family_angle_offset"", ""<="", -4.0]]",89,17,72,111,0.19101123595505617,0.1328125
top_family_angle_offset <= -4 and selected_family_share <= 0.18,"[[""top_family_angle_offset"", ""<="", -4.0], [""selected_family_share"", ""<="", 0.18]]",89,17,72,111,0.19101123595505617,0.1328125
gap_to_lower_deg >= 4 and best_lower_gap >= 5 and selected_family_share <= 0.18,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 5.0], [""selected_family_share"", ""<="", 0.18]]",147,28,119,100,0.19047619047619047,0.21875
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 4 and best_lower_gap >= 9,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 9.0]]",105,20,85,108,0.19047619047619047,0.15625
best_upper_share <= 0.14 and top_family_angle_offset <= -6,"[[""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -6.0]]",84,16,68,112,0.19047619047619047,0.125
best_upper_share <= 0.12 and top_family_angle_offset <= -4 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -4.0], [""selected_family_share"", ""<="", 0.18]]",84,16,68,112,0.19047619047619047,0.125
mass_below_10deg >= 0.18 and top_family_angle_offset <= -2 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.18], [""top_family_angle_offset"", ""<="", -2.0], [""delta_localmax_deg"", "">="", 6.0]]",21,4,17,124,0.19047619047619047,0.03125
best_lower_gap >= 9 and top_family_angle_offset <= -6 and delta_localmax_deg >= 6,"[[""best_lower_gap"", "">="", 9.0], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 6.0]]",21,4,17,124,0.19047619047619047,0.03125
best_lower_gap >= 9 and best_upper_share <= 0.14 and delta_localmax_deg >= 8,"[[""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 8.0]]",95,18,77,110,0.18947368421052632,0.140625
gap_to_lower_deg >= 8 and best_lower_gap >= 9 and best_upper_share <= 0.12,"[[""gap_to_lower_deg"", "">="", 8.0], [""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.12]]",53,10,43,118,0.18867924528301888,0.078125
gap_to_lower_deg >= 8 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 8.0], [""delta_localmax_deg"", "">="", 6.0]]",69,13,56,115,0.18840579710144928,0.1015625
best_lower_gap >= 5 and best_upper_share <= 0.12 and top_family_angle_offset <= -4,"[[""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -4.0]]",85,16,69,112,0.18823529411764706,0.125
best_upper_share <= 0.14 and top_family_angle_offset <= -4 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -4.0], [""selected_family_share"", ""<="", 0.18]]",85,16,69,112,0.18823529411764706,0.125
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 6 and best_upper_share <= 0.12,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 6.0], [""best_upper_share"", ""<="", 0.12]]",64,12,52,116,0.1875,0.09375
gap_to_lower_deg >= 8 and best_lower_gap >= 9 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 8.0], [""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 6.0]]",64,12,52,116,0.1875,0.09375
mass_below_10deg >= 0.18 and top_family_angle_offset <= -2 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.18], [""top_family_angle_offset"", ""<="", -2.0], [""delta_localmax_deg"", "">="", 8.0]]",16,3,13,125,0.1875,0.0234375
mass_below_10deg >= 0.22 and top_family_angle_offset <= -6 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.22], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 6.0]]",16,3,13,125,0.1875,0.0234375
mass_below_10deg >= 0.3 and top_family_angle_offset <= -6 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.3], [""top_family_angle_offset"", ""<="", -6.0], [""cum_before_selected"", "">="", 0.46]]",16,3,13,125,0.1875,0.0234375
best_upper_share <= 0.12 and top_family_angle_offset <= -2 and delta_localmax_deg >= 8,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -2.0], [""delta_localmax_deg"", "">="", 8.0]]",16,3,13,125,0.1875,0.0234375
gap_to_lower_deg >= 4 and best_lower_gap >= 9 and selected_family_share <= 0.18,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 9.0], [""selected_family_share"", ""<="", 0.18]]",123,23,100,105,0.18699186991869918,0.1796875
top_family_angle_offset <= -4,"[[""top_family_angle_offset"", ""<="", -4.0]]",91,17,74,111,0.18681318681318682,0.1328125
best_upper_share <= 0.12 and top_family_angle_offset <= -4,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -4.0]]",86,16,70,112,0.18604651162790697,0.125
best_lower_gap >= 5 and best_upper_share <= 0.14 and top_family_angle_offset <= -4,"[[""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -4.0]]",86,16,70,112,0.18604651162790697,0.125
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 4,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 4.0]]",108,20,88,108,0.18518518518518517,0.15625
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 4 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 4.0], [""cum_before_selected"", "">="", 0.46]]",54,10,44,118,0.18518518518518517,0.078125
gap_to_lower_deg >= 4 and delta_localmax_deg >= 8 and selected_is_top_family <= 0,"[[""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0]]",54,10,44,118,0.18518518518518517,0.078125
gap_to_lower_deg >= 6 and delta_localmax_deg >= 6 and selected_family_share <= 0.18,"[[""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18]]",54,10,44,118,0.18518518518518517,0.078125
top_family_angle_offset <= -2 and delta_localmax_deg >= 6 and selected_family_share <= 0.18,"[[""top_family_angle_offset"", ""<="", -2.0], [""delta_localmax_deg"", "">="", 6.0], [""selected_family_share"", ""<="", 0.18]]",27,5,22,123,0.18518518518518517,0.0390625
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 8 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 8.0], [""delta_localmax_deg"", "">="", 6.0]]",65,12,53,116,0.18461538461538463,0.09375
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 8 and best_lower_gap >= 9,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 8.0], [""best_lower_gap"", "">="", 9.0]]",114,21,93,107,0.18421052631578946,0.1640625
