rule_text,rule_json,flagged_frames,oracle_tp,oracle_fp,oracle_fn,oracle_precision,oracle_recall
mass_below_10deg >= 0.18 and top_family_angle_offset <= -6 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.18], [""top_family_angle_offset"", ""<="", -6.0], [""cum_before_selected"", "">="", 0.46]]",38,7,31,121,0.18421052631578946,0.0546875
best_upper_share <= 0.14 and top_family_angle_offset <= -4,"[[""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -4.0]]",87,16,71,112,0.1839080459770115,0.125
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 6 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",49,9,40,119,0.1836734693877551,0.0703125
gap_to_lower_deg >= 6 and best_lower_gap >= 9 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 6.0], [""best_lower_gap"", "">="", 9.0], [""cum_before_selected"", "">="", 0.46]]",49,9,40,119,0.1836734693877551,0.0703125
mass_below_10deg >= 0.22 and best_lower_gap >= 9 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.22], [""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 8.0]]",159,29,130,99,0.18238993710691823,0.2265625
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 6,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 6.0]]",132,24,108,104,0.18181818181818182,0.1875
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 8,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 8.0]]",121,22,99,106,0.18181818181818182,0.171875
best_lower_gap >= 5 and best_upper_share <= 0.12 and delta_localmax_deg >= 8,"[[""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 8.0]]",99,18,81,110,0.18181818181818182,0.140625
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 8 and best_upper_share <= 0.12,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 8.0], [""best_upper_share"", ""<="", 0.12]]",55,10,45,118,0.18181818181818182,0.078125
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 8 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 8.0], [""delta_localmax_deg"", "">="", 8.0]]",55,10,45,118,0.18181818181818182,0.078125
gap_to_lower_deg >= 6 and selected_is_top_family <= 0 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 6.0], [""selected_is_top_family"", ""<="", 0.0], [""cum_before_selected"", "">="", 0.46]]",44,8,36,120,0.18181818181818182,0.0625
top_family_angle_offset <= -6 and selected_family_share <= 0.18 and cum_before_selected >= 0.46,"[[""top_family_angle_offset"", ""<="", -6.0], [""selected_family_share"", ""<="", 0.18], [""cum_before_selected"", "">="", 0.46]]",44,8,36,120,0.18181818181818182,0.0625
best_upper_share <= 0.12 and top_family_angle_offset <= -6 and delta_localmax_deg >= 6,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 6.0]]",22,4,18,124,0.18181818181818182,0.03125
gap_to_lower_deg >= 8 and best_lower_gap >= 9,"[[""gap_to_lower_deg"", "">="", 8.0], [""best_lower_gap"", "">="", 9.0]]",116,21,95,107,0.1810344827586207,0.1640625
mass_below_10deg >= 0.22 and best_lower_gap >= 9 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.22], [""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 6.0]]",205,37,168,91,0.18048780487804877,0.2890625
mass_below_10deg >= 0.22 and best_upper_share <= 0.14 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.22], [""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 8.0]]",100,18,82,110,0.18,0.140625
best_lower_gap >= 5 and best_upper_share <= 0.14 and delta_localmax_deg >= 8,"[[""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 8.0]]",100,18,82,110,0.18,0.140625
mass_below_10deg >= 0.18 and top_family_angle_offset <= -4 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.18], [""top_family_angle_offset"", ""<="", -4.0], [""cum_before_selected"", "">="", 0.46]]",39,7,32,121,0.1794871794871795,0.0546875
best_upper_share <= 0.14 and delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",106,19,87,109,0.1792452830188679,0.1484375
gap_to_lower_deg >= 8,"[[""gap_to_lower_deg"", "">="", 8.0]]",123,22,101,106,0.17886178861788618,0.171875
gap_to_lower_deg >= 8 and best_upper_share <= 0.12,"[[""gap_to_lower_deg"", "">="", 8.0], [""best_upper_share"", ""<="", 0.12]]",56,10,46,118,0.17857142857142858,0.078125
gap_to_lower_deg >= 4 and best_upper_share <= 0.12 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_upper_share"", ""<="", 0.12], [""cum_before_selected"", "">="", 0.46]]",56,10,46,118,0.17857142857142858,0.078125
top_family_angle_offset <= -2 and delta_localmax_deg >= 6,"[[""top_family_angle_offset"", ""<="", -2.0], [""delta_localmax_deg"", "">="", 6.0]]",28,5,23,123,0.17857142857142858,0.0390625
mass_below_10deg >= 0.3 and delta_localmax_deg >= 8 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.3], [""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0]]",79,14,65,114,0.17721518987341772,0.109375
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 4 and best_lower_gap >= 9,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 9.0]]",164,29,135,99,0.17682926829268292,0.2265625
best_lower_gap >= 9 and delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",120,21,99,107,0.175,0.1640625
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 6 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 6.0]]",80,14,66,114,0.175,0.109375
best_upper_share <= 0.12 and delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",103,18,85,110,0.17475728155339806,0.140625
mass_below_10deg >= 0.22 and best_lower_gap >= 5 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.22], [""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 8.0]]",166,29,137,99,0.1746987951807229,0.2265625
best_lower_gap >= 9 and best_upper_share <= 0.12 and selected_is_top_family <= 0,"[[""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.12], [""selected_is_top_family"", ""<="", 0.0]]",189,33,156,95,0.1746031746031746,0.2578125
gap_to_lower_deg >= 6 and delta_localmax_deg >= 8,"[[""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 8.0]]",63,11,52,117,0.1746031746031746,0.0859375
gap_to_lower_deg >= 4 and selected_family_share <= 0.18 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 4.0], [""selected_family_share"", ""<="", 0.18], [""cum_before_selected"", "">="", 0.46]]",86,15,71,113,0.1744186046511628,0.1171875
top_family_angle_offset <= -6 and cum_before_selected >= 0.46,"[[""top_family_angle_offset"", ""<="", -6.0], [""cum_before_selected"", "">="", 0.46]]",46,8,38,120,0.17391304347826086,0.0625
gap_to_lower_deg >= 8 and delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 8.0], [""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",23,4,19,124,0.17391304347826086,0.03125
best_lower_gap >= 9 and best_upper_share <= 0.14 and selected_is_top_family <= 0,"[[""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.14], [""selected_is_top_family"", ""<="", 0.0]]",190,33,157,95,0.1736842105263158,0.2578125
mass_below_10deg >= 0.22 and best_upper_share <= 0.12 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.22], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 8.0]]",98,17,81,111,0.17346938775510204,0.1328125
best_lower_gap >= 9 and best_upper_share <= 0.12 and delta_localmax_deg >= 6,"[[""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 6.0]]",139,24,115,104,0.17266187050359713,0.1875
best_lower_gap >= 9 and delta_localmax_deg >= 8 and selected_family_share <= 0.18,"[[""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 8.0], [""selected_family_share"", ""<="", 0.18]]",116,20,96,108,0.1724137931034483,0.15625
gap_to_lower_deg >= 4 and selected_is_top_family <= 0 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 4.0], [""selected_is_top_family"", ""<="", 0.0], [""cum_before_selected"", "">="", 0.46]]",87,15,72,113,0.1724137931034483,0.1171875
gap_to_lower_deg >= 6 and best_lower_gap >= 9 and delta_localmax_deg >= 8,"[[""gap_to_lower_deg"", "">="", 6.0], [""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 8.0]]",58,10,48,118,0.1724137931034483,0.078125
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 4 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 6.0]]",64,11,53,117,0.171875,0.0859375
mass_below_10deg >= 0.18 and best_upper_share <= 0.14 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.18], [""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 8.0]]",134,23,111,105,0.17164179104477612,0.1796875
mass_below_10deg >= 0.22 and best_upper_share <= 0.14 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.22], [""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 6.0]]",134,23,111,105,0.17164179104477612,0.1796875
delta_localmax_deg >= 8 and selected_family_share <= 0.18 and cum_before_selected >= 0.46,"[[""delta_localmax_deg"", "">="", 8.0], [""selected_family_share"", ""<="", 0.18], [""cum_before_selected"", "">="", 0.46]]",134,23,111,105,0.17164179104477612,0.1796875
best_lower_gap >= 9 and best_upper_share <= 0.14 and delta_localmax_deg >= 6,"[[""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 6.0]]",140,24,116,104,0.17142857142857143,0.1875
best_lower_gap >= 5 and delta_localmax_deg >= 8 and selected_family_share <= 0.18,"[[""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 8.0], [""selected_family_share"", ""<="", 0.18]]",123,21,102,107,0.17073170731707318,0.1640625
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 4 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 4.0], [""cum_before_selected"", "">="", 0.46]]",82,14,68,114,0.17073170731707318,0.109375
mass_below_10deg >= 0.22 and best_lower_gap >= 5 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.22], [""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 6.0]]",217,37,180,91,0.17050691244239632,0.2890625
top_family_angle_offset <= -4 and selected_family_share <= 0.18 and cum_before_selected >= 0.46,"[[""top_family_angle_offset"", ""<="", -4.0], [""selected_family_share"", ""<="", 0.18], [""cum_before_selected"", "">="", 0.46]]",47,8,39,120,0.1702127659574468,0.0625
mass_below_10deg >= 0.22 and best_lower_gap >= 9 and best_upper_share <= 0.12,"[[""mass_below_10deg"", "">="", 0.22], [""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.12]]",230,39,191,89,0.16956521739130434,0.3046875
gap_to_lower_deg >= 4 and delta_localmax_deg >= 8,"[[""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 8.0]]",77,13,64,115,0.16883116883116883,0.1015625
best_lower_gap >= 9 and delta_localmax_deg >= 8,"[[""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 8.0]]",190,32,158,96,0.16842105263157894,0.25
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 6 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 6.0]]",95,16,79,112,0.16842105263157894,0.125
mass_below_10deg >= 0.22 and best_lower_gap >= 9 and best_upper_share <= 0.14,"[[""mass_below_10deg"", "">="", 0.22], [""best_lower_gap"", "">="", 9.0], [""best_upper_share"", ""<="", 0.14]]",232,39,193,89,0.16810344827586207,0.3046875
best_lower_gap >= 9 and delta_localmax_deg >= 8 and selected_is_top_family <= 0,"[[""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0]]",125,21,104,107,0.168,0.1640625
mass_below_10deg >= 0.18 and best_upper_share <= 0.12 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.18], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 8.0]]",131,22,109,106,0.16793893129770993,0.171875
mass_below_10deg >= 0.22 and best_upper_share <= 0.12 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.22], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 6.0]]",131,22,109,106,0.16793893129770993,0.171875
mass_below_10deg >= 0.22 and best_lower_gap >= 5 and best_upper_share <= 0.12,"[[""mass_below_10deg"", "">="", 0.22], [""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.12]]",240,40,200,88,0.16666666666666666,0.3125
best_upper_share <= 0.14 and delta_localmax_deg >= 8,"[[""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 8.0]]",144,24,120,104,0.16666666666666666,0.1875
best_lower_gap >= 5 and delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",126,21,105,107,0.16666666666666666,0.1640625
gap_to_lower_deg >= 4 and best_lower_gap >= 9 and delta_localmax_deg >= 8,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 8.0]]",72,12,60,116,0.16666666666666666,0.09375
best_upper_share <= 0.14 and delta_localmax_deg >= 8 and selected_is_top_family <= 0,"[[""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0]]",66,11,55,117,0.16666666666666666,0.0859375
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 6 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 8.0]]",60,10,50,118,0.16666666666666666,0.078125
mass_below_10deg >= 0.3 and gap_to_lower_deg >= 8 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.3], [""gap_to_lower_deg"", "">="", 8.0], [""delta_localmax_deg"", "">="", 6.0]]",48,8,40,120,0.16666666666666666,0.0625
gap_to_lower_deg >= 4 and delta_localmax_deg >= 8 and selected_family_share <= 0.18,"[[""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 8.0], [""selected_family_share"", ""<="", 0.18]]",48,8,40,120,0.16666666666666666,0.0625
best_lower_gap >= 5 and top_family_angle_offset <= -4 and cum_before_selected >= 0.46,"[[""best_lower_gap"", "">="", 5.0], [""top_family_angle_offset"", ""<="", -4.0], [""cum_before_selected"", "">="", 0.46]]",48,8,40,120,0.16666666666666666,0.0625
gap_to_lower_deg >= 4 and best_upper_share <= 0.12 and delta_localmax_deg >= 8,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 8.0]]",30,5,25,123,0.16666666666666666,0.0390625
gap_to_lower_deg >= 8 and delta_localmax_deg >= 6 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 8.0], [""delta_localmax_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",24,4,20,124,0.16666666666666666,0.03125
best_upper_share <= 0.12 and top_family_angle_offset <= -2 and delta_localmax_deg >= 6,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -2.0], [""delta_localmax_deg"", "">="", 6.0]]",24,4,20,124,0.16666666666666666,0.03125
mass_below_10deg >= 0.3 and top_family_angle_offset <= -6 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.3], [""top_family_angle_offset"", ""<="", -6.0], [""delta_localmax_deg"", "">="", 6.0]]",12,2,10,126,0.16666666666666666,0.015625
mass_below_10deg >= 0.18 and best_upper_share <= 0.1 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.18], [""best_upper_share"", ""<="", 0.1], [""selected_is_top_family"", ""<="", 0.0]]",6,1,5,127,0.16666666666666666,0.0078125
best_lower_gap >= 5 and best_upper_share <= 0.12 and selected_is_top_family <= 0,"[[""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.12], [""selected_is_top_family"", ""<="", 0.0]]",235,39,196,89,0.16595744680851063,0.3046875
mass_below_10deg >= 0.18 and best_lower_gap >= 9 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.18], [""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 8.0]]",187,31,156,97,0.1657754010695187,0.2421875
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 4,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 4.0]]",175,29,146,99,0.1657142857142857,0.2265625
mass_below_10deg >= 0.22 and best_lower_gap >= 5 and best_upper_share <= 0.14,"[[""mass_below_10deg"", "">="", 0.22], [""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.14]]",242,40,202,88,0.1652892561983471,0.3125
best_lower_gap >= 5 and best_upper_share <= 0.14 and selected_is_top_family <= 0,"[[""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.14], [""selected_is_top_family"", ""<="", 0.0]]",236,39,197,89,0.1652542372881356,0.3046875
gap_to_lower_deg >= 4 and best_lower_gap >= 9 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_lower_gap"", "">="", 9.0], [""cum_before_selected"", "">="", 0.46]]",85,14,71,114,0.16470588235294117,0.109375
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 4 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 8.0]]",73,12,61,116,0.1643835616438356,0.09375
best_upper_share <= 0.12 and delta_localmax_deg >= 8,"[[""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 8.0]]",140,23,117,105,0.16428571428571428,0.1796875
mass_below_10deg >= 0.22 and delta_localmax_deg >= 8 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.22], [""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0]]",134,22,112,106,0.16417910447761194,0.171875
best_lower_gap >= 5 and delta_localmax_deg >= 8 and selected_is_top_family <= 0,"[[""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 8.0], [""selected_is_top_family"", ""<="", 0.0]]",134,22,112,106,0.16417910447761194,0.171875
mass_below_10deg >= 0.22 and delta_localmax_deg >= 8 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.22], [""delta_localmax_deg"", "">="", 8.0], [""selected_family_share"", ""<="", 0.18]]",128,21,107,107,0.1640625,0.1640625
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 6 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",55,9,46,119,0.16363636363636364,0.0703125
gap_to_lower_deg >= 4 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 4.0], [""cum_before_selected"", "">="", 0.46]]",104,17,87,111,0.16346153846153846,0.1328125
mass_below_10deg >= 0.22 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.22], [""delta_localmax_deg"", "">="", 8.0]]",202,33,169,95,0.16336633663366337,0.2578125
gap_to_lower_deg >= 6 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 6.0], [""delta_localmax_deg"", "">="", 6.0]]",98,16,82,112,0.16326530612244897,0.125
mass_below_10deg >= 0.22 and gap_to_lower_deg >= 4 and delta_localmax_deg >= 6,"[[""mass_below_10deg"", "">="", 0.22], [""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 6.0]]",98,16,82,112,0.16326530612244897,0.125
top_family_angle_offset <= -4 and cum_before_selected >= 0.46,"[[""top_family_angle_offset"", ""<="", -4.0], [""cum_before_selected"", "">="", 0.46]]",49,8,41,120,0.16326530612244897,0.0625
mass_below_10deg >= 0.22 and delta_localmax_deg >= 6 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.22], [""delta_localmax_deg"", "">="", 6.0], [""selected_is_top_family"", ""<="", 0.0]]",178,29,149,99,0.16292134831460675,0.2265625
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 6,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 6.0]]",172,28,144,100,0.16279069767441862,0.21875
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 6 and best_upper_share <= 0.12,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 6.0], [""best_upper_share"", ""<="", 0.12]]",86,14,72,114,0.16279069767441862,0.109375
gap_to_lower_deg >= 4 and delta_localmax_deg >= 6 and selected_is_top_family <= 0,"[[""gap_to_lower_deg"", "">="", 4.0], [""delta_localmax_deg"", "">="", 6.0], [""selected_is_top_family"", ""<="", 0.0]]",86,14,72,114,0.16279069767441862,0.109375
best_upper_share <= 0.12 and top_family_angle_offset <= -6 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.12], [""top_family_angle_offset"", ""<="", -6.0], [""cum_before_selected"", "">="", 0.46]]",43,7,36,121,0.16279069767441862,0.0546875
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 4 and best_upper_share <= 0.12,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 4.0], [""best_upper_share"", ""<="", 0.12]]",117,19,98,109,0.1623931623931624,0.1484375
best_lower_gap >= 5 and best_upper_share <= 0.12 and delta_localmax_deg >= 6,"[[""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 6.0]]",154,25,129,103,0.16233766233766234,0.1953125
best_lower_gap >= 5 and delta_localmax_deg >= 8,"[[""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 8.0]]",204,33,171,95,0.16176470588235295,0.2578125
mass_below_10deg >= 0.18 and best_lower_gap >= 5 and delta_localmax_deg >= 8,"[[""mass_below_10deg"", "">="", 0.18], [""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 8.0]]",198,32,166,96,0.16161616161616163,0.25
mass_below_10deg >= 0.18 and gap_to_lower_deg >= 6 and best_lower_gap >= 9,"[[""mass_below_10deg"", "">="", 0.18], [""gap_to_lower_deg"", "">="", 6.0], [""best_lower_gap"", "">="", 9.0]]",155,25,130,103,0.16129032258064516,0.1953125
gap_to_lower_deg >= 6 and best_lower_gap >= 9 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 6.0], [""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 6.0]]",87,14,73,114,0.16091954022988506,0.109375
best_upper_share <= 0.14 and delta_localmax_deg >= 8 and selected_family_share <= 0.18,"[[""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 8.0], [""selected_family_share"", ""<="", 0.18]]",87,14,73,114,0.16091954022988506,0.109375
mass_below_10deg >= 0.22 and delta_localmax_deg >= 8 and cum_before_selected >= 0.46,"[[""mass_below_10deg"", "">="", 0.22], [""delta_localmax_deg"", "">="", 8.0], [""cum_before_selected"", "">="", 0.46]]",143,23,120,105,0.16083916083916083,0.1796875
gap_to_lower_deg >= 6 and cum_before_selected >= 0.46,"[[""gap_to_lower_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",56,9,47,119,0.16071428571428573,0.0703125
mass_below_10deg >= 0.18 and delta_localmax_deg >= 8 and selected_family_share <= 0.18,"[[""mass_below_10deg"", "">="", 0.18], [""delta_localmax_deg"", "">="", 8.0], [""selected_family_share"", ""<="", 0.18]]",162,26,136,102,0.16049382716049382,0.203125
best_lower_gap >= 5 and best_upper_share <= 0.14 and delta_localmax_deg >= 6,"[[""best_lower_gap"", "">="", 5.0], [""best_upper_share"", ""<="", 0.14], [""delta_localmax_deg"", "">="", 6.0]]",156,25,131,103,0.16025641025641027,0.1953125
best_lower_gap >= 5 and delta_localmax_deg >= 6 and selected_is_top_family <= 0,"[[""best_lower_gap"", "">="", 5.0], [""delta_localmax_deg"", "">="", 6.0], [""selected_is_top_family"", ""<="", 0.0]]",206,33,173,95,0.16019417475728157,0.2578125
gap_to_lower_deg >= 4 and best_upper_share <= 0.12 and delta_localmax_deg >= 6,"[[""gap_to_lower_deg"", "">="", 4.0], [""best_upper_share"", ""<="", 0.12], [""delta_localmax_deg"", "">="", 6.0]]",50,8,42,120,0.16,0.0625
best_upper_share <= 0.14 and top_family_angle_offset <= -2 and delta_localmax_deg >= 6,"[[""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -2.0], [""delta_localmax_deg"", "">="", 6.0]]",25,4,21,124,0.16,0.03125
mass_below_10deg >= 0.22 and best_upper_share <= 0.14 and selected_is_top_family <= 0,"[[""mass_below_10deg"", "">="", 0.22], [""best_upper_share"", ""<="", 0.14], [""selected_is_top_family"", ""<="", 0.0]]",157,25,132,103,0.1592356687898089,0.1953125
best_upper_share <= 0.14 and top_family_angle_offset <= -6 and cum_before_selected >= 0.46,"[[""best_upper_share"", ""<="", 0.14], [""top_family_angle_offset"", ""<="", -6.0], [""cum_before_selected"", "">="", 0.46]]",44,7,37,121,0.1590909090909091,0.0546875
best_lower_gap >= 9 and delta_localmax_deg >= 6 and cum_before_selected >= 0.46,"[[""best_lower_gap"", "">="", 9.0], [""delta_localmax_deg"", "">="", 6.0], [""cum_before_selected"", "">="", 0.46]]",171,27,144,101,0.15789473684210525,0.2109375
