frame,reference_segment_scale,reference_angle_delta_deg,persistent_segment_scale,persistent_scale_ratio_to_reference,persistent_angle_delta_deg,persistent_angle_delta_error_deg,persistent_linear_det,persistent_singular_min,persistent_singular_max,redetect_segment_scale,redetect_scale_ratio_to_reference,redetect_angle_delta_deg,redetect_angle_delta_error_deg,redetect_linear_det,redetect_singular_min,redetect_singular_max
14,0.9999932842875885,-0.00047577220510675033,1.0000286908146323,1.0000354067648254,-0.00016543384822398366,0.0003103383568827667,1.0000262260437012,0.9999902844429016,1.0000360012054443,1.00003436478904,1.000041080777338,-0.00021434093329730786,0.0002614312718094425,1.0000313520431519,0.9999827146530151,1.0000486373901367
15,0.9999968695176477,-0.0006324703415998556,0.999988074286896,0.9999912047417149,2.308835948383603e-05,0.0006555587010836916,0.9999991059303284,0.9999876618385315,1.0000114440917969,0.9999859584718678,0.9999890889200632,0.00012893859911855543,0.000761408940718411,1.0000017881393433,0.9999788403511047,1.0000230073928833
16,0.9999981411837705,-0.00036330606707224433,0.9999628676912654,0.9999647264419278,-0.00026906130642601056,9.424476064623377e-05,0.9999553561210632,0.999960720539093,0.9999946355819702,0.9999555024826438,0.9999573612196155,-0.0001094985302643181,0.0002538075368079262,0.9999256730079651,0.9999527335166931,0.999972939491272
17,0.9999993056769128,-0.0026288948661203904,1.0000025900954472,1.0000032844208149,0.00022932182668000678,0.002858216692800397,1.0000216960906982,0.9999933242797852,1.0000284910202026,1.000007673634191,1.0000083679630882,0.00029040328780638447,0.002919298153926775,1.0000332593917847,0.9999862909317017,1.000046968460083
18,0.9999710978762121,-0.001219757445568348,0.9999843366843242,1.0000132391907528,0.0004447808626935057,0.0016645383082618537,0.9998950362205505,0.9999106526374817,0.9999843835830688,0.9999634017937918,0.9999923036951402,-7.288305604902234e-05,0.0011468743895193256,0.999951183795929,0.9999475479125977,1.000003695487976
19,1.000011403012468,-0.0026669272100434682,0.9999707953090637,0.9999593927596405,0.0077214198986155225,0.01038834710865899,0.9998270273208618,0.9998473525047302,0.9999796748161316,0.9999910397745264,0.999979636994258,0.0071599005669611415,0.00982682777700461,0.9999184012413025,0.9999136924743652,1.000004768371582
20,0.9999694680590886,-0.0014607752115693984,0.9999192422347339,0.9999497726421066,0.0053166709100196385,0.006777446121589037,0.9999265074729919,0.999815046787262,1.00011146068573,0.9998807699151026,0.9999112991478047,0.006562924969415462,0.00802370018098486,0.9999579191207886,0.9998122453689575,1.000145673751831
21,0.9999783642443237,-0.000877885436437964,1.0000541396230922,1.0000757770182616,0.0012389434727424486,0.0021168289091804127,1.0000852346420288,1.000000238418579,1.0000849962234497,1.0000281950667207,1.0000498319005477,0.001266470990401558,0.002144356426839522,1.0000663995742798,1.0000276565551758,1.000038743019104
22,0.9999795798300225,-0.0007251030202439779,1.000022750521871,1.0000431715734195,0.0012978635912759273,0.002022966611519905,1.0000382661819458,1.0000051259994507,1.0000331401824951,1.0000140111136975,1.000034431986782,0.000579255855171823,0.0013043588754158009,0.9999977350234985,0.9999762177467346,1.0000215768814087
23,1.000002529868834,-0.0014532124080801623,0.9999875696957058,0.999985039864719,0.0009373571726598584,0.0023905695807400207,1.000038743019104,0.9999852776527405,1.0000534057617188,0.9999880830368657,0.9999855532045803,0.0014697982358029549,0.002923010643883117,1.000082015991211,0.9999856352806091,1.0000964403152466
24,0.9999954472850981,-0.0015792664692071412,1.0000011840945782,1.0000057368355981,-0.0005983097166222251,0.000980956752584916,1.000015377998352,0.9999809861183167,1.0000343322753906,1.0000024129259275,1.000006965672542,-0.0005925005443145892,0.000986765924892552,0.999985933303833,0.9999285936355591,1.000057339668274
25,0.9999814800395871,0.0010815151035501458,0.9999994408238242,1.0000179611168762,-0.002023405400535694,-0.0031049205040858396,1.0000333786010742,0.9999880194664001,1.0000454187393188,1.0000110163719207,1.0000295368793555,-0.0018912204461969395,-0.0029727355497470853,1.0000476837158203,1.0000032186508179,1.0000444650650024
26,1.0000789691209808,0.0007496070089985096,1.000018131605736,0.9999391672886608,-0.0015870048286785732,-0.002336611837677083,1.0000970363616943,1.0000075101852417,1.0000895261764526,1.0000512259228898,0.9999722589925919,-0.002508929321635378,-0.0032585363306338877,1.0000969171524048,1.0000351667404175,1.0000617504119873
27,1.0001100994874996,0.00498582716789997,0.9999867530341787,0.9998766671255653,-0.0005749573664957097,-0.00556078453439568,1.0000604391098022,0.9999867677688599,1.000073790550232,1.0000078843367486,0.9998977961018458,-0.0006399249912476535,-0.005625752159147623,1.000061273574829,0.9999998807907104,1.0000613927841187
28,1.0000054514467323,0.0038281165613227586,1.0000655203061803,1.0000600685319876,-0.0010714316371434052,-0.004899548198466164,1.000090479850769,0.9999640583992004,1.0001264810562134,1.0000525461046856,1.0000470944012207,-0.0009255885290428978,-0.004753705090365656,1.0000876188278198,0.9999566674232483,1.0001308917999268
29,0.9999888611827328,0.0023939592419708333,0.999966577090821,0.999977715659867,-0.0023253078666698457,-0.004719267108640679,0.9998852610588074,0.9998880624771118,0.9999971985816956,0.9999707817153607,0.9999819203312418,-0.0022134348774329737,-0.004607394119403807,0.9998859167098999,0.9998950362205505,0.9999908804893494
30,0.9999931131589043,0.0022284753304973037,0.9999943856260957,1.0000012724759548,0.0010449638097327352,-0.0011835115207645686,1.0000214576721191,0.9999942779541016,1.0000271797180176,0.9999931471708602,1.0000000340121902,0.0012030303946630738,-0.00102544493583423,1.0000300407409668,0.9999846816062927,1.0000454187393188
31,1.000021152510951,0.00520201356795269,1.000012400730178,0.9999912484043453,2.3025156480116493e-05,-0.005178988411472574,1.0000545978546143,1.0000003576278687,1.0000542402267456,1.0000045230970762,0.9999833709378716,-0.00011938795165633564,-0.005321401519609026,1.0000569820404053,0.9999883770942688,1.0000686645507812
32,1.000027957864575,0.005135464098799503,0.9999841046920815,0.9999561480535133,-0.0007687223601067217,-0.005904186458906224,0.9999244213104248,0.9999366998672485,0.9999877214431763,1.0000015236199886,0.999973566494438,-0.001013210556351396,-0.006148674655150899,0.9999311566352844,0.9999288320541382,1.0000022649765015
33,1.0000694571549467,0.004680178982965799,0.9999818275015342,0.9999123764326713,-0.00034720009696798115,-0.00502737907993378,0.9999827742576599,0.9999478459358215,1.0000349283218384,0.9999798451288923,0.9999103941977097,-0.0003986432635372239,-0.005078822246503023,0.9999918937683105,0.9999566674232483,1.000035285949707
34,1.000039973213376,0.0036845632853328425,0.9999894386351382,0.999949467441711,0.0010104312359544565,-0.002674132049378386,1.0000101327896118,0.9999839663505554,1.0000262260437012,0.9999844457351227,0.9999444747412697,0.0010975893922307023,-0.00258697389310214,1.0000019073486328,0.9999822378158569,1.0000196695327759
35,0.999981633217216,0.0021678432470366715,0.999986644222889,1.0000050110977108,-0.0016612641399831318,-0.0038291073870198034,0.9999598264694214,0.9999235272407532,1.0000362396240234,0.9999921095594325,1.0000104765346367,-0.0016228788800560778,-0.0037907221270927494,0.9999639391899109,0.9999155402183533,1.0000483989715576
36,0.9999861382472002,-0.0009496557788111204,1.000002186944682,1.000016048919948,-0.0007958483756169699,0.00015380740319415054,0.999993622303009,0.9999665021896362,1.0000271797180176,1.0000101767085485,1.0000240387945682,-0.001010141320563207,-6.048554175208665e-05,1.0000065565109253,0.9999769926071167,1.0000295639038086
37,1.0000148417734238,-0.0033898347333547463,1.0000196084876307,1.0000047666434615,-0.00030137132128515987,0.0030884634120695864,1.0000437498092651,0.9999975562095642,1.0000462532043457,1.0000039625218502,0.9999891209098913,1.9847484651336345e-05,0.0034096822180060826,1.0000343322753906,1.000003695487976,1.0000306367874146
38,0.9999714100208054,-0.00035755552357841225,1.0000213241016687,1.0000499155079465,-0.0012865629549310142,-0.000929007431352602,1.0000051259994507,0.9999752640724182,1.0000298023223877,1.0000276826357808,1.0000562742238543,-0.0011649200011447647,-0.0008073644775663524,1.0000125169754028,0.9999732971191406,1.0000392198562622
39,0.9969639312976023,-0.006455735718390088,0.9999953505955159,1.0030406509230159,-0.0017188525022504564,0.004736883216139631,0.9999893307685852,0.999940812587738,1.0000485181808472,0.9999892081642341,1.0030344897860992,-0.0014718706688370276,0.00498386504955306,0.9999927878379822,0.9999299645423889,1.0000628232955933
40,0.9890266593589299,0.27274479536185936,1.0000089026409038,1.011104092268951,-0.001602255888712989,-0.27434705125057235,1.0000150203704834,0.9999908804893494,1.0000241994857788,1.0000251563369307,1.011120526301212,-0.0017088006779033549,-0.2744535960397627,1.0000144243240356,0.9999886155128479,1.000025749206543
41,0.9890944256376238,0.3150302074312492,0.9999952079867922,1.0110209723830372,-8.48621678528616e-05,-0.31511506959910207,1.000027060508728,0.9999952912330627,1.00003182888031,1.0000083879586668,1.0110342976748727,-4.827615100566618e-05,-0.3150784835822549,1.0000442266464233,0.9999991059303284,1.0000450611114502
42,0.9867447333540591,0.2814057996792485,1.0000044599299682,1.013437848845504,-3.538412818215875e-05,-0.28144118380743066,0.9999989867210388,0.9999716281890869,1.0000272989273071,1.000016616954391,1.0134501691792357,-0.0005064484230103972,-0.2819122481022589,0.9999857544898987,0.9999539256095886,1.00003182888031
43,0.9877619280671762,0.34940290073950564,1.000007287782614,1.012397076023571,-0.00027566049519123226,-0.34967856123469687,1.0000079870224,1.0000004768371582,1.0000075101852417,1.0000159150649712,1.0124058101953506,-4.809479827372343e-05,-0.34945099553777936,1.0000149011611938,0.9999977946281433,1.0000170469284058
44,0.9892395782553856,0.25490759149690234,0.9999684748244593,1.0108455997969623,0.00167890673662896,-0.2532286847602734,1.000007152557373,0.9999671578407288,1.000040054321289,0.9999615013048495,1.010838550423117,0.0009853819177294554,-0.2539222095791729,0.9999915361404419,0.9999590516090393,1.0000324249267578
45,0.9884481287364265,0.20965916817900165,0.9999844749022442,1.0116711700193768,-7.560393402172849e-05,-0.20973477211302338,0.9999958276748657,0.9999659061431885,1.0000299215316772,0.9999792226033449,1.0116658563375087,0.00023041481199470581,-0.20942875336700695,0.9999927878379822,0.9999557137489319,1.0000370740890503
46,0.9893343512148715,0.2209934700733811,0.9999883133604476,1.0107688185824069,-0.0007209097256861696,-0.22171437979906727,0.9999639391899109,0.9999672174453735,0.9999967217445374,1.0000015752224516,1.0107822234156543,-0.00038185347295893735,-0.22137532354634004,0.9999949932098389,0.9999922513961792,1.0000027418136597
47,0.9902812825251248,0.2696348048012567,1.0000097891272843,1.009823983118567,0.00028487001938515277,-0.2693499347818715,1.0000073909759521,0.9999916553497314,1.0000156164169312,1.0000049121858694,1.0098190583143714,0.0004733471905069564,-0.2691614576107497,1.0000050067901611,0.999983012676239,1.0000219345092773
48,0.9913665038348705,0.21426730603050714,0.9999711992213944,1.0086796309470198,8.722720951936935e-05,-0.21418007882098777,1.0000001192092896,0.9999706745147705,1.0000295639038086,0.999995076361935,1.0087037160259973,6.0995540422936756e-05,-0.2142063104900842,0.9999902844429016,0.9999842643737793,1.000006079673767
49,0.991154204159239,0.26347117229687456,1.0000486812774907,1.0089738580343273,-0.0011087412237031913,-0.26457991352057775,1.000000238418579,0.9999250173568726,1.0000752210617065,1.0000262034736294,1.0089511796218593,-0.0001575985261013102,-0.26362877082297587,0.9999954104423523,0.9999156594276428,1.0000797510147095
50,0.9930832348500681,0.2005658157494281,1.0000160522774453,1.0069811040848191,-0.0013986402734644798,-0.2019644560228926,0.9999920725822449,0.9999684691429138,1.000023603439331,0.9999966953666594,1.0069616123543108,-0.0012610038392892875,-0.2018268195887174,0.9999809265136719,0.9999495148658752,1.0000313520431519
51,0.9952518865916934,0.10333059642817943,0.999984267494358,1.0047549579824169,-0.0006312333958646832,-0.10396182982404412,0.9999751448631287,0.9999552965164185,1.0000197887420654,0.9999967406527731,1.0047674906473463,-0.0008029152324979805,-0.10413351166067741,0.9999961256980896,0.9999949336051941,1.0000011920928955
52,0.9963097978837023,0.09200633341703224,0.9999673520961717,1.0036711013183235,-0.0014222175456666264,-0.09342855096269886,0.9999721050262451,0.9999347925186157,1.0000373125076294,0.9999632681803698,1.0036670022762277,-0.00045530826605499897,-0.09246164168308724,1.000008225440979,0.9999384880065918,1.0000698566436768
53,0.9952960177052258,0.117930489257418,1.0000547330850174,1.00478120608858,-0.0003159981649787369,-0.11824648742239674,0.9999925494194031,0.9998916983604431,1.00010085105896,1.0000354242029577,1.0047618059486052,0.00035060976571799074,-0.11757987949170001,0.9999769926071167,0.9998555183410645,1.0001214742660522
54,0.9956778244778536,0.11935957935716601,0.9999680505219406,1.0043088496485666,-0.0007452141232136,-0.12010479348037961,0.9999127388000488,0.9999315738677979,0.999981164932251,0.9999883889261814,1.0043292763405556,-0.00019114226842020798,-0.11955072162558622,0.9999696016311646,0.9999811053276062,0.9999884963035583
55,0.9960036223326496,0.1282204288047808,1.0000068525978807,1.0040192928775253,0.006125087502482529,-0.12209534130229827,0.9998884797096252,0.9998800754547119,1.0000083446502686,0.9999835021686088,1.0039958487566925,0.004372029584942538,-0.12384839921983826,0.9997990131378174,0.9998122453689575,0.9999867677688599
56,0.9963427554327194,0.09781937521808004,0.9999636361196999,1.0036341717418398,0.0043790848527009985,-0.09344029036537904,0.9999060034751892,0.9999211430549622,0.999984860420227,1.0000072110349965,1.0036779066062316,0.0031785264785071377,-0.0946408487395729,0.9998514652252197,0.9998298287391663,1.0000216960906982
57,0.9964933593503491,0.09289877806622826,1.0000045956917434,1.0035235923134334,0.0021210685407311303,-0.09077770952549713,0.9999945759773254,0.9999772906303406,1.0000172853469849,0.9999446855612365,1.0034634713603485,0.0019218310329165433,-0.09097694703331172,0.9999675154685974,0.9998118877410889,1.0001556873321533
58,0.996762364354469,0.12043358074956245,1.0000788343742681,1.0033272424184545,0.000682839722458084,-0.11975074102710437,1.0000351667404175,0.9999185800552368,1.0001165866851807,1.0000601011412593,1.0033084483370578,0.0008843030035166066,-0.11954927774604585,1.0000810623168945,1.0000041723251343,1.0000768899917603
59,0.9973721923306499,0.10775360238585563,0.9999599395541572,1.0025945652419488,-0.0006045582476019717,-0.1083581606334576,0.9999703168869019,0.9999248385429382,1.0000454187393188,0.9999939087033759,1.002628623890746,0.001071544722009321,-0.10668205766384631,1.0000330209732056,0.9999922513961792,1.0000407695770264
60,0.99777390795177,0.06569520137267659,0.9999783743771017,1.0022093847190863,0.0019636758441379243,-0.06373152552853867,1.0001213550567627,0.9999717473983765,1.0001496076583862,1.0000171146465988,1.0022482114203946,-0.00022395755317461408,-0.0659191589258512,1.0000821352005005,1.0000122785568237,1.0000698566436768
61,0.9980437057467881,0.06884115971311644,1.0000023783479592,1.0019625118518287,-0.0009333850670714128,-0.06977454478018785,1.0000203847885132,0.9999765157699585,1.0000438690185547,0.9999743832470619,1.0019344618769266,5.714701060810512e-05,-0.06878401270250833,0.9999707341194153,0.9999668002128601,1.0000039339065552
62,0.9967055770518514,0.06711451184727935,1.0000176118548045,1.0033229821114775,-0.0008593221957653441,-0.06797383404304469,1.0000441074371338,0.9999662041664124,1.0000778436660767,1.0000019364005641,1.0033072548449693,1.8043772655573775e-05,-0.06709646807462377,1.000052809715271,0.9999696016311646,1.0000832080841064
63,0.9959661726063341,0.09776934855983654,1.0000041030759963,1.0040542847545668,-0.0020976085095298913,-0.09986695706936644,1.0000630617141724,0.9999797344207764,1.000083327293396,1.0000001116336477,1.0040502771462179,-0.0010734417178070998,-0.09884279027764364,1.0000481605529785,0.9999638795852661,1.0000842809677124
64,0.9981301412460915,0.042349665119843394,0.999997663042996,1.0018710203406673,-0.0012213853872822256,-0.04357105050712562,1.000018835067749,0.9999895095825195,1.0000293254852295,0.9999936434406281,1.0018669932081303,-0.0003939885695842804,-0.042743653689427674,1.0000431537628174,0.9999886155128479,1.0000544786453247
65,0.9981468147958843,0.048402098065736254,1.0000080625775525,1.0018647034224608,-0.0009243454538818696,-0.049326443519618124,1.000022053718567,0.999998152256012,1.0000238418579102,0.9999898069124925,1.0018464138634606,-0.0012558192871665597,-0.049657917352902814,0.9999992847442627,0.9999825358390808,1.0000168085098267
66,0.9985489185535658,0.06612083699050686,0.9999983509115823,1.0014515386588332,-0.001747076385015589,-0.06786791337552245,0.9999849200248718,0.9999714493751526,1.0000134706497192,1.0000283653565976,1.0014815967205442,-0.001828639516787689,-0.06794947650729455,0.9999909400939941,0.9999510645866394,1.0000399351119995
67,0.9980399521274359,0.05926913173044568,1.0000202922185522,1.0019842292754864,-0.0018367929096712032,-0.06110592464011688,0.9999784827232361,0.9999569654464722,1.0000214576721191,1.000002799057037,1.0019667017592002,-0.001616453095863335,-0.060885584826309014,1.0000264644622803,0.9999804496765137,1.0000460147857666
68,0.9985978783277828,0.030259269627805452,0.9999972942774082,1.0014013808560949,-0.0002785713914192911,-0.030537841019224743,0.9999740123748779,0.9999765157699585,0.9999974966049194,0.9999988203691436,1.001402909090601,-0.0009397107399138349,-0.031198980367719287,0.9999427795410156,0.9999439120292664,0.9999988675117493
69,0.998048103392946,0.04193200326147917,0.9999586413995232,1.0019142744724248,1.2346249491201888e-05,-0.041919657011987965,0.9999784231185913,0.9999139904975891,1.000064492225647,0.9999885426919234,1.0019442342432,0.0001496042811481857,-0.04178239898033098,1.0000022649765015,0.999981701374054,1.0000206232070923
70,0.997622371826046,0.0982398936062907,1.0000154949058897,1.0023988265975465,-6.490704805628411e-05,-0.09830480065434699,1.000009298324585,0.9999881982803345,1.0000211000442505,1.000026104263137,1.0024094612400194,-0.0004288533455110155,-0.09866874695180172,0.9999992251396179,0.999965250492096,1.000033974647522
71,0.9964978693679573,0.10565464696497884,0.9999999737398869,1.0035144123029094,-0.000677064950480144,-0.10633171191545898,0.9999924302101135,0.9999884963035583,1.0000039339065552,0.9999756513661606,1.0034900044496926,0.0001362670205651284,-0.10551837994441371,0.9999914169311523,0.9999651908874512,1.0000262260437012
72,0.9967526590619675,0.12890737721446044,1.000025788661178,1.0032837931952856,-0.0009776781486152686,-0.1298850553630757,1.0000014305114746,0.9999750852584839,1.0000263452529907,1.0000071463664473,1.0032650901654403,-0.0011276053569702071,-0.13003498257143065,0.999976634979248,0.9999620914459229,1.0000145435333252
73,0.9957490269207733,0.12145906459304001,0.9999746691749708,1.0042436820322735,-0.000617008740618985,-0.122076073333659,0.9999836087226868,0.9999560713768005,1.0000275373458862,0.9999668769572346,1.004235856548617,7.764072856275561e-05,-0.12138142386447726,0.9999992847442627,0.9999483823776245,1.0000509023666382
74,0.9956610472212964,0.126175832227716,1.0000359087006705,1.0043939265190533,-0.0012322306174041842,-0.12740806284512018,1.000015377998352,0.9999547004699707,1.0000606775283813,1.0000030258325647,1.004360900351968,-0.0011817042114898868,-0.1273575364392059,0.9999750256538391,0.999971330165863,1.000003695487976
75,0.9958043864340196,0.09457487157376931,0.9999742221375104,1.0041874044343417,-0.0005740989354023895,-0.0951489705091717,1.0000237226486206,0.9999586939811707,1.0000649690628052,1.0000012433988,1.0042145395440658,-0.00021443315606006763,-0.09478930472982938,1.0000114440917969,0.99996417760849,1.000047206878662
76,0.9957631019271069,0.08509677581500341,1.00000580177447,1.004260752220234,-0.0015833673516283397,-0.08668014316663175,0.9999693632125854,0.9999635815620422,1.0000057220458984,1.0000263038122565,1.0042813414926692,-0.0016813002933133703,-0.08677807610831678,0.9999969601631165,0.9999682307243347,1.0000287294387817
77,0.997217125552118,0.054422201855913954,1.000016636505316,1.0028073233817039,-0.0004070715171735628,-0.05482927337308752,1.0000499486923218,1.0000163316726685,1.0000336170196533,0.999987703896388,1.0027783100322671,-0.0002814254935685767,-0.05470362734948253,0.9999972581863403,0.9999827742576599,1.0000144243240356
78,0.9993138258719663,0.023304716640467404,0.999990016797947,1.0006766552292927,-0.001512294047870455,-0.02481701068833786,0.9999595880508423,0.9999659657478333,0.999993622303009,0.9999763303121698,1.0006629593457546,-0.0013650528649122862,-0.02466976950537969,0.9999412298202515,0.9999323487281799,1.0000089406967163
79,0.9994702386849116,-0.013996378220639372,0.9999704274959472,1.000500453932169,-0.0006851912949912276,0.013311186925648144,0.9999584555625916,0.9999198913574219,1.000038504600525,0.9999960988008365,1.0005261388439308,-0.001215777431468723,0.012780600789170649,0.9999489784240723,0.9999528527259827,0.9999961256980896
80,0.9993560580607302,-0.020366586693398858,0.9999988397862557,1.0006431959063447,6.0227718279293185e-05,0.02042681441167815,1.0000007152557373,0.9999825954437256,1.0000181198120117,0.9999789116848626,1.0006232549641427,-0.0001290467738215284,0.02023753991957733,1.0000145435333252,0.9999735951423645,1.0000410079956055
81,0.9985271718037257,0.022152313578743588,1.0000030418032155,1.0014780469086522,-0.0008432935394750984,-0.022995607118218686,1.0000039339065552,0.9999874830245972,1.0000165700912476,1.000008434095298,1.0014834471543688,-0.0008180833551421074,-0.022970396933885695,0.9999994039535522,0.9999909400939941,1.000008463859558
82,0.999248746933143,0.03643211870345908,1.000028869110693,1.0007807086873457,-0.0016283152944822632,-0.038060433997941345,0.9999664425849915,0.999929666519165,1.0000368356704712,1.0000231370560735,1.000774972323265,-0.0013067784707345709,-0.03773889717419365,0.9999348521232605,0.9999005794525146,1.0000343322753906
83,1.0000986836363652,0.038160527829631974,0.9999498010685843,0.9998511321230426,0.001085001296559085,-0.03707552653307289,1.0000134706497192,0.9999414682388306,1.0000720024108887,0.9999770575266205,0.9998783858915777,0.0009069777069043994,-0.037253550122727574,1.0000262260437012,0.9999754428863525,1.0000507831573486
84,0.9986984321329482,0.05095600044199955,0.9999628189345986,1.0012660346316455,0.0004975332251433429,-0.050458467216856207,1.0000032186508179,0.9999591112136841,1.0000441074371338,0.9999574715949161,1.001260680322967,0.00012783028580543032,-0.05082817015619412,0.9999825358390808,0.9999560713768005,1.0000264644622803
85,0.9983127841309831,0.030141928349621594,1.0000409511852117,1.00173108777299,-0.0016964428525909625,-0.031838371202212556,1.0000232458114624,0.9999799132347107,1.000043272972107,1.000021110933018,1.001711213989433,-0.0009459050492068855,-0.03108783339882848,1.0000090599060059,0.999987006187439,1.000022053718567
86,0.9998245775368976,-0.005513051908707212,1.0000061124880242,1.0001815668020222,-8.186497032625084e-05,0.005431186938380961,1.0000019073486328,0.9999792575836182,1.0000226497650146,1.000008756597555,1.0001842113754706,-0.0004712986493302651,0.0050417532593769465,1.0000090599060059,0.9999874830245972,1.0000215768814087
87,0.9991978960251616,0.027928795925788563,0.9999909850356944,1.0007937256610404,-0.0018710673101054454,-0.02979986323589401,0.9999610185623169,0.9999441504478455,1.0000169277191162,1.000011243775242,1.0008140006632478,-0.001642428462503176,-0.02957122438829174,0.9999805688858032,0.9999686479568481,1.000011920928955
88,0.9981665955591685,0.09496483415858847,1.000021526497148,1.0018583380231636,0.0005049802105077106,-0.09445985394808076,1.0000405311584473,1.0000128746032715,1.0000276565551758,1.000013630616736,1.0018504276398197,0.0002300550634117826,-0.09473477909517669,1.0000278949737549,1.0000081062316895,1.0000197887420654
89,0.9974514095534045,0.06615634344444743,1.0000005811116741,1.0025556849525241,-0.0007663591538857872,-0.06692270259833322,0.9999701976776123,0.9999685883522034,1.0000016689300537,1.0000329006087059,1.0025880870291788,-0.0015950238942821215,-0.06775136733872955,0.9999977946281433,0.999962329864502,1.0000355243682861
90,0.9951501673452987,0.11410611589340647,0.9999771757306182,1.004850532656992,0.00054372295304006,-0.11356239294036641,1.0000054836273193,0.9999737739562988,1.00003182888031,0.9999901106852528,1.0048635306497162,0.0008045722050837867,-0.11330154368832268,1.000002145767212,0.9999757409095764,1.0000263452529907
