frame,persistent_tracked_points,persistent_points_after_refresh,redetect_points,persistent_inliers,redetect_inliers,persistent_affine_ok,redetect_affine_ok,persistent_reinitialized
753,258,258,300,258,300,True,True,False
754,258,258,299,258,299,True,True,False
755,258,258,300,258,300,True,True,False
756,258,258,300,258,300,True,True,False
757,258,258,300,258,300,True,True,False
758,258,258,300,258,300,True,True,False
759,258,258,300,258,300,True,True,False
760,258,258,300,258,300,True,True,False
761,258,258,300,258,300,True,True,False
762,258,258,300,258,300,True,True,False
763,258,258,300,258,300,True,True,False
764,258,258,300,258,300,True,True,False
765,258,258,300,258,300,True,True,False
766,258,258,300,258,300,True,True,False
767,258,258,300,258,300,True,True,False
768,258,258,300,258,300,True,True,False
769,258,258,300,258,300,True,True,False
770,258,258,300,258,300,True,True,False
771,258,258,300,258,300,True,True,False
772,258,258,300,258,300,True,True,False
773,258,258,300,258,300,True,True,False
774,258,258,300,258,300,True,True,False
775,258,258,299,258,299,True,True,False
776,258,258,299,258,299,True,True,False
777,258,258,299,258,299,True,True,False
778,258,258,299,258,299,True,True,False
779,258,258,300,258,300,True,True,False
780,258,258,299,258,299,True,True,False
781,258,258,299,258,299,True,True,False
782,258,258,299,258,299,True,True,False
783,258,258,300,258,300,True,True,False
784,258,258,300,258,300,True,True,False
785,258,258,300,258,300,True,True,False
786,258,258,300,258,300,True,True,False
787,258,258,300,258,300,True,True,False
788,258,258,300,258,300,True,True,False
789,258,258,300,258,300,True,True,False
790,258,258,300,258,300,True,True,False
791,258,258,300,258,300,True,True,False
792,258,258,300,258,300,True,True,False
793,258,258,300,258,300,True,True,False
794,258,258,300,258,300,True,True,False
795,258,258,300,258,300,True,True,False
796,258,258,300,258,300,True,True,False
797,258,258,300,258,300,True,True,False
798,258,258,300,258,300,True,True,False
799,258,258,300,258,300,True,True,False
800,258,258,300,258,300,True,True,False
801,258,258,300,258,300,True,True,False
802,258,258,300,258,300,True,True,False
803,258,258,300,258,300,True,True,False
804,258,258,300,258,300,True,True,False
805,258,258,300,258,300,True,True,False
806,258,258,300,258,300,True,True,False
807,258,258,300,258,300,True,True,False
808,258,258,300,258,300,True,True,False
809,258,258,300,258,300,True,True,False
810,258,258,300,258,300,True,True,False
811,258,258,300,258,300,True,True,False
812,258,258,300,258,300,True,True,False
813,258,258,300,258,300,True,True,False
814,258,258,300,258,300,True,True,False
815,258,258,300,258,300,True,True,False
816,258,258,300,258,300,True,True,False
817,258,258,300,258,300,True,True,False
818,258,258,300,258,300,True,True,False
819,258,258,300,258,300,True,True,False
820,258,258,300,258,300,True,True,False
821,258,258,300,258,300,True,True,False
822,258,258,300,258,300,True,True,False
823,258,258,300,258,300,True,True,False
824,258,258,300,258,300,True,True,False
825,258,258,300,258,300,True,True,False
826,258,258,300,258,300,True,True,False
827,258,258,300,258,300,True,True,False
828,258,258,300,258,300,True,True,False
829,258,258,300,258,300,True,True,False
830,258,258,300,258,300,True,True,False
831,258,258,300,258,300,True,True,False
832,258,258,300,258,300,True,True,False
833,258,258,300,258,300,True,True,False
834,258,258,300,258,300,True,True,False
835,258,258,300,258,300,True,True,False
836,258,258,300,258,300,True,True,False
837,258,258,300,258,300,True,True,False
838,258,258,300,258,300,True,True,False
839,258,258,300,258,300,True,True,False
840,258,258,300,258,300,True,True,False
841,258,258,300,258,300,True,True,False
842,258,258,300,258,300,True,True,False
843,258,258,300,258,300,True,True,False
844,258,258,300,258,300,True,True,False
845,258,258,300,258,300,True,True,False
846,258,258,300,258,300,True,True,False
847,258,258,300,258,300,True,True,False
848,258,258,300,258,300,True,True,False
849,258,258,300,258,300,True,True,False
850,258,258,300,258,300,True,True,False
851,258,258,300,258,300,True,True,False
852,258,258,300,258,300,True,True,False
853,258,258,300,258,300,True,True,False
854,258,258,300,258,300,True,True,False
855,258,258,300,258,300,True,True,False
856,258,258,300,258,300,True,True,False
857,258,258,300,258,300,True,True,False
858,258,258,300,258,300,True,True,False
859,258,258,300,258,300,True,True,False
860,258,258,300,258,300,True,True,False
861,258,258,300,258,300,True,True,False
862,258,258,300,258,300,True,True,False
863,258,258,300,258,300,True,True,False
864,258,258,300,258,300,True,True,False
865,258,258,300,258,300,True,True,False
866,258,258,300,258,300,True,True,False
867,258,258,300,258,300,True,True,False
868,258,258,300,258,300,True,True,False
869,258,258,300,258,300,True,True,False
870,258,258,300,258,300,True,True,False
871,258,258,300,258,300,True,True,False
872,258,258,300,258,300,True,True,False
873,258,258,300,258,300,True,True,False
874,258,258,300,258,300,True,True,False
875,258,258,300,258,300,True,True,False
876,258,258,300,258,300,True,True,False
877,258,258,300,258,300,True,True,False
878,258,258,300,258,300,True,True,False
879,258,258,300,258,300,True,True,False
880,258,258,300,258,300,True,True,False
881,258,258,300,258,300,True,True,False
882,258,258,300,258,300,True,True,False
883,258,258,300,258,300,True,True,False
884,258,258,300,258,300,True,True,False
885,258,258,300,258,300,True,True,False
886,258,258,300,258,300,True,True,False
887,258,258,300,258,300,True,True,False
888,258,258,300,258,300,True,True,False
889,258,258,300,258,300,True,True,False
890,258,258,300,258,300,True,True,False
891,258,258,300,258,300,True,True,False
892,258,258,300,258,300,True,True,False
893,258,258,300,258,300,True,True,False
894,258,258,300,258,300,True,True,False
895,258,258,300,258,300,True,True,False
896,258,258,300,258,300,True,True,False
897,258,258,300,258,300,True,True,False
898,258,258,300,258,300,True,True,False
899,258,258,300,258,300,True,True,False
900,258,258,300,258,300,True,True,False
901,258,258,300,258,300,True,True,False
902,258,258,300,258,300,True,True,False
903,258,258,300,258,300,True,True,False
904,258,258,300,258,300,True,True,False
905,258,257,300,258,300,True,True,False
906,257,257,300,257,300,True,True,False
907,257,257,300,257,300,True,True,False
908,257,256,248,257,248,True,True,False
909,256,256,300,256,300,True,True,False
910,256,256,300,256,300,True,True,False
911,256,256,300,256,300,True,True,False
912,256,256,300,256,300,True,True,False
913,256,256,300,256,300,True,True,False
914,256,256,300,256,300,True,True,False
915,256,256,300,256,300,True,True,False
916,256,256,300,256,300,True,True,False
917,256,256,300,256,300,True,True,False
918,256,256,300,256,300,True,True,False
919,256,256,300,256,300,True,True,False
920,256,256,300,256,300,True,True,False
921,256,256,300,256,300,True,True,False
922,256,256,300,256,300,True,True,False
923,256,256,300,256,300,True,True,False
924,256,256,300,256,300,True,True,False
925,256,256,300,256,300,True,True,False
926,256,256,300,256,300,True,True,False
927,256,256,300,256,300,True,True,False
928,256,256,300,256,300,True,True,False
929,256,256,300,256,300,True,True,False
930,256,256,300,256,300,True,True,False
931,256,256,300,256,300,True,True,False
932,256,256,300,256,300,True,True,False
933,256,256,300,256,300,True,True,False
934,256,256,300,256,300,True,True,False
935,256,256,300,256,300,True,True,False
936,256,256,300,256,300,True,True,False
937,256,256,300,256,300,True,True,False
938,256,256,300,256,300,True,True,False
939,256,256,300,256,300,True,True,False
940,256,256,300,256,300,True,True,False
941,256,256,263,256,263,True,True,False
942,256,256,222,256,222,True,True,False
943,256,256,300,256,300,True,True,False
944,256,256,267,256,267,True,True,False
945,256,256,300,256,300,True,True,False
946,256,256,250,256,250,True,True,False
947,256,256,259,256,259,True,True,False
948,256,256,300,256,300,True,True,False
949,256,256,254,256,254,True,True,False
950,256,256,273,256,273,True,True,False
951,256,256,300,256,300,True,True,False
952,256,256,300,256,300,True,True,False
953,256,256,300,256,300,True,True,False
954,256,256,300,256,300,True,True,False
955,256,256,300,256,300,True,True,False
956,256,256,300,256,300,True,True,False
957,256,256,300,256,300,True,True,False
958,256,256,300,256,300,True,True,False
959,256,256,300,256,300,True,True,False
960,256,256,288,256,288,True,True,False
961,256,256,300,256,300,True,True,False
962,256,256,291,256,291,True,True,False
963,256,256,300,256,300,True,True,False
964,256,256,279,256,279,True,True,False
965,256,256,300,255,300,True,True,False
966,256,256,300,256,300,True,True,False
967,256,256,300,256,300,True,True,False
968,256,256,300,256,300,True,True,False
969,256,256,300,256,300,True,True,False
970,256,256,300,256,300,True,True,False
971,256,256,300,256,300,True,True,False
972,256,256,300,256,300,True,True,False
973,256,256,300,256,300,True,True,False
974,256,256,296,256,296,True,True,False
975,256,256,300,256,300,True,True,False
976,256,256,300,256,300,True,True,False
977,256,256,300,256,300,True,True,False
978,256,256,300,256,300,True,True,False
979,256,256,300,256,300,True,True,False
980,256,256,300,256,300,True,True,False
981,256,256,300,256,300,True,True,False
982,256,256,300,256,300,True,True,False
983,256,256,300,256,300,True,True,False
984,256,256,300,256,300,True,True,False
985,256,256,300,256,300,True,True,False
986,256,256,300,256,300,True,True,False
987,256,256,300,256,300,True,True,False
988,256,256,300,256,298,True,True,False
989,256,256,300,256,300,True,True,False
990,256,256,300,256,300,True,True,False
991,256,256,300,256,300,True,True,False
992,256,256,300,256,300,True,True,False
993,256,256,300,256,300,True,True,False
994,256,256,300,256,300,True,True,False
995,256,256,300,256,300,True,True,False
996,256,256,300,256,300,True,True,False
997,256,256,300,256,300,True,True,False
998,256,256,300,256,300,True,True,False
999,256,256,300,256,300,True,True,False
1000,256,256,300,256,300,True,True,False
1001,256,256,300,256,300,True,True,False
1002,256,256,300,256,300,True,True,False
1003,256,256,290,256,290,True,True,False
1004,256,256,300,256,300,True,True,False
1005,256,256,300,256,300,True,True,False
1006,256,256,300,256,300,True,True,False
1007,256,256,300,256,300,True,True,False
1008,256,256,300,256,300,True,True,False
1009,256,256,300,256,300,True,True,False
1010,256,256,300,256,300,True,True,False
1011,256,256,300,256,300,True,True,False
1012,256,256,300,256,300,True,True,False
1013,256,256,300,256,300,True,True,False
1014,256,256,300,256,300,True,True,False
1015,256,256,300,256,300,True,True,False
1016,256,256,300,256,300,True,True,False
1017,256,256,300,256,300,True,True,False
1018,256,256,300,256,300,True,True,False
1019,256,256,300,256,300,True,True,False
1020,256,256,300,256,300,True,True,False
1021,256,256,300,256,300,True,True,False
1022,256,256,300,256,300,True,True,False
1023,256,256,300,256,300,True,True,False
1024,256,256,300,256,300,True,True,False
1025,256,256,300,256,300,True,True,False
1026,256,256,300,256,300,True,True,False
1027,256,256,300,256,300,True,True,False
1028,256,256,300,256,300,True,True,False
1029,256,256,300,256,300,True,True,False
1030,256,256,300,256,300,True,True,False
1031,256,256,300,256,300,True,True,False
1032,256,256,300,256,300,True,True,False
1033,256,256,300,256,300,True,True,False
1034,256,256,300,256,300,True,True,False
1035,256,256,300,256,300,True,True,False
1036,256,256,300,256,300,True,True,False
1037,256,256,300,256,300,True,True,False
1038,256,256,300,256,300,True,True,False
1039,256,256,300,256,300,True,True,False
1040,256,256,300,256,300,True,True,False
1041,256,256,300,256,300,True,True,False
1042,256,256,300,256,300,True,True,False
1043,256,256,300,256,300,True,True,False
1044,256,256,300,256,300,True,True,False
1045,256,256,300,256,300,True,True,False
1046,256,256,300,256,300,True,True,False
1047,256,256,300,256,300,True,True,False
1048,256,256,300,256,300,True,True,False
1049,256,256,300,256,300,True,True,False
1050,256,256,300,256,300,True,True,False
1051,256,256,300,256,300,True,True,False
1052,256,256,300,256,300,True,True,False
1053,256,256,300,256,300,True,True,False
1054,256,256,300,256,300,True,True,False
1055,256,256,300,256,300,True,True,False
1056,256,256,300,256,300,True,True,False
1057,256,256,300,256,300,True,True,False
1058,256,256,300,256,300,True,True,False
1059,256,256,300,256,300,True,True,False
1060,256,256,300,256,300,True,True,False
1061,256,256,300,256,300,True,True,False
1062,256,256,300,256,300,True,True,False
1063,256,256,300,256,300,True,True,False
1064,256,256,300,256,300,True,True,False
1065,256,256,300,256,300,True,True,False
1066,256,256,300,256,300,True,True,False
1067,256,256,300,256,300,True,True,False
1068,256,256,300,256,300,True,True,False
1069,256,256,300,256,300,True,True,False
1070,256,256,300,256,300,True,True,False
1071,256,256,300,256,300,True,True,False
1072,256,256,300,256,300,True,True,False
1073,256,256,300,256,300,True,True,False
1074,256,256,300,256,300,True,True,False
1075,256,256,300,256,300,True,True,False
1076,256,256,300,256,300,True,True,False
1077,256,256,300,256,300,True,True,False
1078,256,256,300,256,300,True,True,False
1079,256,256,300,256,300,True,True,False
1080,256,256,300,256,300,True,True,False
1081,256,256,300,256,300,True,True,False
1082,256,256,300,256,300,True,True,False
1083,256,256,300,256,300,True,True,False
1084,256,256,300,256,300,True,True,False
1085,256,256,300,256,300,True,True,False
1086,256,256,300,256,300,True,True,False
1087,256,256,300,256,300,True,True,False
1088,256,256,300,256,300,True,True,False
1089,256,256,300,256,300,True,True,False
1090,256,256,300,256,300,True,True,False
1091,256,256,300,256,300,True,True,False
1092,256,256,300,256,300,True,True,False
1093,256,256,300,256,300,True,True,False
1094,256,256,300,256,300,True,True,False
1095,256,256,300,256,300,True,True,False
1096,256,256,300,256,300,True,True,False
1097,256,256,300,256,300,True,True,False
1098,256,256,300,256,300,True,True,False
1099,256,256,300,256,300,True,True,False
1100,256,256,300,256,300,True,True,False
1101,256,256,300,256,300,True,True,False
1102,256,256,300,256,300,True,True,False
1103,256,256,300,256,300,True,True,False
1104,256,256,300,256,300,True,True,False
1105,256,256,300,256,300,True,True,False
1106,256,256,300,256,300,True,True,False
1107,256,256,300,256,300,True,True,False
1108,256,256,300,256,300,True,True,False
1109,256,256,300,256,300,True,True,False
1110,256,256,300,256,300,True,True,False
1111,256,256,300,256,300,True,True,False
1112,256,256,300,256,300,True,True,False
1113,256,256,300,256,300,True,True,False
1114,256,256,300,256,300,True,True,False
1115,256,256,300,256,300,True,True,False
1116,256,256,300,256,300,True,True,False
1117,256,256,300,256,300,True,True,False
1118,256,256,300,256,300,True,True,False
1119,256,256,299,256,299,True,True,False
1120,256,256,300,256,300,True,True,False
1121,256,256,300,256,300,True,True,False
1122,256,256,300,256,300,True,True,False
1123,256,256,300,256,300,True,True,False
1124,256,256,300,256,300,True,True,False
1125,256,256,300,256,300,True,True,False
1126,256,256,300,256,300,True,True,False
1127,256,256,300,256,300,True,True,False
1128,256,256,300,256,300,True,True,False
1129,256,256,300,256,300,True,True,False
1130,256,256,300,256,300,True,True,False
1131,256,256,300,256,300,True,True,False
1132,256,256,300,256,300,True,True,False
1133,256,256,300,256,300,True,True,False
1134,256,256,300,256,300,True,True,False
1135,256,256,300,256,300,True,True,False
1136,256,256,300,256,300,True,True,False
1137,256,256,300,256,300,True,True,False
1138,256,256,300,256,300,True,True,False
1139,256,256,300,256,300,True,True,False
1140,256,256,300,256,300,True,True,False
1141,256,256,300,256,300,True,True,False
1142,256,256,300,256,300,True,True,False
1143,256,256,300,256,300,True,True,False
1144,256,256,300,256,300,True,True,False
1145,256,256,300,256,300,True,True,False
1146,256,256,300,256,300,True,True,False
1147,256,256,300,256,300,True,True,False
1148,256,256,300,256,300,True,True,False
1149,256,256,300,256,300,True,True,False
1150,256,256,300,256,300,True,True,False
1151,256,256,300,256,300,True,True,False
1152,256,256,300,256,300,True,True,False
1153,256,256,300,256,300,True,True,False
1154,256,256,300,256,300,True,True,False
1155,256,256,300,256,300,True,True,False
1156,256,256,300,256,300,True,True,False
1157,256,256,300,256,300,True,True,False
1158,256,256,300,256,300,True,True,False
1159,256,256,300,256,300,True,True,False
1160,256,256,300,256,300,True,True,False
1161,256,256,300,256,300,True,True,False
1162,256,256,300,256,300,True,True,False
1163,256,256,300,256,300,True,True,False
1164,256,256,300,256,300,True,True,False
1165,256,256,300,256,300,True,True,False
1166,256,256,300,256,300,True,True,False
1167,256,256,300,256,300,True,True,False
1168,256,256,300,256,300,True,True,False
1169,256,256,300,256,300,True,True,False
1170,256,256,279,256,279,True,True,False
1171,256,256,300,256,300,True,True,False
1172,256,256,300,256,300,True,True,False
1173,256,256,300,256,300,True,True,False
1174,256,256,300,256,300,True,True,False
1175,256,256,300,256,300,True,True,False
1176,256,256,300,256,300,True,True,False
1177,256,256,300,256,300,True,True,False
1178,256,256,300,256,300,True,True,False
1179,256,256,300,256,300,True,True,False
1180,256,256,300,256,300,True,True,False
1181,256,256,300,256,300,True,True,False
1182,256,256,300,256,300,True,True,False
1183,256,256,300,256,300,True,True,False
1184,256,256,300,256,300,True,True,False
1185,256,256,300,256,300,True,True,False
1186,256,256,300,256,300,True,True,False
1187,256,256,275,256,275,True,True,False
1188,256,256,300,256,300,True,True,False
1189,256,256,300,256,300,True,True,False
1190,256,256,300,256,300,True,True,False
1191,256,256,300,256,300,True,True,False
1192,256,256,300,256,300,True,True,False
1193,256,256,300,256,300,True,True,False
1194,256,256,293,256,293,True,True,False
1195,256,256,300,256,300,True,True,False
1196,256,256,300,256,300,True,True,False
1197,256,256,300,256,300,True,True,False
1198,256,256,300,256,300,True,True,False
1199,256,256,300,256,300,True,True,False
1200,256,256,300,256,300,True,True,False
1201,256,256,291,256,291,True,True,False
1202,256,256,300,256,300,True,True,False
1203,256,256,300,256,300,True,True,False
1204,256,256,291,256,291,True,True,False
1205,256,256,300,256,300,True,True,False
1206,256,256,300,256,300,True,True,False
1207,256,256,300,256,300,True,True,False
1208,256,256,300,256,300,True,True,False
1209,256,256,300,256,300,True,True,False
1210,256,256,300,256,300,True,True,False
1211,256,256,300,256,300,True,True,False
1212,256,256,300,256,300,True,True,False
1213,256,256,300,256,300,True,True,False
1214,256,256,300,256,300,True,True,False
1215,256,256,300,256,300,True,True,False
1216,256,256,300,256,300,True,True,False
1217,256,256,262,256,262,True,True,False
1218,256,256,300,256,300,True,True,False
1219,256,256,300,256,300,True,True,False
1220,256,256,300,256,300,True,True,False
1221,256,256,300,256,300,True,True,False
1222,256,256,284,256,284,True,True,False
1223,256,256,280,256,280,True,True,False
1224,256,256,299,256,299,True,True,False
1225,256,256,300,256,300,True,True,False
1226,256,256,300,256,300,True,True,False
1227,256,256,300,256,300,True,True,False
1228,256,256,300,256,300,True,True,False
1229,256,256,300,256,300,True,True,False
1230,256,256,300,256,300,True,True,False
1231,256,256,300,256,300,True,True,False
1232,256,256,300,256,300,True,True,False
1233,256,256,300,256,300,True,True,False
1234,256,256,300,256,300,True,True,False
1235,256,256,300,256,300,True,True,False
1236,256,256,300,256,300,True,True,False
1237,256,256,300,256,300,True,True,False
1238,256,256,297,256,297,True,True,False
1239,256,256,300,256,300,True,True,False
1240,256,256,300,256,300,True,True,False
1241,256,256,300,256,300,True,True,False
1242,256,256,284,256,284,True,True,False
1243,256,256,300,256,300,True,True,False
1244,256,256,300,256,300,True,True,False
1245,256,256,300,256,300,True,True,False
1246,256,256,296,256,296,True,True,False
1247,256,256,300,256,300,True,True,False
1248,256,256,300,256,300,True,True,False
1249,256,256,300,256,300,True,True,False
1250,256,256,300,256,300,True,True,False
1251,256,256,300,256,300,True,True,False
1252,256,256,300,256,300,True,True,False
1253,256,256,300,256,300,True,True,False
1254,256,256,300,256,300,True,True,False
1255,256,256,300,256,300,True,True,False
1256,256,256,299,256,299,True,True,False
1257,256,256,300,256,300,True,True,False
1258,256,256,300,256,300,True,True,False
1259,256,256,300,256,300,True,True,False
1260,256,256,300,256,300,True,True,False
1261,256,256,300,256,300,True,True,False
1262,256,256,300,256,300,True,True,False
1263,256,256,300,256,300,True,True,False
1264,256,256,300,256,300,True,True,False
1265,256,256,300,256,300,True,True,False
1266,256,256,300,256,300,True,True,False
1267,256,256,300,256,300,True,True,False
1268,256,256,300,256,300,True,True,False
1269,256,256,300,256,300,True,True,False
1270,256,256,300,256,300,True,True,False
1271,256,256,300,256,300,True,True,False
1272,256,256,300,256,300,True,True,False
1273,256,256,300,256,300,True,True,False
1274,256,256,300,256,300,True,True,False
1275,256,256,300,256,300,True,True,False
1276,256,256,300,256,300,True,True,False
1277,256,256,300,256,300,True,True,False
1278,256,256,300,256,300,True,True,False
1279,256,256,300,256,300,True,True,False
1280,256,256,300,256,300,True,True,False
1281,256,256,300,256,300,True,True,False
1282,256,256,300,256,300,True,True,False
1283,256,256,300,256,300,True,True,False
1284,256,256,300,256,300,True,True,False
1285,256,256,300,256,300,True,True,False
1286,256,256,300,256,300,True,True,False
1287,256,256,300,256,300,True,True,False
1288,256,256,300,256,300,True,True,False
1289,256,256,300,256,300,True,True,False
1290,256,256,300,256,300,True,True,False
1291,256,256,300,256,300,True,True,False
1292,256,256,300,256,300,True,True,False
1293,256,256,300,256,300,True,True,False
1294,256,256,300,256,300,True,True,False
1295,256,256,300,256,300,True,True,False
1296,256,256,300,256,300,True,True,False
1297,256,256,300,256,300,True,True,False
1298,256,256,300,256,300,True,True,False
1299,256,256,300,256,300,True,True,False
1300,256,256,299,256,299,True,True,False
1301,256,256,299,256,299,True,True,False
1302,256,256,299,256,299,True,True,False
1303,256,256,300,256,300,True,True,False
1304,256,256,300,256,300,True,True,False
1305,256,256,300,256,300,True,True,False
1306,256,256,300,256,300,True,True,False
1307,256,256,300,256,300,True,True,False
1308,256,256,300,256,300,True,True,False
1309,256,256,300,256,300,True,True,False
1310,256,256,300,256,300,True,True,False
1311,256,256,300,256,300,True,True,False
1312,256,256,300,256,300,True,True,False
1313,256,256,300,256,300,True,True,False
1314,256,256,300,256,300,True,True,False
1315,256,256,300,256,300,True,True,False
1316,256,256,300,256,300,True,True,False
1317,256,256,300,256,300,True,True,False
1318,256,256,300,256,300,True,True,False
1319,256,256,300,256,300,True,True,False
1320,256,256,300,256,300,True,True,False
1321,256,256,300,256,300,True,True,False
1322,256,256,300,256,300,True,True,False
1323,256,256,300,256,300,True,True,False
1324,256,256,300,256,300,True,True,False
1325,256,256,300,256,300,True,True,False
1326,256,256,300,256,300,True,True,False
1327,256,256,300,256,300,True,True,False
1328,256,256,300,256,300,True,True,False
1329,256,256,300,256,300,True,True,False
1330,256,256,300,256,300,True,True,False
1331,256,256,300,256,300,True,True,False
1332,256,256,300,256,300,True,True,False
1333,256,256,300,256,300,True,True,False
1334,256,256,300,256,300,True,True,False
1335,256,256,300,256,300,True,True,False
1336,256,256,300,256,300,True,True,False
1337,256,256,300,256,300,True,True,False
1338,256,256,300,256,300,True,True,False
1339,256,256,300,256,300,True,True,False
1340,256,256,300,256,300,True,True,False
1341,256,256,300,256,300,True,True,False
1342,256,256,300,256,300,True,True,False
1343,256,256,300,256,300,True,True,False
1344,256,256,300,256,300,True,True,False
1345,256,256,300,256,300,True,True,False
1346,256,256,300,256,300,True,True,False
1347,256,256,300,256,300,True,True,False
1348,256,256,300,256,300,True,True,False
1349,256,256,300,256,300,True,True,False
1350,256,256,300,256,300,True,True,False
1351,256,256,300,256,300,True,True,False
1352,256,256,300,256,300,True,True,False
1353,256,256,300,256,300,True,True,False
1354,256,256,300,256,300,True,True,False
1355,256,256,300,256,300,True,True,False
1356,256,256,300,256,300,True,True,False
1357,256,256,300,256,300,True,True,False
1358,256,256,300,256,300,True,True,False
1359,256,256,300,256,300,True,True,False
1360,256,256,300,256,300,True,True,False
1361,256,256,300,256,300,True,True,False
1362,256,256,300,256,300,True,True,False
1363,256,256,300,256,300,True,True,False
1364,256,256,300,256,300,True,True,False
1365,256,256,300,256,300,True,True,False
1366,256,256,300,256,300,True,True,False
1367,256,256,300,256,300,True,True,False
1368,256,256,300,256,300,True,True,False
1369,256,256,300,256,300,True,True,False
1370,256,256,300,256,300,True,True,False
1371,256,256,300,256,300,True,True,False
1372,256,256,300,256,300,True,True,False
1373,256,256,300,256,300,True,True,False
1374,256,256,300,256,300,True,True,False
1375,256,256,300,256,300,True,True,False
1376,256,256,300,256,300,True,True,False
1377,256,256,300,256,300,True,True,False
1378,256,256,300,256,300,True,True,False
1379,256,256,300,256,300,True,True,False
1380,256,256,300,256,300,True,True,False
1381,256,256,300,256,300,True,True,False
1382,256,256,300,256,300,True,True,False
1383,256,256,300,256,300,True,True,False
1384,256,256,300,256,300,True,True,False
1385,256,256,299,256,299,True,True,False
1386,256,256,300,256,300,True,True,False
1387,256,256,300,256,300,True,True,False
1388,256,256,300,256,300,True,True,False
1389,256,256,300,256,300,True,True,False
1390,256,256,300,256,300,True,True,False
1391,256,256,300,256,300,True,True,False
1392,256,256,300,256,300,True,True,False
1393,256,256,300,256,300,True,True,False
1394,256,256,300,256,300,True,True,False
1395,256,256,300,256,300,True,True,False
1396,256,256,300,256,300,True,True,False
1397,256,256,300,256,300,True,True,False
1398,256,256,300,256,300,True,True,False
1399,256,256,300,256,300,True,True,False
1400,256,256,300,256,300,True,True,False
1401,256,256,300,256,300,True,True,False
1402,256,256,300,256,300,True,True,False
1403,256,256,300,256,300,True,True,False
1404,256,256,300,256,300,True,True,False
1405,256,256,300,256,300,True,True,False
1406,256,256,300,256,300,True,True,False
1407,256,256,300,256,300,True,True,False
1408,256,256,300,256,300,True,True,False
1409,256,256,300,256,300,True,True,False
1410,256,256,300,256,300,True,True,False
1411,256,256,300,256,300,True,True,False
1412,256,256,300,256,300,True,True,False
1413,256,256,300,256,300,True,True,False
1414,256,256,300,256,300,True,True,False
1415,256,256,300,256,300,True,True,False
1416,256,256,300,256,300,True,True,False
1417,256,256,300,256,300,True,True,False
1418,256,256,300,256,300,True,True,False
1419,256,256,300,256,300,True,True,False
1420,256,256,300,256,300,True,True,False
1421,256,256,300,256,300,True,True,False
1422,256,256,300,256,300,True,True,False
1423,256,256,300,256,300,True,True,False
1424,256,256,300,256,300,True,True,False
1425,256,256,286,256,286,True,True,False
1426,256,256,300,256,300,True,True,False
1427,256,256,300,256,300,True,True,False
1428,256,256,300,256,300,True,True,False
1429,256,256,299,256,299,True,True,False
1430,256,256,300,256,300,True,True,False
1431,256,256,300,256,300,True,True,False
1432,256,256,285,256,285,True,True,False
1433,256,256,254,256,254,True,True,False
1434,256,256,300,256,300,True,True,False
1435,256,256,294,256,294,True,True,False
1436,256,256,272,256,272,True,True,False
1437,256,256,300,256,300,True,True,False
1438,256,256,300,256,300,True,True,False
1439,256,256,221,255,220,True,True,False
1440,256,256,300,256,299,True,True,False
1441,255,255,300,255,300,True,True,False
1442,255,255,280,255,280,True,True,False
1443,255,255,300,255,300,True,True,False
1444,255,255,300,255,300,True,True,False
1445,255,255,300,255,300,True,True,False
1446,255,255,300,255,300,True,True,False
1447,255,255,300,255,300,True,True,False
1448,255,255,300,255,300,True,True,False
1449,255,255,300,255,300,True,True,False
1450,255,255,300,255,300,True,True,False
1451,255,255,300,255,300,True,True,False
1452,255,255,300,255,300,True,True,False
1453,255,255,300,255,300,True,True,False
1454,255,255,300,255,300,True,True,False
1455,255,255,300,255,300,True,True,False
1456,255,255,300,255,300,True,True,False
1457,255,255,300,255,300,True,True,False
1458,255,255,300,255,300,True,True,False
1459,255,255,300,255,300,True,True,False
1460,255,255,300,255,300,True,True,False
1461,255,255,300,255,300,True,True,False
1462,255,255,300,255,300,True,True,False
1463,255,255,300,255,300,True,True,False
1464,255,255,300,255,300,True,True,False
1465,255,255,298,255,298,True,True,False
1466,255,255,300,255,300,True,True,False
1467,255,255,300,255,300,True,True,False
1468,255,255,300,255,300,True,True,False
1469,255,255,300,255,300,True,True,False
1470,255,255,300,255,300,True,True,False
1471,255,255,300,255,300,True,True,False
1472,255,255,300,255,300,True,True,False
1473,255,255,300,255,300,True,True,False
1474,255,255,300,255,300,True,True,False
1475,255,255,300,255,300,True,True,False
1476,255,255,298,255,298,True,True,False
1477,255,255,300,255,300,True,True,False
1478,255,255,300,255,300,True,True,False
1479,255,255,300,255,300,True,True,False
1480,255,255,300,255,300,True,True,False
1481,255,255,300,255,300,True,True,False
1482,255,255,290,255,290,True,True,False
1483,255,255,300,255,300,True,True,False
1484,255,255,300,255,300,True,True,False
1485,255,255,300,255,300,True,True,False
1486,255,255,278,255,278,True,True,False
1487,255,255,300,255,300,True,True,False
1488,255,255,300,255,300,True,True,False
1489,255,255,300,255,300,True,True,False
1490,255,255,300,255,300,True,True,False
1491,255,255,300,250,293,True,True,False
1492,255,255,300,255,300,True,True,False
1493,255,254,300,255,300,True,True,False
1494,254,254,300,254,300,True,True,False
1495,254,254,285,254,285,True,True,False
1496,254,254,293,254,293,True,True,False
1497,254,254,300,254,300,True,True,False
