Frame,Time,FL,PEN,ANG,FL_px,TimTrackAlpha,RawTimTrackAlpha,HoughBaselineAlpha,HoughPeakSource,HoughLocalmaxFallbackUsed,HoughFallbackMassBelow10Deg,HoughFallbackGapToLowerDeg,FascicleCandidateIdx,FascicleRawRejected,FascicleSelectionReason,SuperApoRejected,DeepApoRejected,SuperApoSoftDownweighted,DeepApoSoftDownweighted,SuperApoGateReason,DeepApoGateReason,speckle_zncc,speckle_confidence,forward_backward_error,valid_patch_fraction,n_valid_patches,n_total_patches,motion_consistency,motion_spread_px,n_motion_points,feature_reliability,feature_peak_score,feature_peak_count_score,feature_mask_score,feature_mask_density,geometry_stability,geometry_alpha_score,geometry_pennation_score,geometry_length_score,geometry_angle_jump_deg,geometry_angle_jump_score,geometry_length_jump_px,geometry_length_jump_score,confidence_theta,confidence_length,combined_confidence,r_scale,r_scale_theta,r_scale_length,R_t_x_variance,R_t_alpha_variance,R_t_length_variance,R_t_theta_variance,kalman_measurement_r_scale,kalman_measurement_r_scale_theta,kalman_measurement_r_scale_length,detection_success,fixed_ANG_deg,fixed_PEN_deg,fixed_FL_px,fixed_FL_mm,delta_vs_fixed_ANG_deg,delta_vs_fixed_PEN_deg,delta_vs_fixed_FL_px,delta_vs_fixed_FL_mm
0,0.0,26.32332099685117,-45.20000205713018,-45.20000205713018,398.7437973487514,-9.5,-9.5,-9.5,houghpeaks,False,0.0925284512617516,1.5,0,False,first frame,False,False,False,False,,,nan,1.0,nan,nan,0.0,0.0,1.0,nan,0.0,0.8966463414634145,0.7703252032520325,1.0,1.0,nan,0.8650222931107413,0.48432456895536247,1.0,1.0,nan,1.0,nan,1.0,0.8952226533189974,0.9784848256825278,0.9521588101621324,0.7040504560554802,1.1613566214381426,0.561539209756178,56.1539209756178,3.548283723600681,56.1539209756178,3.548283723600681,0.8075563630159069,1.1613566214381426,0.561539209756178,True,-45.20000205713018,-45.20000205713018,398.7437973487514,26.32332099685117,0.0,0.0,0.0,0.0
1,0.04,26.32527055820859,-45.19529144340751,-45.19534784743021,398.7733291657632,-9.5,-9.5,-9.5,houghpeaks,False,0.09244532803180915,1.0,0,False,raw alpha jump 0.00deg within limit,False,False,False,False,,,1.0,1.0,0.0,1.0,171.0,171.0,1.0,0.0,171.0,0.8957317073170732,0.7682926829268293,1.0,1.0,nan,0.8649701091348,0.48432456895536247,1.0,1.0,0.0,1.0,0.018098568255936698,0.999698402685351,0.8949029336371692,0.9784316996015848,0.9519072880405058,0.705661743377867,1.1643860446587868,0.5617672828142829,56.17672828142829,3.55753949646776,56.17672828142829,3.55753949646776,0.808773135344416,1.1643860446587868,0.5617672828142829,True,-45.19534784743021,-45.19529144340751,398.77332916582753,26.325270558212836,0.0,0.0,-6.434675015043467e-11,-4.245492846166599e-12
2,0.08,26.345942716821614,-45.18428832433626,-45.18265257406833,399.0864695565877,-9.5,-9.5,-9.5,houghpeaks,False,0.08740894901144641,1.0,2,False,raw alpha jump 0.00deg within limit,False,False,False,False,,,0.8731988072395325,0.9404417938656277,0.0,1.0,171.0,171.0,0.6100587591368638,1.4826,171.0,0.8933189655172413,0.7629310344827587,1.0,1.0,nan,0.8636877681723591,0.48432456895536247,1.0,1.0,0.0,1.0,0.46318647645097144,0.9923099463236742,0.7805042012223645,0.9771261070952607,0.8226483730210389,1.9564224903254805,2.505274954251993,0.5674597514117183,56.74597514117183,7.654346803748141,56.74597514117183,7.654346803748141,1.192326592321852,2.505274954251993,0.5674597514117183,True,-45.18240955395015,-45.18404530421808,399.0881514487817,26.34605374798598,-0.00024302011817667335,-0.00024302011817667335,-0.0016818921939716347,-0.00011103116436572691
3,0.12,26.40812688786447,-45.04088135496005,-45.06355122281613,400.0284309641008,-9.0,-9.0,-9.0,houghpeaks,False,0.17885323513940032,0.5,4,False,raw alpha jump 0.50deg within limit,False,False,False,False,,,0.9794090390205383,1.0,0.0,1.0,171.0,171.0,1.0,0.0,171.0,0.8977272727272727,0.7727272727272727,1.0,1.0,nan,0.8582251127183022,0.4965853037914095,1.0,1.0,0.5,0.9394130628134758,0.11665343141612539,0.9980576649219995,0.8922480191250696,0.9770426632437421,0.9513192559825617,0.7094452050014018,1.1897195014389217,0.5678292271358876,56.78292271358876,3.634940607113842,56.78292271358876,3.634940607113842,0.8219230529742771,1.1897195014389217,0.5678292271358876,True,-45.05661930203337,-45.03394943417729,400.07676818152714,26.41131789948363,-0.006931920782761836,-0.006931920782761836,-0.04833721742636499,-0.0031910116191617988
4,0.16,26.374611670741388,-45.0260333408618,-45.03731577664266,399.52074483489906,-9.0,-9.0,-9.0,houghpeaks,False,0.09403905447070915,0.5,4,False,raw alpha jump 0.00deg within limit,False,False,False,False,,,0.9469319581985474,1.0,0.0,1.0,171.0,171.0,1.0,0.0,171.0,0.891517857142857,0.7589285714285714,1.0,1.0,nan,0.8683698818654262,0.4965853037914095,1.0,1.0,0.0,1.0,0.34125717255813015,0.9943285243441323,0.895663554260064,0.978216981072565,0.9513454040878945,0.7092764773070288,1.157186553244567,0.5626919407716606,56.26919407716606,3.535542947146291,56.26919407716606,3.535542947146291,0.8069321827019009,1.157186553244567,0.5626919407716606,True,-45.02046250049705,-45.00918006471619,399.6382076163533,26.38236604967333,-0.016853276145610607,-0.016853276145610607,-0.11746278145426459,-0.007754378931942085
5,0.2,26.3820347983106,-45.04002747211077,-45.01742046230473,399.6331898442315,-9.0,-9.0,-9.0,houghpeaks,False,0.0889348500517063,0.5,4,False,raw alpha jump 0.00deg within limit,False,False,False,False,,,0.9509229063987732,1.0,0.0,1.0,171.0,171.0,1.0,0.0,171.0,0.8947737068965518,0.7661637931034483,1.0,1.0,nan,0.8683830371272291,0.4965853037914095,1.0,1.0,0.0,1.0,0.3367123941986847,0.994403843909346,0.896807044640516,0.9782303185015876,0.9522149663127937,0.703691288830385,1.1464124122384782,0.5626343715263576,56.26343715263577,3.5026247991270005,56.26343715263577,3.5026247991270005,0.8031257853349074,1.1464124122384782,0.5626343715263576,True,-44.99170577334917,-45.01431278315521,399.8124186351501,26.393866698961084,-0.02571468895555995,-0.02571468895555995,-0.17922879091861432,-0.011831900650484783
6,0.24,26.39509350144989,-45.03047666084275,-45.01411328225046,399.8310021521403,-9.0,-9.0,-9.0,houghpeaks,False,0.08487654320987655,0.5,4,False,raw alpha jump 0.00deg within limit,False,False,False,False,,,0.9996361136436462,1.0,0.0,1.0,171.0,171.0,1.0,0.0,171.0,0.8933441558441557,0.762987012987013,1.0,1.0,nan,0.8693509753861312,0.4965853037914095,1.0,1.0,0.0,1.0,0.002505311168647495,0.9999582456855916,0.8963053041443955,0.9792116048524917,0.9519934756505172,0.7051091372912607,1.1511325775139782,0.558447515709954,55.8447515709954,3.5170462828561084,55.8447515709954,3.5170462828561084,0.8017774804554423,1.1511325775139782,0.558447515709954,True,-44.98840036445475,-45.004763743047036,400.0103672589583,26.40693440107967,-0.025712917795715384,-0.025712917795715384,-0.1793651068180111,-0.011840899629781632
7,0.28,26.568665326611615,-44.694332263924345,-44.69321154165624,402.4602558350635,-9.5,-9.5,-9.5,houghpeaks,False,0.0,1.5,0,False,raw alpha jump 0.50deg within limit,False,False,False,False,,,0.9501655697822571,1.0,0.0,1.0,171.0,171.0,1.0,0.0,171.0,0.8916095890410958,0.7591324200913242,1.0,1.0,nan,0.8533068417627653,0.48432456895536247,1.0,1.0,0.5,0.9394130628134758,0.340822640339411,0.994335725499872,0.8878926588847575,0.9756538006715992,0.9488760102299771,0.7254092428799708,1.2319572047391523,0.574076656411385,57.40766564113849,3.7639891287960907,57.40766564113849,3.7639891287960907,0.840974359263449,1.2319572047391523,0.574076656411385,True,-44.644859479870604,-44.64598020213871,402.8039740710157,26.5913561007819,-0.04835206178563567,-0.04835206178563567,-0.34371823595222395,-0.022690774170285977
8,0.32,26.619411228123283,-44.50163448470802,-44.49961705651958,403.22895114790293,-9.5,-9.5,-9.5,houghpeaks,False,0.0,1.5,1,False,raw alpha jump 0.00deg within limit,False,False,False,False,,,0.9653774499893188,1.0,0.0,1.0,171.0,171.0,1.0,0.0,171.0,0.8903969957081546,0.7564377682403434,1.0,1.0,nan,0.8638436298659259,0.48432456895536247,1.0,1.0,0.0,1.0,0.40905315273835186,0.9932056342434104,0.8930338895590761,0.9772848052327887,0.9503010119833548,0.7160508253744575,1.182187751385183,0.566758921008772,56.6758921008772,3.6119289105922214,56.6758921008772,3.6119289105922214,0.8185447174130762,1.182187751385183,0.566758921008772,True,-44.41802936628321,-44.420046794471645,403.81447272421866,26.65806480093475,-0.08158769023637547,-0.08158769023637547,-0.5855215763157275,-0.038653572811465864
9,0.36,26.786000596745517,-44.11305198514589,-44.12980678827387,405.7524350749616,-8.0,-8.0,-8.0,houghpeaks,False,0.0,1.5,3,False,raw alpha jump 1.50deg within limit,False,False,False,False,,,0.9509891867637634,1.0,0.0,1.0,171.0,171.0,1.0,0.0,171.0,0.8978556485355649,0.7730125523012552,1.0,1.0,nan,0.8437353011915312,0.522045776761016,1.0,1.0,1.5,0.8290291181804004,0.7249373271536115,0.9879904089855479,0.8856255123963197,0.9730694599038368,0.9489264732608947,0.7250755827067804,1.2542726379966047,0.5861791500247071,58.61791500247071,3.832169295982345,58.61791500247071,3.832169295982345,0.8574546453545498,1.2542726379966047,0.5861791500247071,True,-44.02175472951953,-44.00499992639155,406.54395656992756,26.838253382936628,-0.10805205875433899,-0.10805205875433899,-0.7915214949659344,-0.05225278619111151
