component,corr_with_final_ANG_error,rmse,bias,mae
kalman_alpha_state_error,0.9463041508831059,0.820492479618171,0.24759413223655924,0.658293896972914
timtrack_alpha_error,0.029957421877862375,2.0101486697303272,0.4377344336084021,0.8375843960990248
klt_prior_minus_python_timtrack,0.29014089489315,3.5830608782033395,0.05989308081585452,2.830661778636719
klt_prior_minus_matlab_final,0.4224628901801828,2.8042631308881485,0.5294501659697382,2.256046780169784
python_final_minus_python_timtrack,0.3111296719096305,2.307006183752737,-0.16423981309637395,1.3966491283220022
