comparison,unit,n,bias,mae,rmse,corr,target_mae,target_rmse,passes
klt_x_sup_px,px,2666,81.90651930809082,87.2800486105851,106.76497099737082,-0.8297861181806853,,2.0,False
klt_y_sup_px,px,2666,13.727965106442037,15.905643838181206,18.81306117471943,-0.05201954652243407,,2.0,False
klt_x_deep_px,px,2666,-104.93932822582741,104.93932822582741,115.08286416236918,0.9857832907993822,,2.0,False
klt_y_deep_px,px,2666,-25.404230381566304,25.49766375004383,28.791218009136923,-0.12420190545597339,,2.0,False
klt_angle_deg,deg,2666,-8.978846240720008,8.978868014193358,10.823259709648635,-0.8703754523371943,,1.0,False
klt_length_px,px,2666,159.2664668534012,159.2664668534012,186.9411591466729,0.4993825581181553,,22.16962524654832,False
klt_length_mm,mm,2666,14.367989091579078,14.367989091579078,16.864620584940067,0.4993825581181558,,2.0,False
