comparison,unit,n,bias,mae,rmse,corr,target_mae,target_rmse,passes
kalman_ANG_deg,deg,2666,-8.975239053145943,8.975417914805963,10.689861554721636,-0.7671421576729859,,1.0,False
kalman_PEN_deg,deg,2666,-8.577529628107563,8.577644924625345,10.154128214886308,-0.6625082081344283,,1.0,False
kalman_FL_mm,mm,2666,17.137765809147705,17.138139918798146,19.086755187688738,0.5702269488581264,,2.0,False
kalman_segment_angle_deg,deg,2666,-8.975239037654683,8.975417900886264,10.689861552268953,-0.7671421692686455,,1.0,False
kalman_segment_length_mm,mm,2666,17.54035054506449,17.540744897218463,19.574314280658697,0.5686326075540744,,2.0,False
