variable,old_raw_vector_mae_px,corrected_polyfit_mae_px,old_raw_vector_rmse_px,corrected_polyfit_rmse_px
super_pos_y1,1.7445445445445513,1.2742742742742723,2.230018060042499,1.4440549380246621
super_pos_y2,1.0214942214942218,0.9919919919919941,1.0911749345490167,1.042094804070551
deep_pos_y1,7.0038038038038115,0.6838838838838165,7.140347713267707,1.1107059564869988
deep_pos_y2,3.2768040768041953,0.46309946309949307,3.5425384201045236,0.6252328208377569
