frame,FL_mm,PEN_deg,ANG_deg
168,48.788587317672295,29.119499277567684,28.21567452854731
169,48.514192559798865,29.217265959433462,28.275472701386377
170,48.406007971162346,29.18967200439687,28.22180803483397
171,48.306194482062004,29.20737025753644,28.258370524718515
172,48.19615577030438,29.244231690547934,28.308612603903697
173,48.02706707517485,29.263590668398137,28.286249839797563
174,48.12633951588481,29.16459234240031,28.1760738594144
175,48.20249298171108,29.081878444937843,28.104900494487907
176,48.16213455012392,29.09007781242056,28.123541565059952
177,48.09342407973559,29.13870739112349,28.178608786263567
178,48.00326457865742,29.120752219097596,28.159839024308724
179,48.12210395594443,29.017098744386146,28.033933618188684
180,48.18711456089578,28.947224923329543,27.947847610681578
181,48.18761082416224,28.914779010673556,27.88856364313139
182,48.177146034435395,28.907356468854545,27.800525480669734
183,48.423083890113,28.724063292900723,27.59303127088853
184,48.55996915633303,28.664376959844418,27.387679953237722
185,48.83498219996496,28.552874318535544,27.211134694659876
186,49.0133407233088,28.48157056113763,27.058061219276965
187,49.26028739132663,28.458376658702434,26.891696837657634
188,49.634387183927224,28.467188087816197,26.69659868582096
189,50.85159032002195,28.094324607492013,26.31248483125026
190,51.822836484589075,27.820174238075253,26.012430964058524
191,52.47410283224004,27.561205362256317,25.72244196065705
192,52.91728097713439,27.356669996176578,25.53352571342009
193,53.1762896769559,27.24454406593108,25.422415526930195
194,53.50670682500825,27.107869384003095,25.244113129231323
195,53.74242407272722,26.978871598090734,25.117952025990917
196,53.837076479477865,26.91990447635044,25.06114780118031
197,53.993876249047574,26.823879447473416,24.96894482699122
198,54.080917193020206,26.760879013677112,24.90757791334036
199,54.1197443101611,26.700326568866558,24.847057676885072
200,54.34509920908817,26.550951110083986,24.76827191532263
201,54.872471397258806,26.234866138547233,24.6841797562698
202,54.90145594923663,26.083572151902985,24.62422049916603
203,55.04723052325064,25.878322487103816,24.522420639069054
204,55.18356517612321,25.79844553131383,24.380229078036336
205,55.72289395434087,25.493028619101324,24.179478821575998
206,56.14824000330137,25.297215631888122,24.09058392668996
207,56.28191035334478,25.245669134540293,24.079172995207813
208,56.753503764842435,25.25606493191404,24.015783174714244
209,57.60271958519396,25.14244175828418,23.840666647362525
210,58.71060193055165,24.727999617728727,23.577273893946796
211,59.71593938339169,24.331951720785497,23.18039032991649
212,60.17416214243086,24.167368611098283,23.04220120786829
213,60.4089944982599,24.012302025519517,22.973723568090406
214,60.76794668741356,23.85114072210854,22.851786888538697
215,60.894413990526495,23.767714555059968,22.69145861367329
216,61.22309654943773,23.562525377448367,22.425436688163103
217,61.68165853007031,23.32052927859081,22.18400407808636
218,62.09854538611794,23.1427247784967,22.021629633018648
219,62.39157353447317,23.114508535807346,21.92137720978144
220,62.73124415604778,23.122212335697384,21.868648634680653
221,62.939887247512054,23.121673710781067,21.784582710030037
222,63.053047531575366,23.22560108414288,21.614823968927993
223,63.36229326853228,23.320768851754366,21.403807575237124
224,63.81849863484097,23.338444084660267,21.212958410110616
225,64.31918999494884,23.22076069663993,20.99081917533954
226,64.85993961631436,23.036256169759298,20.762340856797977
227,65.51648810536118,22.823082509397153,20.568807779116582
228,65.82533151503992,22.692704367495878,20.46730332913748
229,66.1284038732304,22.570397432191953,20.35234654078522
230,66.44484159605547,22.404403993759274,20.273634486249904
231,66.58466036496716,22.30619228563478,20.239350957311643
232,66.68178872647316,22.256270499851524,20.238533281512844
233,66.76403531341117,22.204625756489207,20.2392400620364
234,66.79598658072915,22.170003484563495,20.228721813349466
235,66.81602994532274,22.142856068634217,20.221512713605534
236,66.8417785085113,22.114135913965697,20.213770636295465
237,66.85599819173088,22.098299859317223,20.205793180561216
238,66.86419532853839,22.08589833071997,20.199005464682415
239,66.8745434220056,22.07325126322297,20.194281277012067
240,66.90748918387916,22.051465181991233,20.18823974756461
241,66.9454258535569,22.028710187580003,20.182031396741678
242,66.96363562218835,22.014722523414065,20.181902962285903
243,66.96694354810043,22.007258934975766,20.18468234828211
244,66.9928034288489,21.993228108968736,20.179952276915117
245,67.00520812635864,21.98461028765354,20.178675465074377
246,67.03255399370761,21.97132852796676,20.17249265253048
247,67.04277496634522,21.966035829796425,20.173538435956203
248,67.06866556981703,21.95499615900127,20.169427985131847
249,67.09102825028958,21.94560087107746,20.16440381158651
250,67.11129319640649,21.9375037591372,20.161045565280688
251,67.12830245631609,21.92993172927862,20.157536732808637
252,67.1407005378881,21.925665249400367,20.155409619713993
253,67.1549619773252,21.922302502293633,20.151892723607602
254,67.15975069676558,21.922093838086596,20.15212880467746
255,67.1640391499563,21.92102315701524,20.150710710711394
256,67.19470421881067,21.916268065687575,20.14629142619728
257,67.21175490533314,21.915671914641365,20.146368824493408
258,67.23723782744133,21.911723508200026,20.143040217041772
259,67.25115644240327,21.91171234850526,20.141902670719617
260,67.27299918019969,21.908867878464747,20.138513490338738
261,67.29573153629111,21.904659169918858,20.13360025503121
262,67.31390344635749,21.90204180411601,20.131226942092297
263,67.32661740183607,21.90093867063129,20.130721262202826
264,67.33741134567111,21.898974894968234,20.127183035183208
265,67.34985495370329,21.89593336529296,20.124621872586204
266,67.36007689413935,21.89354257023942,20.122400947685975
267,67.36701530810845,21.89184566440801,20.120381590451103
268,67.37353246258978,21.890071912444256,20.119596715149186
269,67.37822936392855,21.888883010590575,20.119269509547507
270,67.38897909308157,21.88552155041313,20.116812119869394
271,67.39568691965353,21.882141353553237,20.116497314662325
272,67.39568149521158,21.881516500138872,20.119055642836997
273,67.39903627983881,21.882497996316516,20.120879455841333
274,67.39918982418016,21.88392703064946,20.125219445445396
275,67.39930256203714,21.886656228831924,20.128174939995944
276,67.41078898542378,21.884970936968273,20.126495537286615
277,67.40510361753937,21.890128625551796,20.12973674048922
278,67.4122997159829,21.89119279709095,20.1292630272892
279,67.42388992258887,21.89197156375849,20.126356652566585
280,67.42367684592945,21.895329677948922,20.127824312175136
281,67.43370944803759,21.89517178749398,20.126102358729895
282,67.45546663139828,21.89020457650085,20.120258718586342
283,67.46302236636589,21.889434250094666,20.118249548168734
284,67.47419783405427,21.887474901972723,20.115715892121415
285,67.47793226913137,21.887587449055843,20.11346598614304
286,67.48599510522607,21.88608227093792,20.11021418704243
287,67.48572071085101,21.88838189099249,20.109176141618207
288,67.48926004849675,21.889118921128187,20.10710311316035
289,67.48976405575036,21.891234039910046,20.106028907280376
290,67.54330233543055,21.876823594228256,20.105584979836067
291,67.60447327677075,21.863941459440042,20.11613989214038
292,67.52507077856693,21.89133190664893,20.14546685840577
293,67.489372061263,21.901855367447922,20.147643196157844
294,67.50001424430506,21.900369617245786,20.141573098840894
295,67.50126017571087,21.898248088301102,20.140688334057756
296,67.49447257196194,21.896627287301044,20.141086740272954
297,67.48737178462234,21.89637647139469,20.1411431033641
298,67.46213086478772,21.91630896065891,20.139181864212247
299,67.44073218810084,21.920292924250447,20.14245235699471
300,66.82854009479978,21.955716987352616,20.202153304667036
301,66.51758581616451,21.89124029645538,20.279004465764984
302,66.00158610604342,21.893931841730648,20.43713161179886
303,65.19720604080777,22.093794160828082,20.762654225960006
304,64.2323908838493,22.418708588025225,21.113480796833272
305,63.52723090154492,22.634330264367776,21.383952071655244
306,62.69474823860203,22.836439611889716,21.625307855249076
307,61.97495273207185,23.04264083453461,21.831122204615554
308,61.70849262140976,23.15464670334049,21.94401912499393
309,61.41802411714671,23.28277934270963,22.065817001992713
310,61.199541090782496,23.376137445893477,22.167070703208708
311,61.13223252461904,23.415987069688498,22.22120519829062
312,60.94163962427312,23.497498790390267,22.29943340103219
313,60.65651190687627,23.603427164186485,22.416003414891776
314,60.40746925056795,23.690426037892905,22.545075047588426
315,60.13297915392148,23.79882884917862,22.69059354128163
316,59.60978087408782,23.99996433844825,22.891248224684574
317,59.15242983509259,24.170319141932026,23.080990539590715
318,58.732053653394225,24.350647953000617,23.269332948450995
319,58.44036191174329,24.48185162545775,23.45080743278288
320,58.11491012255643,24.621417366571308,23.610388063619098
321,57.76661742652237,24.77224421397264,23.781177479066372
322,57.54408294551794,24.86280232775502,23.906594721534702
323,57.2449216693111,24.998938334534472,24.061069165280998
324,56.99024447438744,25.12342116712412,24.194414680702835
325,56.76761622240633,25.24713925506373,24.326509940142245
326,56.60364631061355,25.367425930730462,24.417284805146892
327,56.525859839628886,25.452265800838802,24.47243553924534
328,56.37646602922698,25.519611218948995,24.546637138307233
329,56.277308590581924,25.539631494376636,24.57874466098656
330,56.20734017706816,25.584928473972184,24.600190787790496
331,56.25100507388294,25.58794268123407,24.621263946864985
332,56.06216477369077,25.658642783969157,24.740107929229254
333,55.72851705238083,25.799768972340758,24.891807889493975
334,55.52455057350061,25.896123609140176,24.99770916243824
335,55.344515391313244,25.994004759235935,25.10639873655532
336,55.08498278965983,26.12203477965309,25.275103278774026
337,54.74344223339836,26.314806379694886,25.47313838589048
338,54.39447798241834,26.541782852003962,25.69018116232516
339,53.957199436397005,26.843343519736635,25.948732449831596
340,53.468871773433506,27.167341147082,26.22683090292628
341,52.87655796557359,27.471339937000295,26.48996290707433
342,52.46939169605652,27.652304358084507,26.679467072765277
343,52.16860620032268,27.802573343021123,26.822705089134104
344,52.08093507278846,27.89827376066097,26.883562693286763
345,51.877185317819816,28.03209625101215,26.96324032442439
346,51.72405391407915,28.104310455225942,27.02242624199434
347,51.53977009898862,28.195126732543542,27.094139130769435
348,51.29897788865447,28.317041163336626,27.211194225437197
349,51.12562345622431,28.36402705654413,27.310610581514425
350,50.835082166367656,28.434360810557934,27.46140639911124
351,50.45280547333479,28.556706844008914,27.617187760278995
352,50.09842319950063,28.63944793736954,27.71056228265155
353,50.00328084360939,28.586762192193106,27.7610684284534
354,49.67486137299167,28.76775907577894,27.90506680439617
355,49.29830960453452,28.98901886846224,28.09081283773625
356,48.89837082828283,29.167349536121435,28.278221983209818
357,48.635291035021964,29.272519630694234,28.419169322934238
358,48.49934637347522,29.319548879807172,28.485845669978403
359,48.338841100743046,29.41446663138143,28.563226113278233
360,48.21165185240019,29.500648295028554,28.64188518901807
361,48.156382598640285,29.551587929601396,28.694088875787145
362,48.13042230290913,29.570869368874668,28.705897911580053
363,48.08489031205068,29.596052029107312,28.707630575107373
364,48.014552979800214,29.623265026182025,28.740088761432787
365,47.92142741921507,29.65769826732199,28.769543387641022
366,47.81533236986755,29.709066338492136,28.8110341868111
367,47.526882785722606,29.879656660892067,28.90848509375192
368,46.720989627419904,30.39980889877785,29.37452407302021
369,44.481285942809926,31.98854171436463,30.96016168257313
370,44.25207693106241,32.102383539722496,31.01454441477395
371,44.14089418683126,32.15494441795386,31.054136890035352
372,44.32215243805583,31.97060817927985,30.87202693191219
373,44.35705120733839,31.941299903692965,30.848506580051605
374,44.432899865910514,31.876607583855446,30.777920294854937
375,44.369307763009,31.850592925438463,30.78554719379602
376,44.488667522834106,31.78289318806611,30.57397194200908
377,44.172083450684816,32.12958649372101,30.8189481257605
378,44.09179148849782,32.29403280757839,30.93277670404572
379,44.245076396596225,32.19197727025636,30.812821235750846
380,44.30477334894185,32.17041094060738,30.758123180128905
381,44.26709237053326,32.21004720980926,30.774950977624286
382,44.229374701642,32.239034621498035,30.7931441257646
383,44.29285422406578,32.15168196448997,30.70980997236697
384,44.2636832028751,32.13704990722067,30.69408141064875
385,44.23749416391687,32.18758789736228,30.771442044130367
386,44.28644776858481,32.12847052267773,30.8074004886748
387,44.323865397519896,32.0793492501173,30.81513005452257
388,44.425351693349555,31.978997911886125,30.74976616880585
389,44.48965655994361,31.91096193711695,30.72140642515589
390,44.597477202310266,31.84486856897138,30.69610886404638
391,44.71456055358382,31.747333070041464,30.643336645818607
392,44.71260063956378,31.696995187762013,30.62909253637409
393,44.689438276249426,31.704167025869225,30.65499577698327
394,44.66967000614646,31.731108593085622,30.692259890206998
395,44.5693816552602,31.76505197083489,30.724637563235405
396,44.35422546805365,31.778977143617595,30.81032066639878
397,43.923302304800316,31.957111802972406,30.983004162246317
398,43.99312578585549,31.94504097574668,30.94433160521308
399,43.957644554474044,31.992694055726247,31.009044654311282
400,43.83153087238429,32.02633132583824,31.05164916438548
401,43.710887657492705,32.08982411802637,31.10248732120698
402,43.719363074349616,32.09237045712587,31.067127610300844
403,43.678241069349525,32.08675805336199,31.061110457193564
404,43.729121862101415,32.08157157728223,31.065636428084417
405,43.804166097471786,32.05889911156322,31.027790485423765
406,43.86758889673155,32.01037912552238,30.9914770029269
407,43.91256968512031,31.988905861240426,30.965917427181125
408,43.92201655780652,31.99995495562959,30.974339745446684
409,44.001628704509166,31.99440785086486,30.981822106922067
410,44.245752532609,31.87736622460946,30.88406470820439
411,44.56171590151305,31.66929626692027,30.695436062127357
412,44.59111686635243,31.67059251155962,30.71663165563382
413,44.66883004143911,31.66044253283806,30.72778717501626
414,44.765750656803945,31.600579583680883,30.65980347433168
415,44.78770725506027,31.576347981952892,30.646432314549855
416,44.77072647697856,31.622053134425528,30.706002574951725
417,44.793908257797376,31.61606742249282,30.712095647440748
418,44.82462518778211,31.535691254663874,30.617740124155432
419,45.3653507718393,31.0916685395552,30.173759608069673
420,45.27509333784669,31.175416180617816,30.246325484647826
421,44.69813720336172,31.665470830518274,30.75472285221136
422,44.86492147527025,31.547431144277766,30.61574586302251
423,45.27475294110602,31.23097630536384,30.29172329356706
424,45.439394416586396,31.090659819013013,30.15214020791646
425,45.33546311368182,31.199342401834286,30.264197043846963
426,45.73201459185019,30.916524932984032,29.96944369494642
427,46.52365273202926,30.3596143461495,29.316968999758615
428,46.0408246680783,30.707342545167734,29.71641801048648
429,46.36258500139361,30.44958693153751,29.482622365950732
430,47.180787815459695,29.84777581292829,28.886541405590492
431,48.38061697551878,29.094545714934014,28.14688336228963
432,48.198612201131944,29.23952920170811,28.282070275095123
433,47.984541996492716,29.396364162306327,28.46130500706576
434,47.46563024879323,29.79584839836528,28.855558316124075
435,47.29146019452205,29.852986878960138,28.943455387206512
436,46.87983400857164,30.019775218883865,29.095308446326186
437,47.10213760894168,29.800461841965557,28.822013801074377
438,47.29925764849389,29.675613921646004,28.69199233206669
439,47.41379810275745,29.643440127637348,28.662106333810584
440,47.499185457609016,29.63262681225396,28.655765576915712
441,47.53494645302777,29.591896881858673,28.61113356182949
442,47.57112822026625,29.546163733816172,28.559080078179818
443,47.59325829064547,29.484106345782664,28.48461814692277
444,47.565191927457455,29.444255769779915,28.439733663746836
445,47.59966113222262,29.358216830776712,28.36480805519315
446,47.66556987984435,29.293389492368874,28.31441918673727
447,47.710623018682796,29.20901634998944,28.243777627686853
448,47.8704497524544,29.10678512004253,28.146993920376076
449,48.038576051302385,28.93414285570904,28.019151906199056
450,48.12276794965772,28.80779693981782,27.911540142302584
451,48.29332771092313,28.63944626586894,27.72319233277588
452,48.67413810145754,28.40205590526014,27.506811422431753
453,48.98004913514128,28.331655466827442,27.34719928426611
454,49.215485906700366,28.273967548372497,27.215370618636
455,49.48474492042939,28.117649316771974,27.05787942396867
456,49.84196976647507,27.90472597915749,26.88573457947831
457,50.04209371373808,27.7741067091076,26.75322283198662
458,50.38071053916632,27.674623263111926,26.51624287907856
459,50.829280168199425,27.491279814287225,26.23732444079596
460,51.48955943692717,27.091642667064008,25.90450002631229
461,51.95749587177611,27.124013707295205,25.676261656982348
462,52.1137738222977,27.126134756098054,25.625653660315976
463,52.39419505936151,26.880676465263576,25.516733166098362
464,52.61707622449494,26.741329335599715,25.327339212223848
465,52.742714547796254,26.69050727177958,25.170472413716567
466,52.86979170861668,26.63413983811273,25.046900801587697
467,53.03458777795899,26.52203792076591,24.927858626207353
468,53.37407010346379,26.362794195505074,24.751555374079828
469,53.67668700744107,26.163502817225037,24.643092997079634
470,54.06112918453129,25.926679882507187,24.520537058195714
471,54.46861099542852,25.71705855038229,24.42548331658557
472,54.67742539611838,25.599989410950712,24.30794034130463
473,55.05601876171141,25.388950124308707,24.131999039710763
474,55.375259227262966,25.180707724969267,23.966630612868613
475,55.73323614669051,24.96749581658821,23.77536568578273
476,56.02457356029626,24.86122248277337,23.645132782614496
477,56.314907674742834,24.74496792470225,23.533740964582307
478,56.52395377127996,24.642016891687717,23.463355962588878
479,56.6406897676991,24.628652147875528,23.333319611087603
480,56.820705768446366,24.59103337288343,23.133006135754073
481,56.920735421834706,24.581215799069838,22.95113601433755
482,57.515894905045464,24.193622697300725,22.789627613161713
483,57.81493144743138,23.980141335442113,22.73675541335396
484,58.055665298552235,23.85100246568433,22.72684675999639
485,58.54581096866442,23.739412988352257,22.68698408359535
486,58.68730411942166,23.67452232995899,22.64228063843305
487,58.87596621917957,23.575001066570167,22.517576002288138
488,59.22722980662962,23.37087068719535,22.30037317840882
489,59.86754707440147,23.10346275894088,21.97003301167743
490,60.89064156429471,22.763149980371225,21.637673777739252
491,61.612224563212344,22.605745948394684,21.442132292487145
492,62.391398671875095,22.461922822717412,21.261911097118087
493,62.87254204818576,22.317192313896754,21.082365722986964
494,63.415090918922665,22.153099400127502,20.878766763841583
495,63.94595646022365,22.13754176499384,20.63421242170199
496,64.46712613392609,22.084119889206477,20.469011605050753
497,65.02163068396689,21.885199034719932,20.344078720208785
498,65.24815027116365,21.86657910401462,20.294882895983534
499,65.60515612978527,21.733785928299397,20.265552270542685
500,65.80414230321183,21.687499075589187,20.290980850952508
501,65.9167962283656,21.741642956716504,20.29221009262517
502,66.0262330591757,21.718489737043456,20.30798367242329
503,66.24427350794858,21.67293475315759,20.330013725082495
504,66.4028200125263,21.671715291272363,20.340027817527726
505,66.25078091101024,21.87826491135172,20.35474399886212
506,66.32724028244229,21.954402267760685,20.369347258738884
507,66.07742714119198,22.11450321715577,20.390292609852708
508,66.09613782397383,22.09144676053245,20.40380218564158
509,65.98356769854087,22.150263611182197,20.406360718332223
510,66.03591958580401,22.168902170017162,20.409205924774426
511,66.05744255831056,22.18060043562332,20.41120448073991
512,66.12896713460532,22.16626320040001,20.40851891317334
513,66.18027778774366,22.15580715845931,20.407784036430257
514,66.19649152374856,22.169938964152806,20.40478445959272
515,66.22624799329263,22.169949726809733,20.40070153835771
516,66.25671784699777,22.1654191531172,20.399106461150524
517,66.26890901000775,22.17040335884633,20.399895437801916
518,66.28326074444435,22.177049245261543,20.394650872646622
519,66.2892024941666,22.18290508559889,20.39088409276323
520,66.29749658853142,22.187204249656958,20.388231840070546
521,66.32932472905915,22.18378686037846,20.38520904655428
522,66.34132148181713,22.185375988518217,20.38805576406071
523,66.35790462065782,22.186992355251903,20.388769442854567
524,66.37406941289794,22.187589960586592,20.390458273288914
525,66.38839090904624,22.18722908860846,20.39181895294152
526,66.4107596519085,22.183532610038895,20.38969666068212
527,66.43764536986379,22.177299629681016,20.3851600669619
528,66.43861375005733,22.179103200055607,20.383115352447504
529,66.46719462005396,22.17209534788583,20.377165615097255
530,66.48129359285494,22.171664218451014,20.375101901471965
531,66.49722305333466,22.17150331293223,20.371933047917366
532,66.51306062587766,22.170602223617607,20.3696282262986
533,66.53147146127908,22.168858706326574,20.365706926270747
534,66.53941146959671,22.16986139188836,20.365476846376765
535,66.55112625403412,22.169747521778078,20.363677587202773
