comparison,n,bias,mae,rmse,corr,unit,target_rmse,passes
sequential_klt_angle,2666,-5.070816055098236,5.071522683470492,6.118181484715813,0.7095121114505741,deg,1.0,False
one_step_klt_angle,2666,0.001601763428751134,0.16704962336081186,0.3012544779837368,0.9980633892008361,deg,1.0,True
sequential_klt_x_sup,2666,8.030072298694428,13.455411698695418,15.809669167263385,0.0897985314931871,px,2.0,False
one_step_klt_x_sup,2666,-0.00678158030266439,0.6554909938049308,1.2423818176983152,0.9949570227984049,px,2.0,True
