cluster_id,frame_coverage,n_candidates,cluster_score,mean_score,median_alpha_deg,alpha_std_deg,median_length_mm,length_std_mm,median_x_mid,x_mid_std,mean_mask_support,mean_hough_score,hough_peak_fraction
a44.50_x400_l25,11,33,0.9754528003940879,0.5433954398904282,44.5,0.07496555682941308,23.449724572189552,0.6443328359751905,400.00000024176654,3.181126895051967e-06,0.552,0.5655170224722167,0.0
a44.75_x400_l25,11,22,0.974644204188025,0.5417800038459016,44.7,0.028747978728801814,23.366140096939617,0.6560840083300659,399.99999958670617,4.095719358330298e-06,0.5518181818181819,0.560208462419131,0.0
a44.25_x400_l25,11,22,0.9737678907410575,0.5412036143431576,44.3,0.0445361771415098,23.53848324100942,0.6545000059269875,400.00000095867875,3.1767657804586596e-06,0.5454545454545455,0.5650904681454724,0.0
a44.00_x400_l25,11,33,0.9719806938629109,0.5400484240647493,43.9,0.07713892158398811,23.665307380990217,0.6524951770158819,399.99999749675885,3.2307358771079576e-06,0.5450909090909091,0.5386412079706802,0.0
a45.00_x400_l25,11,33,0.9719151619948004,0.5392726068831427,44.9,0.044536177141512964,23.290768313655306,0.6466721345512018,399.99999895113945,3.0567825643204673e-06,0.5539999999999999,0.5232478288354774,0.0
a43.75_x400_l25,11,22,0.9710400674830199,0.5386311256927622,43.8,0.04979295977319408,23.794161430189316,0.6595199014278512,399.9999990044887,3.236777388027176e-06,0.5425454545454547,0.5438225132114387,0.0
a43.50_x400_l25,11,33,0.9705918968461654,0.5387237827805168,43.5,0.07925270806437701,23.92562967881293,0.6546831773063904,399.9999997492753,2.65083204721956e-06,0.5432727272727272,0.5412392912681799,0.0
a45.25_x400_l25,11,22,0.9700069775495535,0.5374022807167521,45.2,0.04979295977319409,23.169801968266082,0.6399443971734873,400.0000010175655,3.501272065040981e-06,0.5558181818181819,0.5514599399630543,0.0
a43.25_x400_l25,11,22,0.9697923122472485,0.5364637827832056,43.3,7.105427357601002e-15,23.970295028340935,0.6671470535957049,400.000002473055,2.6292738968152677e-06,0.5401818181818182,0.5412392912681799,0.0
a43.00_x400_l25,11,33,0.9655951974457054,0.5341683714222922,43.1,0.08813963377120723,24.060348465298866,0.6810381301162617,399.99999930771264,2.966599300982943e-06,0.5361818181818182,0.5410037912409252,0.0
