frame0,mask,kind,matlab_density,python_density,iou,dice,mae,matlab_foreground_px,python_foreground_px,corr,mae_raw,mae_norm01,matlab_min,matlab_max,python_min,python_max,bias,max_abs_error,matlab_alpha,python_alpha,abs_error
2133,apo_super,binary,0.03640377849243394,0.04089250249513574,0.7122997040924571,0.8319801754214353,0.012987307572106904,14444.0,16225.0,,,,,,,,,,,,
2133,apo_deep,binary,0.039471031221961224,0.047097577450021674,0.668026418026418,0.8009782228950739,0.01722903833939895,15661.0,18687.0,,,,,,,,,,,,
2133,fas_thres_raw,binary,0.234855282126763,0.25153488653433204,0.8531755939234478,0.9207714549241914,0.038535985402195716,93184.0,99802.0,,,,,,,,,,,,
2133,fas_thres,binary,0.234855282126763,0.25153488653433204,0.8531755939234478,0.9207714549241914,0.038535985402195716,93184.0,99802.0,,,,,,,,,,,,
2133,Emask,binary,0.38528424384785215,0.3869577490347101,0.9952723602383355,0.997630579235258,0.0018297662133416673,152870.0,153534.0,,,,,,,,,,,,
2133,fascicle_masked,binary,0.07721815047432783,0.0843532305707056,0.832204407099374,0.9084187374233703,0.014796911072353897,30638.0,33469.0,,,,,,,,,,,,
2133,fas_filt,float,,,,,,,,0.9999615073683632,0.0013083464954099329,0.0013083580620793691,0.0,0.9999996875223969,0.0,0.999999800734978,,,,,
2133,super_vec,vector,,,,,,,,,2.4,,,,,,-1.6,9.0,,,
2133,deep_vec,vector,,,,,,,,,0.3,,,,,,0.3,1.0,,,
2133,Emask_radius,vector,,,,,,,,,0.25,,,,,,0.25,0.5,,,
2133,alpha,scalar,,,,,,,,,,,,,,,0.0,,19.5,19.5,0.0
2665,apo_thres,binary,0.30250622523766796,0.3438221447077919,0.7215926637038629,0.8382850123808224,0.10452098434365328,120026.0,136419.0,,,,,,,,,,,,
2665,apo_super,binary,0.0362903632312764,0.04089502283427258,0.7086983205936506,0.8295183673469387,0.013158690633411631,14399.0,16226.0,,,,,,,,,,,,
2665,apo_deep,binary,0.03963233292671862,0.047097577450021674,0.6739796662937199,0.8052423573172149,0.01689131289506316,15725.0,18687.0,,,,,,,,,,,,
2665,fas_thres_raw,binary,0.23264998538203302,0.24944804572903329,0.8481627841814897,0.9178442412551037,0.039607129535350276,92309.0,98974.0,,,,,,,,,,,,
2665,fas_thres,binary,0.23264998538203302,0.24944804572903329,0.8481627841814897,0.9178442412551037,0.039607129535350276,92309.0,98974.0,,,,,,,,,,,,
2665,Emask,binary,0.3839887895315194,0.3869577490347101,0.992327432360259,0.9961489424302854,0.0029689595031907492,152356.0,153534.0,,,,,,,,,,,,
2665,fascicle_masked,binary,0.07591261480144769,0.08354168136864497,0.8166078042897752,0.8990468964863199,0.01609740606696037,30120.0,33147.0,,,,,,,,,,,,
2665,fas_filt,float,,,,,,,,0.9999612192491498,0.0013068977957046218,0.0013069172533014975,0.0,0.9999996075212101,0.0,0.9999998022256653,,,,,
2665,super_vec,vector,,,,,,,,,2.5,,,,,,-1.5,9.0,,,
2665,deep_vec,vector,,,,,,,,,0.4,,,,,,0.4,1.0,,,
2665,Emask_radius,vector,,,,,,,,,0.5,,,,,,0.5,1.0,,,
2665,alpha,scalar,,,,,,,,,,,,,,,0.0,,19.5,19.5,0.0
