frame,time_s,point_id,x,y,dx,dy,cumulative_dx,cumulative_dy,d_parallel_px,d_perpendicular_px,zncc,forward_backward_error,valid,fallback_used,strain_back_front_percent,strain_back_center_percent,strain_center_front_percent,dx_mm,dy_mm,cumulative_dx_mm,cumulative_dy_mm,d_parallel_mm,d_perpendicular_mm
3,0.2727272727272727,front,323.0,239.0,3.0,3.0,3.8745019130224705,4.226569098700509,-2.824427487381682,-4.989815706880126,0.8260164856910706,9.219544457292887,False,True,0.4371895423684004,1.0362233236546377,-0.161844238917851,0.190125,0.190125,0.24554655873779907,0.2678588166301447,-0.1789980920128141,-0.316229570423528
4,0.36363636363636365,back,365.0,234.0,-7.0,6.0,-2.8440012865431186,10.474121987837009,5.127274536069673,-9.565909813798223,0.7432635426521301,16.1245154965971,False,True,0.4371895423684004,1.0362233236546377,-0.161844238917851,-0.443625,0.38025,-0.18023858153467015,0.6637974809791705,0.32494102372341555,-0.6062395344494624
4,0.36363636363636365,center,340.0,238.0,-7.0,6.0,-3.484749686760324,8.850345543268759,5.386330366983333,-7.839613625195221,0.8581922650337219,7.280109889280518,False,True,0.4371895423684004,1.0362233236546377,-0.161844238917851,-0.443625,0.38025,-0.22084601139843554,0.5608906488046576,0.3413586870075687,-0.49683551349674715
4,0.36363636363636365,front,316.0,245.0,-7.0,6.0,-3.1254980869775295,10.226569098700509,5.3458693072538725,-9.261378686348882,0.8326776623725891,1.0,True,False,0.4371895423684004,1.0362233236546377,-0.161844238917851,-0.443625,0.38025,-0.19807844126220092,0.6481088166301447,0.3387944673472142,-0.5869398742473604
5,0.45454545454545453,back,371.5,238.0,6.5,4.0,3.6559987134568814,14.474121987837009,-0.3063266487429277,-14.925571945351209,0.8324078321456909,4.123105625617661,False,True,3.360299734342316,-4.809997060293222,11.530596528977869,0.4119375,0.2535,0.23169891846532986,0.9172974809791704,-0.019413451364083043,-0.9459081220366329
5,0.45454545454545453,center,348.0,242.0,8.0,4.0,4.515250313239676,12.850345543268759,-1.5088259138162332,-13.536702343422302,0.7718243598937988,1.0,True,False,3.360299734342316,-4.809997060293222,11.530596528977869,0.507,0.2535,0.2861539886015645,0.8143906488046576,-0.09562184228810378,-0.8578885110143885
5,0.45454545454545453,front,321.0,249.0,5.0,4.0,1.8745019130224705,14.226569098700509,1.3738232184282377,-14.283614231227775,0.7756386995315552,0.0,True,False,3.360299734342316,-4.809997060293222,11.530596528977869,0.316875,0.2535,0.11879655873779907,0.9016088166301447,0.08706604646788957,-0.9052240519040602
6,0.5454545454545454,back,380.0,239.0,8.5,1.0,12.155998713456881,15.474121987837009,-8.36352113488634,-17.812026000495724,0.8924092650413513,0.5,True,False,4.072435824120713,-1.961452701179679,10.106324349421088,0.5386875,0.063375,0.7703864184653298,0.9806724809791705,-0.5300381519234219,-1.1288371477814165
6,0.5454545454545454,center,356.0,244.0,8.0,2.0,12.515250313239676,14.850345543268759,-8.853884310181261,-17.285050933666763,0.8480886220932007,1.0,True,False,4.072435824120713,-1.961452701179679,10.106324349421088,0.507,0.12675,0.7931539886015645,0.9411406488046576,-0.5611149181577374,-1.0954401029211311
6,0.5454545454545454,front,329.25,250.5,8.25,1.5,10.12450191302247,15.726569098700509,-6.3273032228259805,-17.60101555392226,0.7270424365997314,15.524174696260024,False,True,4.072435824120713,-1.961452701179679,10.106324349421088,0.52284375,0.0950625,0.6416403087377991,0.9966713166301447,-0.4009928417465965,-1.1154643607298231
7,0.6363636363636364,back,380.0,241.0,0.0,2.0,12.155998713456881,17.47412198783701,-7.91361901932088,-19.760766128478345,0.9474344849586487,0.0,True,False,1.9360275547855657,-10.656217444241081,14.528272553812199,0.0,0.12675,0.7703864184653298,1.1074224809791704,-0.5015256053494608,-1.252338553392315
7,0.6363636363636364,center,358.0,245.0,2.0,1.0,14.515250313239676,15.850345543268759,-10.577673380381151,-18.709323113223533,0.9194222688674927,0.0,True,False,1.9360275547855657,-10.656217444241081,14.528272553812199,0.12675,0.063375,0.9199039886015645,1.0045156488046576,-0.6703600504816555,-1.1857033523005414
7,0.6363636363636364,front,330.0,251.0,0.75,0.5,10.87450191302247,16.22656909870051,-6.945605241928099,-18.256913879254967,0.7674990296363831,1.346291201783626,True,False,1.9360275547855657,-10.656217444241081,14.528272553812199,0.04753125,0.0316875,0.6891715587377991,1.0283588166301447,-0.4401777322071933,-1.1570319170977834
8,0.7272727272727273,back,379.0,241.0,-1.0,0.0,11.155998713456881,17.47412198783701,-6.939248955329569,-19.535815070695616,0.9786576628684998,0.0,True,False,-0.012712573197049423,-14.553697700206325,14.528272553812199,-0.063375,0.0,0.7070114184653299,1.1074224809791704,-0.43977490254401147,-1.2380822801053346
8,0.7272727272727273,center,358.0,245.0,0.0,0.0,14.515250313239676,15.850345543268759,-10.577673380381151,-18.709323113223533,0.9043391942977905,0.0,True,False,-0.012712573197049423,-14.553697700206325,14.528272553812199,0.0,0.0,0.9199039886015645,1.0045156488046576,-0.6703600504816555,-1.1857033523005414
8,0.7272727272727273,front,330.0,251.0,0.0,0.0,10.87450191302247,16.22656909870051,-6.945605241928099,-18.256913879254967,0.8870276808738708,0.0,True,False,-0.012712573197049423,-14.553697700206325,14.528272553812199,0.0,0.0,0.6891715587377991,1.0283588166301447,-0.4401777322071933,-1.1570319170977834
9,0.8181818181818182,back,380.0,241.0,1.0,0.0,12.155998713456881,17.47412198783701,-7.91361901932088,-19.760766128478345,0.9845491647720337,0.0,True,False,1.9360275547855657,-10.656217444241081,14.528272553812199,0.063375,0.0,0.7703864184653298,1.1074224809791704,-0.5015256053494608,-1.252338553392315
9,0.8181818181818182,center,358.0,245.0,0.0,0.0,14.515250313239676,15.850345543268759,-10.577673380381151,-18.709323113223533,0.92295902967453,1.4142135623730951,True,False,1.9360275547855657,-10.656217444241081,14.528272553812199,0.0,0.0,0.9199039886015645,1.0045156488046576,-0.6703600504816555,-1.1857033523005414
9,0.8181818181818182,front,330.0,251.0,0.0,0.0,10.87450191302247,16.22656909870051,-6.945605241928099,-18.256913879254967,0.9140836000442505,0.0,True,False,1.9360275547855657,-10.656217444241081,14.528272553812199,0.0,0.0,0.6891715587377991,1.0283588166301447,-0.4401777322071933,-1.1570319170977834
10,0.9090909090909091,back,376.0,242.0,-4.0,1.0,8.155998713456881,18.47412198783701,-3.7911877055729066,-19.83533196133874,0.9612692594528198,0.0,True,False,-0.23766363097978144,-19.35098218730247,18.87565492534288,-0.2535,0.063375,0.5168864184653299,1.1707974809791704,-0.24026652084068295,-1.2570641630498425
10,0.9090909090909091,center,356.0,245.0,-2.0,0.0,12.515250313239676,15.850345543268759,-8.62893325239853,-18.259420997658076,0.922284722328186,0.0,True,False,-0.23766363097978144,-19.35098218730247,18.87565492534288,-0.12675,0.0,0.7931539886015645,1.0045156488046576,-0.5468586448707569,-1.1571908057265805
10,0.9090909090909091,front,327.0,251.5,-3.0,0.5,7.8745019130224705,16.72656909870051,-3.910019521062802,-18.069245737902428,0.8377143740653992,5.0990195135927845,False,True,-0.23766363097978144,-19.35098218730247,18.87565492534288,-0.190125,0.0316875,0.4990465587377991,1.0600463166301448,-0.24779748714735508,-1.1451384486395664
11,1.0,back,372.0,243.0,-4.0,1.0,4.155998713456881,19.47412198783701,0.3312436081750656,-19.90989779419913,0.9469613432884216,0.0,True,False,-4.3600949447277575,-15.453501931337241,6.73331204188171,-0.2535,0.063375,0.26338641846532984,1.2341724809791705,0.020992563668094783,-1.2617897727073697
11,1.0,center,351.0,246.0,-5.0,1.0,7.515250313239676,16.85034554326876,-3.532131874659246,-18.109035772735734,0.9332660436630249,1.0,True,False,-4.3600949447277575,-15.453501931337241,6.73331204188171,-0.316875,0.063375,0.4762789886015645,1.0678906488046576,-0.22384885755652972,-1.147660142097127
11,1.0,front,325.0,252.0,-2.0,0.5,5.8745019130224705,17.22656909870051,-1.8488038641888154,-18.106528654332628,0.8607248067855835,1.118033988749895,True,False,-4.3600949447277575,-15.453501931337241,6.73331204188171,-0.12675,0.0316875,0.3722965587377991,1.0917338166301447,-0.11716794489296617,-1.1475012534683302
12,1.0909090909090908,back,369.0,243.0,-3.0,0.0,1.1559987134568814,19.47412198783701,3.2543538001489978,-19.23504462085094,0.9445825815200806,1.0,True,False,-2.1864037589624106,-6.758737188275838,2.3859296703510156,-0.190125,0.0,0.07326141846532987,1.2341724809791705,0.20624467208444275,-1.2190209528464282
12,1.0909090909090908,center,346.0,247.0,-5.0,1.0,2.515250313239676,17.85034554326876,1.564669503080037,-17.9586505478134,0.9530611038208008,1.0,True,False,-2.1864037589624106,-6.758737188275838,2.3859296703510156,-0.316875,0.063375,0.15940398860156446,1.1312656488046575,0.09916092975769734,-1.138129478467674
12,1.0909090909090908,front,321.0,252.5,-4.0,0.5,1.8745019130224705,17.72656909870051,2.161151920667792,-17.693909455197364,0.811018168926239,8.06225774829855,False,True,-2.1864037589624106,-6.758737188275838,2.3859296703510156,-0.2535,0.0316875,0.11879655873779907,1.1234213166301448,0.13696300297232133,-1.121351511723133
13,1.1818181818181819,back,365.0,243.0,-4.0,0.0,-2.8440012865431186,19.47412198783701,7.151834056114241,-18.33524038972002,0.9605188965797424,1.0,True,False,-0.9870826371883641,-1.961452701179679,-0.012712573197049423,-0.2535,0.0,-0.18023858153467015,1.2341724809791705,0.45324748330624004,-1.1619958596985063
13,1.1818181818181819,center,341.0,248.0,-5.0,1.0,-2.484749686760324,18.85034554326876,6.661470880819321,-17.80826532289106,0.9268361926078796,0.0,True,False,-0.9870826371883641,-1.961452701179679,-0.012712573197049423,-0.316875,0.063375,-0.15747101139843553,1.1946406488046577,0.4221707170719245,-1.1285988148382209
13,1.1818181818181819,front,316.5,253.0,-4.5,0.5,-2.6254980869775295,18.22656909870051,6.658292737520056,-17.168814727170734,0.8913705348968506,2.0615528128088303,False,True,-0.9870826371883641,-1.961452701179679,-0.012712573197049423,-0.2851875,0.0316875,-0.16639094126220094,1.1551088166301446,0.4219693022403336,-1.0880736333344452
14,1.2727272727272727,back,361.0,243.0,-4.0,0.0,-6.844001286543119,19.47412198783701,11.049314312079485,-17.4354361585891,0.927912712097168,5.0990195135927845,False,True,-0.9870826371883641,-1.961452701179679,-0.012712573197049423,-0.2535,0.0,-0.43373858153467015,1.2341724809791705,0.7002502945280373,-1.1049707665505841
14,1.2727272727272727,center,337.0,248.0,-4.0,0.0,-6.484749686760324,18.85034554326876,10.558951136784565,-16.90846109176014,0.9427735209465027,0.0,True,False,-0.9870826371883641,-1.961452701179679,-0.012712573197049423,-0.2535,0.0,-0.41097101139843556,1.1946406488046577,0.6691735282937218,-1.071573721690299
14,1.2727272727272727,front,312.5,253.0,-4.0,0.0,-6.6254980869775295,18.22656909870051,10.555772993485299,-16.26901049603981,0.8579787015914917,5.5901699437494745,False,True,-0.9870826371883641,-1.961452701179679,-0.012712573197049423,-0.2535,0.0,-0.41989094126220095,1.1551088166301446,0.6689721134621308,-1.031048540186523
15,1.3636363636363635,back,356.0,243.0,-5.0,0.0,-11.844001286543119,19.47412198783701,15.921164632036039,-16.31068086967545,0.931306779384613,0.0,True,False,-10.206315328675618,-1.961452701179679,-18.451177956171556,-0.316875,0.0,-0.7506135815346702,1.2341724809791705,1.009003808555284,-1.0336894001156818
15,1.3636363636363635,center,332.0,248.0,-5.0,0.0,-11.484749686760324,18.85034554326876,15.430801456741118,-15.783705802846491,0.9445631504058838,0.0,True,False,-10.206315328675618,-1.961452701179679,-18.451177956171556,-0.316875,0.0,-0.7278460113984355,1.1946406488046577,0.9779270423209684,-1.0002923552553964
15,1.3636363636363635,front,312.0,252.0,-0.5,-1.0,-7.1254980869775295,17.22656909870051,10.818006967698224,-15.18216490315714,0.8943987488746643,0.5,True,False,-10.206315328675618,-1.961452701179679,-18.451177956171556,-0.0316875,-0.063375,-0.4515784412622009,1.0917338166301447,0.685591191577875,-0.9621697007375838
16,1.4545454545454546,back,357.0,243.0,1.0,0.0,-10.844001286543119,19.47412198783701,14.946794568044727,-16.53563192745818,0.948687732219696,0.0,True,False,-10.206315328675618,-1.961452701179679,-18.451177956171556,0.063375,0.0,-0.6872385815346701,1.2341724809791705,0.9472531057498346,-1.0479456734026622
16,1.4545454545454546,center,333.0,248.0,1.0,0.0,-10.484749686760324,18.85034554326876,14.456431392749806,-16.008656860629223,0.9302016496658325,5.0990195135927845,False,True,-10.206315328675618,-1.961452701179679,-18.451177956171556,0.063375,0.0,-0.6644710113984356,1.1946406488046577,0.916176339515519,-1.014548628542377
16,1.4545454545454546,front,313.0,252.0,1.0,0.0,-6.1254980869775295,17.22656909870051,9.843636903706914,-15.40711596093987,0.9139562845230103,5.0990195135927845,False,True,-10.206315328675618,-1.961452701179679,-18.451177956171556,0.063375,0.0,-0.3882034412622009,1.0917338166301447,0.6238404887724257,-0.9764259740245642
17,1.5454545454545454,back,355.0,243.0,-2.0,0.0,-12.844001286543119,19.47412198783701,16.895534696027347,-16.08572981189272,0.9044964909553528,0.0,True,False,-4.3600949447277575,9.73098806671604,-18.451177956171556,-0.12675,0.0,-0.8139885815346701,1.2341724809791705,1.070754511360733,-1.0194331268287011
17,1.5454545454545454,center,328.0,248.0,-5.0,0.0,-15.484749686760324,18.85034554326876,19.32828171270636,-14.883901571715572,0.9198973178863525,0.0,True,False,-4.3600949447277575,9.73098806671604,-18.451177956171556,-0.316875,0.0,-0.9813460113984356,1.1946406488046577,1.2249298535427655,-0.9432672621074745
17,1.5454545454545454,front,308.0,252.0,-5.0,0.0,-11.12549808697753,17.22656909870051,14.715487223663468,-14.28236067202622,0.9541717767715454,0.0,True,False,-4.3600949447277575,9.73098806671604,-18.451177956171556,-0.316875,0.0,-0.705078441262201,1.0917338166301447,0.9325940027996723,-0.9051446075896618
18,1.6363636363636365,back,349.5,243.0,-5.5,0.0,-18.34400128654312,19.47412198783701,22.254570047979556,-14.848498994087706,0.8319019079208374,6.082762530298219,False,True,-5.334465008719072,11.679728194698654,-22.3486582121368,-0.3485625,0.0,-1.1625510815346702,1.2341724809791705,1.4103833767907044,-0.9410236237503083
18,1.6363636363636365,center,322.0,248.0,-6.0,0.0,-21.484749686760324,18.85034554326876,25.174502096654223,-13.534195225019193,0.9356878995895386,0.0,True,False,-5.334465008719072,11.679728194698654,-22.3486582121368,-0.38025,0.0,-1.3615960113984356,1.1946406488046577,1.5954340703754615,-0.8577296223855914
18,1.6363636363636365,front,303.0,252.0,-5.0,0.0,-16.12549808697753,17.22656909870051,19.58733754362002,-13.157605383112571,0.9536582827568054,0.0,True,False,-5.334465008719072,11.679728194698654,-22.3486582121368,-0.316875,0.0,-1.021953441262201,1.0917338166301447,1.2413475168269188,-0.8338632411547592
19,1.7272727272727273,back,349.0,243.0,-0.5,0.0,-18.84400128654312,19.47412198783701,22.741755079975214,-14.736023465196341,0.8061966300010681,0.5,True,False,-2.411354816745143,13.628468322681284,-18.451177956171556,-0.0316875,0.0,-1.19423858153467,1.2341724809791705,1.4412587281934293,-0.9338954871068181
19,1.7272727272727273,center,321.0,248.0,-1.0,0.0,-22.484749686760324,18.85034554326876,26.148872160645535,-13.309244167236464,0.9580928683280945,0.0,True,False,-2.411354816745143,13.628468322681284,-18.451177956171556,-0.063375,0.0,-1.4249710113984355,1.1946406488046577,1.6571847731809108,-0.8434733490986109
19,1.7272727272727273,front,301.0,252.0,-2.0,0.0,-18.12549808697753,17.22656909870051,21.536077671602644,-12.707703267547112,0.9501705765724182,0.0,True,False,-2.411354816745143,13.628468322681284,-18.451177956171556,-0.12675,0.0,-1.148703441262201,1.0917338166301447,1.3648489224378175,-0.8053506945807982
20,1.8181818181818181,back,348.0,243.0,-1.0,0.0,-19.84400128654312,19.47412198783701,23.716125143966522,-14.51107240741361,0.7610577344894409,1.0,True,False,0.736706433011519,26.220713321707905,-24.747300455684865,-0.063375,0.0,-1.25761358153467,1.2341724809791705,1.5030094309988784,-0.9196392138198376
20,1.8181818181818181,center,317.0,249.0,-4.0,1.0,-26.484749686760324,19.85034554326876,30.27130347439351,-13.383810000096853,0.9446144104003906,0.0,True,False,0.736706433011519,26.220713321707905,-24.747300455684865,-0.2535,0.063375,-1.6784710113984356,1.2580156488046577,1.9184438576896887,-0.848198958756138
20,1.8181818181818181,front,298.5,252.5,-2.5,0.5,-20.62549808697753,17.72656909870051,24.084478360472282,-12.632510655085941,0.9515025615692139,3.1622776601683795,False,True,0.736706433011519,26.220713321707905,-24.747300455684865,-0.1584375,0.0316875,-1.307140941262201,1.1234213166301448,1.5263538160949308,-0.8005853627660715
21,1.9090909090909092,back,348.0,243.0,0.0,0.0,-19.84400128654312,19.47412198783701,23.716125143966522,-14.51107240741361,0.7574527859687805,1.0,True,False,7.3323458231679615,34.015673833638395,-19.35098218730247,0.0,0.0,-1.25761358153467,1.2341724809791705,1.5030094309988784,-0.9196392138198376
21,1.9090909090909092,center,315.0,249.0,-2.0,0.0,-28.484749686760324,19.85034554326876,32.22004360237613,-12.933907884531394,0.9469929933547974,0.0,True,False,7.3323458231679615,34.015673833638395,-19.35098218730247,-0.12675,0.0,-1.8052210113984355,1.2580156488046577,2.0419452633005872,-0.8196864121821771
21,1.9090909090909092,front,295.0,252.0,-3.5,-0.5,-24.12549808697753,17.22656909870051,27.382298055550507,-11.357996920850733,0.9435400366783142,0.7071067811865476,True,False,7.3323458231679615,34.015673833638395,-19.35098218730247,-0.2218125,-0.0316875,-1.528953441262201,1.0917338166301447,1.7353531392705135,-0.7198130548589152
22,2.0,back,348.0,243.0,0.0,0.0,-19.84400128654312,19.47412198783701,23.716125143966522,-14.51107240741361,0.7660324573516846,0.0,True,False,7.3323458231679615,34.91547806476932,-20.250786418433382,0.0,0.0,-1.25761358153467,1.2341724809791705,1.5030094309988784,-0.9196392138198376
22,2.0,center,315.0,250.0,0.0,1.0,-28.484749686760324,20.85034554326876,32.44499466015886,-13.908277948522706,0.9531943798065186,0.0,True,False,7.3323458231679615,34.91547806476932,-20.250786418433382,0.0,0.063375,-1.8052210113984355,1.3213906488046576,2.056201536587568,-0.8814371149876264
22,2.0,front,295.0,252.0,0.0,0.0,-24.12549808697753,17.22656909870051,27.382298055550507,-11.357996920850733,0.9622774720191956,0.0,True,False,7.3323458231679615,34.91547806476932,-20.250786418433382,0.0,0.0,-1.528953441262201,1.0917338166301447,1.7353531392705135,-0.7198130548589152
23,2.090909090909091,back,348.0,243.0,0.0,0.0,-19.84400128654312,19.47412198783701,23.716125143966522,-14.51107240741361,0.772041380405426,1.0,True,False,5.383605695185332,27.12051755283882,-16.353306162468154,0.0,0.0,-1.25761358153467,1.2341724809791705,1.5030094309988784,-0.9196392138198376
23,2.090909090909091,center,317.0,250.0,2.0,0.0,-26.484749686760324,20.85034554326876,30.496254532176238,-14.358180064088165,0.9616298675537109,0.0,True,False,5.383605695185332,27.12051755283882,-16.353306162468154,0.12675,0.0,-1.6784710113984356,1.3213906488046576,1.9327001309766692,-0.9099496615615875
23,2.090909090909091,front,296.0,252.0,1.0,0.0,-23.12549808697753,17.22656909870051,26.4079279915592,-11.582947978633463,0.9649060964584351,1.0,True,False,5.383605695185332,27.12051755283882,-16.353306162468154,0.063375,0.0,-1.465578441262201,1.0917338166301447,1.6736024364650641,-0.7340693281458958
24,2.1818181818181817,back,347.0,243.0,-1.0,0.0,-20.84400128654312,19.47412198783701,24.690495207957838,-14.286121349630882,0.5610185265541077,1.4142135623730951,True,False,5.383605695185332,18.42575280977743,-7.658541419406751,-0.063375,0.0,-1.3209885815346702,1.2341724809791705,1.564760133804328,-0.9053829405328572
24,2.1818181818181817,center,318.0,249.0,1.0,-1.0,-25.484749686760324,19.85034554326876,29.2969334104022,-13.608761057879583,0.9332797527313232,0.0,True,False,5.383605695185332,18.42575280977743,-7.658541419406751,0.063375,-0.063375,-1.6150960113984356,1.2580156488046577,1.8566931548842394,-0.8624552320431186
24,2.1818181818181817,front,295.0,252.0,-1.0,0.0,-24.12549808697753,17.22656909870051,27.382298055550507,-11.357996920850733,0.9314777255058289,0.0,True,False,5.383605695185332,18.42575280977743,-7.658541419406751,-0.063375,0.0,-1.528953441262201,1.0917338166301447,1.7353531392705135,-0.7198130548589152
25,2.272727272727273,back,346.0,243.0,-1.0,0.0,-21.84400128654312,19.47412198783701,25.664865271949147,-14.061170291848152,0.7694836854934692,0.0,True,False,9.281085951150576,22.323233065742674,-3.761061163441521,-0.063375,0.0,-1.3843635815346702,1.2341724809791705,1.6265108366097771,-0.8911266672458766
25,2.272727272727273,center,316.0,249.0,-2.0,0.0,-27.484749686760324,19.85034554326876,31.24567353838482,-13.158858942314122,0.8926730751991272,4.123105625617661,False,True,9.281085951150576,22.323233065742674,-3.761061163441521,-0.12675,0.0,-1.7418460113984355,1.2580156488046577,1.980194560495138,-0.8339426854691575
25,2.272727272727273,front,292.0,252.0,-3.0,0.0,-27.12549808697753,17.22656909870051,30.30540824752444,-10.683143747502543,0.9178303480148315,0.0,True,False,9.281085951150576,22.323233065742674,-3.761061163441521,-0.190125,0.0,-1.7190784412622009,1.0917338166301447,1.9206052476868614,-0.6770442349979736
26,2.3636363636363638,back,345.0,242.0,-1.0,-1.0,-22.84400128654312,18.47412198783701,26.414284278157727,-12.861849170074112,0.7358997464179993,0.0,True,False,9.73098806671604,31.01799780880406,-11.556021675371996,-0.063375,-0.063375,-1.4477385815346702,1.1707974809791704,1.6740052661282459,-0.8151196911534468
26,2.3636363636363638,center,313.0,249.0,-3.0,0.0,-30.484749686760324,19.85034554326876,34.168783730358754,-12.484005768965933,0.9473058581352234,0.0,True,False,9.73098806671604,31.01799780880406,-11.556021675371996,-0.190125,0.0,-1.9319710113984356,1.2580156488046577,2.165446668911486,-0.791173865608216
26,2.3636363636363638,front,291.0,252.0,-1.0,0.0,-28.12549808697753,17.22656909870051,31.279778311515752,-10.458192689719812,0.9156498908996582,0.0,True,False,9.73098806671604,31.01799780880406,-11.556021675371996,-0.063375,0.0,-1.7824534412622008,1.0917338166301447,1.9823559504923107,-0.6627879617109931
27,2.4545454545454546,back,344.0,242.0,-1.0,0.0,-23.84400128654312,18.47412198783701,27.388654342149035,-12.636898112291384,0.7955929636955261,4.47213595499958,False,True,9.73098806671604,31.01799780880406,-11.556021675371996,-0.063375,0.0,-1.5111135815346701,1.1707974809791704,1.7357559689336952,-0.8008634178664664
27,2.4545454545454546,center,312.0,249.0,-1.0,0.0,-31.484749686760324,19.85034554326876,35.14315379435006,-12.259054711183204,0.9426584839820862,1.0,True,False,9.73098806671604,31.01799780880406,-11.556021675371996,-0.063375,0.0,-1.9953460113984356,1.2580156488046577,2.2271973717169353,-0.7769175923212356
27,2.4545454545454546,front,290.0,252.0,-1.0,0.0,-29.12549808697753,17.22656909870051,32.25414837550706,-10.233241631937084,0.8941381573677063,8.246211251235321,False,True,9.73098806671604,31.01799780880406,-11.556021675371996,-0.063375,0.0,-1.845828441262201,1.0917338166301447,2.0441066532977596,-0.6485316884240127
28,2.5454545454545454,back,345.0,241.0,1.0,-1.0,-22.84400128654312,17.47412198783701,26.189333220374998,-11.8874791060828,0.8842179775238037,7.0710678118654755,False,True,9.73098806671604,31.01799780880406,-11.556021675371996,0.063375,-0.063375,-1.4477385815346702,1.1074224809791704,1.6597489928412654,-0.7533689883479975
28,2.5454545454545454,center,313.0,248.0,1.0,-1.0,-30.484749686760324,18.85034554326876,33.94383267257602,-11.509635704974624,0.9577109813690186,0.0,True,False,9.73098806671604,31.01799780880406,-11.556021675371996,0.063375,-0.063375,-1.9319710113984356,1.1946406488046577,2.1511903956245053,-0.7294231628027668
28,2.5454545454545454,front,291.0,251.0,1.0,-1.0,-28.12549808697753,16.22656909870051,31.054827253733023,-9.4838226257285,0.948341429233551,7.280109889280518,False,True,9.73098806671604,31.01799780880406,-11.556021675371996,0.063375,-0.063375,-1.7824534412622008,1.0283588166301447,1.9680996772053303,-0.6010372589055437
29,2.6363636363636362,back,341.0,245.0,-4.0,4.0,-26.84400128654312,21.47412198783701,30.986617707471158,-14.885155130917124,0.8664647340774536,0.0,True,False,-0.9125168043279775,-1.961452701179679,0.1364190925237237,-0.2535,0.2535,-1.7012385815346702,1.3609224809791705,1.9637768972109846,-0.9433467064218727
