variant,note,recomputed_vs_saved_python_raw_rmse_deg,nearest_peak_rmse_deg,candidate_hit_rate_2deg,candidate_present_but_raw_wrong_rate,raw_vs_matlab_bias,raw_vs_matlab_mae,raw_vs_matlab_rmse,selected_vs_matlab_bias,selected_vs_matlab_mae,selected_vs_matlab_rmse,raw_rejected_fraction,final_alpha_vs_matlab_bias,final_alpha_vs_matlab_mae,final_alpha_vs_matlab_rmse,FL_vs_matlab_bias,FL_vs_matlab_mae,FL_vs_matlab_rmse,ANG_vs_matlab_bias,ANG_vs_matlab_mae,ANG_vs_matlab_rmse
baseline_current,current Python Hough path,0.0,0.7224562171830461,0.9722430607651913,0.05438859714928732,1.1877344336084021,1.5572018004501125,2.8086479622487333,1.2303075768942235,1.5438859714928732,2.7930293147742464,0.007876969242310577,1.0340201556450028,1.0738467267014231,1.1661119329346932,-1.8087794248192086,1.9281097324046388,2.0116464767411335,1.0340201556449953,1.073846726701416,1.1661119329346865
no_radius_correction,disable ellipse/radius correction,17.755964837818034,10.246227783723578,0.5105026256564141,0.5022505626406601,-15.734433608402101,15.734433608402101,16.714410859572517,-15.734433608402101,15.734433608402101,16.714410859572517,0.0,-14.796947227757034,14.796947227757034,15.390303623724957,62.783544128751494,62.783544128751494,64.07204664527588,-14.796947227757041,14.796947227757041,15.390303623724966
angle_profile_localmax,replace 2D houghpeaks with 1D angle-profile local maxima,4.529038589771223,0.7921099100045282,0.9834958739684921,0.1800450112528132,-1.7736309077269317,2.984058514628657,4.333882714708165,-2.052325581395349,3.2046136534133534,4.766618184019784,0.07539384846211553,-1.9869267987660097,1.9869267987660097,2.1115953712888094,3.821784682819403,3.821784682819403,3.930949095696243,-1.9869267987660177,1.9869267987660177,2.1115953712888174
angle_profile_localmax_no_radius,1D angle-profile local maxima without radius correction,15.903892477912041,5.932225368650125,0.6665416354088523,0.6459114778694673,-13.8235183795949,13.825768942235559,14.889852523683512,-13.8235183795949,13.825768942235559,14.889852523683512,0.0,-13.04973456507188,13.04973456507188,13.610078762287012,47.740484268036425,47.740484268036425,48.666559563305185,-13.049734565071885,13.049734565071885,13.61007876228702
