variant,selected_vs_matlab_bias,selected_vs_matlab_mae,selected_vs_matlab_rmse,raw_rejected_fraction
baseline_current,1.2303075768942235,1.5438859714928732,2.7930293147742464,0.007876969242310577
no_radius_correction,-15.734433608402101,15.734433608402101,16.714410859572517,0.0
angle_profile_localmax,-2.052325581395349,3.2046136534133534,4.766618184019784,0.07539384846211553
angle_profile_localmax_no_radius,-13.8235183795949,13.825768942235559,14.889852523683512,0.0
