variant,note,recomputed_vs_saved_python_raw_rmse_deg,nearest_peak_rmse_deg,candidate_hit_rate_2deg,candidate_present_but_raw_wrong_rate,raw_vs_matlab_bias,raw_vs_matlab_mae,raw_vs_matlab_rmse
baseline_current,current Python Hough path,0.0,0.7224562171830461,0.9722430607651913,0.05438859714928732,1.1877344336084021,1.5572018004501125,2.8086479622487333
no_radius_correction,disable ellipse/radius correction,17.755964837818034,10.246227783723578,0.5105026256564141,0.5022505626406601,-15.734433608402101,15.734433608402101,16.714410859572517
angle_profile_localmax,replace 2D houghpeaks with 1D angle-profile local maxima,4.529038589771223,0.7921099100045282,0.9834958739684921,0.1800450112528132,-1.7736309077269317,2.984058514628657,4.333882714708165
angle_profile_localmax_no_radius,1D angle-profile local maxima without radius correction,15.903892477912041,5.932225368650125,0.6665416354088523,0.6459114778694673,-13.8235183795949,13.825768942235559,14.889852523683512
