variant,final_alpha_vs_matlab_bias,final_alpha_vs_matlab_mae,final_alpha_vs_matlab_rmse,FL_vs_matlab_bias,FL_vs_matlab_mae,FL_vs_matlab_rmse,ANG_vs_matlab_bias,ANG_vs_matlab_mae,ANG_vs_matlab_rmse
baseline_current,1.0340201556450028,1.0738467267014231,1.1661119329346932,-1.8087794248192086,1.9281097324046388,2.0116464767411335,1.0340201556449953,1.073846726701416,1.1661119329346865
no_radius_correction,-14.796947227757034,14.796947227757034,15.390303623724957,62.783544128751494,62.783544128751494,64.07204664527588,-14.796947227757041,14.796947227757041,15.390303623724966
angle_profile_localmax,-1.9869267987660097,1.9869267987660097,2.1115953712888094,3.821784682819403,3.821784682819403,3.930949095696243,-1.9869267987660177,1.9869267987660177,2.1115953712888174
angle_profile_localmax_no_radius,-13.04973456507188,13.04973456507188,13.610078762287012,47.740484268036425,47.740484268036425,48.666559563305185,-13.049734565071885,13.049734565071885,13.61007876228702
