name,group,note,block_size,stride,search_radius,zncc_low,zncc_high,confidence_floor,r_min_scale,r_max_scale,r_gamma,motion_spread_scale_px,forward_backward_scale_px,base_grid_points,median_band_points,median_valid_points,confidence_min,confidence_q10,confidence_median,confidence_q90,confidence_no_fb_median,median_fb_penalty_drop,median_zncc,valid_fraction_median,fb_error_median_px,fb_error_q90_px,R_scale_min,R_scale_median,R_scale_q90,R_scale_max,frames_R_gt_5,frames_R_gt_10,frames_at_R_min,theta_delta_rmse_deg,pen_delta_rmse_deg,length_delta_rmse_mm,cache_path,loaded_cache
base_21_24_r8,baseline,current Notebook 62/63 rule-of-thumb,21,24,8,0.45,0.9,0.05,0.5,20.0,1.5,3.0,2.0,216,216.0,215.0,0.1416984498500824,0.4345982074737549,0.7165313363075256,1.0,0.8232762515544891,0.0,0.9440577030181885,0.9953703880310059,0.0,0.0,0.5,3.443013104807928,8.790302601991549,16.00580995169901,272,54,449,0.07812913129716426,0.07812913129716426,0.11056979599673845,/Users/grosbedou/PycharmProjects/NDORMS/results/notebook64_speckle_adaptive_R_combined_candidates/confidence_cache/base_21_24_r8_18a4a1c0c4_first_1000_frames.npz,False
efficient_r4,efficient,"same confidence rule, smaller search radius for speed and fewer false searches",21,24,4,0.45,0.9,0.05,0.5,20.0,1.5,3.0,2.0,216,216.0,215.0,0.210580974817276,0.494625324010849,0.7165313363075256,1.0,0.8975649476051331,0.0,0.9439519643783569,0.9953703880310059,0.0,0.0,0.5,3.443013104807928,7.505753216780045,14.177162112060046,268,15,459,0.08797614208061301,0.08797614208061301,0.12408306011678602,/Users/grosbedou/PycharmProjects/NDORMS/results/notebook64_speckle_adaptive_R_combined_candidates/confidence_cache/efficient_r4_4f0a477309_first_1000_frames.npz,False
strict_conf_r4,strict_confidence,"stricter ZNCC, forward-backward, and motion-coherence penalties",21,24,4,0.45,0.95,0.05,0.5,20.0,1.5,2.0,1.0,216,216.0,215.0,0.11754835397005081,0.32598839700222015,0.6065306663513184,1.0,0.8078084886074066,0.008498579263687134,0.9439519643783569,0.9953703880310059,0.0,0.0,0.5,5.312834703191647,11.290354086864998,16.664824268451607,509,210,404,0.06689117992727538,0.06689117992727538,0.11799920874716871,/Users/grosbedou/PycharmProjects/NDORMS/results/notebook64_speckle_adaptive_R_combined_candidates/confidence_cache/strict_conf_r4_c4e9f61590_first_1000_frames.npz,False
aggressive_R_map,R_mapping,"same confidence as base, but stronger R response when confidence falls",21,24,8,0.45,0.9,0.05,0.5,30.0,1.0,3.0,2.0,216,216.0,215.0,0.1416984498500824,0.4345982074737549,0.7165313363075256,1.0,0.8232762515544891,0.0,0.9440577030181885,0.9953703880310059,0.0,0.0,0.5,8.862325578927994,17.17935287952423,25.81989572942257,530,313,448,0.07054607111128962,0.07054607111128962,0.12834633354515787,/Users/grosbedou/PycharmProjects/NDORMS/results/notebook64_speckle_adaptive_R_combined_candidates/confidence_cache/aggressive_R_map_2c11a359ed_first_1000_frames.npz,False
strict_conf_aggressive_R,strict_plus_R,strict confidence plus stronger R mapping,21,24,4,0.45,0.95,0.05,0.5,30.0,1.0,2.0,1.0,216,216.0,215.0,0.11754835397005081,0.32598839700222015,0.6065306663513184,1.0,0.8078084886074066,0.008498579263687134,0.9439519643783569,0.9953703880310059,0.0,0.0,0.5,12.107345342636108,20.383342288434505,26.5323235578835,527,512,404,0.12352548247902999,0.12352548247902999,0.2553673022586401,/Users/grosbedou/PycharmProjects/NDORMS/results/notebook64_speckle_adaptive_R_combined_candidates/confidence_cache/strict_conf_aggressive_R_2cc115ab1d_first_1000_frames.npz,False
smooth_block31_r4,smoother_block,larger block with cheaper search; checks whether smoothing over-trusts speckle,31,24,4,0.45,0.9,0.05,0.5,20.0,1.5,3.0,2.0,216,216.0,216.0,0.29421934485435486,0.5594571650028228,0.8649174273014069,1.0,0.9663937091827393,0.0,0.9476224184036255,1.0,0.0,0.0,0.5,1.4686110207821177,6.20186399812286,12.062166981026866,176,3,477,0.10405446175157936,0.10405446175157936,0.15283354783220163,/Users/grosbedou/PycharmProjects/NDORMS/results/notebook64_speckle_adaptive_R_combined_candidates/confidence_cache/smooth_block31_r4_f00c78a074_first_1000_frames.npz,False
