frame,angle_error_deg,length_error_px,length_error_mm,x_sup_error_px,y_sup_error_px,x_deep_error_px,y_deep_error_px,max_endpoint_abs_error_px,f_points,a_points,f_tracked,a_tracked,f_inliers,a_inliers,f_affine_ok,a_affine_ok
65,-0.049657917352902814,1.2508312425908343,0.11284189323728702,-0.3205954665182844,-0.0959604084016874,-1.7013248310861826,-0.15533502963353385,1.7013248310861826,300,803,300,803,300,803,True,True
66,-0.06794947650729455,1.002233745967942,0.09041503722522183,-0.6172062126424862,0.01044050390135709,-1.8519922006418597,-0.3421401776707853,1.8519922006418597,300,820,300,820,300,820,True,True
67,-0.060885584826309014,1.3277779329138184,0.1197835252646452,-0.30807829539821796,-0.12014278744750584,-1.810454514689681,-0.26703117615710426,1.810454514689681,300,813,300,813,300,813,True,True
68,-0.031198980367719287,0.9458169847605404,0.08532548243302385,-0.3697649433325978,-0.1581539476856335,-1.3840053485780999,-0.12909454913915397,1.3840053485780999,300,779,300,779,300,779,True,True
69,-0.04178239898033098,1.308210531363443,0.11801828103225367,-0.2785005485390002,-0.04770077311751919,-1.6747219779249036,0.009018434363838423,1.6747219779249036,300,804,300,804,300,804,True,True
70,-0.09866874695180172,1.6173915770597205,0.14591059245004953,-0.4432802477954283,-0.08383771487218894,-2.384125824321913,-0.5181127500943603,2.384125824321913,300,804,300,804,300,804,True,True
71,-0.10551837994441371,2.334519940523478,0.21060526865576573,-0.46089474091775173,-0.15249391955359926,-3.092310943440168,-0.3727599300272004,3.092310943440168,300,813,300,813,300,813,True,True
72,-0.13003498257143065,2.176978745444785,0.19639292240934272,-0.4007925375386776,0.0003931700898576196,-2.9987524822481504,-0.5354172346284258,2.9987524822481504,300,810,300,810,300,810,True,True
73,-0.12138142386447726,2.8122255177022453,0.2537007717927115,-0.09495012363709066,-0.14908767767648357,-3.235398685718181,-0.33020890777874,3.235398685718181,300,792,300,792,300,792,True,True
74,-0.1273575364392059,2.8826809661230755,0.2600568060185764,-0.6112028897813389,-0.11347111162259438,-3.841764122141953,-0.3176748292951288,3.841764122141953,300,813,300,813,300,813,True,True
75,-0.09478930472982938,2.774243553731594,0.2502742850074588,-0.4911412319745523,-0.198647077298574,-3.4703454370710176,-0.09045087772972238,3.4703454370710176,300,809,300,809,300,809,True,True
76,-0.08677807610831678,2.806275804146935,0.2531640271712627,0.11215513552497214,-0.24364894738710774,-2.857549342709845,-0.02963536329514227,2.857549342709845,300,805,300,805,300,805,True,True
77,-0.05470362734948253,1.8160212130546824,0.16382967171151674,-0.02282822547726937,-0.2197853697872958,-1.9368481223760057,-0.06164941756856024,1.9368481223760057,300,810,300,810,300,810,True,True
78,-0.02466976950537969,0.43304098649161915,0.03906615305182401,-0.3637355827203237,-0.09877861600258342,-0.8734123274845018,-0.18187621343554383,0.8734123274845018,300,799,300,799,300,799,True,True
79,0.012780600789170649,0.34348860878878895,0.030987317554433454,-0.5078835722410986,-0.2576787180860194,-0.7635896130154549,0.014014306718422631,0.7635896130154549,300,800,300,800,300,800,True,True
80,0.02023753991957733,0.4066286443211311,0.03668340261046504,-0.5344064895086831,-0.3097099127816989,-0.8138300719544276,0.06499972933585241,0.8138300719544276,300,804,300,804,300,804,True,True
81,-0.022970396933885695,0.9664161734108347,0.08718380781482087,-0.2804782694604455,-0.21107136621688483,-1.2703442087127002,-0.06126743798733969,1.2703442087127002,300,810,300,810,300,810,True,True
82,-0.03773889717419365,0.5044892479826331,0.045511752442561386,-0.5576145618224473,-0.14897659724554302,-1.1921967087091474,-0.338206025703812,1.1921967087091474,300,788,300,788,300,788,True,True
83,-0.037253550122727574,-0.07917581415256336,-0.0071427291415212864,-0.931892447358905,-0.22238676057093443,-1.0303137984720792,-0.6416093119697734,1.0303137984720792,280,794,280,794,280,794,True,True
84,-0.05082817015619412,0.819686759576598,0.07394683044578919,-0.5937164362192107,-0.19400454587465532,-1.5767840624612859,-0.39042592855321345,1.5767840624612859,300,800,300,800,300,800,True,True
85,-0.03108783339882848,1.1107438064569806,0.1002041120771689,-0.2953643602184002,-0.23050871555237507,-1.4536948001303642,-0.10294437129653033,1.4536948001303642,300,795,300,795,300,795,True,True
86,0.0050417532593769465,0.11955006923017208,0.01078503293588919,-0.6141816769525121,-0.14276641593238537,-0.7003354433163906,-0.04211055273685815,0.7003354433163906,300,790,300,790,300,790,True,True
87,-0.02957122438829174,0.5278489429974798,0.047619112829132074,-0.2976776343377878,-0.08986983777096924,-0.9159373144499625,-0.18196916704835076,0.9159373144499625,300,793,300,793,300,793,True,True
88,-0.09473477909517669,1.1977330570298363,0.10805171884593008,-0.09983368007431181,0.04010205743156092,-1.629519753595929,-0.4519588003109334,1.629519753595929,300,789,300,789,300,789,True,True
89,-0.06775136733872955,1.6709311441450154,0.1507405854237585,-0.22746968505725818,-0.12867406894324063,-2.064879486368767,-0.14557535320636816,2.064879486368767,300,791,300,791,300,791,True,True
90,-0.11330154368832268,3.124783661232641,0.2818977431040835,0.16452276496715967,-0.2041100778603422,-3.207842987679385,-0.0879489151504913,3.207842987679385,300,790,300,790,300,790,True,True
91,-0.2738320710037385,6.262604042517751,0.5649715746541815,0.6995260113670838,-0.04878766668938539,-6.265808246775549,-0.25176786904290793,6.265808246775549,300,798,300,798,300,798,True,True
92,-0.18882088884370773,6.075515561485645,0.5480936636429221,0.7908875360220691,-0.09738217039127761,-5.6021738902357185,0.5311063669646501,5.6021738902357185,300,803,300,803,300,803,True,True
93,-0.2326333467791244,6.46429803862668,0.5831671006376739,0.4968828123835465,-0.029755534160095465,-6.439057797446878,0.36894599149991336,6.439057797446878,300,792,300,792,300,792,True,True
94,-0.27776092039982814,6.687861330753549,0.6033355328633541,0.9083521227648816,0.11989814485940542,-6.4237736719544785,0.2262039881304645,6.4237736719544785,300,795,300,795,300,795,True,True
95,-0.23345462623393587,6.132872452643369,0.5532680308701403,0.9257066595284869,0.1606922740367267,-5.6879478601290145,0.5203672439436104,5.6879478601290145,300,811,300,811,300,811,True,True
96,-0.24858798313135821,5.598491768797885,0.5050596666869267,0.741317772759885,0.0882361177124622,-5.447536092906603,0.12246130833409552,5.447536092906603,300,799,300,799,300,799,True,True
97,-0.2365277279906195,5.201600165227205,0.46925467682743655,0.8443082100072843,0.23639476278699334,-4.921635577340112,0.25961571614004697,4.921635577340112,300,802,300,802,300,802,True,True
98,-0.23914645095445053,5.219618967490419,0.470880216462214,0.9735403390179727,0.0765974658862163,-4.81109115989895,0.12621224803808673,4.81109115989895,300,792,300,792,300,792,True,True
99,-0.19056145557928517,4.971310781897387,0.44847946021743335,0.8822447384948191,-0.14191407710193005,-4.447914429618862,0.28919057547693683,4.447914429618862,272,803,272,803,272,803,True,True
100,-0.11879409223365656,3.9498730202932393,0.3563319610833937,0.7442554296762864,-0.1470731464370516,-3.3357524184415865,0.5171344006587901,3.3357524184415865,300,789,300,789,300,789,True,True
101,0.5524442501400699,-7.266379167246328,-0.6555256650878805,-1.931629026405858,-1.013106351799081,7.076361278861299,0.7005162719530063,7.076361278861299,271,776,271,776,271,775,True,True
102,1.487520993048605,-20.81067542123526,-1.8774043484993377,-1.1019491852375722,-0.6633990862104042,24.182969331374068,2.9168534130468515,24.182969331374068,300,911,300,906,300,847,True,True
103,1.2179872669836698,-19.772470198888982,-1.7837441976577784,3.0550607588088496,-0.5570126188101057,26.162761472349587,1.1108791432019416,26.162761472349587,300,1021,300,1015,300,1012,True,True
104,0.6440551581131615,-11.86665379234148,-1.0705326463909486,2.5746775570711407,-0.3083102620472502,16.058218703789066,0.010529846134659238,16.058218703789066,300,902,300,902,293,902,True,True
105,0.6548531298442697,-12.036276547718444,-1.0858349127568063,3.034605947834507,-0.39126573251638774,16.709769393808443,-0.0768683374043917,16.709769393808443,197,909,197,909,197,909,True,True
106,0.5078802403479585,-7.433778417389249,-0.6706273412128736,4.25352563430306,-1.0930136811699285,13.165699630341692,0.003791131051002594,13.165699630341692,292,1023,292,1022,292,1022,True,True
107,0.31159160845459155,-4.654995000840358,-0.419943499186132,2.159048762898351,-0.729106889486296,7.707738408819068,-0.11311073693224216,7.707738408819068,300,974,300,974,300,974,True,True
108,0.25721875683649387,-2.116558623959577,-0.19094221038211842,1.8114883461660156,-0.527613692354926,4.85623121546945,0.7596054462587176,4.85623121546945,300,1001,300,999,300,999,True,True
109,0.21293551768758334,-5.248044253022272,-0.4734445616160662,-0.5346138570293988,0.5464461382680597,5.0832538072846205,-0.022745650987189947,5.0832538072846205,300,983,300,983,300,983,True,True
110,0.18309745491234253,-3.255119409360532,-0.2936557901327028,-0.28088044846799676,-0.090598778969742,3.4298193247994675,-0.020974209629343932,3.4298193247994675,300,1013,300,1013,300,1013,True,True
111,0.2513584208534496,-3.9438906611399034,-0.3557922713875322,-0.09057430773077613,-0.12427390208627287,4.531721139516918,0.17872872088696568,4.531721139516918,300,1049,300,1049,300,1049,True,True
112,0.2388022750607206,-4.585647648756662,-0.41368743023480925,-0.06285141428293173,-0.05532624588387591,5.06229128911562,-0.1909482578622601,5.06229128911562,300,1054,300,1054,300,1054,True,True
113,0.19464507734124936,-3.595813898180154,-0.3243910402806652,0.14220096930193904,-0.08880088451432044,4.18971689014748,-0.1507689602829032,4.18971689014748,300,1031,300,1031,300,1031,True,True
114,0.22242164533355435,-4.20156513507834,-0.37903799350261896,-0.24053844072352604,0.13896792645157774,4.46149283700538,0.005546516247250111,4.46149283700538,300,1071,300,1071,300,1071,True,True
115,-0.03758252422358055,-0.25613586204838157,-0.023106918515752573,0.4824961327378787,0.3777979596390537,0.5381834532608423,-0.05773974469411769,0.5381834532608423,300,1083,300,1083,300,1083,True,True
116,-0.046391247285015424,1.9811613362970775,0.1787275440396118,1.062802334066646,-0.16115492892056693,-0.8868406188117035,0.4010565298054871,1.062802334066646,300,1057,300,1057,300,1057,True,True
117,-0.07464934670778689,2.188077337020104,0.19739416545715177,1.2959874320124527,-0.3830833751032898,-0.9608999448099098,0.049747572060994116,1.2959874320124527,300,1044,300,1044,300,1044,True,True
118,-0.006206552232555396,0.6130871323510974,0.05530875019608655,0.7057222649303867,-0.020124581980383027,0.14015712454821028,0.2235809527580841,0.7057222649303867,300,1052,300,1052,300,1052,True,True
119,0.04473955455750911,-1.7101017612671967,-0.15427430479759233,-0.4976665530828086,0.013021851670799833,1.2026741951091822,-0.44350846758760554,1.2026741951091822,300,1105,300,1105,300,1105,True,True
120,-0.009169019213402407,-2.5785965629025895,-0.23262428067466423,-0.7530613558564028,0.08526614412670597,1.4659584942522201,-1.2309779705534538,1.4659584942522201,300,1100,300,1100,300,1100,True,True
121,-0.022474974012141047,-1.3149124464127908,-0.11862288440058452,-0.4634653091848122,0.0122783263897972,0.5883884190553488,-0.8046255450458943,0.8046255450458943,300,1120,300,1120,300,1120,True,True
122,0.0033153167935608963,-1.0001405431052035,-0.09022620202034488,-0.37904076774429996,0.06803832849313807,0.5134597388591544,-0.3844017626947789,0.5134597388591544,300,1083,300,1083,300,1083,True,True
123,0.016045316623916506,-1.9077512800568002,-0.17210496423288216,-0.23238824430109162,0.20461597780742125,1.5140937777779868,-0.5778380020873897,1.5140937777779868,300,1134,300,1134,300,1134,True,True
124,0.04295240079636642,-2.43566116225918,-0.21972957460238512,-0.45438254509519993,0.2856706500575683,1.8769159483001943,-0.5278485459137983,1.8769159483001943,300,1082,300,1082,300,1082,True,True
125,0.07439672176417389,-1.8610349798294692,-0.16789052220169767,-0.34422359381574097,-0.024867841213627173,1.6256067991156442,-0.30223894001045437,1.6256067991156442,300,1117,300,1117,300,1117,True,True
126,0.1547731869675033,-3.415623011458706,-0.3081353855533032,-0.7457164307355697,0.05781274140548476,2.9511865965138497,-0.30363017445267815,2.9511865965138497,300,1068,300,1068,300,1068,True,True
127,0.09853982418090368,-2.1577556503133337,-0.1946587392720392,-0.5396947702782882,-0.01394378965230203,1.799541112238586,-0.2346796381506806,1.799541112238586,300,1113,300,1113,300,1113,True,True
128,0.10413119261451698,-2.4694762785454714,-0.22278015537767867,-0.6683559960760022,-0.010590441176702825,1.9691193963682565,-0.33612684671595616,1.9691193963682565,300,1086,300,1086,300,1086,True,True
129,0.11712815193459392,-2.2677312239167122,-0.20458002322522656,-0.5774903194991339,0.06505201871060962,1.9416115810238068,-0.05833197604783891,1.9416115810238068,300,1126,300,1126,300,1126,True,True
130,0.08096264355427252,-1.31108680310831,-0.11827775963984222,-0.44440232059787377,0.011922223020469858,1.0722286233396403,0.05009891551674173,1.0722286233396403,300,1085,300,1085,300,1085,True,True
131,0.0732075137070467,-1.3332745989455361,-0.12027939887284464,-0.6186101208851369,-0.14683955795555903,0.8821996982978249,-0.18376165663971733,0.8821996982978249,300,1080,300,1080,300,1080,True,True
132,0.03449393971754944,-0.8746848105005256,-0.07890839838501183,-0.45628419845638746,0.020158130363427063,0.4668204586290301,-0.11619324020819022,0.4668204586290301,300,1128,300,1128,300,1128,True,True
133,0.041485026010889214,0.2504869053220773,0.022597306227454306,-0.04335115283834057,-0.139134897437998,-0.07448680074003278,0.3240133468117392,0.3240133468117392,300,963,300,963,300,963,True,True
134,-0.05101876553368356,0.16171448561146917,0.01458883348843681,-0.07770166536215584,-0.036397744720488845,-0.4505703826253864,-0.3791823618203125,0.4505703826253864,300,956,300,956,300,956,True,True
135,-0.054716840470149464,0.1732559678054031,0.015630031259313056,-0.06067128526456145,0.1516107156986024,-0.46049892394643166,-0.21500065190110718,0.46049892394643166,300,1031,300,1031,300,1031,True,True
136,-0.03662767006306922,-0.6599184568517558,-0.05953356897221356,-0.2938070419379528,0.21905280504667246,0.11743486417847748,-0.4009491530013065,0.4009491530013065,300,1003,300,1003,300,1003,True,True
137,0.0721680571360821,-1.4922653052772148,-0.1346225106362185,-0.6244355679627915,-0.053647405884547084,1.008837968967356,-0.1850929284681797,1.008837968967356,300,1066,300,1066,300,1066,True,True
138,0.0638995350072662,-1.0680325105993234,-0.09635097560033043,-0.40781422590976035,-0.026886584007584702,0.8170880157761928,-0.019609272814363976,0.8170880157761928,300,1034,300,1034,300,1034,True,True
139,-0.018134468782562863,-0.735317492497984,-0.06633558161859038,-0.034837993951441604,0.09777723344051736,0.5263633589136134,-0.40692677479637496,0.5263633589136134,300,1055,300,1055,300,1055,True,True
140,0.02802570640156432,-0.6603277795019267,-0.05957049541058307,-0.1010818332308645,0.005997724229374057,0.6040784421807359,-0.08336553986219997,0.6040784421807359,300,1043,300,1043,300,1043,True,True
141,0.007781762576342999,-0.10541219248000289,-0.009509605264655066,-0.11808196288802719,-0.07687256689414568,0.009515631754879905,-0.06396845029053111,0.11808196288802719,300,1097,300,1097,300,1097,True,True
142,-0.03172825802130319,0.16734493841090625,0.01509677647230062,-0.015010435662475174,0.009493937948541031,-0.30559765797261207,-0.17010796363888403,0.30559765797261207,300,1052,300,1052,300,1052,True,True
143,-0.01927912645621177,-0.2512640036571838,-0.022667411006084024,-0.026685245374892475,0.10481506712706334,0.10549324077581446,-0.17514736755993,0.17514736755993,300,1073,300,1073,300,1073,True,True
144,-0.017746833041798027,-0.15660789545358966,-0.014128149999104977,-0.06911450539564612,0.05927601259875814,-0.012847589719854113,-0.1622377764452949,0.1622377764452949,300,1013,300,1013,300,1013,True,True
145,-0.004526584427310354,-0.317601904950493,-0.028651986798914585,-0.18113678278746193,-0.04461840038786136,0.07601694663918579,-0.23578810357986413,0.23578810357986413,300,1054,300,1054,300,1054,True,True
146,0.0008385837103048743,-0.4872480868008324,-0.04395636654947012,-0.16726806335782385,-0.0036771989129888993,0.26257730820071856,-0.23325414959754198,0.26257730820071856,300,975,300,975,300,975,True,True
