frame,angle_error_deg,length_error_px,length_error_mm,x_sup_error_px,y_sup_error_px,x_deep_error_px,y_deep_error_px,max_endpoint_abs_error_px,f_points,a_points,f_tracked,a_tracked,f_inliers,a_inliers,f_affine_ok,a_affine_ok
507,-0.013825802960781175,-0.1452516027339925,-0.013103658823155553,0.017553636320144506,-0.13918380183559265,0.09140481122659594,-0.3700512831285323,0.3700512831285323,300,863,300,863,300,863,True,True
508,-0.0019540686463130896,-0.33842869712486845,-0.030530845096496142,-0.13687379319742377,-0.1328292663016768,0.17398328542289576,-0.2694110798875613,0.2694110798875613,300,844,300,844,300,844,True,True
509,-0.003868305559478813,-0.2277506095830404,-0.020546184885872152,-0.04645880823204607,-0.05260539110070539,0.15100146234077272,-0.1784299038432664,0.1784299038432664,300,858,300,858,300,858,True,True
510,-0.003443023943702883,0.0042980081294672345,0.0003877384558078093,0.03071163866036386,-0.08463950077019433,0.01083117412000334,-0.1289397930713676,0.1289397930713676,300,836,300,836,300,836,True,True
511,0.0005770391600208313,0.040234227663404454,0.0036296714279975195,0.044178943467841236,-0.06798124369242231,0.008808696399931648,-0.04716189022371964,0.06798124369242231,300,829,300,829,300,829,True,True
512,-0.0007972220708154509,0.08789984009308682,0.007929754257508012,0.045883351471502465,-0.05288803370663686,-0.040845405189678274,-0.034724639742364616,0.05288803370663686,300,820,300,820,300,820,True,True
513,0.0014337256129124398,-0.13288888595411663,-0.011988374586963904,-0.05557865191281053,-0.030635999983097406,0.0765904244250386,-0.05505776522079486,0.0765904244250386,300,821,300,821,300,821,True,True
514,0.0025068929109863802,-0.015457998172792031,-0.0013945204757305268,-0.02753999443802968,-0.03814583434493812,-0.0014166675711670962,-0.009915525000678826,0.03814583434493812,300,842,300,842,300,842,True,True
515,-0.0005351575480005977,-0.04520775516755293,-0.004078350866539029,0.008015780975597409,-0.005327530809864811,0.04828187229215786,-0.02721165753268906,0.04828187229215786,300,850,300,850,300,850,True,True
516,-0.0008408848730994123,0.0066827638763697905,0.0006028756735443922,0.019506401467197065,-0.008829771718325219,0.00932879446255086,-0.01781100280567216,0.019506401467197065,300,827,300,827,300,827,True,True
517,0.0045194817573701584,-0.046521076576368614,-0.004196830217832542,-0.027450704787952418,-0.03787007164127232,0.03727048867400384,0.006938493003531221,0.03787007164127232,300,849,300,849,300,849,True,True
518,0.0021244409063569947,0.0173837344631238,0.0015682479311038733,0.0016592171027696168,-0.03248922170007518,-0.005015711009924928,0.0014029740354999376,0.03248922170007518,300,827,300,827,300,827,True,True
519,0.001643281012661646,0.023252786702755657,0.0020977158110848967,-0.00473049179845475,-0.015004064001878703,-0.01916333902154932,0.014415558835025877,0.01916333902154932,300,840,300,840,300,840,True,True
520,0.0013504773086765454,0.002906956532569893,0.00026224679039376085,-0.015321284356332399,-0.01385345441710939,-0.011869891353313733,0.005030471545524051,0.015321284356332399,300,839,300,839,300,839,True,True
521,-0.0036421267132880075,0.03151144150876917,0.0028427581574636956,0.019197613309984263,0.010439001163668138,-0.027303020618891338,-0.0276362962923713,0.0276362962923713,300,872,300,872,300,872,True,True
522,-0.002304942311383229,0.002887885498921605,0.00026052632525858614,-0.00938562181272573,0.00889784360022361,-0.022696400318398702,-0.02076936640094118,0.022696400318398702,300,865,300,865,300,865,True,True
523,-0.003014220212520513,-0.01597016905975579,-0.001440725215889001,-0.04616136406889382,0.004193290760667878,-0.04490608180784861,-0.04105519111737976,0.04616136406889382,300,878,300,878,300,878,True,True
524,-0.0023247906256926854,-0.005034065480117533,-0.00045414078263693764,-0.04080056062798576,-0.0021276611260248046,-0.04671682845251368,-0.03464707121520405,0.04671682845251368,300,847,300,847,300,847,True,True
525,0.0016880662476808084,-0.04112134543549928,-0.003709701447650914,-0.08619656277903687,-0.02373449232347724,-0.03958164875019676,-0.014751262549452804,0.08619656277903687,300,858,300,858,300,858,True,True
526,0.002285371565847072,-0.061917500669324,-0.005585795878887414,-0.09302989902380432,-0.02495751772753607,-0.024017791042574288,-0.01483225836773272,0.09302989902380432,300,860,300,860,300,860,True,True
527,-0.00181833469139292,0.01779453103688411,0.0016053073373132108,-0.02221080514186724,-0.000618528688548281,-0.047376413448393606,-0.018957716579166117,0.047376413448393606,300,867,300,867,300,867,True,True
528,0.0046951859893624714,-0.061687062811301985,-0.005565007267852333,-0.18605760107891456,-0.07668014171135695,-0.10620346225022459,-0.03445613005510495,0.18605760107891456,300,864,300,864,300,864,True,True
529,0.0012801167101201827,-0.007129469537176192,-0.0006431745650085995,-0.0034305700927461658,-0.013654417799131124,0.009182517592087436,0.0010237865182034511,0.013654417799131124,300,883,300,883,300,883,True,True
530,0.002263223364764144,-0.01473133410547689,-0.001328965550084837,-0.011988671007202356,-0.018109030005462046,0.012320116995596209,0.0071490647624159465,0.018109030005462046,300,858,300,858,300,858,True,True
531,0.001587085250690734,-0.014267080301920032,-0.0012870835788386934,-0.014399224854514614,-0.013556481968635126,0.006367706464235567,0.002872068423585006,0.014399224854514614,300,868,300,868,300,868,True,True
532,0.0012674638817316008,0.016904124777852303,0.0015249806516674587,0.003472682685696782,-0.014145925677929938,-0.006691427671398742,0.008210659906126239,0.014145925677929938,300,857,300,857,300,857,True,True
533,-0.0008214154710231014,0.03282081116503832,0.002960881007237443,0.013566600808758267,-0.015651388449924752,-0.021225115442948805,-0.015854605451067982,0.021225115442948805,300,872,300,872,300,872,True,True
534,0.0006163194360624402,-0.02614088091092981,-0.002358260964740465,-0.018167716301377368,-0.007351541800581174,0.009368912642148786,-0.007693335393241796,0.018167716301377368,300,852,300,852,300,852,True,True
535,0.0019024232560695964,0.011979083522533074,0.0010806753284562755,-0.012268677321458199,-0.02579130587597689,-0.014868125491197759,0.0033927777035387408,0.02579130587597689,300,848,300,848,300,848,True,True
536,0.00021983544596082538,0.004677843489957922,0.00042200474188766314,-0.015229355892529384,-0.010612873353856855,-0.018643267206247316,-0.006166052717958337,0.018643267206247316,300,853,300,853,300,853,True,True
537,-0.0004915753980583304,0.04225863531939922,0.0038123003748995383,-0.0027668613283822197,-0.013764593934283198,-0.04496763532428005,-0.00651046809446143,0.04496763532428005,300,840,300,840,300,840,True,True
538,-4.387902757230222e-05,0.026656065864017364,0.002404737614422919,-0.007291550348099918,-0.012986263508032891,-0.03269075524103471,-0.004874139812841349,0.03269075524103471,300,829,300,829,300,829,True,True
539,0.0008655432788771122,-0.022351699141154313,-0.0020164255275027113,-0.03338645183202971,-0.011377633353326644,-0.008289327634294352,-0.007168217784624176,0.03338645183202971,300,838,300,838,300,838,True,True
540,-0.0008851627192711931,-0.02429730328367441,-0.002191945331819026,-0.02206603770014226,0.003931936910909428,-0.0031546889495714936,-0.015753154352637466,0.02206603770014226,300,842,300,842,300,842,True,True
541,0.002009718886341716,0.05477282909089354,0.004941249884178474,0.007296252287460447,-0.031749870672591385,-0.03527098831406761,0.012814706362178185,0.03527098831406761,300,843,300,843,300,843,True,True
542,0.00020537751592542008,0.012312062855130534,0.0011107145671799255,-0.0006038714357146091,-0.008077129958863338,-0.011301809446329969,-0.0013337414500256273,0.011301809446329969,300,831,300,831,300,831,True,True
543,0.0006609155359456054,0.010152611264061306,0.0009159028311172745,-0.020178315309294703,-0.018907227790897707,-0.026747198926614146,-0.006815575791563333,0.026747198926614146,300,831,300,831,300,831,True,True
544,0.0019841623851561963,-0.011020879789839455,-0.0009942323938520647,-0.024746459266680176,-0.024416837452776008,-0.005234991926677424,-0.0016489597678059909,0.024746459266680176,300,836,300,836,300,836,True,True
545,0.006673100647105912,-0.020107814649691136,-0.0018139968020272966,-0.010881012357003783,-0.0667201441947256,0.03871025786017768,0.015382335566926031,0.0667201441947256,300,847,300,847,300,847,True,True
546,0.0035821264657158736,-0.004695345266441109,-0.00042358363880527447,-0.0016506497238424345,-0.037952738792711216,0.019202499333975,0.008110674953684338,0.037952738792711216,300,844,300,844,300,844,True,True
547,0.003765755256608827,-0.034199848569073765,-0.0030852888299858364,-0.011224205638654894,-0.02979506466478199,0.03836125816145497,0.009091409126085637,0.03836125816145497,300,858,300,858,300,858,True,True
548,0.0018822087801595444,0.03743280644323477,0.003376945349950183,0.023499582576278044,-0.02527929974544918,-0.00326560579884827,0.011932398681040013,0.02527929974544918,300,861,300,861,300,861,True,True
549,0.003134608895919655,-0.023931146954396354,-0.002158913079337892,-0.014289713795278658,-0.01500835113859722,0.022694094239305684,0.018843848458288903,0.022694094239305684,300,867,300,867,300,867,True,True
550,0.0025096599897267424,0.017566039317102877,0.0015846942942653308,0.003704433261646045,-0.018639695646200494,-0.0014075046217350007,0.02043392534136501,0.02043392534136501,300,848,300,848,300,848,True,True
551,0.00144335715390298,-0.02066481541430676,-0.0018642458033903075,-0.01783409196696084,-0.0019831298360699634,0.008313345455995602,0.010464107764619257,0.01783409196696084,300,851,300,851,300,851,True,True
552,-0.0006381812319204982,0.04335649004781317,0.003911341717836527,0.03361407475631495,0.0014366893147226278,-0.010299259955075968,0.007081832634753482,0.03361407475631495,300,848,300,848,300,848,True,True
553,-0.00025868169154819043,0.01626438342657366,0.0014672673304755954,0.00018476456989446888,-0.0015407509748612824,-0.016376861706472567,0.0003201620145318884,0.016376861706472567,300,857,300,857,300,857,True,True
554,0.000565402175084273,-0.023437581130906437,-0.002114386767503481,-0.016778739777237206,-0.0009548048847065616,0.007969184508116456,-0.0010762871820020337,0.016778739777237206,300,865,300,865,300,865,True,True
555,-0.000809288467252145,0.02173354373849179,0.0019606595507856476,0.006951313973559081,-0.0010176733817885975,-0.017302216305825624,-0.004693108500987364,0.017302216305825624,300,869,300,869,300,869,True,True
556,-0.00011471984004174374,-0.009728158776283635,-0.0008776114767928476,-0.008845194316336347,0.0008549529313839344,-0.00017280569919719824,-0.0038383310456424624,0.008845194316336347,300,846,300,846,300,846,True,True
557,-8.329924497729735e-05,0.016965338326485835,0.0015305029415530818,0.01107746985007907,-0.006175595050073923,-0.005344036871779423,-0.0017565804346304503,0.01107746985007907,300,861,300,861,300,861,True,True
558,-0.001372108951301243,-0.007379268155546015,-0.0006657097784451654,0.0029232377963808176,0.010391040894539572,0.003618456939165071,-0.010246447772431111,0.010391040894539572,300,861,300,861,300,861,True,True
559,-0.030439254870344712,0.8997281696141499,0.08116764804170357,0.2876967599024738,0.042907347568686305,-0.7022754870601382,-0.06807673453164398,0.7022754870601382,300,854,300,854,300,854,True,True
560,-0.03863202594695281,1.1899826396422668,0.10735252638765647,0.2160902114305827,-0.009034176422922258,-1.0856420626991934,-0.1327813506267148,1.0856420626991934,300,865,300,865,300,865,True,True
561,-0.06048845006094439,2.3435694840501355,0.21142165986003894,0.1674823895591544,-0.10391033106272829,-2.3241595889614857,-0.13695168842485828,2.3241595889614857,300,884,300,884,300,884,True,True
562,-0.0739554228729844,0.8873412176573083,0.08005017746481412,-0.036353986621406875,0.18042123634027973,-1.2138073824304456,-0.5041001236000398,1.2138073824304456,300,870,300,870,300,870,True,True
563,-0.03382000911963701,0.26029329819175473,0.02348197547744122,-0.08474713424220681,0.08932118053942162,-0.48600431556534396,-0.27082168995093525,0.48600431556534396,300,871,300,871,300,871,True,True
564,-0.0086066352119758,-0.059194272049467145,-0.005340123830797125,-0.1024971916724553,-0.0005097264686213521,-0.0862129702303367,-0.13345243851290434,0.13345243851290434,300,873,300,873,300,873,True,True
565,-0.020985267182084044,-0.1455602707108028,-0.013131504848821534,-0.04478306670910115,0.030216961332321546,-0.004005518614320636,-0.29438656747106506,0.29438656747106506,300,855,300,855,300,855,True,True
566,-0.04308412640688175,0.30635715465587054,0.02763755825810078,-0.0038775147643264063,0.0693163505131622,-0.49171565622050295,-0.39717307370756316,0.49171565622050295,300,856,300,856,300,856,True,True
567,-0.02038270007651022,0.6247397169096303,0.05635997090270153,-0.0037429725928177504,-0.1596014402203778,-0.6873847104659454,-0.22130232575079845,0.6873847104659454,300,845,300,845,300,845,True,True
568,0.001933676546315155,1.2591301257186842,0.11359056472230836,0.16039922746153934,-0.34248432452832134,-1.0188633652901782,0.09964067527982934,1.0188633652901782,300,847,300,847,300,847,True,True
569,0.008034302647388358,2.0973898861462885,0.18921293100999437,0.608773535055434,-0.08177325413522141,-1.3335419113603706,0.7175624995331873,1.3335419113603706,300,844,300,844,300,844,True,True
570,0.002151650834832708,2.411622621550009,0.2175609731540667,0.7796603085876086,0.180984066526932,-1.4863772396190686,1.006748983140767,1.4863772396190686,300,843,300,843,300,843,True,True
571,-0.0016475319933419996,1.2892572533348812,0.11630843904640299,0.5079934692137158,0.217018990143778,-0.716270575222687,0.621841558462279,0.716270575222687,300,841,300,841,300,841,True,True
572,0.003132924036890472,0.21845279807598672,0.019707396552406633,0.17987888512811878,0.07057555710385799,-0.011969349951781894,0.18367220668068285,0.18367220668068285,300,853,300,853,300,853,True,True
573,-0.0163298696845402,-0.3046437108179134,-0.027482982452790412,-0.10663505585262101,0.1026525020588025,0.10621629393296494,-0.21111161360499864,0.21111161360499864,300,864,300,864,300,864,True,True
574,-0.03415734479764865,0.5740321087087068,0.05178545891731572,0.060583376582712845,0.009111461941969878,-0.6373741534313133,-0.24624882201527498,0.6373741534313133,300,864,300,864,300,864,True,True
575,-0.13166224172323382,3.7754723904669163,0.3405986658303784,1.2035484547602664,0.4885669490061417,-2.9604387943540598,0.03226467213517026,2.9604387943540598,300,858,300,858,300,858,True,True
576,-0.41240237972257887,6.337956648060754,0.571769398677367,2.2705756064549405,1.5387044659974691,-5.599365103235191,-1.6432245992875778,5.599365103235191,300,853,300,853,300,853,True,True
577,-0.3863875874380085,10.213232798088256,0.9213717132794923,2.7906741463264098,0.8434828453343144,-8.599222548119878,-0.5662261427328303,8.599222548119878,300,852,300,852,300,852,True,True
578,-0.24247932930168759,8.358821606161086,0.754078746320938,1.7714818971912791,0.26684635589693784,-7.194611307472229,0.13738733252694146,7.194611307472229,300,855,300,855,300,855,True,True
579,-0.21425129793058773,7.073990197621356,0.6381695783263395,1.285895213286949,0.1759463361514122,-6.334864824281951,0.010174654657191695,6.334864824281951,300,851,300,851,300,851,True,True
580,-0.2660687629276879,7.619698100472078,0.6873998108432997,1.1716049453541473,0.3747077962025287,-7.1920891893892716,-0.17489746638750603,7.1920891893892716,300,873,300,873,300,873,True,True
581,-0.25917590101394694,6.720103611136437,0.6062442225704936,0.8996288023538455,0.48050512166697956,-6.583027273114652,-0.240279531438091,6.583027273114652,300,869,300,869,300,869,True,True
582,-0.25252299906790654,7.466871854737519,0.6736128167885983,1.0295315317539462,0.0793841761057692,-7.108756803517565,-0.22652183035592088,7.108756803517565,300,854,300,854,300,854,True,True
583,-0.1900916094390368,7.155493873973342,0.6455223121182356,1.0335103344041272,-0.1699469747566411,-6.511503995401675,0.21100242268289549,6.511503995401675,300,853,300,853,300,853,True,True
584,-0.15024303873994427,5.808722824815845,0.5240253509219989,0.46508092279668745,-0.15435136350669865,-5.633370014368431,0.23706464790814152,5.633370014368431,300,872,300,872,300,872,True,True
585,-0.1537401397804672,5.6641324677061675,0.5109813453962682,0.7011386098135972,-0.11824045752695866,-5.272806762227205,0.20914025400361425,5.272806762227205,300,900,300,900,300,900,True,True
586,-0.13086093500857032,4.578970105958092,0.4130850255730877,0.6174592566994761,-0.016503147494105974,-4.237836571012508,0.19485600308746598,4.237836571012508,300,888,300,888,300,888,True,True
587,-0.1400533791960754,4.144151964466118,0.37385854910753064,0.8702531493861443,0.05904852642984082,-3.6211553614613763,0.0217089191822879,3.6211553614613763,300,872,300,872,300,872,True,True
588,-0.08849844472487689,2.301482795936522,0.20762487144836597,0.4196402179375127,0.04571883432596735,-2.123194000065226,-0.08801658157199199,2.123194000065226,300,897,300,897,300,897,True,True
589,-0.0633780744898047,1.1127007146446886,0.10038065165922726,-0.026842654123583998,0.13952567982602204,-1.3521964446251928,-0.15611021272798098,1.3521964446251928,300,919,300,919,300,919,True,True
590,-0.12996646230874376,3.3429930562411982,0.30158318140823626,0.16153699371909624,0.04240255755708233,-3.5358597077925964,-0.14857619110057385,3.5358597077925964,300,911,300,911,300,911,True,True
591,-0.11053990895848642,4.05007377231891,0.36537142394407257,0.4889474696661864,-0.17604759150253102,-3.7673507111996116,0.13878103692411514,3.7673507111996116,300,914,300,914,300,914,True,True
592,-0.08209781758696977,2.8642226631243375,0.25839161747402833,0.18666282795356892,-0.015566470719903691,-2.8395695516661448,0.17257232998252903,2.8395695516661448,300,913,300,913,300,913,True,True
593,-0.12274714318462543,3.298590594567372,0.2975774789049213,0.47650440199845434,0.19933725758386345,-3.1381991826187345,0.11332879963697451,3.1381991826187345,300,908,300,908,300,908,True,True
594,-0.09245898648282491,2.4431654516918115,0.2204065629907026,0.12186113217762795,0.07775652299817182,-2.5610114514995814,0.005995909165619651,2.5610114514995814,300,900,300,900,300,900,True,True
595,-0.10094761782343653,2.813040275690355,0.2537742739813185,0.10280594533492149,0.15657480622831343,-2.9586798905759935,0.14430232775788454,2.9586798905759935,300,922,300,922,300,922,True,True
596,-0.12660357874369765,3.681879103479446,0.332155285669765,0.5371550491943253,0.06639562729807125,-3.4411597852790834,0.1255963601462895,3.4411597852790834,300,901,300,901,300,901,True,True
597,-0.12941113786624214,4.007439341578902,0.3615252217403031,0.34039936468650467,-0.19938020600685036,-3.9466893450239553,-0.025665372962293986,3.9466893450239553,300,901,300,901,300,901,True,True
598,-0.15408668922194124,4.96562128128005,0.4479661903218836,0.6133231839864948,-0.17414044896472092,-4.664017246944468,0.13332321493288646,4.664017246944468,300,917,300,917,300,917,True,True
599,-0.11514253652640605,4.994694526911303,0.4505889902391514,0.5570114516408466,-0.3372053004055431,-4.559331619256682,0.42346848862246134,4.559331619256682,229,909,229,909,229,909,True,True
600,-0.11911592217188627,4.332182969414248,0.39082148852189036,0.27462962525316925,-0.26572749360505554,-4.2479784365539786,0.20595127468811825,4.2479784365539786,300,877,300,877,300,877,True,True
601,-0.14347214642140216,4.474673694935291,0.4036760788847318,0.8202383755844949,0.0033404024371535,-3.941122128846999,0.2942967884071095,3.941122128846999,300,883,300,883,300,883,True,True
602,-0.1439573119690465,3.8559724656116714,0.3478608612215512,0.8120205067872348,0.15433250219426498,-3.3810128055072965,0.21092858237074097,3.3810128055072965,300,887,300,887,300,887,True,True
603,-0.11261487898940459,3.5160806216837273,0.3171980204970907,0.3270709460313128,-0.12215016623358821,-3.406296000846666,0.13951813643996047,3.406296000846666,300,877,300,877,300,877,True,True
604,-0.11072770870430304,2.482479093285292,0.22395318510598633,-0.05243621510248886,-0.026973095680531856,-2.8310156859628535,-0.15610890735933936,2.8310156859628535,300,873,300,873,300,873,True,True
605,-0.15850510758619407,3.5684275920324353,0.3219204251175169,0.08674808172622761,0.03172150498693327,-3.901200758770159,-0.13017818761704802,3.901200758770159,300,869,300,869,300,869,True,True
606,-0.1643121256448694,4.923982911023131,0.44420984624354587,0.5573547098097151,-0.1455224150263419,-4.687083277983334,0.21632611454947437,4.687083277983334,300,877,300,877,300,877,True,True
607,-0.19386885679881516,4.245517865760803,0.38300312418874155,0.48966055062896885,0.027535427233324583,-4.268420933097616,-0.16400647071890262,4.268420933097616,300,877,300,877,300,877,True,True
608,-0.2895643292409886,5.190488496662624,0.46825225405835424,-0.6234987170219028,0.16740987887990144,-6.677342171176861,-0.5510943277382694,6.677342171176861,300,855,300,855,300,855,True,True
609,-0.3087993671368281,5.5779939524055635,0.5032104864536692,-0.22117607234940806,0.050816641212620084,-6.707349606960776,-0.6374526015398487,6.707349606960776,300,864,300,864,300,864,True,True
610,-0.2938487477900651,6.588500142016642,0.5943718099648466,0.8734727506014224,-0.12213835967546771,-6.44473909205189,-0.1658228326692779,6.44473909205189,300,888,300,888,300,888,True,True
611,-0.23377542956251318,4.246461633178683,0.38308826477252533,0.3069700033584013,0.20919942425408777,-4.6091756511540325,-0.21091538282530564,4.6091756511540325,300,897,300,897,300,897,True,True
612,-0.2323106003349551,5.193531712134586,0.4685267932477287,0.4681513965938393,0.03159066791676679,-5.285821626920296,0.07766352701821688,5.285821626920296,300,868,300,868,300,868,True,True
613,-0.15966572969648496,4.563210517246375,0.4116632975522976,0.3952220524857921,-0.17867809495820808,-4.445373867970687,0.31637856578646506,4.445373867970687,300,877,300,877,300,877,True,True
614,-0.19485640317671482,5.185671272550508,0.46781767529948537,0.8248487558398665,-0.15371896200568358,-4.729876023610615,0.31338120273426284,4.729876023610615,300,888,300,888,300,888,True,True
615,-0.16613655107954628,4.090998051831207,0.36906334738050217,0.1764339434885187,-0.09738613620499592,-4.25669295557708,0.18023921195822368,4.25669295557708,300,891,300,891,300,891,True,True
616,-0.19722104922055905,4.30352471671813,0.3882361265793758,0.20618984928944428,-0.000972837299698881,-4.554814556268582,0.10986049023648548,4.554814556268582,300,893,300,893,300,893,True,True
617,-0.215056644897885,3.883160457852682,0.3503135857884893,-0.08697227951529385,0.1613227161362687,-4.549107758100234,-0.05174935984427975,4.549107758100234,300,884,300,884,300,884,True,True
618,-0.13335660064819876,1.2884465356547707,0.1162353013482151,-0.5799995481280575,0.23415290142195744,-2.347739732368808,-0.3936064275739568,2.347739732368808,300,878,300,878,300,878,True,True
619,-0.13786835620419424,2.849260645900813,0.2570418411871374,-0.3055322396453448,-0.05097499384914528,-3.4817270968229366,0.0023549938833298256,3.4817270968229366,300,894,300,894,300,894,True,True
620,-0.1689165906164476,2.657146763559126,0.23971057101859022,-0.19905821916859168,0.013137018606450113,-3.3461105692176147,-0.2871511355522216,3.3461105692176147,300,882,300,882,300,882,True,True
621,-0.192613465099015,3.3152450293227957,0.2990799341399747,0.014503680744155645,-0.023410863619922395,-3.8234485699489085,-0.21366990935945296,3.8234485699489085,300,872,300,872,300,872,True,True
622,-0.13101048388841718,2.893247659650342,0.26101006466952376,-0.1519660433809804,-0.12105339108909874,-3.3246604902953436,0.05985460282238364,3.3246604902953436,300,878,300,878,300,878,True,True
623,-0.1353096487921448,2.484229089094697,0.2241110583934184,-0.22065952093726082,0.01774888844774125,-3.0483793303396283,-0.017499208540982636,3.0483793303396283,300,886,300,886,300,886,True,True
624,-0.18642008465704407,3.7052406761863494,0.3342628154495515,0.18935260638431828,-0.031225000810650272,-3.951444338195728,0.07267653795327078,3.951444338195728,300,883,300,883,300,883,True,True
625,-0.12096237548027489,2.312936856644228,0.2086581826189722,0.1377507448404458,0.12407896767424376,-2.4654185249140426,0.16117186690178187,2.4654185249140426,300,888,300,888,300,888,True,True
626,-0.11196286542735834,1.794166668744765,0.16185809627288184,0.06158455826403042,0.19339488700880025,-2.0405572627373374,0.07195987054012676,2.0405572627373374,300,904,300,904,300,904,True,True
627,-0.0761989793880673,0.8154399174372884,0.07356370785421802,-0.2453190358783104,0.13400422002174395,-1.3183165249535875,-0.13724919517153467,1.3183165249535875,300,891,300,891,300,891,True,True
628,-0.058793435446688136,1.0782481242418953,0.09727256209797883,-0.15639334616707856,0.02371374904848267,-1.3790199182938352,0.030034377251240585,1.3790199182938352,300,914,300,914,300,914,True,True
629,-0.0995487821624863,1.026036981035304,0.09256241092257993,-0.29791611084260694,0.03119238547520098,-1.6644553544534517,-0.3350601782088347,1.6644553544534517,300,910,300,910,300,910,True,True
630,-0.05041825356954632,0.49166107354278665,0.04435447763099517,-0.43741679545621537,-0.009344005430214963,-1.1048672517910632,-0.20665829843409256,1.1048672517910632,300,917,300,917,300,917,True,True
631,-0.06166142819262177,0.7750600540263122,0.06992089811233813,-0.2803760033859817,0.032924293613781686,-1.2490780802676795,-0.12368553305498153,1.2490780802676795,300,921,300,921,300,921,True,True
632,-0.12320336209526772,1.86447637552169,0.1682009826315831,0.0998091352762458,0.03744181636006516,-2.1118171764939575,-0.11801128994932242,2.1118171764939575,300,934,300,934,300,934,True,True
633,-0.024035986469243653,0.7345584575658677,0.06626710640318416,-0.05489249967467913,-0.08756294802622477,-0.8110438059472074,0.06187184406076085,0.8110438059472074,300,928,300,928,300,928,True,True
634,0.5383811645437504,-6.807340109627148,-0.6141141344450115,-2.314820330243265,-0.787848427263917,6.1625613679079265,0.4511668149848447,6.1625613679079265,299,924,299,924,299,924,True,True
635,1.4557351702935364,-21.74563596842131,-1.961750433450108,-3.8190085677181287,-0.23775191904336168,21.945210750698948,1.133987820493644,21.945210750698948,300,885,300,884,300,871,True,True
636,1.7052984259699713,-23.31977831605161,-2.1037593605405993,-0.6251993685730213,-0.7227627571900115,27.670267843698213,1.8463903983263208,27.670267843698213,300,998,300,996,300,987,True,True
637,1.8439322314658284,-25.015976701636646,-2.2567793928344804,3.6904532546157043,-1.2841022120438126,34.08246639979643,1.464811883044149,34.08246639979643,300,866,300,866,300,831,True,True
638,1.540403921199328,-17.537257878388118,-1.5820978192780741,7.086228720894724,-1.9822573045662466,29.589030978147974,2.078492498821447,29.589030978147974,300,931,300,921,299,911,True,True
639,1.158699805873681,-15.251678396829675,-1.3759076418492253,4.032680872518313,-0.7350230115127232,22.72605712199541,1.2764968987861494,22.72605712199541,300,880,300,878,300,875,True,True
640,0.7040483289850386,-8.494186164757366,-0.7662904600590721,3.327377697646625,-0.8462140308556272,14.001690910333394,0.7306054031482745,14.001690910333394,286,1016,286,1016,286,1016,True,True
641,0.01326418701557941,-0.4676808144486131,-0.04219113397249944,3.667296273759348,0.062405269274584896,4.134870527595808,-0.06225782987775119,4.134870527595808,263,1044,263,1039,263,1039,True,True
642,0.07142379465818749,-1.0532517985719778,-0.0950175554939489,0.16009787889481686,0.11734374980249385,1.4029769695619905,0.16003181366045283,1.4029769695619905,300,1081,300,1081,300,1081,True,True
643,0.20290495564839262,-4.431031736447835,-0.39973898405321223,-2.153447645725919,-0.09696535361515402,2.617384991288219,-0.711416159126486,2.617384991288219,300,1105,300,1105,300,1105,True,True
644,0.2933826557621444,-7.2530834683849434,-0.6543262132510973,-2.7299110675421616,-0.08234527118604973,4.905888850943313,-1.379715306535843,4.905888850943313,299,1046,299,1046,299,1046,True,True
645,0.2192211504431043,-3.503881773312969,-0.31609751940741554,-1.177967322021459,-0.1741727984891952,2.874814652016312,-0.16955181246430584,2.874814652016312,300,1128,300,1128,300,1128,True,True
646,0.15267142428106695,-3.0717670875563954,-0.2771149312083795,-0.8241930010397027,-0.15695010583710456,2.544994051913335,-0.4679953247451749,2.544994051913335,300,1106,300,1106,300,1106,True,True
647,0.0905603735905629,-2.7275196010716627,-0.2460591526233689,-0.5162120612435501,-0.10540947958411806,2.2663646166088824,-0.742168234012297,2.2663646166088824,300,1142,300,1142,300,1142,True,True
648,0.12700063221672053,-2.778692158943727,-0.2506756093566672,-0.5923951680488244,0.0625041045948933,2.404250903617168,-0.3067943025243949,2.404250903617168,300,1063,300,1063,300,1063,True,True
649,0.11060460282212148,-1.1743492294724547,-0.10594218137767519,-0.09770935068149811,-0.3338624337552005,1.4344708405551785,-0.029450947890438783,1.4344708405551785,300,1093,300,1093,300,1093,True,True
650,0.08268879835455323,-1.818036631727864,-0.1640114897306098,-0.22112406923838535,-0.009188136744434416,1.7379894160001754,-0.25238318232140955,1.7379894160001754,300,1072,300,1072,300,1072,True,True
651,0.10059082909924655,-2.695122178177712,-0.2431364669637189,-0.6216290597893703,-0.0203695407824398,2.180124334240844,-0.5589024905482347,2.180124334240844,300,1126,300,1126,300,1126,True,True
652,0.12581161468781943,-2.1593151166830467,-0.19479942422745636,-0.6125346713563431,-0.1772099748298075,1.8433213652743916,-0.24471548019073452,1.8433213652743916,300,1087,300,1087,300,1087,True,True
653,0.0032591504818242356,0.1641181304797783,0.014805674760364342,-0.10923365778535299,-0.12109588605463983,-0.2361027289046831,-0.012650882321622703,0.2361027289046831,300,1149,300,1149,300,1149,True,True
654,-0.16155460947840083,0.639319895452445,0.057675300176937665,0.3710862320488104,0.3664788854281511,-0.9347775175052391,-0.6128863924147936,0.9347775175052391,300,1110,300,1110,300,1110,True,True
