frame,source,sorted_index,alpha,normalized_weight,cumulative_weight,selected
2133,matlab_export,5,20.0,0.0948905109489051,0.5988877302745915,False
2133,matlab_export,6,20.5,0.11609315258950295,0.7149808828640944,False
2133,matlab_export,7,20.5,0.09454292665971498,0.8095238095238094,False
2133,matlab_export,8,20.5,0.09384775808133472,0.9033715676051441,False
2133,matlab_export,9,24.5,0.09662843239485576,0.9999999999999999,False
2133,python_same_mask,0,9.0,0.0932519498134961,0.0932519498134961,False
2133,python_same_mask,1,10.5,0.09969481180061038,0.19294676161410648,False
2133,python_same_mask,2,18.5,0.10037300779925398,0.29331976941336046,False
2133,python_same_mask,3,19.5,0.10918955578162089,0.40250932519498134,False
2133,python_same_mask,4,19.5,0.10308579179382842,0.5055951169888098,True
2133,python_same_mask,5,20.0,0.09257375381485249,0.5981688708036622,False
2133,python_same_mask,6,20.5,0.11325873177348254,0.7114276025771448,False
2133,python_same_mask,7,20.5,0.09223465581553068,0.8036622583926755,False
2133,python_same_mask,8,21.5,0.10206849779586301,0.9057307561885385,False
2133,python_same_mask,9,24.5,0.09426924381146151,1.0,False
2665,matlab_export,0,10.5,0.09245411284840245,0.09245411284840245,False
2665,matlab_export,1,17.0,0.09721278042148199,0.18966689326988445,False
2665,matlab_export,2,17.5,0.09177430319510536,0.28144119646498983,False
2665,matlab_export,3,18.0,0.10061182868796736,0.3820530251529572,False
2665,matlab_export,4,19.5,0.11182868796736914,0.49388171312032636,False
2665,matlab_export,5,19.5,0.10401087695445276,0.5978925900747791,True
2665,matlab_export,6,20.0,0.09313392250169952,0.6910265125764786,False
2665,matlab_export,7,20.5,0.09585316111488783,0.7868796736913665,False
2665,matlab_export,8,21.0,0.1159075458871516,0.902787219578518,False
2665,matlab_export,9,24.5,0.09721278042148199,1.0,False
2665,python_same_mask,0,10.5,0.09118337244384847,0.09118337244384847,False
2665,python_same_mask,1,17.0,0.09587663426081126,0.18706000670465972,False
2665,python_same_mask,2,18.5,0.10358699296010727,0.290646999664767,False
2665,python_same_mask,3,19.5,0.11029165269862555,0.40093865236339254,False
2665,python_same_mask,4,19.5,0.10258129399932954,0.5035199463627221,True
2665,python_same_mask,5,20.0,0.0918538384177003,0.5953737847804225,False
2665,python_same_mask,6,20.5,0.09453570231310761,0.6899094870935301,False
2665,python_same_mask,7,21.0,0.1143144485417365,0.8042239356352665,False
2665,python_same_mask,8,22.0,0.09989943010392223,0.9041233657391887,False
2665,python_same_mask,9,24.5,0.09587663426081126,1.0,False
