variant,selected_vs_matlab_bias,selected_vs_matlab_mae,selected_vs_matlab_rmse,raw_rejected_fraction
baseline_current,1.2303075768942235,1.5438859714928732,2.7930293147742464,0.007876969242310577
sqrt_weights,1.2316204051012754,1.5448237059264815,2.793448959489383,0.007876969242310577
dedup_gap1_sum,1.3807900762362133,1.6633143550916358,2.915781950479406,0.009752438109527382
dedup_gap2_sum,1.6024641665298562,1.9284130111886095,3.2574574861656376,0.017629407351837958
top_peak_family_5deg,0.8711552888222055,2.366279069767442,4.429143323222269,0.009752438109527382
dominant_window_8deg,1.721305326331583,1.90960240060015,3.2636119240341173,0.0018754688672168042
dedup1_plus_dominant8,1.6768188326828917,1.8991372725244455,3.279200083487378,0.0011252813203300824
