window,frames,seconds,scalar_ANG_rmse_vs_fixed_deg,anisotropic_ANG_rmse_vs_fixed_deg,anisotropic_vs_scalar_ANG_rmse_deg,scalar_PEN_rmse_vs_fixed_deg,anisotropic_PEN_rmse_vs_fixed_deg,scalar_FL_rmse_vs_fixed_mm,anisotropic_FL_rmse_vs_fixed_mm,anisotropic_vs_scalar_FL_rmse_mm,confidence_median,confidence_theta_median,confidence_length_median,r_scale_scalar_median,r_scale_scalar_q90,r_scale_theta_median,r_scale_theta_q90,r_scale_length_median,r_scale_length_q90,R_theta_median,R_theta_q90,R_L_median,R_L_q90
first30s,1000,29.963108485048437,0.05450479698860048,0.1953120693926143,0.20501457805041784,0.05450479698860048,0.1953120693926143,0.10881437467924943,0.32342455127981456,0.3799133479842208,0.6065306663513184,0.9798410534858704,0.9518197178840637,5.312834739685059,11.290354442596437,0.5559149384498596,2.066345238685608,0.7062237560749054,1.4033949255943299,1.698482525863116,6.313288306470839,70.62237560749054,140.33949255943298
full_video,2667,79.96160882996911,0.12871988740591753,0.13811231048826614,0.15797907877607364,0.12871988740591753,0.13811231048826614,0.2887302279467292,0.2644590546287053,0.2718954730559477,0.6065306663513184,0.9814246892929077,0.9773587584495544,5.312834739685059,11.373881340026857,0.5493672490119934,2.0799341678619387,0.5664332509040833,0.8464258551597595,1.6784774219779697,6.354806454580958,56.643325090408325,84.64258551597595
