frame,candidate_source,alpha_deg,segment_angle_deg,x_sup,y_sup,x_deep,y_deep,x_mid,y_mid,peak_weight,peak_weight_norm,score,raw_mask_support,mask_support_score,inside_muscle_score,visible_fraction,hough_score,length_score,phi_score,pennation_score,boundary_score,length_mm,phi_deg,pennation_deep_deg,outside_px,alpha_bin,xmid_bin,length_bin,cluster_id
0,grid_scan,17.5,17.49999999999997,754.4759874269765,55.93546571284381,-48.475990060381314,309.10525174259254,352.99999868329763,182.5203587277182,,,0.7306488287563733,0.1275626423690205,0.5034168564920274,1.0,0.878,0.6585365853658537,0.9999823260413059,1.0,1.0,0.7954269603355671,75.95243649818724,18.860577619530588,19.282585655650696,48.475990060381314,17.5,350.0,75.0,a17.50_x350_l75
0,grid_scan,17.8,17.799999999999983,747.8334207405729,55.7776979537073,-41.83341470041757,309.3119821796758,353.00000302007766,182.54484006669156,,,0.7293176096984234,0.11434977578475336,0.5112107623318386,1.0,0.892,0.6883468834688347,0.989186679208691,1.0,1.0,0.8207688220756526,74.82032087605609,19.16057761953059,19.582585655650696,41.83342074057293,17.75,350.0,75.0,a17.75_x350_l75
0,grid_scan,17.6,17.599999999999994,752.2395795691364,55.88234873669529,-46.23956611357002,309.1748537982673,353.00000672778316,182.5286012674813,,,0.7292385593548205,0.11564625850340136,0.5056689342403629,1.0,0.882,0.6585365853658537,0.9985635237213101,1.0,1.0,0.8038704263958235,75.57104644542785,18.96057761953059,19.382585655650697,46.23957956913637,17.5,350.0,75.0,a17.50_x350_l75
0,grid_scan,17.4,17.399999999999977,756.7351011408251,55.989121976317676,-50.73509797361839,309.03494371580877,353.00000158360336,182.51203284606322,,,0.7290802534090493,0.13302752293577982,0.4954128440366973,1.0,0.872,0.6585365853658537,0.999108239435474,1.0,1.0,0.7869878269832014,76.33792939750634,18.760577619530586,19.182585655650694,50.73510114082512,17.5,350.0,75.0,a17.50_x350_l75
0,grid_scan,17.3,17.299999999999983,759.0172574205554,56.04332552432109,-53.017275002887075,308.9639177312779,352.99999120883416,182.50362162779948,,,0.7278437287237155,0.1313364055299539,0.49539170506912444,1.0,0.868,0.6585365853658537,0.9958727003999317,1.0,1.0,0.7785534482991415,76.72759025035647,18.66057761953059,19.082585655650696,53.017275002887075,17.25,350.0,75.0,a17.25_x350_l75
0,grid_scan,17.7,17.69999999999999,750.0254951210359,55.8297619643817,-44.02550057730048,309.2437600147933,352.9999972718677,182.5367609895875,,,0.726965624287031,0.11486486486486487,0.5,1.0,0.888,0.6585365853658537,0.9949337586023022,1.0,1.0,0.8123178672875144,75.19369537796172,19.060577619530587,19.482585655650695,44.02550057730048,17.75,350.0,75.0,a17.75_x350_l75
0,grid_scan,17.2,17.19999999999999,761.3228547958988,56.098085822343194,-55.322861025523025,308.8921632113269,352.9999968851879,182.49512451683503,,,0.7264833736099578,0.12529002320185614,0.5034802784222738,1.0,0.862,0.6287262872628726,0.9902221012378525,1.0,1.0,0.7701243298380867,77.12148566209264,18.560577619530587,18.982585655650695,55.322861025523025,17.25,350.0,75.0,a17.25_x350_l75
0,grid_scan,17.9,17.899999999999977,745.6629867073143,55.72614792343336,-39.66299900045482,309.3795299246378,352.9999938534297,182.55283892403557,,,0.725018980068284,0.11804008908685969,0.49888641425389757,1.0,0.898,0.6883468834688347,0.981425994710798,1.0,1.0,0.8292228980008091,74.45086167740119,19.260577619530586,19.682585655650694,39.66299900045482,18.0,350.0,75.0,a18.00_x350_l75
0,grid_scan,17.1,17.099999999999994,763.6522447409778,56.15341121825415,-57.65225759341583,308.8196676588454,352.999993573781,182.48653943854976,,,0.7230988252916483,0.13286713286713286,0.49417249417249415,1.0,0.858,0.6287262872628726,0.9821193059837613,1.0,1.0,0.7617008352314196,77.5196835524143,18.46057761953059,18.882585655650697,57.65225759341583,17.0,350.0,80.0,a17.00_x350_l80
0,grid_scan,16.9,16.900000000000006,768.3839905321249,56.26579502492348,-62.383990897131724,308.672406507706,352.9999998174966,182.46910076631474,,,0.7218510195433802,0.125,0.5188679245283019,1.0,0.848,0.6287262872628726,0.9584991849678965,1.0,1.0,0.744872677572221,78.32926609742243,18.260577619530586,18.682585655650694,62.383990897131724,17.0,350.0,80.0,a17.00_x350_l80
0,grid_scan,16.7,16.69999999999999,773.2156689572153,56.38055233395514,-67.2156616999809,308.5220350986083,353.00000362861715,182.45129371628173,,,0.721718843639436,0.14081145584725538,0.5322195704057279,1.0,0.838,0.7235772357723578,0.9250938498510716,1.0,1.0,0.7280726562488554,79.15691165170828,18.060577619530587,18.482585655650695,67.21566895721526,16.75,350.0,80.0,a16.75_x350_l80
