frame_idx,time_s,theta_deg,theta_sigma_deg,PEN_deg,FL_mm,FL_sigma_mm,combined_confidence,R_scale,median_zncc,valid_fraction,out_of_plane_score,median_dx_px,median_dy_px,epsilon_f_median,epsilon_perp_median,gamma_fperp_median,epsilon_f_sigma_median,strain_rate_f_median_s,fit_residual_median_px
496,14.876578386970996,21.91140675500216,0.32398605592728036,23.404964700291714,60.75818097981245,0.32398605592728036,0.7393332719802856,1.6794714309650374,0.8914250135421753,1.0,0.26066669821739197,-1.0,0.0,0.006298008840531111,-0.004534577019512653,-0.012141033075749874,0.0024827048182487488,0.20998191275214778,0.5571255087852478
497,14.906571488557631,21.87722490875595,0.37539833014643853,23.359703773760117,60.93357930587596,0.37539833014643853,0.6457709074020386,2.2547825004277513,0.8916027545928955,1.0,0.3542290925979614,-2.0,0.0,0.007372522260993719,-0.002622754778712988,-0.011281071230769157,0.002834158716723323,0.2458072647037916,0.5804319381713867
498,14.936564590144267,21.853465035419845,0.33354963611931593,23.359783455184697,61.075281811165475,0.33354963611931593,0.7206998467445374,1.7800857560852492,0.8994485139846802,1.0,0.27930018305778503,-2.0,0.0,0.004912231583148241,-0.0037498250603675842,-0.009174864739179611,0.002395750256255269,0.1637787132137455,0.528118371963501
499,14.966557691730902,21.85691118792468,0.30509126961968513,23.26584588053612,61.39241806776953,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.8989479541778564,1.0,0.22119921445846558,-1.0,0.0,0.0022083502262830734,-7.250360067700967e-05,-0.0072582620196044445,0.0021771846804767847,0.07362860489450396,0.4897167980670929
500,14.996550793317537,21.875028281341514,0.30509126961968513,23.218522075509725,61.59709604945341,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9223240613937378,1.0,0.22119921445846558,-1.0,0.0,0.002196656772866845,-0.00040678802179172635,-0.006400081794708967,0.0011925590224564075,0.07323873346415348,0.2956285774707794
501,15.026543894904172,21.89337963047808,0.30509126961968513,23.28367690659502,61.647981594504195,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9042180180549622,1.0,0.22119921445846558,0.0,0.0,0.002152214990928769,0.00043940480099990964,-0.006194962188601494,0.0013546330155804753,0.0717570000125561,0.3594898581504822
502,15.056536996490806,21.89893978957039,0.25,23.256507518411553,61.76499860057333,0.25,1.0,1.0,0.9427660703659058,1.0,0.0,0.0,0.0,0.0013714857632294297,0.000600384664721787,-0.004502028692513704,0.0006577870808541775,0.04572670683183242,0.18099240958690643
503,15.086530098077441,21.901025282544765,0.25,23.209633168374324,61.97383254524571,0.25,1.0,1.0,0.9334549903869629,1.0,0.0,0.0,0.0,0.001362863346002996,0.00021596899023279548,-0.0027625709772109985,0.0007430471014231443,0.04543922681908589,0.22677840292453766
504,15.116523199664076,21.90983535713451,0.25,23.191612011272724,62.14001574264613,0.25,1.0,1.0,0.9384421110153198,1.0,0.0,0.0,0.0,0.00016897631576284766,0.0011219163425266743,-0.002747785300016403,0.000628643436357379,0.005633839343849104,0.19721506536006927
505,15.146516301250712,21.93331010175524,0.30509126961968513,23.379227675907856,62.033785567092494,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9201954007148743,1.0,0.22119921445846558,0.0,0.0,0.0008049991447478533,0.0031177946366369724,-0.003546739462763071,0.001152380253188312,0.026839476485038177,0.28914833068847656
506,15.176509402837347,21.964195312258,0.25404196935439183,23.484504325793637,62.083748404842495,0.25404196935439183,0.9429060816764832,1.0325971550953241,0.9333311915397644,0.9953703880310059,0.05709393694996834,0.0,0.0,0.0005418187356553972,0.002553463913500309,-0.0036997462157160044,0.0008591908845119178,0.018064778465486597,0.22557829320430756
507,15.206502504423982,21.980260579704634,0.25,23.655214336370648,62.023539386486696,0.25,1.0,1.0,0.9447166323661804,1.0,0.0,0.0,0.0,0.0005062301061116159,0.0012855333043262362,-0.002499339170753956,0.0004851582052651793,0.016878217967867388,0.1408657282590866
508,15.236495606010617,21.98085871726431,0.25,23.621549146101557,62.10083167528433,0.25,1.0,1.0,0.9600595831871033,1.0,0.0,0.0,0.0,0.0006580344052053988,0.000359057798050344,-0.00058661715593189,0.00029234541580080986,0.0219395251039532,0.0910426452755928
509,15.266488707597253,21.991193322436658,0.25,23.618849130061818,62.1561702361367,0.25,1.0,1.0,0.9783567190170288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.754173177294433e-05,0.0,0.03166141360998154
510,15.296481809183888,21.989135013640208,0.25,23.651943712530112,62.159788339428154,0.25,1.0,1.0,0.9830921292304993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.424175419146195e-05,0.0,0.024870039895176888
511,15.326474910770523,21.98945977063238,0.25,23.64637148052458,62.18576893848196,0.25,1.0,1.0,0.9866578578948975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,15.356468012357157,21.987175136265336,0.25,23.652988388838736,62.204163330662965,0.25,1.0,1.0,0.9908215999603271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,15.386461113943792,21.983767000316192,0.25,23.660368639064075,62.20938677072354,0.25,1.0,1.0,0.9898571968078613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,15.416454215530427,21.981536879263956,0.25,23.677011429763212,62.20070550401963,0.25,1.0,1.0,0.9946773648262024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,15.446447317117062,21.980620941667837,0.25,23.68247856388311,62.19499673258266,0.25,1.0,1.0,0.9974108338356018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,15.476440418703698,21.979878507512893,0.25,23.690229446780023,62.18890248977118,0.25,1.0,1.0,0.9978353977203369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,15.506433520290333,21.97659431151743,0.25,23.696452376426492,62.18191495742451,0.25,1.0,1.0,0.9976360201835632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,15.536426621876968,21.974688821863907,0.25,23.709570713722798,62.174770219455894,0.25,1.0,1.0,0.9980021715164185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,15.566419723463603,21.971384823237514,0.25,23.71831597889627,62.16709061920337,0.25,1.0,1.0,0.9983252286911011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,15.596412825050239,21.96800758937104,0.25,23.723450768870322,62.16704358579485,0.25,1.0,1.0,0.9985288381576538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,15.626405926636872,21.975446219176035,0.25,23.743513669537805,62.14541326299708,0.25,1.0,1.0,0.9981025457382202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,15.656399028223507,21.982522372914787,0.25,23.75961587999666,62.12295465375846,0.25,1.0,1.0,0.9980923533439636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,15.686392129810143,21.98712036472557,0.25,23.775949677652136,62.10641901317587,0.25,1.0,1.0,0.9958071112632751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,15.716385231396778,21.990410501632596,0.25,23.78697765067352,62.0979591021737,0.25,1.0,1.0,0.9964585304260254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,15.746378332983413,21.98549229200276,0.25,23.788294832774454,62.107218467733794,0.25,1.0,1.0,0.9976422786712646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,15.776371434570049,21.981008200923412,0.25,23.788167939813434,62.11813981429985,0.25,1.0,1.0,0.9976727366447449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,15.806364536156684,21.983618317497218,0.25,23.79422101430822,62.1110674151293,0.25,1.0,1.0,0.9988375306129456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,15.836357637743319,21.971723255146884,0.25,23.789161188691025,62.134036853522865,0.25,1.0,1.0,0.9576346278190613,1.0,0.0,0.0,0.0,0.0002030681207543239,-0.0002804242249112576,-0.0004690859350375831,0.0003677959612105042,0.006770494214069913,0.11658068746328354
529,15.866350739329954,21.967611210627012,0.25,23.78583801796168,62.141820296918176,0.25,1.0,1.0,0.9983934164047241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,15.896343840916588,21.963265016292837,0.25,23.783593522444846,62.15077733690479,0.25,1.0,1.0,0.9984848499298096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,15.926336942503223,21.959824867970042,0.25,23.788076345403965,62.15382823592894,0.25,1.0,1.0,0.9971622228622437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,15.956330044089858,21.956716482608414,0.25,23.79033882022489,62.16229220227219,0.25,1.0,1.0,0.99790358543396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,15.986323145676494,21.95547052290263,0.25,23.792547055467026,62.167928514831786,0.25,1.0,1.0,0.9973148107528687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,16.01631624726313,21.954141568180347,0.25,23.793643669058042,62.17294475120138,0.25,1.0,1.0,0.9983853697776794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,16.046309348849764,21.95197922045739,0.25,23.79459642378751,62.17932870951288,0.25,1.0,1.0,0.9978199601173401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,16.076302450436398,21.951159524201273,0.25,23.796629772345085,62.18089461174568,0.25,1.0,1.0,0.9982930421829224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,16.106295552023035,21.949421210574968,0.25,23.799305140849896,62.18155830865001,0.25,1.0,1.0,0.9987341165542603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,16.136288653609668,21.94833841047398,0.25,23.80164318773825,62.1816056290757,0.25,1.0,1.0,0.9988552331924438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,16.166281755196305,21.944913721673345,0.25,23.8012892597082,62.18800753799309,0.25,1.0,1.0,0.9987577199935913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,16.19627485678294,21.944862754896718,0.25,23.80229112620657,62.18605962359713,0.25,1.0,1.0,0.9989479780197144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,16.226267958369576,21.941605949157406,0.25,23.803853736338453,62.19134932152842,0.25,1.0,1.0,0.9982117414474487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,16.25626105995621,21.93927414877342,0.25,23.80284429882971,62.20074004811542,0.25,1.0,1.0,0.9986785650253296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,16.286254161542846,21.939584379124994,0.25,23.806753761834273,62.198128881058516,0.25,1.0,1.0,0.9996148943901062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,16.31624726312948,21.93956431091783,0.25,23.80993552820152,62.19684591113802,0.25,1.0,1.0,0.9996645450592041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,16.346240364716113,21.93804105953697,0.25,23.808706567567327,62.20185305030486,0.25,1.0,1.0,0.9993591904640198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,16.37623346630275,21.935917170744347,0.25,23.80702566510311,62.20671190078429,0.25,1.0,1.0,0.9993982315063477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,16.406226567889384,21.93378422501442,0.25,23.809483659875013,62.207692868356986,0.25,1.0,1.0,0.9986252784729004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,16.43621966947602,21.932331611878084,0.25,23.810790528445693,62.20927071370154,0.25,1.0,1.0,0.9987214803695679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,16.466212771062654,21.929845889794564,0.25,23.811551950272985,62.21205175577976,0.25,1.0,1.0,0.9989426136016846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,16.49620587264929,21.927808438361865,0.25,23.81169724509087,62.21561214538148,0.25,1.0,1.0,0.9990025758743286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,16.526198974235925,21.92527322472776,0.25,23.811002029861385,62.22210631612265,0.25,1.0,1.0,0.9980786442756653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,16.556192075822562,21.92343056303534,0.25,23.81062160562317,62.225894270695754,0.25,1.0,1.0,0.9990825653076172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,16.586185177409195,21.922142305495356,0.25,23.81106436053753,62.22970988079013,0.25,1.0,1.0,0.9992773532867432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,16.61617827899583,21.921019319384897,0.25,23.81124043100823,62.23189649367732,0.25,1.0,1.0,0.9993599653244019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,16.646171380582466,21.92067479248084,0.25,23.813189852536027,62.23094936305853,0.25,1.0,1.0,0.999328076839447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,16.6761644821691,21.920036382631196,0.25,23.813592301106752,62.23338539464491,0.25,1.0,1.0,0.9995008707046509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,16.706157583755736,21.91846282718123,0.25,23.813401329657296,62.24016692971933,0.25,1.0,1.0,0.9995017647743225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,16.73615068534237,21.9198140632177,0.25,23.813014467319988,62.24396837115985,0.25,1.0,1.0,0.999502420425415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,16.766143786929007,21.954924875769137,0.25,23.836940240770616,62.19250464316399,0.25,1.0,1.0,0.9555195569992065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001508361310698092,0.0,0.05118386074900627
560,16.79613688851564,21.99229575653871,0.2957636153509691,23.89001766222711,62.083657628512896,0.2957636153509691,0.8000955581665039,1.3996178586476162,0.9201784133911133,1.0,0.1999044269323349,0.0,0.0,-0.0010912737343460321,0.0021975382696837187,0.003972730133682489,0.0010069452691823244,-0.036384157576831055,0.2579885423183441
561,16.826129990102277,22.052841620199615,0.34861918328608604,23.992187996564326,61.951265066151514,0.34861918328608604,0.6926621794700623,1.9445653592809222,0.8398866653442383,1.0,0.30733782052993774,1.0,0.0,-0.002198195783421397,0.0057189250364899635,0.006989575456827879,0.002572308061644435,-0.07329004561505281,0.5412559509277344
562,16.85612309168891,22.115787481876225,0.30509126961968513,24.091982910986474,61.85641748646019,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.918813169002533,1.0,0.22119921445846558,0.0,0.0,-0.0011823229724541306,0.002611281583085656,0.0025446866638958454,0.0010389212984591722,-0.03941983022459317,0.26607418060302734
563,16.886116193275544,22.142151639118623,0.25,24.148951690900077,61.81583170266066,0.25,1.0,1.0,0.9667044878005981,1.0,0.0,0.0,0.0,-0.0004033800505567342,0.00059838208835572,0.0011571510694921017,0.00027642102213576436,-0.013449094265612076,0.08853628486394882
564,16.91610929486218,22.147588607677932,0.25,24.169082841406635,61.83504632488227,0.25,1.0,1.0,0.9889086484909058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,16.946102396448815,22.16333987362566,0.25,24.232096857372483,61.83594072789775,0.25,1.0,1.0,0.9837081432342529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,16.976095498035452,22.194104343054676,0.25,24.26473142276089,61.83597277633139,0.25,1.0,1.0,0.9768241047859192,1.0,0.0,0.0,0.0,-0.000488140998641029,0.001124426955357194,0.0013652850175276399,0.0003063080075662583,-0.016275109035690547,0.09828803688287735
567,17.006088599622085,22.2041113103096,0.25,24.308215829429372,61.841552415612405,0.25,1.0,1.0,0.9572981595993042,1.0,0.0,0.0,0.0,-0.0008247342775575817,0.0018003403674811125,0.002164709847420454,0.0006294551421888173,-0.027497465548047332,0.17438384890556335
568,17.036081701208722,22.19591290306107,0.25,24.333476986368083,61.862554204501166,0.25,1.0,1.0,0.960074782371521,1.0,0.0,0.0,0.0,-0.0012746087741106749,0.0021232168655842543,0.0031225995626300573,0.0006092239054851234,-0.04249673113762401,0.1895916759967804
569,17.066074802795356,22.156706732860158,0.2814100333461836,24.359178743942806,61.744990267872055,0.2814100333461836,0.8365785479545593,1.2670657098864027,0.9280260801315308,1.0,0.16342146694660187,0.0,0.0,-0.002175248460844159,0.001395105617120862,0.005731182638555765,0.0008865209529176354,-0.07252495893300512,0.2564651072025299
570,17.096067904381993,22.155549024179038,0.30509126961968513,24.317374419985555,61.654703173579,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.8944511413574219,1.0,0.22119921445846558,0.0,-1.0,-0.003413262078538537,-0.0002167310012737289,0.008606687188148499,0.0014542527496814728,-0.11380157096055336,0.34698784351348877
571,17.126061005968626,22.125941822883675,0.2820305987635721,24.310387243662944,61.60928746291802,0.2820305987635721,0.834875762462616,1.2726601382230243,0.9273325800895691,1.0,0.16512422263622284,0.0,0.0,-0.0012746877036988735,-0.0020530500914901495,0.004781241528689861,0.0008427482098340988,-0.042499362729024145,0.2214137762784958
572,17.156054107555263,22.115407178594523,0.25,24.30322749408117,61.651517653525595,0.25,1.0,1.0,0.9840452671051025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.807223639450967e-05,0.0,0.031275879591703415
573,17.186047209141897,22.1227295073474,0.25,24.309706347750875,61.69216409323941,0.25,1.0,1.0,0.9953356385231018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,17.21604031072853,22.160093079626506,0.25,24.348376657857614,61.65807776517691,0.25,1.0,1.0,0.9801142811775208,1.0,0.0,0.0,0.0,-0.0006915967678651214,0.0010661010164767504,0.0018332242034375668,0.00034364504972472787,-0.023058527837391013,0.11544499546289444
575,17.246033412315168,22.264061003481544,0.30509126961968513,24.357939842457853,61.450329458530994,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9087849855422974,1.0,0.22119921445846558,0.0,0.0,-0.003595147980377078,0.001617058296687901,0.007847396656870842,0.0013373441761359572,-0.11986582881375216,0.34974735975265503
576,17.2760265139018,22.61371702206364,0.42665049937820054,24.529496433768657,60.7697822013857,0.42665049937820054,0.5626797080039978,2.9124903779146862,0.8552608489990234,1.0,0.4373202621936798,1.0,0.0,-0.008856627158820629,0.008067517541348934,0.014902940019965172,0.0022910437546670437,-0.2952888061022386,0.4759938418865204
577,17.306019615488438,22.928529590661384,0.4863107715222753,24.562682308433295,60.083410930590595,0.4863107715222753,0.4723665416240692,3.783970663977451,0.8455538749694824,1.0,0.5276334285736084,3.0,0.0,-0.01493263803422451,0.008082076907157898,0.02437959797680378,0.00296236970461905,-0.4978690846990794,0.5281549096107483
578,17.33601271707507,23.161300605387368,0.4355334612149272,24.680106409749754,59.47326247723779,0.4355334612149272,0.5488868951797485,3.035030333405672,0.8576468825340271,1.0,0.4511130750179291,3.0,0.0,-0.01272833812981844,0.006424686871469021,0.01920195482671261,0.002901550382375717,-0.4243755215862766,0.5482479929924011
579,17.36600581866171,23.39576130587733,0.3990755853547182,24.81531515934182,59.12397979248592,0.3990755853547182,0.6065306663513184,2.5481811652193755,0.8645534515380859,1.0,0.39346933364868164,2.0,0.0,-0.010639815591275692,0.008269033394753933,0.01572979986667633,0.0026461798697710037,-0.35474209162872283,0.5329177975654602
580,17.395998920248342,23.632663560724637,0.3990755853547182,25.05370109562594,58.538729777110085,0.3990755853547182,0.6065306663513184,2.5481811652193755,0.8635215759277344,0.9953703880310059,0.39346933364868164,3.0,0.0,-0.009089547209441662,0.008159304969012737,0.015492772683501244,0.0031158800702542067,-0.3030545935099945,0.6005766987800598
581,17.42599202183498,23.86766377899349,0.4113712875402778,25.25909405561643,58.01787192083409,0.4113712875402778,0.586766242980957,2.7076213794007344,0.8628756999969482,1.0,0.41323378682136536,3.0,0.0,-0.009646249003708363,0.009121395647525787,0.01589418575167656,0.0033927469048649073,-0.3216155880326405,0.6502000689506531
582,17.455985123421613,24.12330060677877,0.4159604296166151,25.412303114059796,57.50694708706701,0.4159604296166151,0.5794801712036133,2.768369264109424,0.8699785470962524,1.0,0.4205198287963867,3.0,0.0,-0.010893886908888817,0.007059725467115641,0.015685895457863808,0.003557420102879405,-0.36321308342926206,0.6455686092376709
583,17.485978225008246,24.255922576115324,0.40430191503857477,25.47045358371861,57.153186311076745,0.40430191503857477,0.5980845093727112,2.615360616061743,0.8618569374084473,1.0,0.4019154906272888,3.0,0.0,-0.009469131007790565,0.007394542917609215,0.013917946256697178,0.0028028436936438084,-0.31571029693074526,0.5577144622802734
584,17.515971326594883,24.376463055808046,0.4034906568616637,25.527371011336157,56.78318974288118,0.4034906568616637,0.5993910431861877,2.604875362794509,0.8534976243972778,1.0,0.40060895681381226,3.0,0.0,-0.0073962039314210415,0.004637076985090971,0.013181221671402454,0.003243338782340288,-0.24659683527750895,0.6553585529327393
585,17.545964428181517,24.522745965288124,0.35374814846277214,25.646485720167078,56.36916770291947,0.35374814846277214,0.6834239363670349,2.0022040406534316,0.8695241212844849,1.0,0.3165760338306427,2.0,0.0,-0.0064988755621016026,0.007473160978406668,0.012899897061288357,0.0024461953435093164,-0.21667901011602952,0.5479416847229004
586,17.575957529768154,24.660166738412187,0.33647002050717845,25.82430459475694,55.84181505353537,0.33647002050717845,0.7151503562927246,1.8113931952016173,0.8894455432891846,1.0,0.2848496735095978,2.0,0.0,-0.007572847418487072,0.006028855685144663,0.010034071281552315,0.0024053214583545923,-0.2524863057797775,0.5445067882537842
587,17.605950631354787,24.786398145243112,0.3153690406137456,25.93293045559696,55.46866351201888,0.3153690406137456,0.7568288445472717,1.5913221084421494,0.8879745006561279,1.0,0.24317115545272827,1.0,0.0,-0.006658642087131739,0.0046975500881671906,0.009021188132464886,0.0020495306234806776,-0.2220057858270593,0.46591076254844666
588,17.635943732941424,24.872088446678703,0.30509126961968513,25.963862167014668,55.25273957726397,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9294097423553467,1.0,0.22119921445846558,1.0,0.0,-0.00352460821159184,0.0028072434943169355,0.003914049826562405,0.001049717073328793,-0.11751396238268354,0.28034886717796326
589,17.665936834528058,24.931356094567548,0.30509126961968513,26.048843683409416,55.052540694783154,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.935221791267395,1.0,0.22119921445846558,1.0,0.0,-0.0020270145032554865,0.0020901027601212263,0.0035383731592446566,0.0009699628571979702,-0.06758269055304118,0.25317928194999695
590,17.695929936114695,25.068668545537662,0.3306510621484852,26.177073129186994,54.70932287881238,0.3306510621484852,0.7262698411941528,1.749281998398743,0.8861262798309326,1.0,0.27373018860816956,2.0,0.0,-0.008571247570216656,0.00574561906978488,0.007652913685888052,0.002300023101270199,-0.28577396523859355,0.5065414905548096
591,17.725923037701328,25.159605876148106,0.35235094651360804,26.230045138832935,54.424523708092345,0.35235094651360804,0.6859269142150879,1.9864190321445676,0.8724552989006042,1.0,0.3140731155872345,2.0,0.0,-0.0058454787358641624,0.004904516506940126,0.008320995606482029,0.002554643899202347,-0.19489410653244704,0.5566694736480713
592,17.75591613928796,25.230896607388758,0.30509126961968513,26.288196994233914,54.21044272558566,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.8974702954292297,1.0,0.22119921445846558,1.0,0.0,-0.005432302597910166,0.0036232206039130688,0.006868472322821617,0.0018919319845736027,-0.18111840091692286,0.4484371244907379
593,17.7859092408746,25.351942003603426,0.30509126961968513,26.422677942133816,53.88240972155418,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.8998861312866211,1.0,0.22119921445846558,1.0,0.0,-0.0051115695387125015,0.003850030479952693,0.006460750941187143,0.0017370450077578425,-0.17042483999021352,0.4219772219657898
594,17.815902342461232,25.434718009266845,0.30509126961968513,26.458362193262502,53.74327820219424,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.8855408430099487,1.0,0.22119921445846558,1.0,0.0,-0.00515162805095315,0.0038910990115255117,0.006027695257216692,0.0017321332124993205,-0.17176043084682896,0.40099459886550903
595,17.84589544404787,25.53142982229562,0.3078009452929465,26.544992551318302,53.58760326582062,0.3078009452929465,0.7728738784790039,1.5158627507717028,0.8890695571899414,1.0,0.2271260917186737,1.0,0.0,-0.005282225087285042,0.005206324625760317,0.008811778388917446,0.0018185593653470278,-0.17611466663517059,0.43284574151039124
596,17.875888545634503,25.624133178648208,0.30579705987200884,26.651218816008026,53.425633020729975,0.30579705987200884,0.77724689245224,1.4961894692218394,0.9069547057151794,0.9953703880310059,0.22275307774543762,1.0,0.0,-0.00621633930131793,0.005496179219335318,0.008864974603056908,0.002017247024923563,-0.20725896864524113,0.46316075325012207
597,17.90588164722114,25.738365152522647,0.34438122451088515,26.795718595407806,53.17885113015156,0.34438122451088515,0.7004044651985168,1.897574844729867,0.8811627626419067,0.9907407164573669,0.29959550499916077,2.0,0.0,-0.007109940517693758,0.006325037218630314,0.009775028564035892,0.002623665379360318,-0.2370525268004276,0.5717139840126038
598,17.935874748807773,25.903913502204432,0.3493472957973661,26.99582424982708,52.86924015307783,0.3493472957973661,0.6913421750068665,1.9526965292949185,0.8951959609985352,0.9907407164573669,0.30865782499313354,2.0,0.0,-0.00811709649860859,0.006236613728106022,0.009606566280126572,0.00228338735178113,-0.270632114360109,0.5231976509094238
599,17.96586785039441,26.000928906660107,0.35554056954850016,27.12039682820793,52.651016266953754,0.35554056954850016,0.6802273392677307,2.02254554551795,0.8836458921432495,0.9953703880310059,0.3197726607322693,2.0,0.0,-0.006946454290300608,0.007016178220510483,0.012306690216064453,0.0023908347357064486,-0.23160173249291258,0.5158880949020386
600,17.995860951981044,26.069023832927115,0.3622960125221783,27.239748761681,52.447741446975286,0.3622960125221783,0.6683172583580017,2.100134411031526,0.8808736801147461,0.9953703880310059,0.3316827416419983,2.0,0.0,-0.0065492382273077965,0.006383060943335295,0.010160259902477264,0.0030337658245116472,-0.21835815173666925,0.6514275074005127
601,18.025854053567677,26.21508384356156,0.30533054758214945,27.384057744572715,52.19182124535402,0.30533054758214945,0.7782731652259827,1.4916278925890438,0.899479866027832,1.0,0.22172684967517853,1.0,0.0,-0.006684130523353815,0.005191405303776264,0.008454198949038982,0.00189738511107862,-0.22285559577913955,0.410092294216156
602,18.055847155154314,26.31942374312115,0.30509126961968513,27.518822360970574,52.06019142468655,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9282968640327454,0.9953703880310059,0.22119921445846558,1.0,0.0,-0.0051528094336390495,0.004227262455970049,0.006706761661916971,0.001500377431511879,-0.17179981932695956,0.38763582706451416
603,18.085840256740948,26.425227076644575,0.30509126961968513,27.652715745455595,51.8754808479349,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9067462682723999,0.9907407164573669,0.22119921445846558,1.0,0.0,-0.006049875635653734,0.005617889575660229,0.008335824124515057,0.001778490375727415,-0.20170890356833115,0.4131242632865906
604,18.115833358327585,26.539270064226173,0.30509126961968513,27.80236436553656,51.6974421473631,0.30509126961968513,0.7788007855415344,1.4892909247704225,0.9109734892845154,0.9907407164573669,0.22119921445846558,1.0,0.0,-0.006029198411852121,0.005529018118977547,0.006271692458540201,0.0018508336506783962,-0.20101950424956158,0.43612968921661377
