mode,n,bias,rmse,demeaned_rmse,first_frame_delta,median_delta,std_delta
current_initial_x_measurement,2666,18.676629607698086,18.750014522766683,1.657272186702196,18.58172607493259,18.938310694985717,1.657272186702196
diagnostic_per_frame_x_measurement,2666,1.3807443836984705,6.129491598826353,5.971952126982263,18.58172607421875,2.238624131760332,5.971952126982263
