signal,notebook43_rmse,notebook44_rmse,absolute_improvement,relative_improvement_pct
fascicle_angle_deg,10.823259709648635,6.118181484715813,4.705078224932822,43.471914664843304
fascicle_length_px,186.9411591466729,121.01568860982493,65.92547053684797,35.26535881010733
fascicle_length_mm,16.864620584940067,10.91725162369773,5.947368961242336,35.26535881010734
