win_width,win_height,is_contract_win_size,n,f_affine_rate,a_affine_rate,mean_f_points,mean_a_points,f_reinit_count,a_reinit_count,angle_rmse_deg,length_rmse_px,length_rmse_mm,super_y_rmse_px,deep_y_rmse_px
71,21,True,300,1.0,1.0,272.52,772.78,0,0,4.169619793133996,111.50241134152064,10.059025364795545,2.621668924543068,12.034452183856912
21,71,False,300,1.0,1.0,267.73,752.5466666666666,0,0,4.156302032801064,114.59083369947396,10.337642826625144,1.9836147313267751,11.804159975655239
21,21,False,300,1.0,1.0,269.1433333333333,710.44,0,0,4.148914558069794,113.2564058809078,10.217259391747378,2.0671023708847542,11.406031236477292
31,31,False,300,1.0,1.0,267.5466666666667,745.0966666666667,0,0,4.12945603541648,114.55447162420018,10.334362475706314,2.216836834136389,11.49607564306895
