combined_confidence_median,combined_confidence_min,r_scale_median,r_scale_max,r_scale_theta_median,r_scale_theta_max,r_scale_length_median,r_scale_length_max
0.9634654206790018,0.7012834152046284,0.636172933297371,3.683637520685321,0.7162365735267995,3.0868859763002474,0.508475852516956,0.7299614858851659
