matlab_row,python_frame,time_s,python_time_s,matlab_FL_mm,matlab_ANG_deg,matlab_PEN_deg,python_normal_FL_mm,python_normal_ANG_deg,python_normal_PEN_deg,python_adaptive_FL_mm,python_adaptive_ANG_deg,python_adaptive_PEN_deg,combined_confidence,r_scale,r_scale_theta,r_scale_length,delta_normal_FL_mm,delta_normal_ANG_deg,delta_normal_PEN_deg,delta_adaptive_FL_mm,delta_adaptive_ANG_deg,delta_adaptive_PEN_deg,delta_adaptive_minus_normal_FL_mm,delta_adaptive_minus_normal_ANG_deg,delta_adaptive_minus_normal_PEN_deg
10,11,0.32992400813441786,0.3299241174529858,72.26940828709601,18.49794396912492,20.398459527640153,75.87192790062817,17.467842304551993,19.312776954714565,75.87184803246434,17.46786378529572,19.31279843545829,0.972033640528045,0.5911986721049292,0.6496090133944203,0.5000344055240916,3.602519613532152,-1.0301016645729248,-1.0856825729255881,3.6024397453683292,-1.0300801838291989,-1.0856610921818621,-7.986816382299367e-05,2.148074372598785e-05,2.148074372598785e-05
11,12,0.3599170997830013,0.3599172190396209,72.25316654788656,18.497087625454768,20.403895450636742,75.88051832598855,17.46637534631904,19.310780746490224,75.88043845223798,17.466396827062766,19.31080222723395,0.971879157172955,0.5919553731206787,0.6510021229755539,0.5000023483335894,3.627351778101982,-1.0307122791357273,-1.0931147041465188,3.627271904351417,-1.0306907983920013,-1.0930932234027928,-7.987375056472956e-05,2.148074372598785e-05,2.148074372598785e-05
12,13,0.3899101914315848,0.38991032062625597,72.24426328006865,18.495858377753443,20.407161573761726,75.88891477074311,17.464912816006773,19.308689458347374,75.88883489218739,17.46493429675047,19.30871093909107,0.9723101695890162,0.589849373905634,0.6475709893063618,0.5000014849794377,3.6446514906744625,-1.0309455617466696,-1.0984721154143529,3.644571612118739,-1.030924081002972,-1.0984506346706553,-7.987855572366698e-05,2.148074369756614e-05,2.148074369756614e-05
13,14,0.4199032830801682,0.419903422212891,72.23671685452085,18.494969592929685,20.40989667705779,75.89286116991798,17.46426947045481,19.307700265391333,75.89278129186027,17.464290951198535,19.30772174613506,0.9719847373040844,0.5914379877489164,0.6501365688080498,0.5000049955021233,3.6561443153971283,-1.030700122474876,-1.1021964116664584,3.656064437339424,-1.03067864173115,-1.1021749309227324,-7.987805770426348e-05,2.148074372598785e-05,2.148074372598785e-05
14,15,0.44989637472875166,0.4498965237995261,72.22922317935888,18.494493820724575,20.41261209370705,75.8985888635823,17.46340597042456,19.30634550534583,75.89850898165565,17.463427451168258,19.30636698608953,0.9717407644583178,0.5926350254809808,0.6521398515100205,0.5000000971726173,3.669365684223422,-1.0310878503000147,-1.106266588361219,3.66928580229677,-1.0310663695563171,-1.1062451076175215,-7.988192665209226e-05,2.148074369756614e-05,2.148074369756614e-05
15,16,0.4798894663773351,0.47988962538616114,72.22403370473043,18.493861350382964,20.414651396817355,75.90318135742778,17.463093185508086,19.305326311937876,75.90310146897717,17.463114666251812,19.3053477926816,0.9718225259255009,0.5922332898487589,0.6514671610939221,0.5000012188609988,3.6791476526973526,-1.0307681648748783,-1.1093250848794796,3.6790677642467386,-1.0307466841311523,-1.1093036041357536,-7.988845061390748e-05,2.148074372598785e-05,2.148074372598785e-05
16,17,0.5098825580259185,0.5098827269727962,72.21972839350939,18.493498044315924,20.416383483003777,75.90426316035503,17.460462855344673,19.304488422669493,75.90418331429139,17.46048433608837,19.30450990341319,0.9718248396637028,0.5922219297475244,0.6514671610939221,0.5000000345831922,3.684534766845644,-1.033035188971251,-1.1118950603342839,3.6844549207820023,-1.0330137082275535,-1.1118735795905863,-7.984606364175306e-05,2.148074369756614e-05,2.148074369756614e-05
17,18,0.539875649674502,0.5398758285594313,72.22073263822699,18.490869149449782,20.41633326313116,75.90619482456408,17.45871341942498,19.303570579159015,75.90611501116278,17.45873490016868,19.303592059902712,0.9720611171560701,0.5910643026455956,0.6494785659844022,0.5000132436890403,3.685462186337091,-1.032155730024801,-1.1127626839721465,3.6853823729357913,-1.0321342492811034,-1.112741203228449,-7.98134012995888e-05,2.148074369756614e-05,2.148074369756614e-05
18,19,0.5698687413230854,0.5698689301460664,72.21411490873213,18.48964939200422,20.417980599312344,75.91090148208876,17.45529983315285,19.30186957394332,75.91082172203922,17.455321313896576,19.301891054687047,0.971835511296104,0.59216953969938,0.6513831737909443,0.500000002560924,3.6967865733566327,-1.0343495588513711,-1.1161110253690225,3.696706813307088,-1.0343280781076452,-1.1160895446252965,-7.976004954457494e-05,2.148074372598785e-05,2.148074372598785e-05
19,20,0.5998618329716688,0.5998620317327015,72.21135043671083,18.486982464794167,20.419289733245563,75.91676049285775,17.452856777464405,19.300057745364967,75.91668076230441,17.45287825820813,19.300079226108693,0.9717370199489926,0.5926534380919644,0.652087620339813,0.5000105040034906,3.705410056146917,-1.0341256873297624,-1.119231987880596,3.7053303255935788,-1.0341042065860364,-1.11921050713687,-7.973055333820867e-05,2.148074372598785e-05,2.148074372598785e-05
20,21,0.6298549246202523,0.6298551333193365,72.20743956047188,18.485521689582626,20.420238243095866,75.91829373884885,17.45207427394996,19.297790913902162,75.91821402668461,17.452095754693687,19.297812394645888,0.9714610406605804,0.5940138440270811,0.6542488797855498,0.5000230812465712,3.7108541783769624,-1.033447415632665,-1.1224473291937045,3.710774466212726,-1.033425934888939,-1.1224258484499785,-7.971216423641181e-05,2.148074372598785e-05,2.148074372598785e-05
21,22,0.6598480162688357,0.6598482349059716,72.20156102278727,18.484643804146152,20.42148962960342,75.92040840366737,17.450853161763973,19.295496322519625,75.92032868547336,17.4508746425077,19.29551780326335,0.9717379717374546,0.5926487578142269,0.6521398515100205,0.5000017652240694,3.718847380880092,-1.0337906423821792,-1.125993307083796,3.7187676626860906,-1.0337691616384532,-1.12597182634007,-7.971819400154345e-05,2.148074372598785e-05,2.148074372598785e-05
22,23,0.6898411079174191,0.6898413364926067,72.19857401862592,18.483918701125923,20.42276396698239,75.92050873210144,17.44913726929741,19.29534196984497,75.92042903553896,17.449158750041136,19.295363450588695,0.9717463392725356,0.5926076151011264,0.652087620339813,0.5000004972544535,3.7219347134755196,-1.0347814318285131,-1.1274219971374215,3.7218550169130395,-1.0347599510847871,-1.1274005163936955,-7.96965624800805e-05,2.148074372598785e-05,2.148074372598785e-05
23,24,0.7198341995660026,0.7198344380792417,72.19619011222402,18.482465488717853,20.42381737214233,75.92908609639301,17.447168385430814,19.293716424494733,75.9290064096166,17.44718986617454,19.29373790523846,0.9717252694666553,0.5927112258272911,0.6522425683728417,0.5000016935004619,3.732895984168991,-1.0352971032870393,-1.1301009476475983,3.7328162973925885,-1.0352756225433133,-1.1300794669038723,-7.968677640235455e-05,2.148074372598785e-05,2.148074372598785e-05
24,25,0.7498272912145861,0.7498275396658768,72.20832500324991,18.48088622224865,20.42036607339707,75.92975137005537,17.44850469797592,19.292791862850095,75.92967185081824,17.448526178719646,19.29281334359382,0.9716438548644404,0.5931119446834562,0.6529130569566328,0.5000003754963586,3.72142636680546,-1.0323815242727292,-1.1275742105469746,3.721346847568327,-1.0323600435290032,-1.1275527298032486,-7.951923713278575e-05,2.148074372598785e-05,2.148074372598785e-05
25,26,0.7798203828631696,0.7798206412525119,72.21389702852406,18.4819677373522,20.41902173947618,75.95116438891081,17.44874432557063,19.28722382983989,75.9510848350785,17.448765806314356,19.287245310583614,0.9693452401816264,0.6046601825716922,0.692735120685749,0.5019349151079003,3.7372673603867526,-1.0332234117815702,-1.1317979096362905,3.737187806554445,-1.0332019310378442,-1.1317764288925645,-7.955383230751067e-05,2.148074372598785e-05,2.148074372598785e-05
26,27,0.809813474511753,0.809813742839147,72.23431438170697,18.48271734436122,20.414258287413418,75.9896202813153,17.451105598688116,19.279104478028074,75.98954079640153,17.451127079431842,19.2791259587718,0.9695700754011075,0.6035108621135565,0.6905069798806869,0.5022197638555157,3.755305899608331,-1.0316117456731035,-1.1351538093853435,3.7552264146945618,-1.0315902649293776,-1.1351323286416175,-7.948491376907896e-05,2.148074372598785e-05,2.148074372598785e-05
27,28,0.8398065661603364,0.839806844425782,72.2739825343652,18.48770317152911,20.404199769080343,75.9919107130474,17.455123418563574,19.27856571035889,75.99183149326454,17.4551448993073,19.278587191102616,0.9711164627827306,0.5957216504719632,0.6571262439107551,0.5000055625899704,3.7179281786822003,-1.0325797529655354,-1.1256340587214524,3.7178489588993386,-1.0325582722218094,-1.1256125779777264,-7.921978286162812e-05,2.148074372598785e-05,2.148074372598785e-05
28,29,0.8697996578089199,0.8697999460124172,72.27374024606554,18.491531288090414,20.405259947823023,76.00136874351902,17.45699251036592,19.27575398772555,76.00128950794353,17.457013991109648,19.275775468469277,0.9711171277299576,0.5957183449827893,0.6571262439107551,0.5000047906221387,3.7276284974534803,-1.0345387777244923,-1.1295059600974717,3.727549261877982,-1.0345172969807663,-1.1294844793537457,-7.923557549815996e-05,2.148074372598785e-05,2.148074372598785e-05
29,30,0.8997927494575033,0.8997930475990522,72.27477569506642,18.49392524733241,20.404316932672973,76.00640022668365,17.45833525371367,19.273525649953427,76.0063209714866,17.458356734457396,19.273547130697153,0.9687855564340585,0.6075394986977689,0.697973653175702,0.5015832999996712,3.7316245316172285,-1.0355899936187392,-1.1307912827195459,3.731545276420178,-1.0355685128750132,-1.1307698019758199,-7.925519705054285e-05,2.148074372598785e-05,2.148074372598785e-05
30,31,0.9297858411060868,0.9297861491856872,72.27051023613951,18.4961537226629,20.403988323045688,75.96890802688021,17.468644057847172,19.282820127229257,75.9687818653433,17.468678235031746,19.28285430441383,0.9713819286686186,0.5944050342457566,0.654972421612457,0.5000062576937822,3.6983977907406995,-1.027509664815728,-1.1211681958164306,3.698271629203788,-1.027475487631154,-1.1211340186318566,-0.0001261615369116953,3.4177184573991326e-05,3.4177184573991326e-05
31,32,0.9597789327546702,0.9597792507723223,72.25321779438868,18.50136191317171,20.40875105588967,75.92860863472629,17.477904044607612,19.2912220066014,75.9284461447597,17.47794815399294,19.29126611598673,0.9708600452334231,0.59699914837331,0.6592373784396801,0.5000022302194347,3.675390840337613,-1.0234578685640976,-1.1175290492882688,3.675228350371029,-1.0234137591787693,-1.1174849399029405,-0.00016248996658418946,4.410938532828368e-05,4.410938532828368e-05
32,33,0.9897720244032536,0.9897723523589574,72.23409743676363,18.506503354123314,20.412050421772403,75.90568959045966,17.485341467843966,19.294404115142413,75.90550426633243,17.48539180679043,19.29445445408888,0.9708386262010591,0.597106115404646,0.6592373784396801,0.5000379663984944,3.671592153696025,-1.021161886279348,-1.1176463066299895,3.671406829568795,-1.0211115473328825,-1.117595967683524,-0.00018532412723004654,5.033894646544468e-05,5.033894646544468e-05
33,34,1.019765116051837,1.0197654539455925,72.21534122640054,18.511183533084008,20.41266701635154,75.89665475701666,17.489371084920492,19.296748959000723,75.89646961661016,17.489421423866986,19.296799297947217,0.9711123387282534,0.595742152222966,0.6572076880700288,0.5000003461150783,3.681313530616123,-1.0218124481635158,-1.115918057350818,3.681128390209622,-1.021762109217022,-1.1158677184043242,-0.00018514040650075003,5.033894649386639e-05,5.033894649386639e-05
34,35,1.0497582077004206,1.0497585555322275,72.2025174414229,18.514868096388366,20.41408517799319,75.89638446779605,17.49057252514345,19.29489219717155,75.89619942529092,17.490622864089914,19.294942536118015,0.9708366658141406,0.5971159075748798,0.6592373784396801,0.5000424756761181,3.6938670263731552,-1.0242955712449167,-1.1191929808216408,3.693681983868018,-1.0242452322984512,-1.1191426418751753,-0.00018504250513728948,5.033894646544468e-05,5.033894646544468e-05
35,36,1.0797512993490042,1.0797516571188626,72.19474265535695,18.51703593964422,20.411888482823066,75.89905938119314,17.48867687848636,19.290648487768834,75.89887429037569,17.488727217432825,19.2906988267153,0.9711966459349312,0.5953233300889085,0.6564796006862141,0.5000050526495609,3.7043167258361933,-1.028359061157861,-1.121239995054232,3.70413163501874,-1.0283087222113956,-1.1211896561077666,-0.0001850908174532151,5.033894646544468e-05,5.033894646544468e-05
36,37,1.1097443909975875,1.1097447587054976,72.194035106318,18.516086283845823,20.405613171782505,75.89840771248656,17.48451602480148,19.289579407766155,75.89822266900234,17.484566363747945,19.28962974671262,0.9711025596157905,0.5957907725923024,0.6571262439107551,0.5000286461189143,3.704372606168562,-1.0315702590443436,-1.1160337640163505,3.7041875626843392,-1.0315199200978782,-1.115983425069885,-0.0001850434842225468,5.033894646544468e-05,5.033894646544468e-05
37,38,1.139737482646171,1.1397378602921329,72.19121720839297,18.51269644910473,20.401868553204057,75.88095322779763,17.48386262604012,19.294827455331557,75.88076827955517,17.483912964986615,19.29487779427805,0.9712038137383356,0.595287750046102,0.6564660510438107,0.5000003376162039,3.6897360194046627,-1.028833823064609,-1.1070410978725,3.6895510711621995,-1.0287834841181152,-1.1069907589260062,-0.00018494824246317876,5.033894649386639e-05,5.033894649386639e-05
38,39,1.1697305742947544,1.169730961878768,72.17608874781914,18.512338893800862,20.40351809318739,75.59813872262404,17.475040121625455,19.349448392201793,75.59802460946715,17.475097804603138,19.349506075179477,0.8526151004188425,1.6033520243706394,1.8275750294816913,0.5368589502739455,3.4220499748049065,-1.037298772175408,-1.0540697009855968,3.4219358616480093,-1.0372410891977246,-1.0540120180079136,-0.0001141131568971332,5.768297768327102e-05,5.768297768327102e-05
39,40,1.199723665943338,1.199724063465403,71.93077420635991,18.505892142560043,20.441944046277783,74.48117711805335,17.84788129202613,19.494207376405114,74.46040739178488,17.853666169127678,19.49999225350666,0.8302260734946717,1.8640839562109817,1.797667535272977,0.5870076782032858,2.550402911693439,-0.6580108505339126,-0.9477366698726684,2.52963318542497,-0.6522259734323654,-0.9419517927711212,-0.020769726268468958,0.005784877101547181,0.005784877101547181
40,41,1.2297167575919212,1.229717165052038,71.07058896325636,18.7943019080194,20.487665427696047,73.33577383559971,18.24223200981612,19.57046449829906,73.29127651290445,18.254600861440252,19.58283334992319,0.8338518291276296,1.8206202675201328,1.7257086813909897,0.5894641984914716,2.2651848723433545,-0.5520698982032783,-0.9172009293969872,2.2206875496480905,-0.5397010465791467,-0.9048320777728556,-0.044497322695264074,0.012368851624131594,0.012368851624131594
41,42,1.2597098492405048,1.259710266638673,70.36966840173135,19.130005678937984,20.522231451307714,72.10175593299161,18.5844119620875,19.7831971393731,72.03848883697285,18.60236044738815,19.80114562467375,0.8160100196170225,2.0389548229620886,1.9504232724807216,0.6184715044588065,1.7320875312602624,-0.5455937168504832,-0.7390343119346134,1.6688204352415,-0.5276452315498332,-0.7210858266339635,-0.06326709601876246,0.017948485300649963,0.017948485300649963
42,43,1.289702940889088,1.289703368225308,69.35981732387083,19.427572227768675,20.673596054004303,70.32446576264358,19.145265599002045,20.35246733149515,70.22577449610468,19.17512280463501,20.382324537128113,0.7862773387404646,2.4266839137347773,2.1781475522768186,0.6037256715269746,0.9646484387727554,-0.28230662876663004,-0.3211287225091546,0.8659571722338484,-0.25244942313366536,-0.2912715168761899,-0.09869126653890703,0.02985720563296468,0.02985720563296468
43,44,1.3196960325376716,1.319696469811943,68.20159988405197,19.80148425939824,20.996528936792963,69.01684523652831,19.471176467150826,20.616374585994123,68.90285212943957,19.506632401962406,20.651830520805703,0.8113346883171231,2.0979849967313093,1.993916962650381,0.5801173240188214,0.8152453524763388,-0.3303077922474138,-0.38015435079883986,0.7012522453875931,-0.29485185743583386,-0.3446984159872599,-0.11399310708874566,0.03545593481157994,0.03545593481157994
44,45,1.349689124186255,1.3496895713985784,67.2142930314959,20.069319320221126,21.244574387673524,67.81872047136274,19.738272490325215,20.907858071028386,67.69527659293614,19.77801384681814,20.94759942752131,0.8130571991708969,2.0761506631537134,1.938182236302861,0.5778561352950228,0.6044274398668392,-0.33104682989591083,-0.3367163166451377,0.48098356144024024,-0.2913054734029856,-0.2969749601522125,-0.12344387842659899,0.039741356492925206,0.039741356492925206
45,46,1.3796822158348385,1.3796826729852134,66.35584349701486,20.287753212644017,21.442733967577322,66.84653489967769,20.046524710310223,21.137592274391494,66.7092001936846,20.091781754855788,21.18284931893706,0.8226894053401984,1.9559170796609986,1.9713959855088377,0.597659022066597,0.49069140266283284,-0.24122850233379367,-0.30514169318582773,0.353356696669735,-0.19597145778822878,-0.25988464864026284,-0.13733470599309783,0.045257044545564895,0.045257044545564895
46,47,1.4096753074834218,1.4096757745718485,65.64588964999223,20.518339553038082,21.62565874624502,65.89256877739746,20.39235571732064,21.34512357102645,65.73765500559433,20.44445302002947,21.39722087373528,0.8260444564119999,1.9147901299239245,1.8412874144417282,0.5607221048297418,0.2466791274052298,-0.12598383571744165,-0.28053517521857074,0.09176535560210652,-0.07388653300861137,-0.22843787250974046,-0.15491377180312327,0.052097302708830284,0.052097302708830284
47,48,1.4396683991320054,1.4396688761584835,64.90440102023953,20.801812146227192,21.809166801516827,65.15938238945886,20.61812452008624,21.570190341288537,64.99717693145335,20.67387859223922,21.625944413441516,0.8579524646051043,1.543963141670527,1.4947255817484986,0.5381704236940391,0.2549813692193226,-0.18368762614095147,-0.23897646022829022,0.09277591121382045,-0.12793355398797246,-0.18322238807531122,-0.16220545800550212,0.055754072152979006,0.055754072152979006
48,49,1.469661490780589,1.4696619777451185,64.26672121895191,21.024677727262546,22.001402581113872,64.14663780519496,20.95425725896277,21.8213300519094,63.968635774782356,21.01693560497648,21.88400839792311,0.8197708171098149,1.9920118827049265,1.9446141551396674,0.5604345716770538,-0.12008341375695863,-0.07042046829977622,-0.18007252920447314,-0.2980854441695584,-0.007742122286064301,-0.11739418319076123,-0.17800203041259977,0.06267834601371192,0.06267834601371192
49,50,1.4996545824291723,1.4996550793317536,63.448594192756445,21.300789610038706,22.236970936538185,63.46401264914426,21.161448117040464,22.001257898277657,63.27994781557626,21.227451216348044,22.067260997585237,0.8331184411972116,1.829373854382381,1.905600305603003,0.5508199134720181,0.01541845638781325,-0.13934149299824128,-0.2357130382605277,-0.16864637718018827,-0.07333839369066197,-0.1697099389529484,-0.18406483356800152,0.0660030993075793,0.0660030993075793
50,51,1.5296476740777558,1.5296481809183886,62.852236682357216,21.508638380009316,22.394183607248635,63.00866684601966,21.279041654680015,22.122825156034423,62.82326004870949,21.346382105448527,22.190165606802935,0.904043084684546,1.079627562679795,1.0980662440354916,0.5219101620441452,0.1564301636624421,-0.22959672532930142,-0.271358451214212,-0.02897663364772285,-0.1622562745607894,-0.20401800044569995,-0.18540679731016496,0.06734045076851203,0.06734045076851203
51,52,1.5596407657263391,1.5596412825050239,62.40836726034786,21.613993764873673,22.49802315525696,62.71320286122297,21.38265121110925,22.20148753831839,62.52625727260176,21.451074694873057,22.269911022082198,0.8877456039892003,1.2333978755224397,1.3599366558727215,0.5213054482506976,0.3048356008751085,-0.23134255376442425,-0.29653561693857,0.11789001225390194,-0.16291907000061556,-0.2281121331747613,-0.18694558862120658,0.06842348376380869,0.06842348376380869
52,53,1.5896338573749227,1.589634384091659,62.13209800949139,21.70758124988916,22.565473826426967,62.284100593447455,21.522421962949267,22.327369656430307,62.09460807752356,21.592672112624825,22.397619806105865,0.8448073986708241,1.6921780749757795,1.8639023170547013,0.5375579718693988,0.1520025839560617,-0.1851592869398928,-0.23810416999666018,-0.037489931967833456,-0.11490913726433405,-0.16785402032110142,-0.18949251592389516,0.07025014967555876,0.07025014967555876
53,54,1.619626949023506,1.619627485678294,61.75120037107006,21.828084598849973,22.67367463813999,61.921779787155614,21.656507919603655,22.447687497040192,61.72982628173032,21.728519367114615,22.519698944551152,0.9693179556438363,0.604799944229092,0.6543176718406709,0.5184375560608393,0.17057941608555183,-0.1715766792463178,-0.22598714109979667,-0.021374089339744273,-0.09956523173535814,-0.153975693588837,-0.1919535054252961,0.07201144751095967,0.07201144751095967
54,55,1.6496200406720896,1.649620587264929,61.412760831468674,21.94999651649764,22.779502683119638,61.53580548378029,21.815399134856335,22.599946407476835,61.34060664468913,21.8896814154771,22.6742286880976,0.8435496944201908,1.706699783982084,1.8382694981378804,0.5233757565884128,0.12304465231161288,-0.1345973816413064,-0.17955627564280263,-0.07215418677954233,-0.06031510102054227,-0.10527399502203849,-0.1951988390911552,0.07428228062076414,0.07428228062076414
55,56,1.6796131323206729,1.679613688851564,61.08325183790365,22.081167750181173,22.912970869771836,61.200546563712024,21.934346257094262,22.736132058692135,61.00409966101205,22.010049729985525,22.811835531583398,0.8446038423681345,1.6945244006101605,1.7640590514592271,0.5194764889125418,0.11729472580837097,-0.14682149308691095,-0.17683881107970123,-0.07915217689160414,-0.07111802019564806,-0.10113533818843834,-0.1964469026999751,0.07570347289126289,0.07570347289126289
56,57,1.7096062239692564,1.709606790438199,60.79150705651509,22.180836161871913,23.036563870881828,61.010808616351,22.00790583985858,22.81815458017553,60.81411443804843,22.08422897059154,22.89447771090849,0.8314999278665203,1.8487602186172731,1.9711838927201695,0.5233252045192036,0.21930155983591249,-0.17293032201333247,-0.21840929070629755,0.022607381533340742,-0.09660719128037343,-0.1420861599733385,-0.19669417830257174,0.07632313073295904,0.07632313073295904
57,58,1.7395993156178398,1.7395998920248343,60.53619793799151,22.275394939811783,23.14009301426203,60.688105250750255,22.138762130919247,22.9627651877355,60.48949307166769,22.21682687793603,23.04082993475228,0.9172981177531327,0.9637753931965246,1.062463626202253,0.5162148978847991,0.1519073127587447,-0.1366328088925357,-0.177327826526529,-0.04670486632382165,-0.058568061875753585,-0.09926307950974689,-0.19861217908256634,0.07806474701678212,0.07806474701678212
58,59,1.7695924072664233,1.7695929936114694,60.246125010756394,22.398407655663117,23.277242621596958,60.42669216912387,22.268749918323437,23.089689354105474,60.22585740004787,22.348548149410732,23.16948758519277,0.9080811163317154,1.0434276393229882,1.169325622911027,0.5161944555324993,0.18056715836747372,-0.12965773733968078,-0.18755326749148438,-0.020267610708522454,-0.049859506252385444,-0.10775503640418904,-0.20083476907599618,0.07979823108729533,0.07979823108729533
59,60,1.7995854989150066,1.7995860951981044,60.020402438251374,22.5082623353179,23.391618292587832,60.19642937726248,22.374355681359702,23.197052189069268,59.99435775594629,22.455376959187504,23.27807346689707,0.9219055129240424,0.9255642883632946,1.0092762608949104,0.5073703745717888,0.1760269390111091,-0.13390665395819923,-0.1945661035185644,-0.026044682305084166,-0.05288537613039779,-0.11354482569076296,-0.20207162131619327,0.08102127782780144,0.08102127782780144
60,61,1.8295785905635902,1.8295791967847395,59.879360096775926,22.574828480772183,23.466338371144044,60.00268189466245,22.4552698991603,23.31087469313104,59.80058656322554,22.53705939949134,23.392664193462082,0.9427343459949951,0.7672243004350352,0.8071379187995308,0.5087579229785286,0.12332179788652553,-0.1195585816118836,-0.1554636780130032,-0.07877353355038963,-0.03776908128084244,-0.07367417768196205,-0.20209533143691516,0.08178950033104115,0.08178950033104115
