matlab_row,python_frame,time_s,python_time_s,matlab_FL_mm,matlab_ANG_deg,matlab_PEN_deg,python_normal_FL_mm,python_normal_ANG_deg,python_normal_PEN_deg,python_adaptive_FL_mm,python_adaptive_ANG_deg,python_adaptive_PEN_deg,combined_confidence,r_scale,r_scale_theta,r_scale_length,delta_normal_FL_mm,delta_normal_ANG_deg,delta_normal_PEN_deg,delta_adaptive_FL_mm,delta_adaptive_ANG_deg,delta_adaptive_PEN_deg,delta_adaptive_minus_normal_FL_mm,delta_adaptive_minus_normal_ANG_deg,delta_adaptive_minus_normal_PEN_deg
144,145,4.348998289044599,4.3489997300620855,46.78205120574857,29.532355274722555,30.557256158265357,47.12514409563528,29.107544115248345,30.080263817602287,46.81133458549652,29.330759881569094,30.303479583923036,0.9659101636227484,0.6227360059497766,0.6766797666269917,0.5000430234833085,0.34309288988670517,-0.4248111594742099,-0.4769923406630703,0.029283379747944593,-0.2015953931534611,-0.2537765743423215,-0.3138095101387606,0.2232157663207488,0.2232157663207488
145,146,4.378991380693183,4.378992831648721,46.81798899836311,29.53697610811296,30.57317166186439,47.13756357968725,29.123440967428053,30.08491685488309,46.823632367305365,29.34666259660534,30.30813848406038,0.9666643136251437,0.6186857869502731,0.669717065846616,0.5003109471041212,0.3195745813241402,-0.4135351406849068,-0.4882548069812991,0.005643368942251925,-0.19031351150761822,-0.2650331778040105,-0.31393121238188826,0.2232216291772886,0.2232216291772886
146,147,4.408984472341766,4.408985933235356,46.87305473003398,29.55348504151059,30.584523152009123,47.174196073970236,29.114130951063345,30.061988057004527,46.85988463510237,29.337354171604375,30.285211277545557,0.966415460653458,0.6200172593005453,0.6682250286618381,0.500113443272632,0.30114134393625847,-0.43935409044724594,-0.5225350950045957,-0.01317009493160981,-0.2161308699062161,-0.2993118744635659,-0.3143114388678683,0.22322322054102983,0.22322322054102983
147,148,4.438977563990349,4.43897903482199,46.91799097048531,29.529668792841537,30.550426564759196,47.19248592907396,29.105348846241696,30.0532253230906,46.878111223367526,29.328573006835484,30.276449483684388,0.9663275400326565,0.620488855537727,0.6730733733572036,0.5000704642204431,0.27449495858864736,-0.42431994659984085,-0.4972012416685949,-0.03987974711778719,-0.2010957860060536,-0.27397708107480767,-0.31437470570643455,0.22322416059378725,0.22322416059378725
148,149,4.468970655638933,4.468972136408626,46.97716933104865,29.514803901056535,30.534659257957124,47.183416747181596,29.11919829920447,30.06899342034285,46.869414375712395,29.342423591695905,30.292218712834284,0.9658121928200207,0.6232654825405383,0.6775819378877533,0.5000242750503975,0.20624741613294617,-0.39560560185206484,-0.4656658376142744,-0.10775495533625445,-0.17238030936062998,-0.24244054512283952,-0.3140023714692006,0.22322529249143486,0.22322529249143486
149,150,4.498963747287516,4.498965237995261,47.005466129266566,29.523063406069202,30.543429118466204,47.17364096898331,29.133916557323886,30.07545871855129,46.859816251969974,29.35714191751009,30.298684078737494,0.9668862952910815,0.6175022732767963,0.6679881576107177,0.500247312355226,0.16817483971674108,-0.389146848745316,-0.46797039991491474,-0.1456498772965915,-0.16592148855911049,-0.2447450397287092,-0.3138247170133326,0.22322536018620553,0.22322536018620553
150,151,4.528956838936099,4.528958339581896,47.0471713758191,29.52976753926221,30.548529388751803,47.17229400770735,29.137060127124187,30.073244553417396,46.85849638249789,29.360285487310392,30.2964699136036,0.9660704024526128,0.6218716451877618,0.6749086589299418,0.5002034140828073,0.125122631888253,-0.39270741213802296,-0.47528483533440635,-0.1886749933212073,-0.16948205195181743,-0.2520594751482008,-0.3137976252094603,0.22322536018620553,0.22322536018620553
151,152,4.558949930584683,4.5589514411685315,47.022851632977854,29.5334057910202,30.546227538643784,47.16170156397994,29.143579931948437,30.075283010129937,46.84788725040001,29.36680481010515,30.29850788828665,0.9657927071615086,0.6233708820168008,0.6775819378877533,0.5000710366344526,0.13884993100208476,-0.38982585907176315,-0.47094452851384716,-0.17496438257784774,-0.1666009809150495,-0.2477196503571335,-0.3138143135799325,0.22322487815671366,0.22322487815671366
152,153,4.588943022233266,4.588944542755166,46.98538697476877,29.547780712753895,30.560004674943304,47.18719207644246,29.146372842001682,30.072385382339405,46.873230155167214,29.369597720158367,30.29561026049609,0.9656798782206051,0.6239817727098398,0.6775819378877533,0.500559599219763,0.20180510167368482,-0.4014078707522124,-0.4876192926038989,-0.11215681960155877,-0.17818299259552717,-0.2643944144472137,-0.3139619212752436,0.22322487815668524,0.22322487815668524
153,154,4.61893611388185,4.618937644341801,46.98554279385992,29.554936895540095,30.56520698564444,47.20624349915311,29.13600919352666,30.06181671465592,46.89192630403103,29.359231563656152,30.28503908478541,0.9664639630554704,0.6197573618924367,0.6712825972297176,0.5003723322409368,0.22070070529318997,-0.4189277020134341,-0.5033902709885218,-0.09361648982888937,-0.1957053318839428,-0.28016790085903054,-0.31431719512207934,0.2232223701294913,0.2232223701294913
154,155,4.648929205530433,4.648930745928436,46.976326730681656,29.55142323787914,30.56651674492624,47.21710827829775,29.111841140418022,30.035473212533873,46.90231059158735,29.33504588848632,30.25867796060217,0.964235184089146,0.6318920450732937,0.7123232204291607,0.5024898463006496,0.24078154761609483,-0.4395820974611162,-0.531043532392367,-0.07401613909430438,-0.21637734939281827,-0.3078387843240691,-0.3147976867103992,0.22320474806829793,0.22320474806829793
155,156,4.6789222971790165,4.678923847515072,46.99872079487803,29.517743635899564,30.527819896195936,47.247612785944796,29.07953681664833,29.972928970321277,46.93162173930009,29.302705019297576,30.196097172970525,0.9664857486277327,0.6196406862588422,0.6702370766862721,0.50097225541429,0.2488919910667633,-0.43820681925123495,-0.554890925874659,-0.06709905557794116,-0.2150386166019871,-0.3317227232254112,-0.31599104664470445,0.22316820264924786,0.22316820264924786
156,157,4.7089153888276005,4.708916949101707,47.042068607071194,29.475240084958543,30.472991121999737,47.35153834997144,29.00583307414263,29.894849191394712,47.034271464823846,29.228760821554033,30.117776938806117,0.9626348858675032,0.6408426153741404,0.7141662886920428,0.5074491147885207,0.309469742900248,-0.46940701081591385,-0.5781419306050246,-0.007797142247348177,-0.24647926340450965,-0.3552141831936204,-0.31726688514759616,0.2229277474114042,0.2229277474114042
157,158,4.738908480476184,4.738910050688341,47.11719045691495,29.414245872160738,30.406821300556842,47.4913446469828,28.8970788963384,29.809929394060703,47.173018464024025,29.11938553623429,30.032236033956593,0.9641361233727553,0.6324403925057942,0.7065940133692911,0.5117377900715633,0.37415419006785555,-0.5171669758223381,-0.5968919064961398,0.05582800710907776,-0.29486033592644745,-0.37458526660024916,-0.3183261829587778,0.2223066398958906,0.2223066398958906
158,159,4.768901572124767,4.7689031522749765,47.26033285817953,29.294171921968523,30.304888372334283,47.65756428374412,28.79042101092338,29.69345787320472,47.337598497942125,29.012071315757737,29.915108178039077,0.9359330627769242,0.81621724844031,0.928715430312955,0.5232927098457945,0.39723142556459123,-0.5037509110451417,-0.6114304991295612,0.07726563976259371,-0.28210060621078625,-0.3897801942952057,-0.3199657858019975,0.22165030483435544,0.22165030483435544
159,160,4.798894663773351,4.798896253861612,47.46992617076176,29.139184579719384,30.12624507730666,47.78419334584505,28.685537110429266,29.568830361918856,47.46256822348475,28.906557117322848,29.789850368812438,0.9666508268043862,0.618757820377458,0.6679647707748212,0.506817125201007,0.3142671750832875,-0.453647469290118,-0.5574147153878037,-0.007357947277007781,-0.2326274623965361,-0.3363947084942218,-0.3216251223602953,0.22102000689358192,0.22102000689358192
160,161,4.828887755421934,4.828889355448247,47.636424719784515,28.990621940756064,29.960556196096487,47.844254592980256,28.62467033078275,29.52069588877461,47.5219972672204,28.84548040810924,29.7415059661011,0.9632696036485199,0.6372691781526207,0.7430875219241269,0.5137660673306833,0.20782987319574175,-0.36595160997331533,-0.43986030732187587,-0.11442745256411513,-0.14514153264682506,-0.2190502299953856,-0.3222573257598569,0.22081007732649027,0.22081007732649027
161,162,4.858880847070518,4.858882457034881,47.73586201497891,28.894492108077237,29.86334568718652,48.0730678179829,28.50318960003017,29.399428390504767,47.74948849140816,28.72296960974515,29.619208400219748,0.9624627944756199,0.6418167468089404,0.7453814571661392,0.5237111756697894,0.3372058030039895,-0.3913025080470689,-0.4639172966817533,0.01362647642924486,-0.171522498332088,-0.2441372869667724,-0.32357932657474464,0.2197800097149809,0.2197800097149809
162,163,4.888873938719101,4.888875558621517,47.890920134412866,28.775107103741917,29.736035798249013,48.26275717913998,28.39743311800001,29.27828628983727,47.937632521674985,28.616423550954664,29.497276722791923,0.9614595712059925,0.647539879597061,0.7192172339296817,0.5168637513228498,0.37183704472711554,-0.37767398574190736,-0.45774950841174444,0.04671238726211868,-0.15868355278725232,-0.2387590754570894,-0.32512465746499686,0.21899043295465503,0.21899043295465503
163,164,4.918867030367684,4.918868660208152,48.15555286601102,28.620243802773476,29.56077080913191,48.425160332568915,28.29491147407225,29.147086910050945,48.09822850467022,28.513129507533165,29.36530494351186,0.9626150712077578,0.640954663143126,0.7097283157991858,0.5151555422886431,0.26960746655789336,-0.32533232870122575,-0.41368389908096503,-0.057324361340803875,-0.10711429524031146,-0.19546586562005075,-0.32693182789869724,0.21821803346091428,0.21821803346091428
164,165,4.948860122016268,4.948861761794787,48.34542447864083,28.49641162981677,29.40501476658033,48.63757229880773,28.179586686789463,29.026477232126524,48.30923213756115,28.396736843464055,29.243627388801116,0.9599278844052308,0.6564220663213971,0.7844133621433458,0.5297756427609538,0.2921478201669032,-0.31682494302730646,-0.37853753445380534,-0.03619234107967628,-0.09967478635271476,-0.16138737777921364,-0.3283401612465795,0.2171501566745917,0.2171501566745917
165,166,4.978853213664851,4.9788548633814225,48.616612838717735,28.339350459332685,29.24220559548019,48.779561855089284,28.089516720049858,28.953119857438395,48.45018372210872,28.30604027005853,29.16964340744707,0.9643093110079596,0.63148221422243,0.6736725349690881,0.509914056069136,0.1629490163715488,-0.2498337392828276,-0.2890857380417948,-0.1664291166090166,-0.033310189274153856,-0.07256218803312109,-0.3293781329805654,0.21652355000867374,0.21652355000867374
166,167,5.008846305313435,5.008847964968057,48.7656370876063,28.22069345930742,29.129217492106903,48.84095013365915,28.04449573809748,28.912423585322415,48.51079228782186,28.26086981421855,29.128797661443485,0.9659237459661161,0.6226626610751712,0.6699058569222411,0.501907785221544,0.07531304605284816,-0.17619772120993815,-0.2167939067844884,-0.2548447997844434,0.04017635491113225,-0.00041983066341799713,-0.3301578458372916,0.2163740761210704,0.2163740761210704
167,168,5.038839396962018,5.038841066554692,48.911563812279034,28.17310562412021,29.077332003971712,48.8631621260649,28.01523776592566,28.872708413630704,48.53234247643568,28.23154785180739,29.089018499512434,0.9655529110760941,0.6246704136969956,0.6766860038731023,0.5022664722600576,-0.04840168621413454,-0.15786785819454963,-0.20462359034100785,-0.37922133584335427,0.05844222768718055,0.01168649554072232,-0.3308196496292197,0.21631008588173017,0.21631008588173017
168,169,5.068832488610601,5.068834168141327,48.91049402475094,28.140120169577795,29.03732554533424,48.88473551200243,27.90557804422204,28.7906949796768,48.554299453131875,28.120801827427528,29.00591876288229,0.9668783325178948,0.6175446590595868,0.6659134993549836,0.501933040181371,-0.025758512748510043,-0.23454212535575536,-0.24663056565744057,-0.35619457161906354,-0.019318342150267398,-0.03140678245195261,-0.3304360588705535,0.21522378320548796,0.21522378320548796
169,170,5.098825580259185,5.098827269727963,48.919645528198274,28.00847788180002,28.94679613277721,48.9170335517932,27.787055175709582,28.655380850975064,48.5861393613482,28.000933441986888,28.86925911725237,0.9108423348839678,1.0191258332124145,1.1844586268200807,0.5130190085009735,-0.002611976405070493,-0.22142270609043635,-0.29141528180214493,-0.3335061668500714,-0.007544439813131021,-0.0775370155248396,-0.3308941904450009,0.21387826627730533,0.21387826627730533
170,171,5.128818671907768,5.128820371314598,48.94167888743299,27.867655363020635,28.83197053133619,48.9445443135588,27.758620702003867,28.589361441776077,48.61232513503009,27.972435932924412,28.803176672696623,0.9658847875182369,0.6228730764780464,0.704546411468163,0.5042180409904857,0.0028654261258083125,-0.10903466101676784,-0.24260908956011207,-0.329353752402902,0.10478056990377738,-0.02879385863956685,-0.3322191785287103,0.21381523092054522,0.21381523092054522
171,172,5.1588117635563515,5.158813472901232,48.9453978813931,27.83908139306799,28.78224033376856,49.00991960458511,27.719252014996556,28.51666375315574,48.67608819785297,27.93293752873487,28.730349266894052,0.9641913708181642,0.6321344785023962,0.7437855333030629,0.5062480994157941,0.06452172319200855,-0.11982937807143301,-0.2655765806128194,-0.2693096835401292,0.09385613566687923,-0.051891066874507175,-0.33383140673213774,0.21368551373831224,0.21368551373831224
172,173,5.1888048552049355,5.1888065744878675,48.983186606660574,27.79449800990868,28.722654172597498,49.06654695912978,27.607791665892194,28.415478901642302,48.732414259344935,27.820263321947408,28.627950557697517,0.9654821524746521,0.6250547436777064,0.7039556232683013,0.5041813115784864,0.08336035246920659,-0.18670634401648556,-0.30717527095519515,-0.2507723473156389,0.025765312038728894,-0.09470361489998069,-0.3341326997848455,0.21247165605521445,0.21247165605521445
173,174,5.218797946853519,5.218799676074503,48.97733886728205,27.65854274272865,28.62755637196663,49.11890222356638,27.54175241263627,28.347707502884646,48.783897736524345,27.753821463538458,28.559776553786833,0.9612877509026297,0.6485276182197393,0.7825950033469873,0.5164885207935179,0.1415633562843297,-0.11679033009237827,-0.2798488690819845,-0.19344113075770508,0.0952787208098087,-0.0677798181797975,-0.3350044870420348,0.21206905090218697,0.21206905090218697
174,175,5.248791038502103,5.248792777661138,49.06632318574716,27.57240867808868,28.538953449375494,49.11933014564974,27.55010833552882,28.333051425996132,48.783963030904,27.762171457404122,28.545114547871435,0.966368867037684,0.6202671053871485,0.6713475333033407,0.5008680934167768,0.053006959902582196,-0.022300342559862685,-0.20590202337936248,-0.2823601548431611,0.1897627793154406,0.00616109849594082,-0.3353671147457433,0.2120631218753033,0.2120631218753033
175,176,5.278784130150686,5.278785879247772,49.008177190712544,27.595286550133988,28.54163519312786,49.106677990632534,27.578504156154622,28.338313930032513,48.77145100008163,27.79049651413439,28.55030628801228,0.9657136832384663,0.6237986363930561,0.7000585807887358,0.5016742467944038,0.09850079991998939,-0.01678239397936565,-0.20332126309534715,-0.23672619063091105,0.19520996400040147,0.008671094884419972,-0.33522699055090044,0.21199235797976712,0.21199235797976712
176,177,5.308777221799269,5.308778980834408,48.93592749790055,27.6336464727056,28.567659182519456,49.121228888705076,27.57970157644857,28.31483537518153,48.78538787557764,27.79169393442831,28.52682773316127,0.9639442129958279,0.6335048615247061,0.7402874358329671,0.5082084327396801,0.18530139080452557,-0.05394489625702903,-0.25282380733792564,-0.15053962232290985,0.15804746172270967,-0.040831449358186944,-0.3358410131274354,0.2119923579797387,0.2119923579797387
177,178,5.338770313447853,5.338772082421043,48.99305428956028,27.613571526103954,28.53703528723259,49.16406492826681,27.474591619031088,28.205730114270978,48.82811098213479,27.685298182611717,28.416436677851607,0.9162101739532564,0.9729568768662601,1.1193908194854743,0.5061332340465116,0.17101063870653377,-0.13897990707286567,-0.33130517296161344,-0.16494330742548868,0.07172665650776366,-0.1205986093809841,-0.33595394613202245,0.21070656358062934,0.21070656358062934
178,179,5.368763405096436,5.368765184007678,49.08263284247313,27.49180748448889,28.401778194034108,49.221837783510374,27.39171626068392,28.134547412089745,48.88563386401271,27.601668847868154,28.344499999273978,0.9652757431441502,0.6261781197419685,0.7052955216662291,0.5047899477980514,0.13920494103724224,-0.10009122380497004,-0.2672307819443631,-0.19699897846042091,0.10986136337926311,-0.057278194760129963,-0.33620391949766315,0.20995258718423315,0.20995258718423315
179,180,5.39875649674502,5.3987582855943135,49.15047971491927,27.40816439377971,28.337311419809392,49.29546873562794,27.322068713740606,28.06660709244599,48.95859079171025,27.53148308254569,28.276021461251077,0.966375657680951,0.6202306815570318,0.6721582307181442,0.5002964853048778,0.14498902070867103,-0.0860956800391044,-0.27070432736340067,-0.19188892320902085,0.12331868876598051,-0.06128995855831576,-0.3368779439176919,0.2094143688050849,0.2094143688050849
180,181,5.428749588393603,5.428751387180948,49.22161634001255,27.34735962400452,28.27027818186735,49.4090521752406,27.2297226064301,27.963557827612675,49.071453272063046,27.438119548303064,28.171954769485637,0.9190111784859016,0.949440526495728,1.025312891061347,0.5005315837759943,0.18743583522805096,-0.1176370175744168,-0.3067203542546757,-0.1501630679495065,0.09075992429854551,-0.09832341238171338,-0.3375989031775575,0.20839694187296232,0.20839694187296232
181,182,5.458742680042186,5.458744488767583,49.29763320824068,27.258555786465653,28.192321409736035,49.61184962610352,27.064601671063798,27.828977075912803,49.27708034677137,27.269359186333332,28.033734591182338,0.9124809138715636,1.0048807037738188,1.060761046325676,0.5039159264352258,0.3142164178628377,-0.19395411540185492,-0.36334433382323184,-0.020552861469312234,0.01080339986767953,-0.15858681855369738,-0.33476927933214995,0.20475751526953445,0.20475751526953445
182,183,5.48873577169077,5.488737590354218,49.51542466192093,27.060788603093737,28.04951951098586,49.88333327253168,26.90135101689512,27.638873653125614,49.54977965783258,27.102626014944263,27.840148651174758,0.8947527080417255,1.1658110622697055,1.1147065982147746,0.5160269628951011,0.36790861061074764,-0.15943758619861725,-0.41064585786024566,0.0343549959116487,0.04183741185052625,-0.20937085981110215,-0.33355361469909894,0.2012749980491435,0.2012749980491435
183,184,5.518728863339353,5.518730691940854,49.802428729935386,26.86646678521165,27.856279602943957,50.06847623387532,26.73947611660043,27.491199346740643,49.736725228465325,26.937414240132483,27.689137470272698,0.8738842966544182,1.3733500728109704,1.5359939155859137,0.5570867723826264,0.26604750393993726,-0.12699066861122077,-0.3650802562033135,-0.0657035014700611,0.07094745492083376,-0.167142132671259,-0.33175100540999836,0.19793812353205453,0.19793812353205453
184,185,5.548721954987936,5.548723793527489,50.00551692710165,26.69423122715224,27.686262942477597,50.35726726337816,26.61247652184906,27.344079020870595,50.024393471271786,26.808504026610194,27.540106525631728,0.7910545548040159,2.362447219371556,2.2147707246376065,0.5308274822190728,0.35175033627650976,-0.08175470530317952,-0.3421839216070026,0.018876544170133513,0.11427279945795377,-0.14615641684586933,-0.33287379210637624,0.1960275047611333,0.1960275047611333
185,186,5.57871504663652,5.578716895114123,50.18319182097368,26.547101515817367,27.647520172553797,50.52723567780519,26.496536229818105,27.228461895478972,50.193856239776245,26.69105952085482,27.42298518651569,0.8312689681887604,1.8515342466222564,1.70595364734044,0.5322567243370989,0.3440438568315045,-0.050565285999262244,-0.419058277074825,0.010664418802562636,0.14395800503745448,-0.2245349860381083,-0.3333794380289419,0.19452329103671673,0.19452329103671673
186,187,5.608708138285103,5.6087099967007585,50.48930441169747,26.383120042089274,27.435676844850356,50.847014977925134,26.334939742166597,27.145328643335347,50.51648617046357,26.526377745324027,27.336766646492777,0.8198838613807757,1.9906083618439099,1.9278383627322317,0.5436254791860458,0.3577105662276665,-0.04818029992267725,-0.29034820151500895,0.027181758766104736,0.1432577032347524,-0.0989101983575793,-0.33052880746156177,0.19143800315742965,0.19143800315742965
187,188,5.638701229933687,5.638703098287394,50.826321564831474,26.19527937061194,27.28037875118567,51.52292084173876,26.06370240992814,27.05523725718399,51.20614933798067,26.24465287139094,27.23618771864679,0.8271342687028366,1.9015157189069756,1.8630837372460165,0.5773851063283646,0.6965992769072855,-0.1315769606837982,-0.22514149400167938,0.379827773149195,0.04937350077900149,-0.04419103253887968,-0.3167715037580905,0.1809504614627997,0.1809504614627997
188,189,5.6686943215822705,5.668696199874029,51.37262843241151,25.843322010992882,27.35354967150261,52.101774412052585,25.761468190455645,27.231283328341732,51.81027504713574,25.92905132710314,27.398866464989226,0.7012834152046284,3.683637520685321,3.0868859763002474,0.638597879337128,0.7291459796410749,-0.081853820537237,-0.12226634316087726,0.4376466147242297,0.0857293161102568,0.04531679348661655,-0.29149936491684514,0.1675831366474938,0.1675831366474938
189,190,5.698687413230854,5.698689301460663,52.21841574983994,25.559038762797194,27.286722412994454,52.753239977153626,25.547633913964575,27.215626769258762,52.467694348332614,25.710182463652018,27.378175318946205,0.7784393026165703,2.5336382255140713,2.1728112565773667,0.6274161082817585,0.5348242273136847,-0.011404848832619052,-0.071095643735692,0.24927859849267264,0.1511437008548242,0.09145290595175126,-0.2855456288210121,0.16254854968744326,0.16254854968744326
190,191,5.728680504879438,5.728682403047299,53.15522347059255,25.28587791049539,27.085435394557912,53.06618797566645,25.414955606636426,27.13496014241673,52.78093606634338,25.57593251099533,27.295937046775634,0.8285822136534137,1.883943738147483,1.9273470905212675,0.5430787172051533,-0.08903549492610097,0.12907769614103515,0.04952474785881833,-0.3742874042491735,0.29005460049993914,0.21050165221772232,-0.28525190932307254,0.160976904358904,0.160976904358904
191,192,5.758673596528021,5.758675504633934,53.63440502408463,25.102172206515327,26.937098215832336,53.267429578263965,25.329607494978205,27.07730724361457,52.98162272578501,25.490005214023057,27.23770496265942,0.8547682423373006,1.579262286666871,1.6700034029104427,0.515279266979465,-0.366975445820664,0.2274352884628783,0.14020902778223387,-0.6527822982996199,0.3878330075077301,0.30060674682708566,-0.2858068524789559,0.16039771904485178,0.16039771904485178
192,193,5.788666688176605,5.788668606220569,53.93656072706495,24.992401432588302,26.816610042769867,53.58271164745332,25.205032471769186,26.958362047690258,53.2961165231532,25.36418868230507,27.11751825822614,0.8508811520448486,1.6228801926985477,1.7205870606004294,0.5350089605010441,-0.3538490796116278,0.21263103918088433,0.14175200492039153,-0.6404442039117484,0.3717872497167676,0.3009082154562748,-0.2865951243001206,0.15915621053588325,0.15915621053588325
193,194,5.818659779825188,5.8186617078072045,54.31380592527895,24.818599082506807,26.640480928551522,53.82278199871413,25.08008512994971,26.868468734656062,53.53596532279649,25.238070487425233,27.026454092131587,0.9437852991013079,0.7599019079879259,0.8458579326426773,0.5287735042431768,-0.4910239265648215,0.2614860474429008,0.22798780610454017,-0.7778406024824562,0.4194714049184256,0.38597316358006495,-0.2868166759176347,0.15798535747552478,0.15798535747552478
194,195,5.848652871473771,5.848654809393839,54.55334219603277,24.69349573495229,26.557762668267983,53.91095453934315,25.031394073785123,26.81808098297836,53.62338841513602,25.189216089290994,26.97590299848423,0.9677928648797528,0.61271007903316,0.6922823603260337,0.5097176548793535,-0.6423876566896212,0.33789833883283293,0.2603183147103749,-0.9299537808967528,0.49572035433870454,0.4181403302162465,-0.2875661242071317,0.1578220155058716,0.1578220155058716
195,196,5.878645963122355,5.878647910980474,54.675660628256956,24.63634466253863,26.49411522689557,53.99510363533354,24.975958493838164,26.768284435166407,53.70693950539547,25.13356035551243,26.925886296840673,0.9685460912448546,0.6087793715071866,0.6918410278610367,0.5065642343801642,-0.6805569929234139,0.33961383129953404,0.27416920827083757,-0.9687211228614885,0.49721569297379986,0.4317710699451034,-0.2881641299380746,0.15760186167426582,0.15760186167426582
196,197,5.908639054770938,5.908641012567109,54.84664761935747,24.545304404261543,26.399179568601145,54.06652705739104,24.922998745756644,26.71499364929926,53.77765697898444,25.08039598223729,26.872390885779907,0.9660071040060959,0.6222128465206543,0.7353524702002838,0.5133379638415956,-0.7801205619664273,0.3776943414951006,0.31581408069811445,-1.0689906403730305,0.5350915779757486,0.4732113171787624,-0.28887007840660317,0.15739723648064796,0.15739723648064796
197,198,5.938632146419521,5.938634114153745,54.94796673467668,24.48917222913647,26.33242684474871,54.15818220840054,24.85691081984396,26.64577456466361,53.86856161233827,25.013973982134758,26.802837726954408,0.9713257169930049,0.5946833166335589,0.6469868954634284,0.5043164160697033,-0.7897845262761436,0.36773859070748927,0.3133477199149013,-1.0794051223384145,0.524801752998286,0.47041088220569804,-0.28962059606227086,0.15706316229079675,0.15706316229079675
198,199,5.968625238068105,5.96862721574038,55.04891721071528,24.420836589050957,26.265114843639463,54.2126720320039,24.792820729809648,26.573962011616857,53.92237669530668,24.949553551093885,26.730694832901094,0.8542002538651988,1.585599821023282,1.773053565909123,0.5127050016814678,-0.8362451787113798,0.37198414075869124,0.30884716797739387,-1.1265405154085997,0.5287169620429282,0.4655799892616308,-0.29029533669721985,0.15673282128423693,0.15673282128423693
199,200,5.998618329716688,5.998620317327014,55.13216620135958,24.340860866237993,26.183413077368563,54.371888899744036,24.764749624440356,26.42828720071381,54.07839029153267,24.921423742046017,26.584961318319472,0.9672957304720725,0.6153297342587553,0.6976078602028845,0.515149713729057,-0.7602773016155453,0.42388875820236294,0.24487412334524805,-1.0537759098269106,0.5805628758080239,0.401548240950909,-0.2934986082113653,0.15667411760566097,0.15667411760566097
200,201,6.028611421365272,6.0286134189136495,55.387214190301066,24.256226776347948,26.015371266477235,54.61934427844538,24.740450041613798,26.253733278611236,54.32146670377128,24.897079736023016,26.410362973020455,0.8357510776041468,1.7980409833039264,1.8142749431933092,0.5296496690501803,-0.7678699118556835,0.48422326526585024,0.23836201213400088,-1.0657474865297871,0.640852959675069,0.3949917065432196,-0.2978775746741036,0.1566296944092187,0.1566296944092187
201,202,6.058604513013855,6.058606520500285,55.8776008698053,24.194350963466977,25.704195590577623,54.58273267585453,24.681697961367206,26.113069494244826,54.28262126107443,24.838069024554358,26.269440557431977,0.9093002748971086,1.0326520067293568,1.0673709247975958,0.5170506884063053,-1.2948681939507694,0.48734699790022873,0.4088739036672031,-1.594979608730867,0.6437180610873803,0.5652449668543547,-0.3001114147800976,0.15637106318715155,0.15637106318715155
202,203,6.088597604662438,6.08859962208692,55.90748061197742,24.08698215496433,25.50609427340072,54.70320720257296,24.58797972022427,25.927627605374852,54.40030134432765,24.743675875503783,26.083323760654366,0.8437955033525263,1.7038570182366293,1.83291771899843,0.5255960533157449,-1.2042734094044576,0.5009975652599401,0.4215333319741319,-1.507179267649768,0.6566937205394545,0.5772294872536463,-0.30290585824531036,0.15569615527951441,0.15569615527951441
203,204,6.118590696311022,6.1185927236735544,56.12595053266383,23.946600787559433,25.27388409442709,54.827977394847515,24.440876899865373,25.836978681965377,54.526440381077975,24.59484544743924,25.990947229539245,0.8814903795207965,1.2955454978857166,1.2875790914506886,0.528729352648536,-1.2979731378163137,0.4942761123059398,0.5630945875382878,-1.5995101515858536,0.6482446598798077,0.7170631351121557,-0.3015370137695399,0.1539685475738679,0.1539685475738679
204,205,6.1485837879596055,6.14858582526019,56.37094809160968,23.750151861183483,25.15521042867468,55.115356409605575,24.388729905580334,25.66439364858988,54.809964467798046,24.542506891704278,25.818170634713823,0.8148329929516013,2.053745993251077,1.9852822678744901,0.5268293893181097,-1.255591682004102,0.6385780443968514,0.5091832199152009,-1.5609836238116301,0.7923550305207954,0.6629602060391449,-0.30539194180752816,0.15377698612394397,0.15377698612394397
205,206,6.178576879608189,6.178578926846825,56.80854219785709,23.65946014809624,24.939336533437007,55.30209290908623,24.412449636690553,25.600910991158713,54.99471728419543,24.56619050469743,25.75465185916559,0.868568602716433,1.429144582234914,1.36986627530505,0.5247299088467023,-1.5064492887708667,0.7529894885943129,0.6615744577217058,-1.8138249136616622,0.9067303566011908,0.8153153257285837,-0.3073756248907955,0.15374086800687792,0.15374086800687792
206,207,6.208569971256773,6.20857202843346,57.101152672018664,23.643827012385152,24.82471031653827,55.664966951963905,24.34274798777321,25.513521902440488,55.35497234926954,24.496151571546477,25.666925486213756,0.8511413939716292,1.6199420030318208,1.5237531140569436,0.5502632002478939,-1.436185720054759,0.6989209753880559,0.6888115859022186,-1.746180322749126,0.8523245591613247,0.8422151696754874,-0.30999460269436696,0.1534035837732688,0.1534035837732688
207,208,6.238563062905356,6.2385651300200955,57.32644925745655,23.57644082250227,24.73581311551212,56.255960658758845,24.205090943376945,25.41490283150648,55.944159770114425,24.357112703135044,25.56692459126458,0.8022179203960559,2.2152009947852216,2.045527072847527,0.5679289309151728,-1.0704885986977075,0.6286501208746742,0.6790897159943619,-1.3822894873421276,0.7806718806327737,0.8311114757524614,-0.3118008886444201,0.1520217597580995,0.1520217597580995
