Frame,Time,FL,PEN,ANG,FL_px,TimTrackAlpha,RawTimTrackAlpha,FascicleCandidateIdx,FascicleRawRejected,FascicleSelectionReason,SuperApoRejected,DeepApoRejected,SuperApoSoftDownweighted,DeepApoSoftDownweighted,SuperApoGateReason,DeepApoGateReason,speckle_zncc,speckle_confidence,forward_backward_error,valid_patch_fraction,n_valid_patches,n_total_patches,motion_consistency,motion_spread_px,n_motion_points,feature_reliability,feature_peak_score,feature_peak_count_score,feature_mask_score,feature_mask_density,geometry_stability,geometry_alpha_score,geometry_pennation_score,geometry_length_score,geometry_angle_jump_deg,geometry_angle_jump_score,geometry_length_jump_px,geometry_length_jump_score,confidence_theta,confidence_length,combined_confidence,r_scale,r_scale_theta,r_scale_length,R_t_x_variance,R_t_alpha_variance,R_t_length_variance,R_t_theta_variance,kalman_measurement_r_scale,kalman_measurement_r_scale_theta,kalman_measurement_r_scale_length,detection_success,fixed_ANG_deg,fixed_PEN_deg,fixed_FL_px,fixed_FL_mm,delta_vs_fixed_ANG_deg,delta_vs_fixed_PEN_deg,delta_vs_fixed_FL_px,delta_vs_fixed_FL_mm
23,0.92,76.24396753039747,11.989032252048062,12.019561922368723,1154.9382063776184,9.0,9.0,1,False,candidate persistence disabled,False,False,False,False,,,0.9981808066368103,1.0,0.0,1.0,144.0,144.0,1.0,0.0,144.0,0.8952586206896551,0.7672413793103449,1.0,1.0,nan,0.9749811816006813,1.0,1.0,1.0,1.0,0.8824969025845955,0.1011327278799854,0.9983158742693029,0.9500649538278371,0.995954805746436,0.9690285282948395,0.6062863211901535,0.7175919353726872,0.5050169951802143,50.501699518021425,2.192452979100388,50.501699518021425,2.192452979100388,0.601993457578626,0.7175919353726872,0.5050169951802143,True,12.020720716575994,11.990191046255333,1154.8282210528025,76.23670678043892,-0.0011587942072708302,-0.0011587942072708302,0.10998532481585244,0.007260749958547308
24,0.96,76.2468636568671,11.989101519399735,12.021175990168274,1154.9820766957382,9.0,9.0,1,False,candidate persistence disabled,False,False,False,False,,,0.9982881546020508,1.0,0.0,1.0,144.0,144.0,1.0,0.0,144.0,0.8947761194029851,0.7661691542288557,1.0,1.0,nan,0.9997449978772477,1.0,1.0,1.0,0.0,1.0,0.0765103923965853,0.9987256394812677,0.9618338000420272,0.9997704951630756,0.972550098474463,0.5886841070553211,0.6453961789517693,0.5000677988575419,50.00677988575419,1.9718738540559568,50.00677988575419,1.9718738540559568,0.5681037287322444,0.6453961789517693,0.5000677988575419,True,12.022334812289074,11.990260341520536,1154.8720851161056,76.23960249399292,-0.001158822120800096,-0.001158822120800096,0.10999157963260586,0.007261162874186766
25,1.0,76.27401426930817,11.987497975209193,12.022900574232779,1155.3933522451414,8.5,8.5,4,False,candidate persistence disabled,False,False,False,False,,,0.9982403516769409,1.0,0.0,1.0,144.0,144.0,1.0,0.0,144.0,0.8920685279187817,0.7601522842639594,1.0,1.0,nan,0.987182495298667,1.0,1.0,1.0,0.5,0.9394130628134758,0.1201072964663581,0.9980002139674643,0.9548277573954831,0.99776717458209,0.9699719409767172,0.6014671594645478,0.6872156237707009,0.5020573906531194,50.20573906531194,2.099644473899911,50.20573906531194,2.099644473899911,0.5873854636321654,0.6872156237707009,0.5020573906531194,True,12.024059435225297,11.988656836201711,1155.2833025314453,76.26674926867746,-0.0011588609925183846,-0.0011588609925183846,0.1100497136960712,0.007265000630710006
26,1.04,76.28038917034097,11.988693346910589,12.024387583568569,1155.4899187933304,8.0,8.0,4,False,candidate persistence disabled,False,False,False,False,,,0.9982127547264099,1.0,0.0,1.0,144.0,144.0,1.0,0.0,144.0,0.8880681818181817,0.7512626262626263,1.0,1.0,nan,0.9874066037565589,1.0,1.0,1.0,0.5,0.9394130628134758,0.05200954621705023,0.9991335498146438,0.9533269447559476,0.9979710325043647,0.9689156744245567,0.6068677793241665,0.696622836878869,0.5017821622732114,50.17821622732114,2.1283862578963038,50.17821622732114,2.1283862578963038,0.5912300004042229,0.696622836878869,0.5017821622732114,True,12.025546487562622,11.989852250904642,1155.3798670171857,76.27312403355641,-0.001158903994053162,-0.001158903994053162,0.11005177614470085,0.007265136784553761
27,1.08,76.26680525035762,11.99252086455207,12.029197277433497,1155.2841505379615,8.0,8.0,3,False,candidate persistence disabled,False,False,False,False,,,0.9951061010360718,1.0,0.0,1.0,144.0,144.0,1.0,0.0,144.0,0.8903409090909091,0.7563131313131313,1.0,1.0,nan,0.9997348382759877,1.0,1.0,1.0,0.0,1.0,0.07955906567940474,0.998674894300925,0.9601624443345337,0.999761351284098,0.9713411913966262,0.5946066815787595,0.655050666114179,0.5000718907913505,50.00718907913505,2.0013711325195427,50.00718907913505,2.0013711325195427,0.5723394317779015,0.655050666114179,0.5000718907913505,True,12.03047895277885,11.993802539897423,1155.1625029684997,76.25877461002987,-0.0012816753453535057,-0.0012816753453535057,0.12164756946185662,0.008030640327746141
28,1.12,76.24555840880444,11.995270130038072,12.034076202741659,1154.9623048907654,9.0,9.0,3,False,candidate persistence disabled,False,False,False,False,,,0.9950993061065674,1.0,0.0,1.0,144.0,144.0,1.0,0.0,144.0,0.8880890052356021,0.7513089005235603,1.0,1.0,nan,0.9749172194586596,1.0,1.0,1.0,1.0,0.8824969025845955,0.12081441242617075,0.9979884523387847,0.9473950072439822,0.9958960012775827,0.9670730584973973,0.6165095968559021,0.7352746083065866,0.5051267889161523,50.512678891615224,2.2464787102176853,50.512678891615224,2.2464787102176853,0.609431621976976,0.7352746083065866,0.5051267889161523,True,12.035357942266131,11.996551869562545,1154.840713653438,76.23753148727775,-0.001281739524472414,-0.001281739524472414,0.12159123732749322,0.008026921526692377
29,1.16,76.25132863721447,12.000007604434357,12.029824309170777,1155.0497119010001,9.0,9.0,3,False,candidate persistence disabled,False,False,False,False,,,0.9983678460121155,1.0,0.0,1.0,144.0,144.0,1.0,0.0,144.0,0.8880859375000001,0.7513020833333334,1.0,1.0,nan,0.9998540146727108,1.0,1.0,1.0,0.0,1.0,0.043798795255270306,0.9992702864496024,0.9593106096147251,0.9998686122463613,0.9707429328886441,0.5975844892126112,0.6600502608209022,0.5000293674976444,50.00293674976444,2.0166463547854634,50.00293674976444,2.0166463547854634,0.5744950081897413,0.6600502608209022,0.5000293674976444,True,12.031106092648884,12.001289387912463,1154.9281567852834,76.24330410027848,-0.0012817834781060355,-0.0012817834781060355,0.1215551157167738,0.008024536935991478
30,1.2,76.22885442648503,12.00632557673411,12.024046304449286,1154.7092741526724,9.0,9.0,2,False,candidate persistence disabled,False,False,False,False,,,0.9984040856361389,1.0,0.0,1.0,144.0,144.0,1.0,0.0,144.0,0.8886658031088082,0.7525906735751295,1.0,1.0,nan,0.9999041301314266,1.0,1.0,1.0,0.0,1.0,0.02876233931488059,0.9995207425586392,0.9595297929415871,0.999913716704673,0.9709086524779721,0.5967565487546675,0.6587587792975811,0.5000156287662704,50.001562876627034,2.012700501475688,50.001562876627034,2.012700501475688,0.5739248079982087,0.6587587792975811,0.5000156287662704,True,12.025460328019705,12.007739600304529,1154.5752922397457,76.22000952676447,-0.0014140235704189763,-0.0014140235704189763,0.13398191292662887,0.008844899720557464
31,1.24,76.23994130283266,12.006104819416432,12.018253296807302,1154.8772173683526,8.0,8.0,2,False,candidate persistence disabled,False,False,False,False,,,0.998384952545166,1.0,0.0,1.0,144.0,144.0,1.0,0.0,144.0,0.8913985148514851,0.7586633663366337,1.0,1.0,nan,0.975195012193876,1.0,1.0,1.0,1.0,0.8824969025845955,0.03534464327549358,0.9994110960840951,0.9486291945096214,0.9961513910223191,0.9680141312041192,0.6115505815011261,0.7270435530806557,0.5046557568859604,50.46557568859604,2.221330432120246,50.46557568859604,2.221330432120246,0.6057282514205329,0.7270435530806557,0.5046557568859604,True,12.019799992607517,12.007651515216647,1154.73064212727,76.23026504668306,-0.0015466958002150477,-0.0015466958002150477,0.1465752410827008,0.009676256149603546
32,1.28,76.2165318670721,12.0112931864725,12.011807651625134,1154.52261289766,8.0,8.0,2,False,candidate persistence disabled,False,False,False,False,,,0.9982996582984924,1.0,0.0,1.0,144.0,144.0,1.0,0.0,144.0,0.8913985148514851,0.7586633663366337,1.0,1.0,nan,0.9999478556599114,1.0,1.0,1.0,0.0,1.0,0.015643709895584834,0.9997393054884613,0.9605614808627916,0.9999530699715615,0.9716605703243547,0.5930296249827437,0.6527268907839415,0.5000062691814148,50.00062691814148,1.9942713200852056,50.00062691814148,1.9942713200852056,0.5712858631676994,0.6527268907839415,0.5000062691814148,True,12.013516030774099,12.013001565621465,1154.3608396884608,76.20585230755856,-0.0017083791489653777,-0.0017083791489653777,0.16177320919928206,0.010679559513548043
33,1.32,76.22645307228551,12.008922870659028,12.011530852429502,1154.6728986097685,8.5,8.5,3,False,candidate persistence disabled,False,False,False,False,,,0.9983582496643066,1.0,0.0,1.0,144.0,144.0,1.0,0.0,144.0,0.8886306532663315,0.7525125628140703,1.0,1.0,nan,0.9872636192020241,1.0,1.0,1.0,0.5,0.9394130628134758,0.09545514633464336,0.9984103457353807,0.9535382326961532,0.9978409686293821,0.9690480066927066,0.6061860694942076,0.6952891879070777,0.5019562440787428,50.195624407874284,2.1243115707138744,50.195624407874284,2.1243115707138744,0.5907662391423497,0.6952891879070777,0.5019562440787428,True,12.01323921562954,12.010631233859066,1154.5110728712389,76.21577004501539,-0.0017083632000378657,-0.0017083632000378657,0.16182573852961468,0.010683027270118828
