cluster_id,frame_coverage,n_candidates,cluster_score,mean_score,median_alpha_deg,alpha_std_deg,median_length_mm,length_std_mm,median_x_mid,x_mid_std,mean_mask_support,mean_hough_score,hough_peak_fraction
a12.00_x500_l75,11,33,1.1281268451376372,0.6915283196064418,12.0,0.05749595745760669,76.47853919415361,0.22515553196524588,511.9999996704017,1.101322951806706e-05,0.3421997220643297,0.8461435964224866,0.18181818181818182
a11.75_x500_l80,11,19,1.124609213881262,0.6868733405823616,11.8,0.044536177141512964,77.75912560090536,0.1373403158269502,511.9999969872891,8.792068489520326e-06,0.34352326518041565,0.8130338897298923,0.0
a12.25_x500_l75,11,22,1.1240156473376768,0.6859080934129169,12.2,0.0,75.09341941906466,0.18924460752399905,511.99998366167347,1.2448857512700824e-05,0.329507060175211,0.8461435964224866,0.0
a12.50_x500_l75,11,30,1.116181278273929,0.6780287426881362,12.4,0.0,73.8977533823649,0.1847464414207125,512.000013602115,5.248997117108415e-06,0.32197455012432563,0.8729484741773841,0.0
a11.50_x500_l80,11,33,1.1123134204862584,0.6743535504576623,11.6,1.7763568394002505e-15,78.93041099790803,0.20401299714039603,512.0000027877411,9.321209858212025e-06,0.3412476005761901,0.740297283388449,0.0
a12.75_x500_l70,11,22,1.0964510900496764,0.6582346317656217,12.7,0.0,72.17559567682102,0.17835417159453182,512.0000050193185,5.8122000252515514e-06,0.3140305935704299,0.8729484741773839,0.0
a11.25_x500_l80,11,22,1.0831602913605494,0.645282322838495,11.3,1.7763568394002505e-15,81.00325138738282,0.2122031477945507,511.99999931387333,1.4303764648374761e-05,0.3417425651680236,0.740297283388449,0.0
a13.00_x500_l70,11,33,1.0777804531391086,0.6395235855218797,12.9,0.0,71.07246505668242,0.1743132382770943,512.0000084140103,9.92044499849266e-06,0.31314898635374144,0.7602882330846796,0.0
a13.25_x500_l70,11,22,1.0501854524300385,0.6118710289175253,13.2,0.0,69.48113369917186,0.16855764874868745,511.9999952279495,1.147775293495907e-05,0.3086531528033592,0.7602882330846796,0.0
a11.00_x500_l85,11,27,1.0489600967268697,0.6121634639525948,11.0,0.04979295977319674,82.83730151450462,0.22075080302610636,512.0000029138861,9.228741373999082e-06,0.3415815894846424,0.7671610360013207,0.0
a13.50_x500_l70,11,27,1.0311450348095161,0.5927941463607158,13.4,0.0,68.46027795734307,0.16491115511995172,511.99999570534163,9.34777622634469e-06,0.30836363636363634,0.7589468295791758,0.0
a10.75_x500_l85,11,22,1.0164810201146672,0.5787534875358742,10.8,1.7763568394002505e-15,84.71636390897467,0.22724674212068638,511.999993393245,5.1985871114581364e-06,0.34678950061902153,0.7671610360013207,0.0
a13.75_x500_l65,11,22,1.0070462774017843,0.568643341925887,13.7,0.0,66.98552870280344,0.1597064524102587,512.0000020782799,1.3727023651220755e-06,0.3192727272727273,0.7589468295791758,0.0
a14.00_x500_l65,11,33,0.9925805272151985,0.5541445496144062,13.9,0.0,66.03815040710093,0.15640223992076116,511.9999921093515,9.451963732555561e-06,0.32545454545454544,0.7702762582876594,0.0
a10.50_x500_l85,11,22,0.9875584439125468,0.5498965534099127,10.6,1.7763568394002505e-15,86.30059612593261,0.2338109497365899,512.0000139139028,9.128606601081651e-06,0.34481845913791537,0.7593541478837863,0.0
a14.25_x500_l65,11,22,0.9733035938567399,0.534820362793124,14.2,0.0,64.66773479558199,0.15167689363840886,512.0000027910953,9.272133262346203e-06,0.34018181818181814,0.7702762582876594,0.0
a41.25_x500_l25,11,22,0.9679924304000238,0.528391191349043,41.3,7.105427357601002e-15,23.999926851832065,0.03987609490191137,512.00000207898,4.0020871289035445e-06,0.6236363636363637,0.7766760696375431,0.0
a41.50_x500_l25,11,33,0.9677812368879227,0.5287366458875078,41.4,0.028747978728803858,23.95232758247943,0.0380449425008972,512.0000021104732,2.740990146483187e-06,0.6270909090909091,0.7766760696375431,0.0
a45.00_x500_l20,11,33,0.9675602040043626,0.5290428055361696,45.0,0.05142594772265873,22.399501747762752,0.045408257735373526,511.9999933058735,4.43167061956518e-06,0.641090909090909,0.6700042792182974,0.0
a44.50_x500_l25,11,33,0.9668962334030894,0.5289290167201959,44.6,0.08907235428302593,22.603897489034967,0.025133623144588484,511.9999970830419,1.7401549867659141e-06,0.6292727272727272,0.7221793434701703,0.0
a42.75_x500_l25,11,22,0.9661625191225,0.5274380719874058,42.7,0.038569460791991306,23.356648295712066,0.05041636490660599,512.0000022499759,3.495855597483932e-06,0.625090909090909,0.762784214452984,0.0
a43.25_x500_l25,11,22,0.9661281793716557,0.5274147096356429,43.2,0.04810456929208073,23.128152760589423,0.03244388781455918,512.0000015865711,4.882537384484503e-06,0.6429090909090909,0.7080660760181758,0.0
a43.50_x500_l25,11,33,0.9660920312240014,0.5281552447716518,43.5,0.07925270806437701,23.015333025974712,0.04781593863627325,511.9999979715335,3.999269964319019e-06,0.6463636363636364,0.6975990656509776,0.0
a41.75_x500_l25,11,22,0.9660236846522702,0.5264184640522374,41.7,7.105427357601002e-15,23.81108911089776,0.039477939996698796,511.9999992966081,4.198967635753059e-06,0.6254545454545455,0.7766760696375431,0.0
a43.75_x500_l25,11,22,0.9657874431546266,0.5272523230529172,43.8,0.04810456929208073,22.92608158447689,0.05027885124490628,511.9999973021935,2.5481955590866943e-06,0.636909090909091,0.6981077358442455,0.0
a45.25_x500_l20,11,22,0.9653644358347822,0.5266583461723596,45.2,0.04810456929208073,22.321638705797223,0.03318189517359496,511.999994109462,4.9576986726725774e-06,0.6489090909090908,0.6818008829447462,0.0
a44.00_x500_l25,11,33,0.9647556019487139,0.5267570789108507,44.0,0.07496555682941308,22.806994946994745,0.050216582554836416,512.0000012551905,4.5325498238063375e-06,0.628,0.6976602039947923,0.0
a42.50_x500_l25,11,33,0.9647242001079048,0.52643325915858,42.6,0.061657545301139684,23.449080640367512,0.04759081446524242,511.99999602279155,2.9104750106732786e-06,0.6194545454545455,0.777169241190952,0.0
