metric,key,unit,n_valid,mean_delta,mean_abs_delta,median_abs_delta,rmse_delta,max_abs_delta
ANG,ANG_deg,deg,753,-0.03213526240465071,0.03213526240465071,0.035780380953809754,0.03678951281258633,0.051659137404669764
PEN,PEN_deg,deg,753,-0.03213526240465071,0.03213526240465071,0.035780380953809754,0.03678951281258633,0.051659137404669764
FL,FL_mm,mm,753,0.19651356621635957,0.19651356621635957,0.22215420907319583,0.22471681074474872,0.3140835421387038
