frame,candidate_source,alpha_deg,segment_angle_deg,x_sup,y_sup,x_deep,y_deep,x_mid,y_mid,peak_weight,peak_weight_norm,score,raw_mask_support,mask_support_score,inside_muscle_score,visible_fraction,hough_score,length_score,phi_score,pennation_score,boundary_score,length_mm,phi_deg,pennation_deep_deg,outside_px,alpha_bin,xmid_bin,length_bin,cluster_id
0,hough_peak,12.0,12.0,1078.5878244164053,210.03607732822712,-54.58783847230741,450.9,511.9999929720489,330.4680386641136,166.0,0.8341708542713567,0.691987406963837,0.10199556541019955,0.34146341463414637,1.0,0.902,0.8341708542713567,0.9982125387873402,1.0,1.0,0.8371979084397363,76.47853919415361,11.94292338223359,12.0,54.58783847230741,12.0,500.0,75.0,a12.00_x500_l75
0,grid_scan,12.1,12.099999999999994,1073.7536773902737,210.04089298577907,-49.753678049470324,450.9,511.9999996704017,330.47044649288955,,,0.6911140615570776,0.0967032967032967,0.3384615384615385,1.0,0.91,0.8341708542713567,0.9998341132921995,1.0,1.0,0.850476424250398,75.85427676928217,12.042923382233589,12.1,49.753678049470324,12.0,500.0,75.0,a12.00_x500_l75
0,grid_scan,11.9,11.900000000000006,1083.5022280350436,210.0311817210452,-59.50222875352881,450.9,511.9999996407574,330.4655908605226,,,0.6884226966715585,0.1029082774049217,0.33557046979865773,1.0,0.894,0.8341708542713567,0.9903619274797002,1.0,1.0,0.823911505654504,77.11339879503983,11.84292338223359,11.9,59.50222875352881,12.0,500.0,75.0,a12.00_x500_l75
0,grid_scan,11.8,11.800000000000011,1088.49892382069,210.0262041364445,-64.49890403218775,450.9,512.0000098942511,330.46310206822227,,,0.6867332536565758,0.10835214446952596,0.34085778781038373,1.0,0.886,0.8341708542713567,0.9761139376391998,1.0,1.0,0.810618749780518,77.75912560090536,11.74292338223359,11.8,64.49892382068992,11.75,500.0,80.0,a11.75_x500_l80
0,grid_scan,12.2,12.200000000000017,1068.9977697824663,210.04563070316004,-44.99780815096013,450.9,511.9999808157531,330.47281535158004,,,0.685728862044525,0.08932461873638345,0.32461873638344224,1.0,0.918,0.8341708542713567,0.9955018067689377,1.0,1.0,0.8637453908915882,75.24035035078467,12.142923382233588,12.2,44.99780815096013,12.25,500.0,75.0,a12.25_x500_l75
0,grid_scan,12.3,12.300000000000011,1064.3182634427308,210.05029231148978,-40.31823990255545,450.9,512.0000117700877,330.4751461557449,,,0.6833426368510164,0.08423326133909287,0.32397408207343414,1.0,0.926,0.8592964824120602,0.9855806542442742,1.0,1.0,0.8770034549181787,74.63650731779181,12.24292338223359,12.3,40.31826344273077,12.25,500.0,75.0,a12.25_x500_l75
0,grid_scan,11.7,11.699999999999989,1093.5800003352958,210.02114249385122,-69.58000656676269,450.9,511.9999968842666,330.4605712469256,,,0.6784835941229381,0.12072892938496584,0.3348519362186788,1.0,0.878,0.7286432160804021,0.9554221845824897,1.0,1.0,0.7973214016244581,78.41599888986177,11.642923382233588,11.7,69.58000656676269,11.75,500.0,80.0,a11.75_x500_l80
0,grid_scan,12.4,12.400000000000006,1059.713228187667,210.05487973356924,-35.71319949684774,450.9,512.0000143454097,330.4774398667846,,,0.677197938255619,0.07725321888412018,0.31759656652360513,1.0,0.932,0.8592964824120602,0.9705077514319296,1.0,1.0,0.8902490730877809,74.0425031705138,12.34292338223359,12.4,35.71322818766703,12.5,500.0,75.0,a12.50_x500_l75
0,hough_peak,12.5,12.5,1055.1808649568277,210.0593947615779,-31.180901119239387,450.9,511.99998191879416,330.47969738078893,171.0,0.8592964824120602,0.670903804652212,0.07446808510638298,0.3127659574468085,1.0,0.94,0.8592964824120602,0.950774361652873,1.0,1.0,0.9034808819486184,73.458101273178,12.44292338223359,12.5,31.180901119239387,12.5,500.0,75.0,a12.50_x500_l75
0,grid_scan,11.6,11.599999999999994,1098.747673847352,210.01599458547358,-74.7476974178779,450.9,511.999988214737,330.45799729273676,,,0.6706654823519347,0.11926605504587157,0.33256880733944955,1.0,0.872,0.7286432160804021,0.9283746139698076,1.0,1.0,0.7840211142663804,79.08430761227052,11.542923382233589,11.6,74.7476974178779,11.5,500.0,80.0,a11.50_x500_l80
0,grid_scan,12.6,12.599999999999994,1050.7195335545932,210.0638390294379,-26.719514602298663,450.9,512.0000094761473,330.4819195147189,,,0.6664518172368679,0.08016877637130802,0.3143459915611814,1.0,0.948,0.8592964824120602,0.926908626861016,1.0,1.0,0.9166975851630275,72.8830725503479,12.542923382233589,12.6,26.719533554593227,12.5,500.0,75.0,a12.50_x500_l75
0,grid_scan,11.5,11.5,1104.0042118239187,210.01075815251716,-80.0042389521483,450.9,511.9999864358852,330.45537907625857,,,0.661074220789068,0.1111111111111111,0.3333333333333333,1.0,0.864,0.7286432160804021,0.8952021175266947,1.0,1.0,0.7707197462491153,79.76435078602094,11.44292338223359,11.5,80.0042389521483,11.5,500.0,80.0,a11.50_x500_l80
0,grid_scan,12.7,12.699999999999989,1046.327470945207,210.0682142934419,-22.32744137637138,450.9,512.0000147844179,330.48410714672093,,,0.6580492367282192,0.0794979079497908,0.3075313807531381,1.0,0.956,0.8592964824120602,0.8994594178739534,1.0,1.0,0.9298978203308003,72.31719510503024,12.642923382233588,12.7,22.327470945207097,12.75,500.0,70.0,a12.75_x500_l70
0,grid_scan,11.4,11.400000000000006,1109.3519704081602,210.00543084785036,-85.3519642386776,450.9,512.0000030847414,330.45271542392516,,,0.654699787514645,0.1261682242990654,0.338785046728972,1.0,0.856,0.7286432160804021,0.8562824487222178,1.0,1.0,0.7574191762287849,80.45643795055494,11.34292338223359,11.4,85.35197040816024,11.5,500.0,80.0,a11.50_x500_l80
