Frame,Time,FL,PEN,ANG,FL_px,TimTrackAlpha,RawTimTrackAlpha,FascicleCandidateIdx,FascicleRawRejected,FascicleSelectionReason,SuperApoRejected,DeepApoRejected,SuperApoSoftDownweighted,DeepApoSoftDownweighted,SuperApoGateReason,DeepApoGateReason,speckle_zncc,speckle_confidence,forward_backward_error,valid_patch_fraction,n_valid_patches,n_total_patches,motion_consistency,motion_spread_px,n_motion_points,feature_reliability,feature_peak_score,feature_peak_count_score,feature_mask_score,feature_mask_density,geometry_stability,geometry_alpha_score,geometry_pennation_score,geometry_length_score,geometry_angle_jump_deg,geometry_angle_jump_score,geometry_length_jump_px,geometry_length_jump_score,confidence_theta,confidence_length,combined_confidence,r_scale,r_scale_theta,r_scale_length,R_t_x_variance,R_t_alpha_variance,R_t_length_variance,R_t_theta_variance,kalman_measurement_r_scale,kalman_measurement_r_scale_theta,kalman_measurement_r_scale_length,detection_success,fixed_ANG_deg,fixed_PEN_deg,fixed_FL_px,fixed_FL_mm,delta_vs_fixed_ANG_deg,delta_vs_fixed_PEN_deg,delta_vs_fixed_FL_px,delta_vs_fixed_FL_mm
0,0.0,27.19510185999156,42.63940437316561,44.499998843899334,429.1140332937524,13.0,13.0,9,False,candidate persistence disabled,False,False,False,False,,,nan,1.0,nan,nan,0.0,0.0,1.0,nan,0.0,0.8996153846153845,0.7769230769230769,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan,1.0,nan,1.0,0.963651287184965,1.0,0.9738996695155006,0.5822249505612693,0.6351350994644678,0.5,50.0,1.9405232588475032,50.0,1.9405232588475032,0.5635313209860069,0.6351350994644678,0.5,True,44.499998843899334,42.63940437316561,429.1140332937524,27.19510185999156,0.0,0.0,0.0,0.0
1,0.09090909090909091,27.16878155174822,42.63908940641594,44.48724525660003,428.6987227100311,10.0,10.0,2,False,candidate persistence disabled,False,False,False,False,,,0.9733914732933044,1.0,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.8978316326530611,0.7729591836734694,1.0,1.0,nan,0.9270604778608407,1.0,1.0,1.0,3.0,0.6872892787909722,0.2209425400540681,0.9963243959632645,0.9275389860491903,0.9881578491788905,0.9624206563260139,0.6420556127016087,0.8803568321218547,0.5251293059125238,52.512930591252385,2.689747284094694,52.512930591252385,2.689747284094694,0.6799273286223299,0.8803568321218547,0.5251293059125238,True,44.48717664907548,42.63902079889139,428.69927850153425,27.168816775034735,6.860752455395414e-05,6.860752455395414e-05,-0.0005557915031317862,-3.522328651328621e-05
2,0.18181818181818182,27.047222695984544,42.97411221919269,44.546684392334356,426.78063425616637,8.0,8.0,0,False,candidate persistence disabled,False,False,False,False,,,0.9517450928688049,1.0,0.0,1.0,180.0,180.0,0.7810625833675966,0.7413,180.0,0.8948863636363635,0.7664141414141414,1.0,1.0,nan,0.9485871805910935,1.0,1.0,1.0,2.0,0.7788007830714049,0.8344738980066495,0.9861883697054696,0.8819274453469866,0.9900464461073681,0.9071414646874358,1.0517817789758968,1.291148576794202,0.5193643030065146,51.93643030065146,3.9448360608783664,51.93643030065146,3.9448360608783664,0.8188873430848556,1.291148576794202,0.5193643030065146,True,44.541984888879256,42.96941271573759,426.81820580748797,27.04960379304955,0.0046995034551002846,0.0046995034551002846,-0.03757155132160506,-0.002381097065004667
3,0.2727272727272727,27.136099606357543,42.74578939099027,44.61036532795137,428.18303126402435,10.0,10.0,2,False,candidate persistence disabled,False,False,False,False,,,0.9620689153671265,1.0,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.9005681818181819,0.7790404040404041,1.0,1.0,nan,0.9477453405399544,1.0,1.0,1.0,2.0,0.7788007830714049,1.1008322809569222,0.9818200806422249,0.9402069291019228,0.989255640594671,0.9663465452855768,0.6203868612954561,0.7851089821086716,0.5217172785804822,52.17172785804822,2.398737279354529,52.17172785804822,2.398737279354529,0.6400038449375353,0.7851089821086716,0.5217172785804822,True,44.59830149294652,42.733725555985416,428.2805996869718,27.14228300516184,0.012063835004852308,0.012063835004852308,-0.09756842294746093,-0.006183398804296303
4,0.36363636363636365,27.2280983597779,42.52559275064194,44.55068740678112,429.63468812272816,8.0,8.0,0,False,candidate persistence disabled,False,False,False,False,,,0.9707671403884888,1.0,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.897110552763819,0.7713567839195979,1.0,1.0,nan,0.9506102033166517,1.0,1.0,1.0,2.0,0.7788007830714049,0.19535439168043922,0.996749388187727,0.9389419131182452,0.9919465410945478,0.9658548435679913,0.623034886075382,0.7942045602739272,0.514093156730975,51.4093156730975,2.4265269275683123,51.4093156730975,2.4265269275683123,0.6389797567070173,0.7942045602739272,0.514093156730975,True,44.53739974461075,42.51230508847157,429.74335755944645,27.23498528532992,0.01328766217037014,0.01328766217037014,-0.10866943671828722,-0.006886925552020529
5,0.45454545454545453,27.537443628530585,41.93071960140023,43.92672434734257,434.5158757953544,10.5,10.5,2,False,candidate persistence disabled,False,False,False,False,,,0.9217901229858398,1.0,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.8957162921348314,0.7682584269662921,1.0,1.0,nan,0.9326644902857859,1.0,1.0,1.0,2.5,0.7316156289466418,2.1629237792967047,0.9645932880397643,0.9325840065800245,0.9842613955356964,0.9627231933696146,0.6403436161723347,0.8413335826594706,0.5385020579096987,53.85020579096987,2.5705198578645665,53.85020579096987,2.5705198578645665,0.673097218572967,0.8413335826594706,0.5385020579096987,True,43.86722409330858,41.871219347366235,435.0190483107611,27.569332186694485,0.05950025403399195,0.05950025403399195,-0.5031725154066748,-0.03188855816389946
6,0.5454545454545454,27.566837364480268,42.0299015863503,43.608490365320705,434.97968227976753,12.0,12.0,1,False,candidate persistence disabled,False,False,False,False,,,0.9690017700195312,1.0,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.893252840909091,0.7627840909090909,1.0,1.0,nan,0.9594019398482427,1.0,1.0,1.0,1.5,0.8290291181804004,1.1835503931758922,0.9804674415275917,0.9434046675295263,0.9908663166489489,0.9661480693524226,0.621453427403385,0.762546077776165,0.5170217237636584,51.70217237636584,2.3298010157449474,51.70217237636584,2.3298010157449474,0.6278956024539825,0.762546077776165,0.5170217237636584,True,43.5294051832976,41.95081640432719,435.6472062336599,27.6091416950582,0.07908518202310688,0.07908518202310688,-0.6675239538923847,-0.042304330577930926
7,0.6363636363636364,27.429223255208516,42.41471701093666,43.6827549686528,432.80825649244207,10.5,10.5,1,False,candidate persistence disabled,False,False,False,False,,,0.9509425163269043,1.0,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.8887499999999999,0.7527777777777778,1.0,1.0,nan,0.9597466976561981,1.0,1.0,1.0,1.5,0.8290291181804004,1.075765783398424,0.9822303461798303,0.9417374542382474,0.9911867688737287,0.964980189028653,0.6277924827437474,0.7742324204891702,0.5161338253283607,51.61338253283607,2.3655062064430696,51.61338253283607,2.3655062064430696,0.6321451897153939,0.7742324204891702,0.5161338253283607,True,43.59155650222135,42.32351854450521,433.56416380202523,27.477128880953348,0.09119846643145024,0.09119846643145024,-0.755907309583165,-0.04790562574483204
8,0.7272727272727273,27.326239258860376,42.663624185888914,43.741199301219325,431.18326246722484,9.0,9.0,0,False,candidate persistence disabled,False,False,False,False,,,0.932115912437439,1.0,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.8875,0.75,1.0,1.0,nan,0.9573224417783602,1.0,1.0,1.0,1.5,0.8290291181804004,1.834504355794536,0.9698876173522287,0.9412736583305295,0.9889331797722323,0.9642748204111997,0.6316728519876544,0.7775134475018051,0.5227022495982214,52.270224959822144,2.3755307023909293,52.270224959822144,2.3755307023909293,0.6375013945883273,0.7775134475018051,0.5227022495982214,True,43.61755296372141,42.539977848391,432.19631117379345,27.39044122063916,0.12364633749791665,0.12364633749791665,-1.0130487065686111,-0.06420196177878523
9,0.8181818181818182,27.24916068846445,42.856033566859274,43.79049887595028,429.9670325595968,10.5,10.5,0,False,candidate persistence disabled,False,False,False,False,,,0.9602411985397339,1.0,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.8893342391304349,0.7540760869565217,1.0,1.0,nan,0.961288610107706,1.0,1.0,1.0,1.5,0.8290291181804004,0.5941777220865561,0.9901459108319924,0.9419540830180848,0.9926198349890115,0.9653711652542708,0.6256583718132243,0.7727043878844091,0.5123632804135294,51.23632804135294,2.3608376204803094,51.23632804135294,2.3608376204803094,0.6292101039926045,0.7727043878844091,0.5123632804135294,True,43.66453875105847,42.73007344196747,430.98929610281226,27.313946640515727,0.12596012489180453,0.12596012489180453,-1.0222635432154448,-0.06478595205127746
10,0.9090909090909091,27.304905050911565,42.43583540588073,43.7808707779339,430.8466280222732,10.5,10.5,0,False,candidate persistence disabled,False,False,False,False,,,0.9564456939697266,1.0,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.8894508670520231,0.7543352601156069,1.0,1.0,nan,0.9989148243783866,1.0,1.0,1.0,0.0,1.0,0.3257294552985286,0.994585885181068,0.9598263910815816,0.9990232889271746,0.970978826085257,0.5964066684403754,0.6570167133727086,0.5005952285834508,50.05952285834508,2.007377981198488,50.05952285834508,2.007377981198488,0.5734975429885979,0.6570167133727086,0.5005952285834508,True,43.65483875058513,42.30980337853196,431.88680886856025,27.370826512045006,0.12603202734877073,0.12603202734877073,-1.0401808462870576,-0.065921461133442
11,1.0,27.376392749903076,42.58685107869259,43.486870668596424,431.97463905172503,10.5,10.5,0,False,candidate persistence disabled,False,False,False,False,,,0.9641867876052856,1.0,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.8887857142857143,0.7528571428571429,1.0,1.0,nan,0.9948909360219313,1.0,1.0,1.0,0.0,1.0,1.5366479608928216,0.9747143752650079,0.9595751065514413,0.9954006655993223,0.9702096445491633,0.6002647185522556,0.6584922158249615,0.5060824296057146,50.60824296057146,2.011886072200698,50.60824296057146,2.011886072200698,0.5772792569122392,0.6584922158249615,0.5060824296057146,True,43.33354017838013,42.4335205884763,433.23768755450965,27.45643844876705,0.15333049021629108,0.15333049021629108,-1.2630485027846134,-0.08004569886397306
12,1.0909090909090908,27.422303012835048,42.38844606587662,43.45891749247724,432.6990613465096,10.5,10.5,0,False,candidate persistence disabled,False,False,False,False,,,0.9455868601799011,1.0,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.9052933673469388,0.7895408163265306,1.0,1.0,nan,0.9995744084430379,1.0,1.0,1.0,0.0,1.0,0.127704644025755,0.9978738527262209,0.9657756880232953,0.999616959446694,0.9753704722942694,0.5753735095193646,0.6234629644526546,0.5001461846409754,50.01461846409754,1.9048614768267491,50.01461846409754,1.9048614768267491,0.5584108012350292,0.6234629644526546,0.5001461846409754,True,43.3051644026535,42.234692976052884,433.9766278321592,27.50326878886309,0.1537530898237378,0.1537530898237378,-1.2775664856495723,-0.08096577602804089
13,1.1818181818181819,27.504141452954606,42.119031002883446,43.533858849672214,433.9903976797571,10.0,10.0,1,False,candidate persistence disabled,False,False,False,False,,,0.8972064256668091,0.9937920570373535,0.0,1.0,180.0,180.0,0.6100587591368638,1.4826,180.0,0.89375,0.7638888888888888,1.0,1.0,nan,0.9865751275038485,1.0,1.0,1.0,0.5,0.9394130628134758,0.3047402443945657,0.9949338722590736,0.8433605841635824,0.9972146655289116,0.8556967593553281,1.5689286999497367,1.7088883535447004,0.5028664913947015,50.28664913947015,5.221153105257766,50.28664913947015,5.221153105257766,0.9270073842922135,1.7088883535447004,0.5028664913947015,True,43.371968462234065,41.9571406154453,435.3527258108598,27.59047899826324,0.16189038743814876,0.16189038743814876,-1.3623281311026858,-0.08633754530863413
