Frame,Time,FL,PEN,ANG,FL_px,TimTrackAlpha,RawTimTrackAlpha,FascicleCandidateIdx,FascicleRawRejected,FascicleSelectionReason,SuperApoRejected,DeepApoRejected,SuperApoSoftDownweighted,DeepApoSoftDownweighted,SuperApoGateReason,DeepApoGateReason,speckle_zncc,speckle_confidence,forward_backward_error,valid_patch_fraction,n_valid_patches,n_total_patches,motion_consistency,motion_spread_px,n_motion_points,feature_reliability,feature_peak_score,feature_peak_count_score,feature_mask_score,feature_mask_density,geometry_stability,geometry_alpha_score,geometry_pennation_score,geometry_length_score,geometry_angle_jump_deg,geometry_angle_jump_score,geometry_length_jump_px,geometry_length_jump_score,confidence_theta,confidence_length,combined_confidence,r_scale,r_scale_theta,r_scale_length,R_t_x_variance,R_t_alpha_variance,R_t_length_variance,R_t_theta_variance,kalman_measurement_r_scale,kalman_measurement_r_scale_theta,kalman_measurement_r_scale_length,detection_success,fixed_ANG_deg,fixed_PEN_deg,fixed_FL_px,fixed_FL_mm,delta_vs_fixed_ANG_deg,delta_vs_fixed_PEN_deg,delta_vs_fixed_FL_px,delta_vs_fixed_FL_mm
14,1.2727272727272727,27.586609929623048,41.999332792916846,43.63774935299895,435.2916754181152,10.5,10.5,5,False,candidate persistence disabled,False,False,False,False,,,0.8720338344573975,0.9378529654608831,0.0,1.0,180.0,180.0,0.6100587591368638,1.4826,180.0,0.8911885245901638,0.7581967213114754,1.0,1.0,nan,0.9861761374515289,1.0,1.0,1.0,0.5,0.9394130628134758,0.42609058333925987,0.9929236464137748,0.8328079885835694,0.9968516945899024,0.8378680909312723,1.7730262414456142,1.8330851644231847,0.5034446880217124,50.344468802171235,5.600610641752907,50.344468802171235,5.600610641752907,0.9606544585438926,1.8330851644231847,0.5034446880217124,True,43.43090944074126,41.792492880659154,437.0469676442682,27.6978515744555,0.20683991225769205,0.20683991225769205,-1.755292226153017,-0.11124164483245025
15,1.3636363636363635,28.001322095010984,41.39944000310768,43.742807681539574,441.8354571204889,12.0,12.0,6,False,candidate persistence disabled,False,False,False,False,,,0.8723587989807129,0.9385751088460286,0.0,1.0,180.0,180.0,0.6100587591368638,1.4826,180.0,0.9008783783783783,0.7797297297297298,1.0,1.0,nan,0.9631258553096455,1.0,1.0,1.0,1.5,0.8290291181804004,0.021355455424043157,0.9996441390764568,0.8257086971452099,0.9943270857271614,0.8373867318058003,1.7786997458633833,1.9188882290567908,0.5083318979575814,50.83318979575814,5.8627640682322495,50.83318979575814,5.8627640682322495,0.9876396587039732,1.9188882290567908,0.5083318979575814,True,43.48768457876946,41.144316900337564,444.08265588684196,28.14373831682861,0.2551231027701135,0.2551231027701135,-2.2471987663530513,-0.14241622181762637
16,1.4545454545454546,27.529599079077652,42.95260212070667,43.80098136129928,434.3920959223298,9.5,9.5,7,False,candidate persistence disabled,False,False,False,False,,,0.8784123659133911,0.9520274798075358,0.0,1.0,180.0,180.0,0.6100587591368638,1.4826,180.0,0.9107954545454546,0.8017676767676768,1.0,1.0,nan,0.9342397673640881,1.0,1.0,1.0,2.5,0.7316156289466418,1.6566490373421061,0.9727668771920218,0.8209154136728541,0.9857574514231858,0.8400288511592174,1.7476624566547319,1.9778213056424598,0.5331448589675524,53.31448589675524,6.042821832204606,53.31448589675524,6.042821832204606,1.026871589372191,1.9778213056424598,0.5331448589675524,True,43.447007252408554,42.59862801181595,437.30236887634163,27.71403762753815,0.3539741088907249,0.3539741088907249,-2.910272954011816,-0.18443854846049845
17,1.5454545454545454,27.88267805298904,42.171315467998895,43.721843463597565,439.9633617828645,10.5,10.5,6,False,candidate persistence disabled,False,False,False,False,,,0.8690032958984375,0.931118435329861,1.0,1.0,180.0,180.0,0.6100587591368638,1.4826,180.0,0.8993421052631578,0.7763157894736842,1.0,1.0,nan,0.9672664201470318,1.0,1.0,1.0,1.0,0.8824969025845955,2.4843928292448254,0.9594389934564288,0.8290656946375993,0.9888593434172113,0.8352332769448205,1.8041840000883453,1.8780927835666428,0.5229298277313593,52.29298277313593,5.738122065459253,52.29298277313593,5.738122065459253,0.9910150027996618,1.8780927835666428,0.5229298277313593,True,43.19036712307627,41.6398391274776,444.5346727237028,28.172384883864666,0.5314763405212943,0.5314763405212943,-4.571310940838259,-0.28970683087562676
18,1.6363636363636365,27.997150570892856,41.652441997135355,43.351824275653,441.7696342547196,8.5,8.5,2,False,candidate persistence disabled,False,False,False,False,,,0.8819145560264587,0.9598101245032415,0.0,1.0,180.0,180.0,0.6100587591368638,1.4826,180.0,0.8977272727272727,0.7727272727272727,1.0,1.0,nan,0.9348113945783947,1.0,1.0,1.0,2.0,0.7788007830714049,5.223146120856313,0.9166290306111651,0.8232337498722604,0.9770969120457238,0.8394647908750176,1.754267180488734,1.9492177174702654,0.5675889458014368,56.75889458014368,5.955429514914253,56.75889458014368,5.955429514914253,1.051833841153835,1.9492177174702654,0.5675889458014368,True,42.521744934958235,40.82236265644059,449.13639809185884,28.464019229071553,0.8300793406947662,0.8300793406947662,-7.366763837139217,-0.46686865817869716
19,1.7272727272727273,27.616245213593643,42.82503499581405,43.37673431563093,435.7592933111423,11.5,11.5,6,False,candidate persistence disabled,False,False,False,False,,,0.8727716207504272,0.939492490556505,0.0,1.0,180.0,180.0,0.6100587591368638,1.4826,180.0,0.889375,0.7541666666666667,1.0,1.0,nan,0.9245710643297751,1.0,1.0,1.0,3.0,0.6872892787909722,1.0276089769467944,0.9830190139130193,0.8068917171680189,0.9857693990545061,0.8298848766552467,1.8681981471229379,2.1547636200649114,0.5331031614273124,53.31031614273124,6.583432289571219,53.31031614273124,6.583432289571219,1.0717795006367516,2.1547636200649114,0.5331031614273124,True,42.54649676920039,41.99479744938351,442.73367910172095,28.058246913071567,0.8302375464305385,0.8302375464305385,-6.974385790578651,-0.4420016994779239
20,1.8181818181818181,27.700110567594045,43.05199823294327,43.33575308112873,437.08261250641493,9.0,9.0,0,False,candidate persistence disabled,False,False,False,False,,,0.85584557056427,0.9018790456983777,0.0,1.0,180.0,180.0,0.8148882183362806,0.6141129916906356,180.0,0.888157894736842,0.7514619883040936,1.0,1.0,nan,0.9297541410039624,1.0,1.0,1.0,2.5,0.7316156289466418,3.1005276891484073,0.949637010622373,0.865374372415109,0.981496743582912,0.8799422626004665,1.3111848723474504,1.4632216214935143,0.5490802608581971,54.90802608581971,4.470569476873276,54.90802608581971,4.470569476873276,0.8963403982991132,1.4632216214935143,0.5490802608581971,True,42.37343147860585,42.08967663042039,445.15301251286473,28.211572168002803,0.9623216025228771,0.9623216025228771,-8.070400006449802,-0.511461600408758
21,1.9090909090909092,28.807568521535973,41.29682398889847,41.490911760255415,454.5572942254197,8.0,8.0,0,False,candidate persistence disabled,False,False,False,False,,,0.8167705535888672,0.815045674641927,1.0,1.0,180.0,180.0,0.5046296266263863,2.0517915942192078,180.0,0.8894176136363636,0.7542613636363636,1.0,1.0,nan,0.9530397089007676,1.0,1.0,1.0,1.0,0.8824969025845955,6.929612680171658,0.8909263234423594,0.7668985178879534,0.9757597915841646,0.7564843508948778,2.8432839872053095,2.694583773088259,0.5735934454103457,57.359344541034574,8.2327405444916,57.359344541034574,8.2327405444916,1.2432198479563072,2.694583773088259,0.5735934454103457,True,39.8608686102925,39.66678083893555,469.974067467939,29.784606525780635,1.6300431499629155,1.6300431499629155,-15.416773242519298,-0.9770380042446618
22,2.0,29.573673871238,40.292990977121846,40.41572790231788,466.6457415579961,10.0,10.0,8,False,candidate persistence disabled,False,False,False,False,,,0.8286437392234802,0.8414305316077337,1.0,1.0,180.0,180.0,0.6100587591368638,1.4826,180.0,0.8881502890173409,0.7514450867052023,1.0,1.0,nan,0.932220826593503,1.0,1.0,1.0,2.0,0.7788007830714049,6.0556661870911626,0.9039983265213665,0.7988393866086384,0.9746595986233764,0.7991876160447963,2.2547705990740017,2.2593370077729222,0.5786601636676338,57.86601636676338,6.902934536061731,57.86601636676338,6.902934536061731,1.1434108284856417,2.2593370077729222,0.5786601636676338,True,38.40660522846375,38.28386830326771,487.09652370866473,30.86974219003663,2.0091226738541366,2.0091226738541366,-20.45078215066866,-1.2960683187986284
23,2.090909090909091,29.520456690166764,41.49355386520239,40.54691630866563,465.8060227245249,7.5,7.5,1,False,candidate persistence disabled,False,False,False,False,,,0.8650566339492798,0.9223480754428439,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.8919999999999999,0.76,1.0,1.0,nan,0.9352968886214653,1.0,1.0,1.0,2.5,0.7316156289466418,1.3173816472141766,0.9782829256167721,0.9162942592801517,0.9867612682535344,0.9352911675769366,0.8209814664682908,0.9722451182335226,0.5297032646501109,52.970326465011084,2.9704928397499772,52.970326465011084,2.9704928397499772,0.7176359893207906,0.9722451182335226,0.5297032646501109,True,38.50850468992408,39.45514224646084,485.64313144938666,30.777633455604878,2.0384116187415486,2.0384116187415486,-19.837108724861764,-1.257176765438114
24,2.1818181818181817,29.4734028906488,41.82246320480476,40.688480975547805,465.0635564599416,9.0,9.0,8,False,candidate persistence disabled,False,False,False,False,,,0.8747908473014832,0.9439796606699625,0.0,1.0,180.0,180.0,1.0,0.0,180.0,0.8989406779661018,0.7754237288135594,1.0,1.0,nan,0.9595565740239098,1.0,1.0,1.0,1.5,0.8290291181804004,1.1352009864897354,0.9812578435982965,0.9346636813646785,0.9910100504684101,0.9483753754115759,0.7287283363336149,0.8256616374606891,0.5166215106370963,51.66215106370963,2.5226374873338533,51.66215106370963,2.5226374873338533,0.6531114471665916,0.8256616374606891,0.5166215106370963,True,38.62444174336812,39.75842397262508,484.8943172898207,30.73017735824239,2.064039232179681,2.064039232179681,-19.830760829879125,-1.2567744675935906
25,2.272727272727273,29.496852898334897,41.33094103835211,40.79795727706522,465.4335763050871,10.0,10.0,3,False,candidate persistence disabled,False,False,False,False,,,0.8493908643722534,0.8875352541605631,1.0,1.0,180.0,180.0,0.6100587591368638,1.4826,180.0,0.8914473684210527,0.7587719298245614,1.0,1.0,nan,0.9656857839766475,1.0,1.0,1.0,1.0,0.8824969025845955,2.975031920887659,0.9516253463988266,0.8186247218107248,0.9874048949436712,0.8193268434474805,1.9975283735430975,2.0062662620354965,0.5275636865690326,52.75636865690326,6.129729483071536,52.75636865690326,6.129729483071536,1.0288018397332497,2.0062662620354965,0.5275636865690326,True,38.66013295048833,39.19311671177522,486.40798576689804,30.826106097977164,2.13782432657689,2.13782432657689,-20.97440946181092,-1.3292531996422667
26,2.3636363636363638,29.574810067516907,40.76268037785022,40.707768784291204,466.6636697044088,10.5,10.5,4,False,candidate persistence disabled,False,False,False,False,,,0.8610216379165649,0.9133814175923665,0.5,1.0,180.0,180.0,0.6100587591368638,1.4826,180.0,0.8905405405405404,0.7567567567567568,1.0,1.0,nan,0.9763281592831013,1.0,1.0,1.0,0.5,0.9394130628134758,3.4369560922806954,0.9443271633455261,0.8282049155854684,0.987888078741672,0.8287508234321127,1.881902330467563,1.888515432791154,0.5259928660946305,52.59928660946305,5.769966303411189,52.59928660946305,5.769966303411189,0.9966672690310245,1.888515432791154,0.5259928660946305,True,38.4273449003349,38.482256493893914,489.6674107354607,31.032672155359823,2.2804238839563027,2.2804238839563027,-23.003741031051902,-1.4578620878429156
27,2.4545454545454546,29.83102545563444,40.434912476998505,40.57392778689962,470.7065160652377,11.0,11.0,6,False,candidate persistence disabled,False,False,False,False,,,0.8526782989501953,0.8948406643337673,0.0,1.0,180.0,180.0,0.8148882183362806,0.6141129916906356,180.0,0.8942994505494506,0.7651098901098901,1.0,1.0,nan,0.9798399120382499,1.0,1.0,1.0,0.5,0.9394130628134758,2.359822717326381,0.9614330197540506,0.8880314543115373,0.9910855037000954,0.8859914249261597,1.2506558749759793,1.230598316987299,0.5164126922012064,51.64126922012065,3.7598373297680445,51.64126922012065,3.7598373297680445,0.7971803998428992,1.230598316987299,0.5164126922012064,True,38.17234818555386,38.03333287565275,495.5308313225431,31.40426643506617,2.401579601345759,2.401579601345759,-24.824315257305443,-1.5732409794317306
28,2.5454545454545454,35.85889364225659,33.59373469735209,33.792611585477005,565.8208069784077,9.5,9.5,0,False,candidate persistence disabled,False,False,False,False,,,0.8113195300102234,0.8029322889116075,1.0,1.0,180.0,180.0,0.37217168959961,2.9652,180.0,0.8914244186046512,0.7587209302325582,1.0,1.0,nan,0.9384303095383038,1.0,1.0,1.0,1.5,0.8290291181804004,7.814004899246356,0.8778904942051634,0.7047063434176022,0.971351367467112,0.6961533094474781,3.7660014787125715,3.6290736678238984,0.5945562971328336,59.455629713283365,11.087880147737401,59.455629713283365,11.087880147737401,1.4689072816089,3.6290736678238984,0.5945562971328336,True,30.143433068731838,29.94455618060692,627.2470835599865,39.751783920614145,3.6491785167451667,3.6491785167451702,-61.426276581578804,-3.892890278357555
29,2.6363636363636362,41.665504661600764,28.553341299385835,28.117703698807304,657.4438605380791,10.5,10.5,2,False,candidate persistence disabled,False,False,False,False,,,0.7927423715591431,0.7616497145758734,1.0,1.0,180.0,180.0,0.3510830740368058,3.140197216057777,180.0,0.8916666666666666,0.7592592592592593,1.0,1.0,nan,0.9484347040055362,1.0,1.0,1.0,1.0,0.8824969025845955,8.382699989795185,0.8696089366455874,0.6915852702484379,0.9715154568776525,0.6746345373961107,4.119026704061223,3.8399293386764906,0.5937450830894664,59.37450830894664,11.732105815464397,59.37450830894664,11.732105815464397,1.5099467421899861,3.8399293386764906,0.5937450830894664,True,23.91784840494236,24.353486005520892,762.0946098158973,48.29774589708249,4.1998552938649425,4.1998552938649425,-104.65074927781825,-6.632241235481729
30,2.727272727272727,41.526426190420175,28.860256612440793,28.237891678948984,655.2493284484445,10.5,10.5,0,False,candidate persistence disabled,False,False,False,False,,,0.8516494035720825,0.8925542301601833,1.0,1.0,180.0,180.0,0.6100587591368638,1.4826,180.0,0.8915909090909091,0.759090909090909,1.0,1.0,nan,0.9940239513623004,1.0,1.0,1.0,0.0,1.0,1.7981930033812432,0.9704747605185781,0.829903909307803,0.9946199456014126,0.8245480452415923,1.9330849268243926,1.8679685404505932,0.50769510609065,50.76951060906501,5.707189545336391,50.76951060906501,5.707189545336391,0.9738369916562323,1.8679685404505932,0.50769510609065,True,24.016029847359277,24.638394780851087,758.671324144756,48.08079516767391,4.221861831589706,4.221861831589706,-103.42199569631146,-6.554368977253738
31,2.8181818181818183,42.50485125480003,28.37326600820876,27.756594034300434,670.6879882414206,10.5,10.5,1,False,candidate persistence disabled,False,False,False,False,,,0.8446170687675476,0.8769268194834391,1.0,1.0,180.0,180.0,0.7486410349414457,0.8684870083093643,180.0,0.9020725388601036,0.7823834196891192,1.0,1.0,nan,0.9858842595969037,1.0,1.0,1.0,0.0,1.0,4.264894513642787,0.9313859110110768,0.873968116514521,0.9872868204463108,0.86395244074083,1.4785223362814435,1.3724795398683438,0.5279521927557578,52.795219275575775,4.193325910743244,52.795219275575775,4.193325910743244,0.8512365021460873,1.3724795398683438,0.5279521927557578,True,23.624079102286146,24.24075107619447,776.3071147482216,49.198463397168545,4.132514932014288,4.132514932014288,-105.61912650680097,-6.693612142368515
32,2.909090909090909,44.3093266078913,27.062787672466214,27.256554791897457,699.160972116628,10.5,10.5,1,False,candidate persistence disabled,False,False,False,False,,,0.7706711292266846,0.7126025093926324,1.0,1.0,180.0,180.0,0.49712969531348106,2.0967129916906355,180.0,0.8978940217391305,0.7730978260869565,1.0,1.0,nan,0.9927164719218876,1.0,1.0,1.0,0.0,1.0,2.1930547418888864,0.9641090075772694,0.7556412781265257,0.9934424310896247,0.7251770515422853,3.3094033979184907,2.855463499056449,0.5103549714537833,51.03549714537833,8.724275102070795,51.03549714537833,8.724275102070795,1.207186809300149,2.855463499056449,0.5103549714537833,True,23.186204172621387,22.992437053190145,814.4317135656596,51.614609847223676,4.07035061927607,4.07035061927607,-115.27074144903156,-7.3052832393323754
