variant,FL_RMSE_mm,PEN_RMSE_deg,ANG_RMSE_deg,passes_final_targets,prior_angle_RMSE_vs_MATLAB_final_deg,prior_angle_RMSE_vs_Python_TimTrack_deg,prior_xsup_RMSE_vs_MATLAB_raw_px,prior_length_RMSE_vs_MATLAB_raw_mm,seed_alpha_deg,target_score,seed_xsup,seed_ysup,seed_xdeep,seed_ydeep
calibrated_seed_19.50,2.8446892882852626,1.5233015918305945,1.5348139863954178,False,5.959341149934604,5.991869069343055,44.81952112921437,9.033579666585675,19.5,1.5348139863954178,713.6294338720593,54.965318137016425,-7.629433447268911,310.376478657245
calibrated_seed_15.55,3.0762146956425407,1.349051075765943,1.3441567880712568,False,3.8481550467688326,4.883638752037972,49.30502751753663,6.941223767749479,15.55,1.5381073478212703,803.1128964418882,57.09064201814732,-97.11290457261595,307.5915713226063
calibrated_seed_19.55,2.8891412010579844,1.544952219076589,1.5564449062386487,False,6.061200592817524,6.08332531568973,45.71001082255186,9.170731816918325,19.55,1.5564449062386487,712.7032956029733,54.943321404614835,-6.703295465029075,310.40530195195174
calibrated_seed_15.50,3.129441339935915,1.3720899953799666,1.3669641483128707,False,3.9180552538880336,4.948935882012519,50.65124090533425,7.151330233416289,15.5,1.5647206699679574,804.5012291687724,57.12361634228128,-98.50123713210441,307.54836359408154
calibrated_seed_19.60,2.9338306361691817,1.5666472554555884,1.5781196459896973,False,6.163518485947537,6.175557058761369,46.59801487859305,9.307450317991842,19.6,1.5781196459896973,711.7813342812108,54.921423878990026,-5.781330397423588,310.43399537708115
calibrated_seed_15.45,3.1832009830097316,1.3954027548206127,1.3900512625157888,False,3.9887807279835763,5.014987088586771,52.00887718749634,7.36430678492254,15.45,1.5916004915048658,805.8974821235954,57.15677877994028,-99.89747524521675,307.5049098286743
calibrated_seed_19.65,2.9787993076531607,1.5884112893677549,1.5998624534088104,False,6.26646703555965,6.268709996615432,47.48399414668512,9.443637661163304,19.65,1.5998624534088104,710.8635078165948,54.89962456045714,-4.863520973964776,310.46255947012594
calibrated_seed_15.40,3.237449644418841,1.4189684483201668,1.4133966489661967,False,4.0602158933324155,5.081693490100637,53.37516616214535,7.579917248690424,15.4,1.6187248222094206,807.3017113243914,57.190130661610056,-101.30170253314765,307.4612074239231
calibrated_seed_19.70,3.024011440682128,1.610231718548404,1.621661083941613,False,6.369974891854731,6.362699647389035,48.36584400486149,9.579180270701519,19.7,1.621661083941613,709.9498180853409,54.87792349357832,-3.949807343254135,310.49099609378305
calibrated_seed_19.75,3.06947532489822,1.6321106612548812,1.6435174823550818,False,6.474121000955087,6.457598625382329,49.24716591101663,9.71441391187998,19.75,1.6435174823550818,709.0402034821243,54.85631921516392,-3.0401924740514152,310.51930515565874
