variant,selected_vs_matlab_bias,selected_vs_matlab_mae,selected_vs_matlab_rmse,raw_rejected_fraction
weighted_median_current,1.2303075768942235,1.5438859714928732,2.7930293147742464,0.007876969242310577
weighted_mean,-0.5760437927356581,2.1295337348732137,2.905065726659798,0.0
weighted_q25,-3.383158289572393,3.9739309827456863,6.2062799427420225,0.14591147786946737
weighted_q30,-1.971117779444861,2.875093773443361,5.276542236587671,0.13240810202550637
top_peak,1.6140285071267817,1.9163540885221306,3.2712746459831776,0.0603900975243811
