frame,baseline_alpha_deg,matlab_alpha_deg,baseline_raw_error_deg,localmax_alpha_deg,delta_localmax_deg,mass_below_8deg,mass_below_10deg,gap_to_lower_deg,oracle_high_angle_overweight
633,33.0,33.0,0.0,31.0,2.0,0.19056395134537413,0.098046443051972,0.5,False
634,32.0,33.5,-1.5,31.5,0.5,0.28439006303299963,0.18984056358917317,0.5,False
635,33.0,33.0,0.0,31.5,1.5,0.19089253187613844,0.19089253187613844,1.0,False
636,32.5,32.0,0.5,34.0,-1.5,0.28282097649186255,0.28282097649186255,1.0,False
637,34.0,33.0,1.0,34.0,0.0,0.09438119720896071,0.09438119720896071,1.5,False
638,33.5,33.5,0.0,33.5,0.0,0.1023027557568894,0.1023027557568894,1.5,False
639,34.0,33.5,0.5,32.5,1.5,0.19366852886405958,0.19366852886405958,0.5,False
640,34.5,33.5,1.0,26.5,8.0,0.195357833655706,0.09477756286266925,1.5,False
641,34.5,34.5,0.0,33.0,1.5,0.2978043912175649,0.19880239520958085,1.0,False
642,34.5,24.5,10.0,34.5,0.0,0.29583666933546837,0.19735788630904724,1.5,True
643,33.5,32.5,1.0,32.5,1.0,0.29135705905357845,0.19163081736409857,1.0,False
644,33.5,34.0,-0.5,30.5,3.0,0.301556420233463,0.20389105058365758,1.0,False
645,33.5,33.5,0.0,31.0,2.5,0.3982985305491106,0.29505027068832174,1.5,False
646,33.5,33.5,0.0,25.5,8.0,0.2994328922495274,0.19848771266540643,1.5,False
647,33.5,32.5,1.0,25.5,8.0,0.2966579046188509,0.20015020653398424,1.5,False
648,34.0,32.5,1.5,33.0,1.0,0.29556466641818857,0.29556466641818857,0.5,False
649,33.5,33.0,0.5,25.5,8.0,0.39043674698795183,0.29593373493975905,0.5,False
650,33.5,33.0,0.5,23.5,10.0,0.3865420560747663,0.29158878504672897,1.5,False
651,33.5,33.5,0.0,33.5,0.0,0.38348968105065667,0.2885553470919325,1.5,False
652,33.5,33.5,0.0,30.5,3.0,0.394220081511671,0.20192663949610967,1.5,False
653,32.5,33.0,-0.5,33.0,-0.5,0.2031490015360983,0.2031490015360983,7.0,False
654,33.0,33.0,0.0,33.0,0.0,0.29836829836829837,0.1989121989121989,2.0,False
655,33.0,31.0,2.0,33.0,0.0,0.20076628352490422,0.10344827586206896,1.5,False
656,33.0,33.0,0.0,33.0,0.0,0.296140619029423,0.19946503630110812,1.5,False
657,33.5,33.0,0.5,33.5,0.0,0.3029612756264237,0.10592255125284739,0.5,False
658,33.0,33.0,0.0,33.0,0.0,0.19801980198019803,0.10243716679360244,1.0,False
659,33.0,33.0,0.0,33.5,-0.5,0.2894534257120862,0.19207082371054657,1.0,False
660,33.5,34.0,-0.5,32.5,1.0,0.38848920863309355,0.19424460431654678,1.5,False
661,33.5,32.0,1.5,28.0,5.5,0.30250189537528427,0.10272934040940106,1.5,False
662,33.5,32.0,1.5,32.5,1.0,0.2996240601503759,0.10263157894736842,1.0,False
663,33.5,34.0,-0.5,32.5,1.0,0.39010574018126887,0.1952416918429003,1.0,False
664,32.5,32.5,0.0,33.0,-0.5,0.1958379784466741,0.1958379784466741,7.0,False
665,35.5,32.5,3.0,33.0,2.5,0.09834212509419744,0.09834212509419744,1.5,False
666,34.5,34.0,0.5,32.0,2.5,0.29570284049526585,0.19883466860888566,0.5,False
667,34.0,33.0,1.0,31.0,3.0,0.3000381242851696,0.09912314144109798,1.5,False
668,34.0,33.0,1.0,31.0,3.0,0.29292168674698793,0.09977409638554217,1.5,False
669,35.5,33.0,2.5,34.0,1.5,0.20118782479584263,0.20118782479584263,0.5,False
670,34.5,33.0,1.5,34.5,0.0,0.28884826325411334,0.28884826325411334,1.5,False
671,34.0,35.0,-1.0,34.0,0.0,0.38649155722326456,0.19287054409005627,3.0,False
672,33.5,33.0,0.5,34.0,-0.5,0.29937304075235105,0.10775862068965517,1.5,False
673,34.0,32.0,2.0,35.5,-1.5,0.3004587155963303,0.10779816513761468,1.5,False
674,31.0,33.0,-2.0,27.0,4.0,0.20981971614883005,0.20981971614883005,4.0,False
675,31.0,25.0,6.0,27.0,4.0,0.21707222865971418,0.21707222865971418,4.0,True
676,33.5,25.0,8.5,31.0,2.5,0.4117193523515806,0.3126445643793369,8.0,True
677,34.0,25.0,9.0,27.0,7.0,0.4089333846746246,0.3092029264536003,8.5,True
678,27.0,25.0,2.0,27.0,0.0,0.21044546850998463,0.21044546850998463,2.0,False
679,33.0,24.5,8.5,25.0,8.0,0.4038240917782027,0.21147227533460805,8.0,True
680,33.0,25.0,8.0,33.0,0.0,0.3995510662177329,0.30078563411896747,8.5,True
681,33.0,33.0,0.0,25.5,7.5,0.39613343442001514,0.2971948445792267,7.5,False
682,33.0,33.0,0.0,33.0,0.0,0.29666924864446165,0.19558481797056546,2.5,False
683,34.0,30.5,3.5,33.5,0.5,0.20419847328244273,0.20419847328244273,0.5,False
684,33.0,33.5,-0.5,32.5,0.5,0.2073961113229127,0.09912314144109798,1.0,False
685,35.0,31.5,3.5,35.0,0.0,0.20639199075856757,0.20639199075856757,1.5,False
686,34.0,31.0,3.0,33.0,1.0,0.2026974951830443,0.1048169556840077,1.0,False
687,33.5,24.5,9.0,32.5,1.0,0.10639112131649445,0.0,1.0,True
688,34.0,32.5,1.5,32.5,1.5,0.1978277734678045,0.09619860356865788,1.5,False
689,33.5,34.0,-0.5,29.5,4.0,0.19040247678018576,0.19040247678018576,1.5,False
690,34.5,32.0,2.5,32.0,2.5,0.09650134563629373,0.09650134563629373,1.0,False
691,32.5,34.0,-1.5,32.0,0.5,0.2944507361268403,0.19026047565118911,0.5,False
692,32.0,32.0,0.0,32.0,0.0,0.2984524686809138,0.20007369196757552,1.0,False
693,32.5,31.0,1.5,30.0,2.5,0.3047726418639609,0.21007140172867345,1.0,False
694,32.0,32.0,0.0,31.5,0.5,0.19356060606060604,0.09696969696969697,0.5,False
695,33.0,32.0,1.0,26.0,7.0,0.09426073736221968,0.0,1.5,False
696,31.5,32.0,-0.5,31.5,0.0,0.20560393790230974,0.20560393790230974,1.5,False
697,31.0,32.0,-1.0,31.0,0.0,0.19601203912716328,0.19601203912716328,1.0,False
698,31.5,32.5,-1.0,31.5,0.0,0.2997787610619469,0.09992625368731563,1.5,False
699,31.5,33.5,-2.0,23.5,8.0,0.4952205882352941,0.38455882352941173,8.0,False
700,32.0,31.5,0.5,31.5,0.5,0.4024896265560166,0.2995096190116937,8.5,False
701,32.5,33.5,-1.0,26.5,6.0,0.1032305978462681,0.1032305978462681,0.5,False
702,32.5,31.5,1.0,32.0,0.5,0.1958914159941306,0.1958914159941306,0.5,False
703,31.5,33.5,-2.0,31.5,0.0,0.20080029101491453,0.20080029101491453,1.5,False
704,31.5,31.5,0.0,33.0,-1.5,0.19715142428785606,0.19715142428785606,1.0,False
705,31.0,33.0,-2.0,21.5,9.5,0.40973254086181277,0.30200594353640414,9.5,False
706,32.0,32.0,0.0,33.5,-1.5,0.2938564026646928,0.2938564026646928,1.5,False
707,31.0,31.0,0.0,33.0,-2.0,0.20385779122541603,0.20385779122541603,7.0,False
708,31.0,31.0,0.0,31.0,0.0,0.4011111111111111,0.20814814814814814,8.0,False
709,31.0,32.0,-1.0,23.5,7.5,0.29052098408104193,0.19500723589001445,0.5,False
710,31.0,32.0,-1.0,31.0,0.0,0.28214415067004706,0.09272002897500906,0.5,False
711,32.5,32.5,0.0,32.0,0.5,0.0959409594095941,0.0959409594095941,0.5,False
712,31.5,32.0,-0.5,23.5,8.0,0.19019963702359347,0.19019963702359347,0.5,False
713,31.0,32.5,-1.5,32.5,-1.5,0.1961792799412197,0.1961792799412197,0.5,False
714,30.5,31.5,-1.0,30.0,0.5,0.3037518037518038,0.3037518037518038,0.5,False
715,29.0,31.0,-2.0,13.0,16.0,0.4,0.4,5.5,False
716,21.5,30.0,-8.5,21.5,0.0,0.3168812589413448,0.2013590844062947,3.0,False
717,24.0,30.0,-6.0,18.5,5.5,0.31254355400696865,0.31254355400696865,5.5,False
718,26.5,30.0,-3.5,21.5,5.0,0.3049619703006157,0.2126041289387903,2.5,False
719,30.0,30.0,0.0,28.0,2.0,0.20114942528735633,0.09734195402298851,2.0,False
720,31.0,29.5,1.5,29.0,2.0,0.29775080328454123,0.20171367368796858,2.0,False
721,29.5,30.5,-1.0,29.5,0.0,0.292700467457749,0.19848975188781015,1.5,False
722,29.0,30.5,-1.5,29.0,0.0,0.4093338083363021,0.30032062700391876,8.0,False
723,27.5,21.0,6.5,26.5,1.0,0.293950177935943,0.293950177935943,1.0,True
724,28.5,29.0,-0.5,28.5,0.0,0.49474789915966383,0.3918067226890756,8.5,False
725,26.5,28.5,-2.0,28.0,-1.5,0.39504373177842567,0.39504373177842567,4.5,False
726,28.0,27.0,1.0,23.5,4.5,0.1956600361663653,0.1956600361663653,1.5,False
727,26.5,28.0,-1.5,21.5,5.0,0.2900036616623948,0.2900036616623948,3.5,False
728,29.0,17.0,12.0,29.0,0.0,0.19638989169675092,0.19638989169675092,1.5,False
729,27.0,27.5,-0.5,17.0,10.0,0.3876588021778584,0.3876588021778584,4.0,False
730,27.0,14.0,13.0,27.0,0.0,0.19498709915223,0.19498709915223,4.0,True
731,27.5,28.0,-0.5,29.0,-1.5,0.19526202440775303,0.19526202440775303,1.5,False
732,27.0,27.0,0.0,21.5,5.5,0.1901252763448784,0.1901252763448784,0.5,False
733,27.5,27.0,0.5,22.5,5.0,0.09504437869822485,0.09504437869822485,1.5,False
734,27.0,25.0,2.0,24.5,2.5,0.29571271528032245,0.29571271528032245,3.5,False
735,23.5,26.5,-3.0,21.5,2.0,0.39013933547695606,0.39013933547695606,2.0,False
736,26.5,23.5,3.0,23.5,3.0,0.09603925692253767,0.09603925692253767,1.0,False
737,26.5,25.5,1.0,23.0,3.5,0.09497206703910614,0.09497206703910614,1.0,False
738,26.0,24.5,1.5,24.5,1.5,0.0,0.0,0.5,False
739,25.5,25.5,0.0,22.0,3.5,0.1912007939133311,0.1912007939133311,1.5,False
740,24.5,24.0,0.5,23.0,1.5,0.20131442407471462,0.20131442407471462,0.5,False
741,24.0,24.0,0.0,21.0,3.0,0.09550561797752809,0.09550561797752809,0.5,False
742,24.5,24.5,0.0,24.5,0.0,0.09898209898209898,0.09898209898209898,0.5,False
743,24.5,24.0,0.5,21.5,3.0,0.10575951498821153,0.10575951498821153,3.0,False
744,24.5,23.5,1.0,22.5,2.0,0.1970776906628653,0.1970776906628653,2.0,False
745,25.0,22.5,2.5,25.0,0.0,0.19657509810916873,0.19657509810916873,1.5,False
746,24.5,23.5,1.0,24.5,0.0,0.09799713876967096,0.09799713876967096,0.5,False
747,24.0,24.5,-0.5,24.5,-0.5,0.09351011863224006,0.09351011863224006,1.0,False
748,24.5,23.5,1.0,24.5,0.0,0.0,0.0,1.0,False
749,23.5,20.0,3.5,24.0,-0.5,0.0934386808656819,0.0934386808656819,1.0,False
750,24.0,22.0,2.0,24.0,0.0,0.10081938012112576,0.10081938012112576,1.5,False
751,23.5,23.5,0.0,24.0,-0.5,0.09836065573770492,0.09836065573770492,0.5,False
752,23.5,23.0,0.5,18.5,5.0,0.19176136363636365,0.09765625,3.5,False
753,23.5,22.5,1.0,22.0,1.5,0.09653465346534654,0.09653465346534654,1.0,False
754,22.0,22.0,0.0,23.5,-1.5,0.0,0.0,2.0,False
755,22.0,22.5,-0.5,22.5,-0.5,0.1969974368363237,0.09996338337605273,0.5,False
756,22.5,21.5,1.0,23.5,-1.0,0.19134477825464952,0.09728183118741059,0.5,False
757,23.5,22.0,1.5,20.0,3.5,0.19526424159231298,0.19526424159231298,1.5,False
758,22.0,23.0,-1.0,18.5,3.5,0.09636048526863085,0.09636048526863085,1.0,False
759,23.0,21.0,2.0,21.0,2.0,0.09709078163336839,0.09709078163336839,0.5,False
760,22.0,22.0,0.0,21.0,1.0,0.0,0.0,1.0,False
761,23.0,21.0,2.0,20.5,2.5,0.0,0.0,1.0,False
762,22.5,21.5,1.0,20.5,2.0,0.0,0.0,0.5,False
763,21.5,20.5,1.0,20.5,1.0,0.09520594193112762,0.09520594193112762,1.0,False
764,21.0,20.5,0.5,19.0,2.0,0.09347382732834807,0.0,0.5,False
765,23.0,21.0,2.0,21.5,1.5,0.10037300779925398,0.10037300779925398,1.5,False
766,20.5,20.5,0.0,19.0,1.5,0.10631229235880399,0.0,1.5,False
767,20.5,19.0,1.5,21.0,-0.5,0.09789057350032959,0.0,1.0,False
768,20.5,21.0,-0.5,16.5,4.0,0.09473335541570056,0.0,0.5,False
769,22.0,19.5,2.5,18.0,4.0,0.09935789117945251,0.09935789117945251,1.5,False
770,21.0,20.0,1.0,16.5,4.5,0.09525435302150904,0.0,0.5,False
771,21.5,21.0,0.5,17.5,4.0,0.09757785467128027,0.0,1.0,False
772,21.0,20.5,0.5,19.5,1.5,0.0,0.0,1.5,False
773,22.0,20.5,1.5,21.0,1.0,0.0,0.0,1.0,False
774,21.5,19.5,2.0,17.5,4.0,0.0,0.0,1.0,False
775,21.0,19.5,1.5,19.5,1.5,0.0,0.0,0.5,False
776,21.5,20.5,1.0,19.5,2.0,0.0,0.0,0.5,False
777,20.5,20.5,0.0,17.5,3.0,0.0,0.0,1.0,False
778,21.0,20.0,1.0,19.5,1.5,0.0,0.0,0.5,False
779,22.0,20.5,1.5,20.5,1.5,0.0,0.0,1.5,False
780,22.0,19.5,2.5,17.5,4.5,0.0,0.0,1.5,False
781,22.0,19.5,2.5,20.5,1.5,0.0,0.0,1.5,False
782,22.0,20.5,1.5,19.5,2.5,0.0,0.0,1.5,False
783,21.5,20.5,1.0,19.5,2.0,0.09369557645419714,0.09369557645419714,1.0,False
784,21.5,20.5,1.0,17.5,4.0,0.0,0.0,0.5,False
785,21.5,20.5,1.0,21.5,0.0,0.0,0.0,0.5,False
786,21.5,19.5,2.0,19.5,2.0,0.09543712991988854,0.09543712991988854,0.5,False
787,21.5,19.5,2.0,17.5,4.0,0.09417509591907917,0.09417509591907917,0.5,False
788,21.0,19.5,1.5,17.5,3.5,0.09502262443438914,0.09502262443438914,1.5,False
789,21.0,19.5,1.5,17.5,3.5,0.09644846796657382,0.09644846796657382,1.5,False
790,21.5,19.5,2.0,17.5,4.0,0.0960195530726257,0.0960195530726257,0.5,False
791,21.5,19.5,2.0,15.5,6.0,0.09714285714285714,0.09714285714285714,0.5,False
792,21.5,19.5,2.0,14.0,7.5,0.09562744400995378,0.09562744400995378,0.5,False
793,21.5,19.5,2.0,17.5,4.0,0.0951538733639901,0.0951538733639901,0.5,False
794,21.5,19.5,2.0,17.5,4.0,0.09392655367231638,0.09392655367231638,0.5,False
795,21.0,19.5,1.5,19.0,2.0,0.09340853013746915,0.09340853013746915,1.0,False
796,21.5,20.0,1.5,19.0,2.5,0.09189378057302586,0.09189378057302586,0.5,False
797,21.0,19.0,2.0,21.0,0.0,0.09147826086956522,0.09147826086956522,1.0,False
798,21.0,19.5,1.5,21.0,0.0,0.0,0.0,1.0,False
799,21.5,19.0,2.5,19.0,2.5,0.09214186369958276,0.09214186369958276,0.5,False
800,21.0,19.5,1.5,15.0,6.0,0.09182259182259182,0.09182259182259182,1.0,False
801,21.5,20.5,1.0,15.0,6.5,0.09081455805892548,0.09081455805892548,0.5,False
802,21.5,20.5,1.0,15.0,6.5,0.0,0.0,0.5,False
803,21.0,20.5,0.5,15.5,5.5,0.0,0.0,1.0,False
804,21.5,20.5,1.0,15.0,6.5,0.0,0.0,0.5,False
805,21.0,20.5,0.5,15.0,6.0,0.0,0.0,1.0,False
806,21.5,20.5,1.0,15.0,6.5,0.0,0.0,0.5,False
807,21.5,20.5,1.0,15.0,6.5,0.0,0.0,0.5,False
808,21.5,20.5,1.0,15.0,6.5,0.0,0.0,0.5,False
809,21.5,20.5,1.0,15.5,6.0,0.0,0.0,0.5,False
810,21.0,20.5,0.5,20.5,0.5,0.0,0.0,1.0,False
811,21.0,20.0,1.0,17.5,3.5,0.0,0.0,0.5,False
812,21.0,20.0,1.0,17.5,3.5,0.0,0.0,1.0,False
813,21.0,20.5,0.5,21.0,0.0,0.0,0.0,1.0,False
814,21.0,20.0,1.0,21.0,0.0,0.0,0.0,1.0,False
815,21.5,20.5,1.0,15.5,6.0,0.0,0.0,0.5,False
816,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
817,21.0,20.0,1.0,17.5,3.5,0.0,0.0,0.5,False
818,21.0,19.5,1.5,20.5,0.5,0.0,0.0,0.5,False
819,20.5,19.5,1.0,20.5,0.0,0.0,0.0,0.5,False
820,21.5,19.5,2.0,20.5,1.0,0.0,0.0,1.0,False
821,21.5,20.5,1.0,22.0,-0.5,0.0,0.0,1.0,False
822,20.5,19.5,1.0,20.5,0.0,0.0,0.0,0.5,False
823,20.5,19.5,1.0,21.5,-1.0,0.0,0.0,0.5,False
824,20.5,20.5,0.0,21.5,-1.0,0.0,0.0,0.5,False
825,20.5,19.5,1.0,20.5,0.0,0.0,0.0,1.0,False
826,20.5,19.5,1.0,21.5,-1.0,0.0,0.0,1.0,False
827,20.5,20.5,0.0,20.5,0.0,0.0,0.0,0.5,False
828,20.5,19.5,1.0,20.5,0.0,0.0,0.0,0.5,False
829,20.5,20.5,0.0,22.0,-1.5,0.0,0.0,0.5,False
830,20.5,20.5,0.0,20.5,0.0,0.0,0.0,0.5,False
831,20.5,19.5,1.0,20.5,0.0,0.0,0.0,1.0,False
832,21.5,19.5,2.0,21.5,0.0,0.0,0.0,1.0,False
833,20.5,19.5,1.0,20.0,0.5,0.09644670050761421,0.09644670050761421,0.5,False
834,21.5,19.5,2.0,21.5,0.0,0.09267965077233042,0.09267965077233042,1.0,False
835,20.5,20.5,0.0,20.5,0.0,0.09322033898305085,0.09322033898305085,1.0,False
836,21.5,20.5,1.0,18.0,3.5,0.0,0.0,0.5,False
837,21.5,21.0,0.5,18.5,3.0,0.18833780160857908,0.09450402144772117,0.5,False
838,22.5,20.5,2.0,22.5,0.0,0.19282051282051282,0.19282051282051282,1.0,False
839,21.5,21.5,0.0,19.0,2.5,0.09578146611341633,0.09578146611341633,0.5,False
840,22.5,21.0,1.5,21.5,1.0,0.0935910478128179,0.0935910478128179,0.5,False
841,22.5,22.0,0.5,18.0,4.5,0.09925725860904794,0.0,0.5,False
842,22.5,22.0,0.5,20.5,2.0,0.09913644214162348,0.0,0.5,False
843,22.5,21.5,1.0,21.0,1.5,0.1931617906238985,0.0,1.0,False
844,22.5,21.5,1.0,21.5,1.0,0.1845778087927425,0.09211444521981857,1.0,False
845,22.5,22.0,0.5,16.0,6.5,0.09553053565336063,0.0,0.5,False
846,23.0,22.5,0.5,19.5,3.5,0.09881697981906751,0.09881697981906751,0.5,False
847,23.5,22.5,1.0,22.5,1.0,0.19173324070857936,0.19173324070857936,0.5,False
848,23.0,22.5,0.5,23.5,-0.5,0.0,0.0,0.5,False
849,23.0,22.5,0.5,20.0,3.0,0.09417509591907917,0.09417509591907917,0.5,False
850,23.5,23.0,0.5,21.5,2.0,0.0932232542139663,0.0932232542139663,1.0,False
851,23.5,22.5,1.0,21.0,2.5,0.0,0.0,0.5,False
852,24.0,23.0,1.0,24.0,0.0,0.0,0.0,0.5,False
853,24.5,23.5,1.0,24.5,0.0,0.09412990621743661,0.09412990621743661,0.5,False
854,24.0,24.0,0.0,23.0,1.0,0.1936936936936937,0.1936936936936937,1.0,False
855,24.5,23.0,1.5,24.5,0.0,0.18935516888433981,0.18935516888433981,0.5,False
856,25.0,24.0,1.0,25.0,0.0,0.18974537844436695,0.18974537844436695,1.5,False
857,25.0,23.5,1.5,23.5,1.5,0.09006531454107941,0.09006531454107941,0.5,False
858,25.0,23.5,1.5,22.5,2.5,0.0,0.0,1.0,False
859,25.5,22.5,3.0,25.5,0.0,0.09575208913649025,0.09575208913649025,0.5,False
860,25.0,24.0,1.0,25.0,0.0,0.09674063800277392,0.09674063800277392,0.5,False
861,25.5,25.0,0.5,23.5,2.0,0.1957690928648261,0.1957690928648261,0.5,False
862,25.5,24.0,1.5,30.0,-4.5,0.0926391382405745,0.0926391382405745,0.5,False
863,26.0,23.0,3.0,25.5,0.5,0.09571788413098237,0.09571788413098237,0.5,False
864,26.0,25.5,0.5,26.0,0.0,0.09390862944162437,0.09390862944162437,0.5,False
865,25.5,25.5,0.0,23.0,2.5,0.28253968253968254,0.28253968253968254,0.5,False
866,25.5,25.0,0.5,26.0,-0.5,0.2898238043869112,0.2898238043869112,1.0,False
867,26.0,24.5,1.5,25.0,1.0,0.18374685364976628,0.18374685364976628,0.5,False
868,26.5,25.5,1.0,27.0,-0.5,0.20397111913357402,0.20397111913357402,1.0,False
869,27.0,24.0,3.0,27.0,0.0,0.1915199425080848,0.1915199425080848,0.5,False
870,27.5,25.5,2.0,27.5,0.0,0.0,0.0,0.5,False
871,27.0,27.5,-0.5,27.5,-0.5,0.09349890430971512,0.09349890430971512,0.5,False
872,26.5,26.5,0.0,23.5,3.0,0.2847297787450127,0.2847297787450127,4.0,False
873,27.5,26.5,1.0,27.0,0.5,0.1888611210282042,0.1888611210282042,0.5,False
874,28.0,27.0,1.0,22.0,6.0,0.19461914744933612,0.19461914744933612,1.0,False
875,28.0,26.5,1.5,25.5,2.5,0.10020949720670391,0.10020949720670391,1.0,False
876,27.0,26.5,0.5,28.0,-1.0,0.19629758994062174,0.19629758994062174,0.5,False
877,28.0,26.5,1.5,27.0,1.0,0.19408695652173913,0.19408695652173913,1.5,False
878,28.0,26.5,1.5,28.5,-0.5,0.0,0.0,0.5,False
879,27.5,27.5,0.0,27.5,0.0,0.09760522496371553,0.09760522496371553,1.0,False
880,27.5,27.0,0.5,21.0,6.5,0.19654030180345972,0.19654030180345972,0.5,False
881,27.0,16.5,10.5,18.5,8.5,0.39835361488904797,0.2984967788117394,0.5,True
882,28.0,14.5,13.5,26.0,2.0,0.20332850940665703,0.20332850940665703,3.0,True
883,28.0,25.0,3.0,23.0,5.0,0.2946877243359655,0.2946877243359655,3.0,False
884,25.5,25.0,0.5,24.0,1.5,0.30897250361794504,0.20911722141823447,1.5,False
885,27.5,25.5,2.0,22.5,5.0,0.29680696661828737,0.19956458635703916,4.0,False
886,28.5,20.0,8.5,24.0,4.5,0.29639271104499815,0.29639271104499815,4.5,True
887,30.0,28.0,2.0,21.5,8.5,0.2924780450553646,0.19740358915616646,0.5,False
888,28.5,20.0,8.5,20.0,8.5,0.4943181818181819,0.3992424242424243,8.5,True
889,29.0,20.0,9.0,18.5,10.5,0.28421433743664015,0.28421433743664015,0.5,False
890,30.5,30.0,0.5,27.0,3.5,0.2945128779395297,0.2945128779395297,1.0,False
891,30.0,27.0,3.0,27.5,2.5,0.3037833827893175,0.3037833827893175,0.5,False
892,30.5,30.5,0.0,20.0,10.5,0.3112263801407929,0.3112263801407929,0.5,False
893,30.5,29.5,1.0,29.5,1.0,0.20168993387215284,0.20168993387215284,0.5,False
894,31.5,30.5,1.0,27.5,4.0,0.19293078055964655,0.19293078055964655,1.0,False
895,30.5,30.0,0.5,19.0,11.5,0.2912869121399927,0.1972293109733868,3.0,False
896,31.5,30.5,1.0,31.0,0.5,0.19471332836932242,0.19471332836932242,0.5,False
897,31.5,31.0,0.5,32.5,-1.0,0.19560357675111772,0.19560357675111772,0.5,False
898,31.5,31.0,0.5,30.5,1.0,0.19911012235817577,0.19911012235817577,1.0,False
899,30.5,31.5,-1.0,28.5,2.0,0.3903803131991051,0.2949291573452647,9.5,False
900,31.5,30.5,1.0,21.0,10.5,0.38634686346863467,0.38634686346863467,1.5,False
901,32.0,31.5,0.5,30.5,1.5,0.3856718634001485,0.3856718634001485,1.5,False
902,20.5,30.0,-9.5,19.0,1.5,0.0,0.0,1.5,False
903,32.0,20.5,11.5,31.0,1.0,0.3013548150860491,0.3013548150860491,1.0,True
904,32.0,30.5,1.5,25.5,6.5,0.20340866987773248,0.20340866987773248,1.0,False
905,31.0,31.0,0.0,24.5,6.5,0.30014914243102164,0.30014914243102164,12.0,False
906,31.0,30.5,0.5,20.5,10.5,0.39758566978193144,0.3014018691588785,8.0,False
907,30.0,30.5,-0.5,20.5,9.5,0.3976967370441459,0.29942418426103645,7.0,False
908,31.5,23.0,8.5,20.5,11.0,0.3996907614998067,0.3011209895632006,1.5,True
909,32.5,20.5,12.0,17.5,15.0,0.30321592649310875,0.30321592649310875,1.5,True
910,32.5,18.5,14.0,32.0,0.5,0.20015077271013948,0.104787033546928,0.5,False
911,32.0,31.0,1.0,32.0,0.0,0.28755998523440385,0.28755998523440385,1.0,False
912,32.5,32.0,0.5,29.0,3.5,0.103954802259887,0.103954802259887,0.5,False
913,32.0,32.5,-0.5,29.5,2.5,0.198295033358043,0.198295033358043,1.5,False
914,32.0,32.0,0.0,32.0,0.0,0.10196374622356495,0.10196374622356495,1.5,False
915,32.0,31.0,1.0,31.0,1.0,0.20259442960702023,0.20259442960702023,1.5,False
916,32.0,33.0,-1.0,29.0,3.0,0.30385055280213497,0.30385055280213497,0.5,False
917,32.0,33.5,-1.5,29.0,3.0,0.29784824462061155,0.29784824462061155,12.5,False
918,33.5,33.5,0.0,29.0,4.5,0.19940029985007496,0.19940029985007496,1.5,False
919,32.0,32.0,0.0,23.5,8.5,0.39,0.29333333333333333,8.5,False
920,34.0,32.0,2.0,26.5,7.5,0.296045197740113,0.296045197740113,1.5,False
921,32.5,31.5,1.0,30.0,2.5,0.19342507645259938,0.0959480122324159,0.5,False
922,34.0,34.5,-0.5,30.0,4.0,0.29537767756482525,0.19579105599398722,1.5,False
923,32.5,33.5,-1.0,25.5,7.0,0.20327624720774384,0.09233060312732688,6.0,False
924,32.5,32.0,0.5,26.5,6.0,0.20058672533920058,0.0924092409240924,0.5,False
925,33.5,33.5,0.0,25.0,8.5,0.19948567229977957,0.19948567229977957,1.0,False
926,33.5,32.5,1.0,26.5,7.0,0.19551635428151415,0.10033076074972437,1.0,False
927,34.0,33.5,0.5,25.5,8.5,0.29693343305908754,0.19895287958115182,0.5,False
928,32.5,33.5,-1.0,25.5,7.0,0.2002241314904744,0.09712364587224505,0.5,False
929,33.5,32.5,1.0,32.5,1.0,0.19940253920836445,0.19940253920836445,1.0,False
930,32.5,33.5,-1.0,32.0,0.5,0.1981238273921201,0.0949343339587242,0.5,False
931,34.0,33.5,0.5,29.5,4.5,0.2936802973977695,0.2003717472118959,1.5,False
932,33.5,34.0,-0.5,29.5,4.0,0.288864388092613,0.19625137816979052,1.0,False
933,33.5,33.5,0.0,32.5,1.0,0.29073724007561436,0.29073724007561436,1.0,False
934,33.0,29.5,3.5,34.5,-1.5,0.2897748246585456,0.2897748246585456,0.5,False
935,33.5,33.5,0.0,33.5,0.0,0.29154518950437314,0.29154518950437314,1.0,False
936,33.0,33.5,-0.5,32.0,1.0,0.19761816151842204,0.10122813546706363,0.5,False
937,34.0,33.5,0.5,32.0,2.0,0.09902840059790732,0.09902840059790732,1.5,False
938,33.0,32.5,0.5,34.0,-1.0,0.2930969445492267,0.1953979630328178,0.5,False
939,34.0,33.0,1.0,34.0,0.0,0.29601518026565465,0.098292220113852,1.0,False
940,32.5,34.5,-2.0,34.0,-1.5,0.2986188876446435,0.0,0.5,False
941,32.5,34.0,-1.5,34.0,-1.5,0.2960208255857196,0.10152473038304202,0.5,False
942,33.5,34.0,-0.5,32.0,1.5,0.295198799699925,0.295198799699925,1.0,False
943,34.0,34.0,0.0,34.0,0.0,0.10302351623740201,0.10302351623740201,0.5,False
944,34.0,34.0,0.0,31.0,3.0,0.19535058117735282,0.19535058117735282,1.5,False
945,34.0,34.0,0.0,34.0,0.0,0.19475240206947525,0.19475240206947525,0.5,False
946,32.5,34.0,-1.5,31.0,1.5,0.28845444485429733,0.18922906676503135,0.5,False
947,34.0,34.0,0.0,34.0,0.0,0.19191919191919193,0.09764309764309764,1.5,False
