frame,baseline_alpha_deg,matlab_alpha_deg,baseline_raw_error_deg,localmax_alpha_deg,delta_localmax_deg,mass_below_8deg,mass_below_10deg,gap_to_lower_deg,oracle_high_angle_overweight
1982,35.5,35.5,0.0,27.0,8.5,0.3860856269113149,0.29166666666666663,5.0,False
1983,35.0,36.0,-1.0,29.0,6.0,0.29468412942989214,0.29468412942989214,4.5,False
1984,35.0,35.0,0.0,29.0,6.0,0.2967335694608422,0.20149547422274694,1.5,False
1985,34.0,31.5,2.5,29.5,4.5,0.303847679492265,0.19793732645775486,4.5,False
1986,33.5,31.5,2.0,27.0,6.5,0.4066373450619752,0.29908036785285885,9.0,False
1987,34.0,25.0,9.0,24.5,9.5,0.40088817117480824,0.2955187727089221,0.5,True
1988,34.5,32.0,2.5,30.5,4.0,0.3018341307814992,0.3018341307814992,0.5,False
1989,32.0,32.0,0.0,24.5,7.5,0.393713163064833,0.393713163064833,7.5,False
1990,35.0,24.0,11.0,21.5,13.5,0.29541864139020535,0.29541864139020535,1.5,False
1991,35.0,30.5,4.5,21.5,13.5,0.3897637795275591,0.3897637795275591,0.5,False
1992,35.0,34.0,1.0,22.5,12.5,0.29168309026409145,0.29168309026409145,1.5,False
1993,34.0,33.5,0.5,24.0,10.0,0.3861932938856016,0.3861932938856016,0.5,False
1994,34.0,24.0,10.0,24.0,10.0,0.2864420062695925,0.2864420062695925,0.5,True
1995,35.0,33.0,2.0,24.0,11.0,0.19361198738170346,0.19361198738170346,0.5,False
1996,33.5,33.0,0.5,24.0,9.5,0.2927605409705648,0.19649960222752585,1.0,False
1997,33.5,32.5,1.0,20.0,13.5,0.29503602882305846,0.29503602882305846,1.5,False
1998,33.5,33.5,0.0,18.5,15.0,0.4915458937198067,0.4915458937198067,13.0,False
1999,34.5,33.5,1.0,19.0,15.5,0.29762878168438267,0.29762878168438267,1.0,False
2000,33.5,33.5,0.0,33.5,0.0,0.3912175648702595,0.3912175648702595,1.0,False
2001,33.5,33.5,0.0,23.0,10.5,0.3922920892494929,0.3922920892494929,10.5,False
2002,33.5,34.0,-0.5,20.5,13.0,0.3865177502991623,0.3865177502991623,1.5,False
2003,33.5,27.5,6.0,20.0,13.5,0.3884751078008624,0.3884751078008624,14.5,False
2004,35.0,33.5,1.5,23.5,11.5,0.2825473599355099,0.2825473599355099,1.0,False
2005,35.0,33.5,1.5,21.5,13.5,0.2892464678178964,0.2892464678178964,1.5,False
2006,36.5,34.0,2.5,36.5,0.0,0.1941594317284925,0.1941594317284925,0.5,False
2007,36.5,34.0,2.5,36.5,0.0,0.19369009584664537,0.19369009584664537,0.5,False
2008,36.0,36.0,0.0,39.0,-3.0,0.09557661927330174,0.09557661927330174,0.5,False
2009,36.5,35.5,1.0,37.5,-1.0,0.1933546837469976,0.1933546837469976,1.0,False
2010,36.5,35.5,1.0,39.5,-3.0,0.19007936507936507,0.19007936507936507,1.0,False
2011,35.5,35.5,0.0,28.0,7.5,0.381202097620008,0.381202097620008,15.0,False
2012,35.0,35.5,-0.5,36.5,-1.5,0.2886516409648082,0.2886516409648082,0.5,False
2013,36.0,34.5,1.5,34.5,1.5,0.09907478797224364,0.09907478797224364,1.0,False
2014,35.0,34.5,0.5,34.5,0.5,0.2872298624754421,0.2872298624754421,0.5,False
2015,35.0,34.0,1.0,34.5,0.5,0.29328621908127206,0.29328621908127206,0.5,False
2016,35.5,34.5,1.0,27.0,8.5,0.1957115009746589,0.1957115009746589,0.5,False
2017,34.5,34.5,0.0,23.0,11.5,0.3838264299802761,0.3838264299802761,1.0,False
2018,35.0,33.5,1.5,31.0,4.0,0.19463087248322147,0.19463087248322147,0.5,False
2019,34.5,34.5,0.0,33.5,1.0,0.29143536875495635,0.29143536875495635,0.5,False
2020,35.0,34.5,0.5,27.5,7.5,0.2944535073409462,0.2944535073409462,1.0,False
2021,34.5,34.0,0.5,33.0,1.5,0.29409417398244214,0.29409417398244214,0.5,False
2022,35.0,33.0,2.0,35.0,0.0,0.2928970470869912,0.2928970470869912,0.5,False
2023,33.5,33.5,0.0,32.5,1.0,0.28487229862475444,0.28487229862475444,0.5,False
2024,33.0,33.5,-0.5,25.5,7.5,0.37958532695374797,0.37958532695374797,1.5,False
2025,32.5,32.5,0.0,26.0,6.5,0.3889957676029242,0.3889957676029242,0.5,False
2026,32.0,32.0,0.0,32.0,0.0,0.2879187053067369,0.2879187053067369,6.0,False
2027,32.0,32.0,0.0,26.0,6.0,0.19129438717067582,0.19129438717067582,2.5,False
2028,32.0,29.0,3.0,26.5,5.5,0.28993640104751217,0.28993640104751217,5.5,False
2029,32.5,31.5,1.0,32.0,0.5,0.29453592814371254,0.29453592814371254,0.5,False
2030,32.0,32.0,0.0,29.0,3.0,0.38104229607250756,0.38104229607250756,12.5,False
2031,31.5,31.5,0.0,21.5,10.0,0.47990987607960944,0.47990987607960944,10.0,False
2032,31.0,31.0,0.0,19.5,11.5,0.4815367400223798,0.3882879522566207,8.5,False
2033,33.0,31.0,2.0,22.5,10.5,0.29354354354354356,0.29354354354354356,1.0,False
2034,31.5,31.0,0.5,22.5,9.0,0.48452830188679247,0.3905660377358491,9.0,False
2035,31.5,28.5,3.0,19.5,12.0,0.39687848383500557,0.39687848383500557,12.0,False
2036,31.5,31.0,0.5,22.5,9.0,0.3951940850277264,0.3009242144177449,0.5,False
2037,32.0,31.0,1.0,19.5,12.5,0.3899301727306138,0.2969496508636531,1.0,False
2038,32.5,31.0,1.5,22.0,10.5,0.2935883014623172,0.2935883014623172,1.0,False
2039,32.0,31.0,1.0,31.0,1.0,0.2917910447761194,0.2917910447761194,0.5,False
2040,32.0,32.5,-0.5,31.0,1.0,0.2899962532783814,0.2899962532783814,0.5,False
2041,31.0,32.5,-1.5,32.0,-1.0,0.2887994143484627,0.2887994143484627,1.0,False
2042,31.0,32.0,-1.0,28.0,3.0,0.38872180451127814,0.38872180451127814,11.5,False
2043,32.0,32.0,0.0,27.5,4.5,0.3966037735849056,0.3966037735849056,1.0,False
2044,30.5,30.5,0.0,31.0,-0.5,0.2164794007490637,0.2164794007490637,11.5,False
2045,30.5,30.5,0.0,27.0,3.5,0.39293764087152516,0.39293764087152516,3.5,False
2046,30.0,30.0,0.0,19.5,10.5,0.4071161048689138,0.4071161048689138,3.5,False
2047,30.0,26.5,3.5,19.0,11.0,0.20959692898272553,0.20959692898272553,0.5,False
2048,30.0,29.0,1.0,23.5,6.5,0.30071241094863144,0.30071241094863144,1.0,False
2049,21.5,29.5,-8.0,18.5,3.0,0.2039911308203991,0.2039911308203991,3.0,False
2050,26.5,26.5,0.0,23.5,3.0,0.19544095665171898,0.09790732436472346,3.0,False
2051,29.5,26.5,3.0,26.0,3.5,0.09761549925484352,0.09761549925484352,3.0,False
2052,30.0,29.5,0.5,30.0,0.0,0.0988929889298893,0.0988929889298893,1.0,False
2053,29.5,29.0,0.5,25.5,4.0,0.19335572974990667,0.19335572974990667,1.5,False
2054,28.5,28.5,0.0,25.5,3.0,0.19720965309200603,0.19720965309200603,1.0,False
2055,28.0,25.5,2.5,25.5,2.5,0.2836141986375045,0.1936177841520258,5.0,False
2056,28.0,28.0,0.0,24.0,4.0,0.19052945563012677,0.19052945563012677,0.5,False
2057,28.0,27.5,0.5,23.0,5.0,0.293235831809872,0.293235831809872,3.0,False
2058,28.0,28.0,0.0,17.0,11.0,0.1893555394641564,0.1893555394641564,1.5,False
2059,27.5,27.0,0.5,27.5,0.0,0.19318181818181818,0.19318181818181818,4.5,False
2060,27.5,27.5,0.0,23.0,4.5,0.28858350951374206,0.28858350951374206,4.0,False
2061,27.5,27.5,0.0,25.0,2.5,0.09019044196909809,0.09019044196909809,2.5,False
2062,27.0,26.5,0.5,21.0,6.0,0.09786926688335139,0.09786926688335139,2.5,False
2063,26.5,23.5,3.0,26.5,0.0,0.0,0.0,2.0,False
2064,27.0,26.5,0.5,27.5,-0.5,0.2898032200357782,0.2898032200357782,1.0,False
2065,27.0,26.0,1.0,23.0,4.0,0.0,0.0,1.0,False
2066,27.5,26.0,1.5,27.0,0.5,0.09438040345821326,0.09438040345821326,1.5,False
2067,26.5,27.0,-0.5,26.0,0.5,0.18921813637986434,0.18921813637986434,0.5,False
2068,27.5,26.5,1.0,27.5,0.0,0.0,0.0,1.0,False
2069,27.5,26.5,1.0,24.0,3.5,0.0,0.0,1.0,False
2070,26.5,26.5,0.0,26.5,0.0,0.0,0.0,1.0,False
2071,26.5,26.5,0.0,26.0,0.5,0.0,0.0,0.5,False
2072,26.5,26.0,0.5,26.0,0.5,0.0,0.0,0.5,False
2073,26.5,26.0,0.5,26.0,0.5,0.0,0.0,0.5,False
2074,26.0,26.0,0.0,25.5,0.5,0.0,0.0,0.5,False
2075,25.5,25.5,0.0,25.5,0.0,0.0,0.0,1.0,False
2076,25.5,25.5,0.0,25.5,0.0,0.0,0.0,0.5,False
2077,25.0,25.0,0.0,26.0,-1.0,0.0,0.0,0.5,False
2078,25.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,False
2079,25.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,False
2080,25.0,25.0,0.0,22.0,3.0,0.0,0.0,1.5,False
2081,25.0,24.5,0.5,22.5,2.5,0.0,0.0,0.5,False
2082,24.5,24.5,0.0,20.5,4.0,0.0,0.0,1.0,False
2083,24.0,24.5,-0.5,22.5,1.5,0.0,0.0,1.5,False
2084,23.5,24.0,-0.5,24.0,-0.5,0.0,0.0,1.0,False
2085,22.5,22.5,0.0,22.5,0.0,0.0,0.0,1.5,False
2086,23.5,22.5,1.0,22.5,1.0,0.0,0.0,1.0,False
2087,23.0,23.5,-0.5,23.0,0.0,0.0,0.0,0.5,False
2088,23.0,23.0,0.0,23.0,0.0,0.0,0.0,0.5,False
2089,22.5,22.5,0.0,21.0,1.5,0.0,0.0,0.5,False
2090,22.5,22.5,0.0,18.5,4.0,0.0,0.0,0.5,False
2091,22.0,21.5,0.5,15.5,6.5,0.0,0.0,0.5,False
2092,21.5,22.0,-0.5,18.5,3.0,0.09334272631208172,0.0,0.5,False
2093,21.5,21.0,0.5,18.5,3.0,0.09217687074829932,0.0,0.5,False
2094,21.0,21.0,0.0,17.0,4.0,0.0,0.0,0.5,False
2095,20.5,21.0,-0.5,16.5,4.0,0.28356164383561644,0.0,0.5,False
2096,21.0,20.5,0.5,17.5,3.5,0.0,0.0,0.5,False
2097,20.0,20.5,-0.5,18.0,2.0,0.0,0.0,0.5,False
2098,20.5,20.0,0.5,19.0,1.5,0.0,0.0,0.5,False
2099,20.5,20.0,0.5,20.0,0.5,0.0,0.0,0.5,False
2100,20.0,20.5,-0.5,19.5,0.5,0.0,0.0,0.5,False
2101,20.5,20.5,0.0,19.5,1.0,0.0,0.0,0.5,False
2102,20.5,20.0,0.5,19.5,1.0,0.0,0.0,0.5,False
2103,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.5,False
2104,20.5,20.0,0.5,18.5,2.0,0.0,0.0,0.5,False
2105,20.5,20.0,0.5,18.5,2.0,0.0,0.0,0.5,False
2106,21.0,20.0,1.0,18.5,2.5,0.0,0.0,1.0,False
2107,21.0,20.0,1.0,18.5,2.5,0.0,0.0,1.0,False
2108,21.0,19.5,1.5,19.0,2.0,0.0,0.0,1.0,False
2109,21.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,False
2110,21.0,20.0,1.0,20.0,1.0,0.09315718157181571,0.09315718157181571,1.0,False
2111,21.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,False
2112,21.0,20.0,1.0,18.5,2.5,0.0,0.0,1.0,False
2113,21.0,20.0,1.0,18.5,2.5,0.0,0.0,1.0,False
2114,21.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,False
2115,21.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,False
2116,21.0,20.0,1.0,17.5,3.5,0.0,0.0,1.0,False
2117,21.0,20.0,1.0,21.0,0.0,0.0,0.0,1.0,False
2118,21.0,20.0,1.0,19.5,1.5,0.0,0.0,1.0,False
2119,21.0,20.0,1.0,15.0,6.0,0.0,0.0,1.0,False
2120,21.0,20.0,1.0,19.0,2.0,0.0,0.0,1.0,False
2121,21.0,20.0,1.0,17.5,3.5,0.0,0.0,1.0,False
2122,21.0,20.0,1.0,15.0,6.0,0.0,0.0,1.0,False
2123,21.0,20.0,1.0,19.0,2.0,0.0,0.0,1.0,False
2124,21.0,20.0,1.0,19.0,2.0,0.0,0.0,1.0,False
2125,21.0,20.0,1.0,19.0,2.0,0.0,0.0,1.0,False
2126,21.0,20.0,1.0,17.0,4.0,0.0,0.0,1.0,False
2127,21.0,20.0,1.0,19.0,2.0,0.0,0.0,1.0,False
2128,21.0,20.0,1.0,19.0,2.0,0.0,0.0,1.0,False
2129,20.5,20.0,0.5,19.0,1.5,0.0,0.0,0.5,False
2130,20.5,20.0,0.5,21.0,-0.5,0.0,0.0,0.5,False
2131,20.5,20.0,0.5,21.0,-0.5,0.0,0.0,0.5,False
2132,20.5,20.0,0.5,21.0,-0.5,0.0,0.0,0.5,False
2133,20.5,20.0,0.5,21.0,-0.5,0.0,0.0,0.5,False
2134,20.5,20.0,0.5,21.0,-0.5,0.0,0.0,0.5,False
2135,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2136,21.0,20.5,0.5,21.0,0.0,0.0,0.0,0.5,False
2137,21.0,20.5,0.5,21.0,0.0,0.0,0.0,0.5,False
2138,21.0,20.5,0.5,21.0,0.0,0.0,0.0,0.5,False
2139,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2140,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2141,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2142,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2143,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2144,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2145,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2146,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2147,21.0,20.0,1.0,21.0,0.0,0.0,0.0,1.0,False
2148,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2149,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2150,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2151,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2152,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2153,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2154,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2155,21.0,20.5,0.5,21.0,0.0,0.0,0.0,1.0,False
2156,21.0,20.0,1.0,21.0,0.0,0.0,0.0,1.0,False
2157,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2158,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2159,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2160,21.0,20.0,1.0,21.0,0.0,0.0,0.0,0.5,False
2161,21.0,20.0,1.0,21.0,0.0,0.0,0.0,1.0,False
2162,21.0,20.0,1.0,21.0,0.0,0.0,0.0,1.0,False
2163,21.0,20.0,1.0,21.0,0.0,0.0,0.0,1.0,False
2164,21.0,20.0,1.0,21.0,0.0,0.0,0.0,1.0,False
2165,21.0,20.0,1.0,19.5,1.5,0.0,0.0,1.0,False
2166,21.0,20.0,1.0,21.0,0.0,0.0,0.0,1.0,False
2167,21.0,20.0,1.0,19.5,1.5,0.0,0.0,1.0,False
2168,20.5,20.0,0.5,20.0,0.5,0.0,0.0,0.5,False
2169,21.5,20.0,1.5,20.0,1.5,0.09289617486338798,0.09289617486338798,0.5,False
2170,22.0,20.5,1.5,20.5,1.5,0.0,0.0,1.0,False
2171,21.5,21.0,0.5,21.5,0.0,0.2804340454391319,0.2804340454391319,0.5,False
2172,22.0,21.0,1.0,21.0,1.0,0.09827760891590678,0.09827760891590678,1.0,False
2173,22.0,21.5,0.5,21.5,0.5,0.0928695652173913,0.0928695652173913,0.5,False
2174,22.5,21.5,1.0,20.0,2.5,0.0,0.0,0.5,False
2175,21.5,21.0,0.5,21.0,0.5,0.0,0.0,0.5,False
2176,22.0,21.0,1.0,19.5,2.5,0.09458509142053446,0.09458509142053446,1.0,False
2177,22.0,21.0,1.0,20.0,2.0,0.0,0.0,0.5,False
2178,22.5,21.5,1.0,23.0,-0.5,0.09227102485529452,0.09227102485529452,1.0,False
2179,23.0,21.5,1.5,22.0,1.0,0.0,0.0,0.5,False
2180,23.0,22.0,1.0,22.0,1.0,0.09536692593845113,0.09536692593845113,0.5,False
2181,23.5,22.0,1.5,22.0,1.5,0.19738651994497936,0.19738651994497936,1.5,False
2182,23.0,23.5,-0.5,19.5,3.5,0.09283276450511946,0.09283276450511946,1.5,False
2183,23.5,22.0,1.5,19.5,4.0,0.0,0.0,1.0,False
2184,24.0,23.5,0.5,21.0,3.0,0.09271523178807947,0.09271523178807947,0.5,False
2185,24.0,22.5,1.5,22.5,1.5,0.0,0.0,0.5,False
2186,24.5,23.5,1.0,21.0,3.5,0.09641781051221962,0.09641781051221962,0.5,False
2187,24.5,24.5,0.0,24.0,0.5,0.0,0.0,0.5,False
2188,26.0,24.5,1.5,22.5,3.5,0.09780370624571036,0.09780370624571036,1.0,False
2189,25.0,25.0,0.0,25.0,0.0,0.10019710906701708,0.10019710906701708,0.5,False
2190,25.0,23.5,1.5,19.0,6.0,0.0,0.0,1.0,False
2191,26.5,25.0,1.5,21.0,5.5,0.09038591740013541,0.09038591740013541,1.0,False
2192,26.0,25.5,0.5,22.0,4.0,0.0,0.0,1.0,False
2193,26.5,26.0,0.5,22.5,4.0,0.09466437177280551,0.0,1.0,False
2194,26.0,25.5,0.5,21.5,4.5,0.0,0.0,1.5,False
2195,27.0,26.0,1.0,23.5,3.5,0.0,0.0,0.5,False
2196,27.0,26.5,0.5,20.0,7.0,0.09053356282271945,0.09053356282271945,1.0,False
2197,27.5,25.5,2.0,22.5,5.0,0.09372822299651568,0.09372822299651568,0.5,False
2198,27.5,27.0,0.5,22.0,5.5,0.08995080815179199,0.0,1.0,False
2199,26.5,26.5,0.0,18.5,8.0,0.0937062937062937,0.0937062937062937,0.5,False
2200,27.0,26.5,0.5,22.5,4.5,0.09183673469387756,0.09183673469387756,0.5,False
2201,27.5,26.5,1.0,21.5,6.0,0.18767605633802817,0.18767605633802817,0.5,False
2202,27.0,27.0,0.0,25.0,2.0,0.1869361241429087,0.1869361241429087,2.0,False
2203,27.0,26.0,1.0,23.0,4.0,0.09240687679083094,0.09240687679083094,0.5,False
2204,27.0,27.0,0.0,20.5,6.5,0.3806290207290922,0.28234453180843455,0.5,False
2205,27.5,27.0,0.5,28.0,-0.5,0.20085166784953867,0.20085166784953867,7.0,False
2206,28.0,28.0,0.0,23.0,5.0,0.2991833704528582,0.2991833704528582,1.0,False
2207,28.0,27.5,0.5,21.0,7.0,0.19621405169275574,0.19621405169275574,0.5,False
2208,28.0,27.5,0.5,25.0,3.0,0.38853262919652964,0.38853262919652964,0.5,False
2209,28.5,28.0,0.5,24.5,4.0,0.2051851851851852,0.10148148148148148,0.5,False
2210,29.5,19.0,10.5,23.5,6.0,0.29607250755287007,0.29607250755287007,1.5,True
2211,29.5,28.5,1.0,19.0,10.5,0.2980916030534351,0.2980916030534351,0.5,False
2212,29.0,29.5,-0.5,26.5,2.5,0.40646130728775354,0.40646130728775354,10.0,False
2213,29.5,26.5,3.0,30.0,-0.5,0.29809802487198245,0.29809802487198245,0.5,False
2214,29.5,29.5,0.0,27.5,2.0,0.39669724770642206,0.39669724770642206,12.0,False
2215,30.0,17.5,12.5,27.5,2.5,0.3844476744186046,0.29396802325581395,0.5,True
2216,30.0,29.5,0.5,24.5,5.5,0.20344456404736277,0.20344456404736277,2.0,False
2217,31.0,30.5,0.5,27.5,3.5,0.10391511159897548,0.10391511159897548,0.5,False
2218,31.0,31.0,0.0,22.5,8.5,0.2035688273852877,0.11179898033503277,0.5,False
2219,32.0,31.0,1.0,24.5,7.5,0.19971056439942114,0.1085383502170767,1.5,False
2220,30.5,30.0,0.5,30.5,0.0,0.19663993890798015,0.19663993890798015,7.5,False
2221,30.5,30.5,0.0,22.0,8.5,0.3986636971046771,0.30252412769116555,8.5,False
2222,30.5,30.5,0.0,31.5,-1.0,0.2915873620098972,0.2915873620098972,15.0,False
2223,30.5,30.5,0.0,21.0,9.5,0.40036968576709797,0.40036968576709797,10.5,False
2224,24.5,31.0,-6.5,17.5,7.0,0.39555052790346906,0.2948717948717949,7.0,False
2225,32.0,24.5,7.5,32.0,0.0,0.38173041217972525,0.38173041217972525,1.0,False
2226,32.0,32.0,0.0,31.0,1.0,0.19373848987108655,0.09834254143646409,1.0,False
2227,32.5,33.0,-0.5,32.0,0.5,0.1045156591405681,0.1045156591405681,0.5,False
2228,31.0,32.0,-1.0,32.0,-1.0,0.3846743295019157,0.289272030651341,7.5,False
2229,33.5,32.5,1.0,33.5,0.0,0.19399538106235564,0.19399538106235564,1.5,False
2230,32.0,33.5,-1.5,25.5,6.5,0.2983808789514264,0.1954510408635312,6.5,False
2231,33.0,33.5,-0.5,29.0,4.0,0.2984174830444612,0.19366993217784478,1.5,False
2232,34.0,33.0,1.0,31.5,2.5,0.29709324273310683,0.29709324273310683,2.5,False
2233,34.0,34.0,0.0,30.0,4.0,0.2950133231823373,0.2950133231823373,2.5,False
2234,34.0,34.5,-0.5,29.0,5.0,0.29018709431080564,0.29018709431080564,2.5,False
2235,34.0,33.5,0.5,30.0,4.0,0.3903274942878903,0.293983244478294,9.0,False
2236,34.0,34.0,0.0,30.0,4.0,0.39563385675986207,0.29873611643048636,2.0,False
2237,32.0,32.5,-0.5,30.0,2.0,0.20023328149300157,0.20023328149300157,2.0,False
2238,34.0,34.0,0.0,29.5,4.5,0.29449068569163694,0.1969877130400317,2.0,False
2239,33.0,31.5,1.5,32.0,1.0,0.1947004608294931,0.0967741935483871,2.5,False
2240,35.0,32.0,3.0,26.5,8.5,0.39036608863198463,0.19845857418111754,1.5,False
2241,35.5,32.0,3.5,32.0,3.5,0.3948082138705928,0.3948082138705928,6.5,False
2242,30.5,24.5,6.0,29.5,1.0,0.20007754943776657,0.20007754943776657,6.0,True
2243,32.5,31.0,1.5,26.0,6.5,0.19661150512214343,0.10047281323877069,2.0,False
2244,33.0,30.5,2.5,29.5,3.5,0.293401413982718,0.1959937156323645,6.5,False
2245,33.0,30.5,2.5,30.0,3.0,0.3011521652761224,0.20460866110448947,3.0,False
2246,32.0,24.5,7.5,30.0,2.0,0.20023373587845733,0.20023373587845733,1.5,True
2247,30.5,30.5,0.0,29.0,1.5,0.3979829325058184,0.20248254460822343,6.0,False
2248,30.5,24.5,6.0,25.5,5.0,0.30891472868217057,0.20968992248062016,6.0,True
2249,34.5,24.5,10.0,33.5,1.0,0.30443234836702954,0.1994556765163297,1.0,True
2250,34.0,32.5,1.5,35.5,-1.5,0.2967841921735761,0.096474234792716,1.0,False
2251,33.0,34.5,-1.5,33.0,0.0,0.3946257197696737,0.1946257197696737,1.5,False
2252,35.5,32.5,3.0,33.0,2.5,0.1995314330339711,0.1995314330339711,0.5,False
2253,33.0,35.0,-2.0,31.5,1.5,0.29259409146094695,0.19344394981788748,1.5,False
2254,35.0,32.0,3.0,34.5,0.5,0.19573796369376478,0.19573796369376478,0.5,False
2255,35.5,33.5,2.0,34.0,1.5,0.09590643274853801,0.09590643274853801,1.0,False
2256,35.5,33.5,2.0,31.0,4.5,0.09531129900076864,0.09531129900076864,1.0,False
2257,34.5,34.5,0.0,32.0,2.5,0.20007710100231302,0.20007710100231302,0.5,False
2258,35.5,33.0,2.5,34.5,1.0,0.1952639751552795,0.1952639751552795,0.5,False
2259,34.5,34.5,0.0,32.0,2.5,0.20054623488099882,0.20054623488099882,0.5,False
2260,34.5,36.0,-1.5,34.0,0.5,0.1994567326348467,0.1994567326348467,0.5,False
2261,33.5,34.5,-1.0,32.0,1.5,0.19954648526077098,0.10204081632653061,1.5,False
2262,34.0,33.0,1.0,33.5,0.5,0.2002323780015492,0.1010844306738962,2.0,False
2263,33.5,33.5,0.0,33.5,0.0,0.19679186228482004,0.09976525821596244,1.5,False
2264,34.5,33.5,1.0,31.0,3.5,0.18745098039215685,0.18745098039215685,1.0,False
2265,34.0,31.0,3.0,27.5,6.5,0.2969602494154326,0.2969602494154326,3.0,False
2266,36.0,33.5,2.5,36.5,-0.5,0.1948150972169272,0.1948150972169272,1.5,False
2267,36.5,34.0,2.5,30.0,6.5,0.09643687064291247,0.09643687064291247,1.5,False
2268,34.5,33.5,1.0,31.5,3.0,0.19212962962962965,0.19212962962962965,1.5,False
2269,36.0,36.0,0.0,36.0,0.0,0.19316888045540798,0.19316888045540798,1.5,False
2270,36.5,36.0,0.5,31.5,5.0,0.09606481481481481,0.09606481481481481,0.5,False
2271,36.0,35.5,0.5,35.0,1.0,0.09719554360353438,0.09719554360353438,1.0,False
2272,35.5,36.5,-1.0,36.0,-0.5,0.19844660194174757,0.19844660194174757,1.0,False
2273,35.5,33.5,2.0,31.5,4.0,0.19571150097465886,0.19571150097465886,1.0,False
2274,35.0,36.5,-1.5,30.5,4.5,0.2981175566653861,0.2981175566653861,1.0,False
2275,34.5,24.5,10.0,30.5,4.0,0.2944085203499429,0.2944085203499429,0.5,False
2276,35.0,34.0,1.0,34.0,1.0,0.09835423197492163,0.09835423197492163,1.0,False
2277,35.0,34.0,1.0,34.0,1.0,0.10172143974960876,0.10172143974960876,1.0,False
2278,35.0,34.0,1.0,34.0,1.0,0.19719407638347625,0.19719407638347625,1.0,False
2279,36.0,34.0,2.0,27.5,8.5,0.2935533384497314,0.2935533384497314,1.0,False
2280,35.5,31.5,4.0,31.5,4.0,0.19382571316920671,0.19382571316920671,0.5,False
2281,35.0,35.0,0.0,24.5,10.5,0.19149751053236308,0.19149751053236308,0.5,False
2282,35.0,35.0,0.0,34.5,0.5,0.20254139391605697,0.20254139391605697,0.5,False
2283,35.0,33.0,2.0,33.5,1.5,0.20434276851492827,0.20434276851492827,1.5,False
2284,35.0,35.0,0.0,33.0,2.0,0.3042133745651333,0.3042133745651333,1.0,False
2285,34.0,35.0,-1.0,32.0,2.0,0.3009784735812133,0.3009784735812133,3.5,False
2286,35.0,31.0,4.0,32.5,2.5,0.20023282887077998,0.20023282887077998,1.0,False
2287,33.0,31.5,1.5,31.0,2.0,0.2975970425138632,0.2,0.5,False
2288,32.0,31.5,0.5,31.0,1.0,0.2004581901489118,0.2004581901489118,1.0,False
2289,31.5,24.5,7.0,31.5,0.0,0.29743008314436886,0.29743008314436886,1.0,False
2290,34.0,30.5,3.5,32.5,1.5,0.11337099811676082,0.11337099811676082,0.5,False
2291,33.5,33.5,0.0,30.5,3.0,0.20194829524166352,0.10453353315848632,0.5,False
2292,31.0,34.5,-3.5,30.0,1.0,0.20133481646273638,0.1067853170189099,1.0,False
2293,30.0,25.5,4.5,30.0,0.0,0.29628252788104087,0.29628252788104087,5.0,False
2294,33.5,30.0,3.5,33.5,0.0,0.19681834998150205,0.19681834998150205,1.5,False
2295,34.0,33.5,0.5,31.0,3.0,0.19785502958579881,0.19785502958579881,1.5,False
2296,34.0,34.0,0.0,31.5,2.5,0.39197644460802356,0.39197644460802356,1.5,False
2297,32.5,32.5,0.0,29.5,3.0,0.19992729916394036,0.0970556161395856,0.5,False
2298,32.0,34.0,-2.0,26.0,6.0,0.3918770581778266,0.29198682766191,6.0,False
2299,33.0,32.0,1.0,31.5,1.5,0.1012518409425626,0.0,1.5,False
2300,31.0,31.5,-0.5,24.0,7.0,0.28826151560178304,0.28826151560178304,5.0,False
