variant,final_alpha_vs_matlab_bias,final_alpha_vs_matlab_mae,final_alpha_vs_matlab_rmse,FL_vs_matlab_bias,FL_vs_matlab_mae,FL_vs_matlab_rmse,ANG_vs_matlab_bias,ANG_vs_matlab_mae,ANG_vs_matlab_rmse
baseline_current,1.0340201556450028,1.0738467267014231,1.1661119329346932,-1.8087794248192086,1.9281097324046388,2.0116464767411335,1.0340201556449953,1.073846726701416,1.1661119329346865
oracle_overweight_to_localmax,0.12981079383883012,0.6334110900598204,0.7955746175010233,-0.26640753143390405,1.1614941614275358,1.3991535883466188,0.12981079383882252,0.6334110900598177,0.795574617501022
heuristic_mass10_gap6_to_localmax,0.5786592071610678,0.7088418038958038,0.8592310184377815,-1.0498243626004862,1.3047038464420324,1.5016151064100252,0.5786592071610606,0.7088418038957993,0.8592310184377764
heuristic_mass10_gap4_to_localmax,0.39725257924651614,0.57038448490163,0.7028060320892822,-0.7369394353795808,1.0672591599228127,1.25685722077391,0.39725257924650864,0.5703844849016259,0.7028060320892774
heuristic_localmax_gap10_to_localmax,0.4907969247182266,0.7007640753301695,0.827930749274832,-0.9010465495701286,1.2763417221293223,1.4687615215271683,0.49079692471821856,0.7007640753301654,0.8279307492748277
