variant,note,raw_changed_fraction_vs_baseline,nearest_peak_rmse_deg,candidate_hit_rate_2deg,candidate_present_but_raw_wrong_rate,raw_vs_matlab_bias,raw_vs_matlab_mae,raw_vs_matlab_rmse,selected_vs_matlab_bias,selected_vs_matlab_mae,selected_vs_matlab_rmse,raw_rejected_fraction,final_alpha_vs_matlab_bias,final_alpha_vs_matlab_mae,final_alpha_vs_matlab_rmse,FL_vs_matlab_bias,FL_vs_matlab_mae,FL_vs_matlab_rmse,ANG_vs_matlab_bias,ANG_vs_matlab_mae,ANG_vs_matlab_rmse,flagged_frames,oracle_tp,oracle_fp,oracle_fn,oracle_precision,oracle_recall
baseline_current,no conditional patch,0.0,0.7224562171830461,0.9722430607651913,0.05438859714928732,1.1877344336084021,1.5572018004501125,2.8086479622487333,1.2303075768942235,1.5438859714928732,2.7930293147742464,0.007876969242310577,1.0340201556450028,1.0738467267014231,1.1661119329346932,-1.8087794248192086,1.9281097324046388,2.0116464767411335,1.0340201556449953,1.073846726701416,1.1661119329346865,0,0,0,128,0.0,0.0
oracle_overweight_to_localmax,MATLAB-aware ceiling: baseline nearest peak <=2 deg and baseline raw >5 deg too high,0.04801200300075019,0.7172455020964366,0.9718679669917479,0.029257314328582147,0.9480495123780945,1.3400225056264066,2.296254982953044,0.16241560390097523,2.177794448612153,4.327029095719001,0.07801950487621906,0.12981079383883012,0.6334110900598204,0.7955746175010233,-0.26640753143390405,1.1614941614275358,1.3991535883466188,0.12981079383882252,0.6334110900598177,0.795574617501022,128,128,0,0,1.0,1.0
heuristic_mass10_gap6_to_localmax,Python-only conservative rule: mass below alpha-10 deg >=0.30 and nearest lower-gap >=6 deg,0.03075768942235559,0.7054471375772808,0.9744936234058514,0.06489122280570142,0.97768192048012,1.6757314328582145,3.034451470024028,0.6989872468117029,1.909039759939985,3.617015613802023,0.05776444111027757,0.5786592071610678,0.7088418038958038,0.8592310184377815,-1.0498243626004862,1.3047038464420324,1.5016151064100252,0.5786592071610606,0.7088418038957993,0.8592310184377764,82,18,64,110,0.21951219512195122,0.140625
heuristic_mass10_gap4_to_localmax,Python-only broader rule: mass below alpha-10 deg >=0.25 and nearest lower-gap >=4 deg,0.06564141035258815,0.6995738709387487,0.9748687171792948,0.07351837959489872,0.7920105026256564,1.7837584396099024,3.2113446457221624,0.5090022505626407,2.0225056264066015,3.8064826056947725,0.07689422355588897,0.39725257924651614,0.57038448490163,0.7028060320892822,-0.7369394353795808,1.0672591599228127,1.25685722077391,0.39725257924650864,0.5703844849016259,0.7028060320892774,175,29,146,99,0.1657142857142857,0.2265625
heuristic_localmax_gap10_to_localmax,Python-only dual-solver rule: baseline alpha exceeds localmax alpha by >=10 deg,0.059639909977494375,0.7247888173167594,0.9741185296324081,0.0918979744936234,0.48593398349587397,1.9701800450112528,3.6236982555480273,0.5900225056264066,1.9812453113278319,3.7658890690141194,0.09339834958739685,0.4907969247182266,0.7007640753301695,0.827930749274832,-0.9010465495701286,1.2763417221293223,1.4687615215271683,0.49079692471821856,0.7007640753301654,0.8279307492748277,159,20,139,108,0.12578616352201258,0.15625
