variant,selected_vs_matlab_bias,selected_vs_matlab_mae,selected_vs_matlab_rmse,raw_rejected_fraction
baseline_current,1.2303075768942235,1.5438859714928732,2.7930293147742464,0.007876969242310577
oracle_overweight_to_localmax,0.16241560390097523,2.177794448612153,4.327029095719001,0.07801950487621906
heuristic_mass10_gap6_to_localmax,0.6989872468117029,1.909039759939985,3.617015613802023,0.05776444111027757
heuristic_mass10_gap4_to_localmax,0.5090022505626407,2.0225056264066015,3.8064826056947725,0.07689422355588897
heuristic_localmax_gap10_to_localmax,0.5900225056264066,1.9812453113278319,3.7658890690141194,0.09339834958739685
