signal,sequential_rmse_vs_raw,one_step_rmse_vs_raw,sequential_minus_one_step_rmse,one_step_fraction_of_sequential_pct
angle_deg,6.118181484715813,0.3013109932225762,5.816870491493237,4.924845625702651
length_px,121.01568860982493,5.167993935651766,115.84769467417317,4.2705156620760585
length_mm,10.91725162369773,0.46622294045826423,10.451028683239466,4.270515662076057
x_sup_px,15.809669167263385,1.2426148881098393,14.567054279153545,7.8598411830330095
x_deep_px,126.97957108584545,5.725075081297557,121.25449600454789,4.508658386810174
