frame,seq_angle_error_deg,seq_length_error_px,seq_length_error_mm,seq_max_endpoint_abs_error_px,one_step_angle_error_deg,one_step_length_error_px,one_step_length_error_mm,one_step_max_endpoint_abs_error_px
74,-4.9889073001795055,140.4930861146828,12.674376274047008,139.5683170853988,-0.1273575364392059,2.8826809661230755,0.2600568060185764,3.841764122141953
75,-5.084399709460314,143.25147568055718,12.92322031495418,143.03169149114817,-0.09478930472982938,2.774243553731594,0.2502742850074588,3.4703454370710176
76,-5.170865679201455,146.04499094611037,13.175233168981844,145.8842293353856,-0.08677807610831678,2.806275804146935,0.2531640271712627,2.857549342709845
77,-5.225781747447343,147.88225450959942,13.340979187965644,147.83304258038382,-0.05470362734948253,1.8160212130546824,0.16382967171151674,1.9368481223760057
78,-5.250483274824603,148.32399450489072,13.38083010924904,148.70985718222084,-0.02466976950537969,0.43304098649161915,0.03906615305182401,0.8734123274845018
79,-5.237207866885683,148.65506242892388,13.41069691307196,149.46771978574495,0.012780600789170649,0.34348860878878895,0.030987317554433454,0.7635896130154549
80,-5.216814515113526,149.07198545647054,13.448309008261667,150.28488796380014,0.02023753991957733,0.4066286443211311,0.03668340261046504,0.8138300719544276
81,-5.239782816753717,150.03738626995664,13.535401216880432,151.55574650668632,-0.022970396933885695,0.9664161734108347,0.08718380781482087,1.2703442087127002
82,-5.2773944960086965,150.54531630233737,13.581223374605882,152.74788365939276,-0.03773889717419365,0.5044892479826331,0.045511752442561386,1.1921967087091474
83,-5.315035773592427,150.4463184969278,13.57229243379758,153.76869232325237,-0.037253550122727574,-0.07917581415256336,-0.0071427291415212864,1.0303137984720792
84,-5.365885937774237,151.26698234154298,13.6463274105271,155.34283821590367,-0.05082817015619412,0.819686759576598,0.07394683044578919,1.5767840624612859
85,-5.397422687147355,152.39466662462462,13.748059782684109,156.80908534883642,-0.03108783339882848,1.1107438064569806,0.1002041120771689,1.4536948001303642
86,-5.391957136810333,152.51024129757866,13.758486181116083,157.50235074788182,0.0050417532593769465,0.11955006923017208,0.01078503293588919,0.7003354433163906
87,-5.421611339320265,153.0286168310978,13.805250664300106,158.41713894408863,-0.02957122438829174,0.5278489429974798,0.047619112829132074,0.9159373144499625
88,-5.51606398875677,154.23367320812804,13.913963045644293,160.05176287188206,-0.09473477909517669,1.1977330570298363,0.10805171884593008,1.629519753595929
89,-5.582823647560986,155.88264772212995,14.062722846106743,162.10712535123693,-0.06775136733872955,1.6709311441450154,0.1507405854237585,2.064879486368767
90,-5.696687352946498,158.99378358461036,14.343389373202395,165.30614201416864,-0.11330154368832268,3.124783661232641,0.2818977431040835,3.207842987679385
91,-5.969699094408327,165.26776221343266,14.909387089361275,171.57784857575504,-0.2738320710037385,6.262604042517751,0.5649715746541815,6.265808246775549
92,-6.158374134407069,171.33881289341514,15.45707796031343,177.17778881943494,-0.18882088884370773,6.075515561485645,0.5480936636429221,5.6021738902357185
93,-6.390617127637597,177.79686055119998,16.039681192074447,183.61424013997618,-0.2326333467791244,6.46429803862668,0.5831671006376739,6.439057797446878
94,-6.667679236992285,184.47228237767854,16.641894513431144,190.0289410608705,-0.27776092039982814,6.687861330753549,0.6033355328633541,6.4237736719544785
95,-6.903142032352463,190.60933479083417,17.195539633265646,195.72397195375694,-0.23345462623393587,6.132872452643369,0.5532680308701403,5.6879478601290145
96,-7.153537612153713,196.2249684283736,17.70214572832481,201.18265686622203,-0.24858798313135821,5.598491768797885,0.5050596666869267,5.447536092906603
97,-7.391350653961524,201.4226247340805,18.17104461569018,206.10875601496218,-0.2365277279906195,5.201600165227205,0.46925467682743655,4.921635577340112
98,-7.6299348216112435,206.63434043073335,18.641211850245874,210.91768715294094,-0.23914645095445053,5.219618967490419,0.470880216462214,4.81109115989895
99,-7.821858494714064,211.601566678704,19.089322830267427,215.36911041350558,-0.19056145557928517,4.971310781897387,0.44847946021743335,4.447914429618862
100,-7.940150067876573,215.54366857575224,19.4449537309442,218.7026213912199,-0.11879409223365656,3.9498730202932393,0.3563319610833937,3.3357524184415865
101,-7.591359805688569,210.11981368145803,18.955648671974952,212.74167003217386,0.5524442501400699,-7.266379167246328,-0.6555256650878805,7.076361278861299
102,-6.730745184795069,188.7249099791328,17.025539031925327,189.27094721830855,1.487520993048605,-20.81067542123526,-1.8774043484993377,24.182969331374068
103,-5.97275741780345,166.25694397748396,14.998624661313945,162.19944021832424,1.2179872669836698,-19.772470198888982,-1.7837441976577784,26.162761472349587
104,-5.575366246209683,149.22787686540448,13.46237252148756,143.11283613629882,0.6440551581131615,-11.86665379234148,-1.0705326463909486,16.058218703789066
105,-5.197786389270021,137.8358241476617,12.434655310118236,126.87468037425796,0.6548531298442697,-12.036276547718444,-1.0858349127568063,16.709769393808443
106,-4.896395663615209,130.9831652467699,11.81645280784917,114.21815809670909,0.5078802403479585,-7.433778417389249,-0.6706273412128736,13.165699630341692
107,-4.7092166904297414,125.59212789558796,11.33010833506461,106.0473809149114,0.31159160845459155,-4.654995000840358,-0.419943499186132,7.707738408819068
108,-4.510845462420548,121.5982185959067,10.969803706072012,100.4766163797454,0.25721875683649387,-2.116558623959577,-0.19094221038211842,4.85623121546945
109,-4.426876950037894,117.28731281324747,10.580901707529621,95.713773780606,0.21293551768758334,-5.248044253022272,-0.4734445616160662,5.0832538072846205
110,-4.366423931890694,113.66479383513501,10.254101507902751,92.17636658828647,0.18309745491234253,-3.255119409360532,-0.2936557901327028,3.4298193247994675
111,-4.253784670505098,109.65112595005223,9.892014387308983,87.6726550811862,0.2513584208534496,-3.9438906611399034,-0.3557922713875322,4.531721139516918
112,-4.1784421607164575,105.03531495936284,9.475605815728997,82.6911571972125,0.2388022750607206,-4.585647648756662,-0.41368743023480925,5.06229128911562
113,-4.053176578507134,100.94540107083117,9.106640274539396,78.09646169871971,0.19464507734124936,-3.595813898180154,-0.3243910402806652,4.18971689014748
114,-3.977410443437634,97.59918432806887,8.80476627301262,74.35871285147118,0.22242164533355435,-4.20156513507834,-0.37903799350261896,4.46149283700538
115,-4.041900682243039,96.67482592278111,8.721376644635237,73.25791334849697,-0.03758252422358055,-0.25613586204838157,-0.023106918515752573,0.5381834532608423
116,-4.0743046334910105,98.26092996811178,8.864464678617914,73.83085612174139,-0.046391247285015424,1.9811613362970775,0.1787275440396118,1.062802334066646
117,-4.151407186271399,100.34042379374216,9.052063142958591,74.68657743504428,-0.07464934670778689,2.188077337020104,0.19739416545715177,1.2959874320124527
118,-4.191739885500283,101.22621469270257,9.13197346071178,74.73627720162366,-0.006206552232555396,0.6130871323510974,0.05530875019608655,0.7057222649303867
119,-4.154735268354784,99.44783641793344,8.971539691084033,73.41048498457832,0.04473955455750911,-1.7101017612671967,-0.15427430479759233,1.2026741951091822
120,-4.16286329283119,96.72706260130235,8.726089099441333,71.85322485535715,-0.009169019213402407,-2.5785965629025895,-0.23262428067466423,1.4659584942522201
121,-4.183431706272728,95.75864840977545,8.63872504337298,71.47316553602278,-0.022474974012141047,-1.3149124464127908,-0.11862288440058452,0.8046255450458943
122,-4.173338855986685,94.78963006732272,8.551306484721108,70.94622654043772,0.0033153167935608963,-1.0001405431052035,-0.09022620202034488,0.5134597388591544
123,-4.171775415711096,92.73973153373277,8.366377915943508,69.34828720366733,0.016045316623916506,-1.9077512800568002,-0.17210496423288216,1.5140937777779868
124,-4.128913644562772,89.96338333123538,8.115913763155932,67.23474787005918,0.04295240079636642,-2.43566116225918,-0.21972957460238512,1.8769159483001943
125,-4.060508446648441,87.59118815457771,7.901909678713683,65.32219288350154,0.07439672176417389,-1.8610349798294692,-0.16789052220169767,1.6256067991156442
126,-3.955489621111184,83.94149890910194,7.572658353543539,62.41726738297834,0.1547731869675033,-3.415623011458706,-0.3081353855533032,2.9511865965138497
127,-3.8813858841923263,81.65850017656089,7.366700994575868,60.58585012311298,0.09853982418090368,-2.1577556503133337,-0.1946587392720392,1.799541112238586
128,-3.828103588904497,79.48631844182728,7.1707408274032804,58.93381944640518,0.10413119261451698,-2.4694762785454714,-0.22278015537767867,1.9691193963682565
129,-3.7294971720093315,76.49221220321533,6.900631954987576,56.671074576202756,0.11712815193459392,-2.2677312239167122,-0.20458002322522656,1.9416115810238068
130,-3.6627744128343522,75.02305001074978,6.768093657553407,55.46874122529317,0.08096264355427252,-1.31108680310831,-0.11827775963984222,1.0722286233396403
131,-3.592285018195952,73.31286278967593,6.61381164312557,54.340639657170925,0.0732075137070467,-1.3332745989455361,-0.12027939887284464,0.8821996982978249
132,-3.5552620794437644,72.01916706017096,6.497102793506526,53.56014182164441,0.03449393971754944,-0.8746848105005256,-0.07890839838501183,0.4668204586290301
133,-3.522947032243394,72.20090708735279,6.513498201652646,53.65064341695097,0.041485026010889214,0.2504869053220773,0.022597306227454306,0.3240133468117392
134,-3.576439205197488,72.2598344040839,6.518814242503655,54.077386178523824,-0.05101876553368356,0.16171448561146917,0.01458883348843681,0.4505703826253864
135,-3.6373584879664804,72.37618138217056,6.529310313302576,54.53160488097768,-0.054716840470149464,0.1732559678054031,0.015630031259313056,0.46049892394643166
136,-3.680316789681285,71.52217883504193,6.45226773476268,54.30877363191527,-0.03662767006306922,-0.6599184568517558,-0.05953356897221356,0.4009491530013065
137,-3.620922624328216,70.02761051133223,6.317437460719829,53.305981366970144,0.0721680571360821,-1.4922653052772148,-0.1346225106362185,1.008837968967356
138,-3.551576595999535,68.71219709174738,6.1987693817644,52.28593932797381,0.0638995350072662,-1.0680325105993234,-0.09635097560033043,0.8170880157761928
139,-3.568049210158648,67.86890123373064,6.1226926913703625,51.68335343796139,-0.018134468782562863,-0.735317492497984,-0.06633558161859038,0.5263633589136134
140,-3.549239080288231,67.26386521267375,6.068110260289251,51.12812980977239,0.02802570640156432,-0.6603277795019267,-0.05957049541058307,0.6040784421807359
141,-3.549380228786646,67.17370473281028,6.059976565753526,51.13533605281543,0.007781762576342999,-0.10541219248000289,-0.009509605264655066,0.11808196288802719
142,-3.577751348345288,67.2780978674698,6.06939423822192,51.405100221449175,-0.03172825802130319,0.16734493841090625,0.01509677647230062,0.30559765797261207
143,-3.6055698524575917,67.15092310310547,6.057921354675174,51.37593681293512,-0.01927912645621177,-0.2512640036571838,-0.022667411006084024,0.17514736755993
144,-3.6266737468516794,67.07458374186297,6.051034511943866,51.41827361511048,-0.017746833041798027,-0.15660789545358966,-0.014128149999104977,0.1622377764452949
145,-3.6348331088528028,66.79168588445714,6.025513299540885,51.35460133949363,-0.004526584427310354,-0.317601904950493,-0.028651986798914585,0.23578810357986413
146,-3.644342518914584,66.24460890253215,5.976159557577189,51.088329063869594,0.0008385837103048743,-0.4872480868008324,-0.04395636654947012,0.26257730820071856
147,-3.610679259330226,65.89509100443081,5.94462831659189,50.742648644182225,0.03684050833564356,-0.3820836160937233,-0.034469109138704226,0.34365506675527513
148,-3.611545678987085,66.02582140238906,5.956421966372109,50.82371473081773,-0.008236167726551002,-0.027577807942293475,-0.002487891214722917,0.08405496969510295
149,-3.6879821578348526,65.9878539427956,5.952996788077824,51.05594165903153,-0.084806496400887,0.09492410315363031,0.008563437775603306,0.471173684778023
150,-3.698253851430536,66.01567331435456,5.955506471597467,51.07673958955962,-0.007585883314675357,-0.0102316243636551,-0.0009230308812051845,0.04090913131221896
151,-3.6773583267888625,65.67526491990384,5.924797031030471,50.66344880503672,0.02123162171886861,-0.41428791889211425,-0.037374372754146255,0.46065092640859007
152,-3.6571849891179795,65.19147786971314,5.881152896787289,50.228612316020815,0.02121674178741273,-0.41124318669483273,-0.037099696735637046,0.3781686898385601
153,-3.689136987929203,65.24598540349893,5.886070213447325,50.30138817469765,-0.04811506137500032,-0.017616460259091582,-0.0015892429450817497,0.28586458502235246
154,-3.749548214496855,65.28614233675853,5.889692911874836,50.42082061135332,-0.06998651470476602,0.0073532719044351325,0.0006633645650442371,0.42386224268420847
155,-3.8635204267918652,66.53581271868643,6.002430079781854,51.46452298538924,-0.15735733902687343,1.2367242708277217,0.11156925361381761,1.2334744014048624
156,-4.727785327533752,77.74201954807108,7.013381478802855,63.43551746976195,-0.9989657235735194,10.118719142451368,0.9128453034204349,11.646058241246322
157,-6.39908619467414,122.63945357005082,11.063737181497467,107.41777999911918,-2.2126070824286046,38.3777985835859,3.4621964202629987,41.21351058993949
158,-6.308742181858065,135.07478608015333,12.185572338547642,115.06914975713207,-0.0138386523444467,11.49393970692256,1.0369087956245087,6.7886245496125355
159,-6.147102708166102,134.93422030232205,12.172891404497738,113.85150843954295,0.08213140838660138,0.4197799212844302,0.03786982563900465,0.774773298738296
160,-6.126187274610544,138.3529142178105,12.481303827122764,115.98640576449179,-0.09570115739435892,3.503689319204568,0.31608015744425555,2.288766299159761
161,-6.5153203641966115,148.7177648145007,13.416353516183605,131.64058136350206,-0.6903890703468107,12.019926616021507,1.0843599278154634,16.80124878293566
162,-6.780827706789978,162.42356565506748,14.652802097352174,144.8261100439131,-0.3838003961155607,10.71440627925108,0.9665843387153555,11.195868649870135
163,-6.853864221944917,166.20585476220663,14.994015723209746,149.28563617489232,-0.1673643407376062,3.5608822805065756,0.32123973598164307,4.0167991997946615
164,-7.099342139504273,169.33494056457914,15.276301577623066,157.37352748602248,-0.3742522585294523,2.2472925867588174,0.20273618175920294,8.38803859442092
165,-7.774733517530848,181.23551929076734,16.349894711818337,179.18025223828926,-1.0878246918136654,10.602593576240679,0.9564973208459119,22.384937449470897
166,-8.262640742724443,198.4643222783402,17.904165728668772,201.20700049169088,-0.8773901141217948,16.923928972327303,1.5267672578238334,22.432218310904744
167,-8.521816537273025,211.83971914499102,19.110807403293677,212.73884681183367,-0.5999573712195456,14.563847313674614,1.3138559765183329,12.25184920746355
168,-8.74142841278541,221.63985630223704,19.994912303422453,221.769145261321,-0.48890135644739985,10.442113966676288,0.9420198898763129,9.428634892973832
169,-8.833292496554748,228.99691957970776,20.658618901585736,228.689277126574,-0.2924059738387541,6.944196012516386,0.6264603876060156,6.803235485338661
170,-8.867332447046778,234.43045549165026,21.14879731926454,233.0473856536372,-0.19969696477065213,4.760795329665257,0.42948811959791555,4.308946093700683
171,-8.94562741105372,237.36628900490052,21.413649203822878,235.93399258832713,-0.13476840668542422,1.601195656716186,0.14444950141549937,2.0050947306611135
172,-8.961790536842159,238.4030543615878,21.507179459310503,236.99310108018742,-0.03974659149986337,0.6395424240585044,0.05769537526648785,0.8424853880487433
173,-8.859228925499195,238.90602300873707,21.55255403299461,236.75717923482807,0.07922878062686323,0.2921229505074052,0.02635344055289225,0.5734059794175437
174,-8.793980898669815,238.49673963640043,21.51563113801691,235.97428965982914,0.056451055950532236,-0.5418111169907434,-0.0488786897356418,0.8416626411962511
175,-8.830738949499448,238.3539987090727,21.50275397606759,236.01613562654197,-0.03764091086230792,-0.28872731932244733,-0.026047108700441426,0.3676503465576957
176,-8.884476353086797,238.40342174196928,21.507212601989046,236.25417657172514,-0.05689128088704365,-0.03805269549059176,-0.0034328677248629934,0.38045048612462296
177,-8.864899762858471,237.9789419817239,21.46891878731922,235.66120292248505,0.017903377033007928,-0.4613973449476134,-0.04162428005132385,0.6257195323489384
178,-8.739339639060603,237.8337849533616,21.455823660383334,234.73032872631794,0.12458733352082163,-0.11613843715872463,-0.01047725758709491,0.9159324888920253
179,-8.655746959533616,237.48478540881752,21.424339181898663,233.9248073265238,0.08371844310048004,-0.322951859136424,-0.02913462501462046,0.821555359633436
180,-8.59551206931971,237.35571052698117,21.412694882060404,233.41372918169523,0.05892115594929237,-0.10255375179906423,-0.009251735260164692,0.513534078192464
181,-8.502086595922549,237.30749320063717,21.40834502717492,232.4668529410964,0.08972140463518485,0.00437846154034105,0.0003949964414506962,0.9098484138840774
182,-8.290756885151211,236.562475220358,21.341134330377496,230.4730483055424,0.20976786309583417,-0.6819864522070702,-0.061524400581669865,1.9601830482173739
183,-8.084512976997786,234.42531752899822,21.148333805551978,227.64142926035245,0.2054749123867623,-2.1511791316087283,-0.1940654483497554,2.83788172902743
184,-7.904677120875391,231.91706876845944,20.922055847973123,224.41738078753403,0.17792626801198708,-2.525612887795205,-0.2278444366747632,3.226797602968901
185,-7.750211851484522,228.14881219271194,20.58210814621085,219.87446586685382,0.15155872239219548,-3.763093608145823,-0.33948193226511253,4.527656630704769
186,-7.580747208232822,224.8514881811151,20.284644930218036,215.46832103363857,0.1669960570754938,-3.246206786657581,-0.2928517510383263,4.3682916677774415
187,-7.382638671246497,220.24232533937686,19.868836111577238,210.99035066422465,0.19535750056348888,-4.620122925522196,-0.41679756641276755,4.473592817220663
188,-6.991862271653076,211.2506801162782,19.057668117251435,203.29905887268734,0.3885451185646218,-9.006822472217323,-0.8125371874402461,7.68453602172184
