comparison_group,comparison,n,bias,mae,rmse,corr,interpretation
matlab_raw_vs_final,matlab_raw_vs_final_angle_deg,2666,-0.12558638399745378,0.8638295802748932,1.069570789095167,0.9757923413095143,Kalman changes fascicle angle modestly.
matlab_raw_vs_final,matlab_raw_vs_final_length_px,2666,-35.58228403260265,35.58503902446283,38.32807824821594,0.9912122217155118,Kalman shortens/smooths fascicle length by several mm.
matlab_raw_vs_final,matlab_raw_vs_final_length_mm,2666,-3.2100032036529447,3.2102517411748503,3.4577109736379863,0.9912122217155122,Kalman length correction in physical units.
matlab_raw_vs_final,matlab_raw_vs_final_x_sup_px,2666,15.975650309755252,15.975650309755252,17.463506400930783,0.8614149140519705,Kalman shifts superficial attachment x.
matlab_raw_vs_final,matlab_raw_vs_final_y_sup_px,2666,7.945866400939399,7.951556024617617,8.457457872642335,-9.37511620291566e-16,Kalman shifts superficial attachment y.
matlab_raw_vs_final,matlab_raw_vs_final_x_deep_px,2666,47.35995058994235,47.36220913631029,49.54690503394124,0.9919038384256559,Deep attachment changes because the line is reconstructed from state and aponeuroses.
matlab_raw_vs_final,matlab_raw_vs_final_y_deep_px,2666,-8.253204369674366,8.341885960176723,9.363319701479401,0.48741833421612074,Kalman/reconstruction shifts deep attachment y.
