variant,forward_alpha_rmse_vs_matlab_X_plus_alpha,final_alpha_rmse_vs_matlab_alpha,end_x_sup_rmse_vs_matlab,end_x_deep_rmse_vs_matlab,FL_rmse_vs_matlab_mm,ANG_rmse_vs_matlab_deg
current_saved_python,1.217960582984479,1.1661089520096926,5.948635119705359,25.801036712323935,2.0116571332303375,1.1661089520096855
notebook_exact_alpha_patch,1.217960582984479,1.1661089520096926,5.948635119705359,25.801036712323935,2.0116571332303375,1.1661089520096855
