cluster_id,frame_coverage,n_candidates,cluster_score,mean_score,median_alpha_deg,alpha_std_deg,median_length_mm,length_std_mm,median_x_mid,x_mid_std,mean_mask_support,mean_hough_score,hough_peak_fraction
a17.00_x400_l75,11,33,1.1398953675794299,0.7039660390461769,17.0,0.044536177141512964,75.55521222836238,0.31799479239170453,400.0000038991344,6.559631200426418e-06,0.39371246373730723,0.826533643569494,0.0
a17.25_x400_l75,11,22,1.1375486854305366,0.7014950615832325,17.2,0.044536177141512964,74.54673290121302,0.30556526098656783,399.99999951014956,7.780406095711583e-06,0.38853570988612046,0.8428199325577433,0.0
a16.75_x400_l75,11,21,1.1362270668125452,0.7013907893284174,16.8,0.03856946079199405,76.37707526680745,0.43923333000324305,399.999999543491,6.2576282951685035e-06,0.38637198940266154,0.823560085412339,0.0
a17.50_x400_l75,11,33,1.1358276124226985,0.6990225696153914,17.4,3.552713678800501e-15,73.78113220873621,0.319495719269305,400.0000013631947,5.188616967861132e-06,0.39034061503859996,0.8880889339012898,0.0
a16.50_x400_l80,11,24,1.1320725627705577,0.6949892633191083,16.5,0.07925270806437701,77.75815440515471,0.13316463872629591,399.999996477435,9.210189237084775e-06,0.3913013513802366,0.8018154353443463,0.0
a16.25_x400_l80,11,22,1.1226419251959077,0.686049491845828,16.3,3.552713678800501e-15,78.69092253097658,0.3407566649920227,400.00000724780875,6.393253537104715e-06,0.3910387695721267,0.8018154353443463,0.0
a18.00_x400_l70,11,33,1.1113531809055792,0.6744603900719425,17.9,3.552713678800501e-15,71.75476700506849,0.31072091663632584,400.00000302268535,4.719968712045241e-06,0.38954070414607694,0.9469094091888471,0.0
a16.00_x400_l80,11,33,1.1098149312010106,0.6732643723217315,16.1,3.552713678800501e-15,79.657927721495,0.34494411207208264,400.0000005299781,4.672241578830897e-06,0.39245700601252553,0.7556511647284069,0.0
a15.75_x400_l80,11,22,1.0881233233213938,0.6516376235444311,15.8,3.552713678800501e-15,81.15571935226639,0.35143002230373405,400.0000060456448,4.648791495280293e-06,0.39366363512441094,0.7556511647284069,0.0
a18.25_x400_l70,11,22,1.0879260765296153,0.6509830224051135,18.2,3.552713678800501e-15,70.59403814829938,0.3056945875498361,399.9999984188577,6.15106967576653e-06,0.383765550410153,0.9469094091888471,0.0
a18.50_x400_l70,11,33,1.074524930597771,0.6375493069763887,18.4,3.552713678800501e-15,69.84190945218184,0.3024376378617515,399.99999274602317,6.1013172374839236e-06,0.38144093866865736,1.0,0.0
