comparison,n,bias,mae,rmse,corr
current Python alpha,2666,-11.390792896044674,11.65960253295555,18.967959787452248,-0.09626183762945523
abs(current Python alpha),2666,-5.965138833145405,6.3270673651670215,8.082938454930858,0.13749867777332692
ported dohough alpha on current mask,2666,2.3193923480870215,2.5268192048012,3.5372442344561885,0.8660614541395094
current Python phi,2666,-10.682523412373193,10.973684561242939,18.415539510924912,-0.08369983146469347
ported alpha-only phi,2666,2.3193923480870215,2.5268192048012,3.5372442344561885,0.8548324308725396
current Python faslen,2666,146.03838551279804,155.1435034202506,183.6606772952194,0.37358795494908487
abs-alpha-only faslen,2666,143.14854846356837,154.9053379305094,188.2850143248479,0.22775541554084755
ported alpha-only faslen,2666,-54.01096707375374,57.03795243721985,84.7015573912966,0.8452291686165254
