comparison,n,bias,mae,rmse,corr
current Python alpha,2666,-11.390792896044674,11.65960253295555,18.967959787452248,-0.09626183762945523
abs(current Python alpha),2666,-5.965138833145405,6.3270673651670215,8.082938454930858,0.13749867777332692
current selected-line angle,2666,-11.390792110303478,11.659601879975142,18.967959990567273,-0.09626183780055997
abs(current selected-line angle),2666,-5.965137647262995,6.327066361771884,8.082937596700862,0.13749867849662492
current segment angle,2666,-11.390792109532622,11.659601876537259,18.967959976281787,-0.09626183998871249
abs(current segment angle),2666,-5.965137664059033,6.327066370096668,8.082937618251277,0.13749866789601228
