comparison,unit,n,bias,mae,rmse,corr
angle: Python alpha vs MATLAB geofeatures.alpha,deg,2666,2.3193923480870215,2.5268192048012,3.5372442344561885,0.8660614541395094
angle: Python alpha vs MATLAB Region.ANG,deg,2666,2.351214999632502,2.382488748723375,2.612432176691378,0.9689375548718977
angle: MATLAB geofeatures.alpha vs MATLAB Region.ANG,deg,2666,0.03182265154547947,1.4509296052309417,2.465612800946197,0.887429725256969
length: Python formula px vs MATLAB geofeatures.faslen,px,2666,-59.88817764425708,62.43979935936261,87.69061630691232,0.8432243619241756
length: Python selected segment px vs MATLAB geofeatures.faslen,px,2666,146.03838551279804,155.1435034202506,183.6606772952194,0.37358795494908487
length: Python formula mm vs MATLAB Region.FL,mm,2666,-4.993746401838423,5.115187575707101,5.730871425019563,0.9547722730996359
length: Python selected segment mm vs MATLAB Region.FL,mm,2666,13.583614366956413,13.804963323514606,16.078374123983632,0.428447018143496
