comparison,n,bias,mae,rmse,corr
utt_length_mm,2666,17.12135850515745,17.121726805163966,19.063713485403177,0.5710090481476722
utt_pennation,2666,-8.563590290487394,8.563703812787342,10.137568563942855,-0.6640260054937195
utt_fascicle_angle,2666,-8.975239061540172,8.9754179230509,10.689861565888803,-0.7671421576111253
