comparison,n,bias,mae,rmse,corr
"alpha=M, betha=M, thickness=M",2666,1.4775877445813935e-14,1.4775877445813935e-14,4.250978808458335e-14,0.9999999999999999
"alpha=P, betha=M, thickness=M",2666,-54.01096707375374,57.03795243721985,84.7015573912966,0.8452291686165254
"alpha=M, betha=P, thickness=M",2666,9.01707354826782,10.547794665002966,14.233956821098637,0.9958676502019553
"alpha=M, betha=M, thickness=P",2666,-13.888907433582474,15.580335862666274,22.120422685215424,0.9931781836750604
"alpha=P, betha=P, thickness=P",2666,-59.888181449504756,62.439802777254975,87.69061832835436,0.8432243665596184
