comparison,n,bias,mae,rmse,corr
alpha: current selected-line,2666,-11.390792896044674,11.65960253295555,18.967959787452248,-0.09626183762945523
alpha: notebook23 dohough,2666,2.3193923480870215,2.5268192048012,3.5372442344561885,0.8660614541395094
phi: notebook23 alpha-super,2666,1.9075969825918058,2.344573479790881,3.3396646741218445,0.846339717482544
faslen: selected segment,2666,146.03838551279804,155.1435034202506,183.6606772952194,0.37358795494908487
faslen: MATLAB formula with Python apos,2666,-59.88817764425708,62.43979935936261,87.69061630691232,0.8432243619241756
