comparison,n,bias,mae,rmse,corr
current Python alpha,2666,-11.390792896044674,11.65960253295555,18.967959787452248,-0.09626183762945523
current Python phi,2666,-10.682523412373193,10.973684561242939,18.415539510924912,-0.08369983146469347
current Python faslen,2666,146.03838551279804,155.1435034202506,183.6606772952194,0.37358795494908487
alpha-only phi with MATLAB betha,2666,-11.390792896044674,11.65960253295555,18.967959787452248,-0.10764109869736328
alpha-only faslen with MATLAB thickness,2666,-37.90924769604028,305.20622554301394,507.3294641934572,0.14459472874385662
