row,frame,matlab_alpha,python_alpha,alpha_error_python_minus_matlab,abs_alpha_error,selected_line_alpha,py_first_peak_alpha,py_first_peak_weight,py_total_peak_weight,py_weighted_peak_spread,py_nearest_peak_to_matlab,py_nearest_peak_distance_to_matlab,py_nearest_peak_index,matlab_first_peak_alpha,matlab_first_peak_weight,matlab_total_peak_weight,matlab_weighted_peak_spread,matlab_nearest_peak_to_python,matlab_nearest_peak_distance_to_python,matlab_nearest_peak_index,mask_density,n_fascicle_candidates,category
1239,1239,19.5,31.0,11.5,11.5,16.990821838378906,32.0,300.0,2320.0,3.564655172413793,17.0,2.5,6,31.0,284.0,2623.0,7.514677849790316,31.0,0.0,0,0.09304290264844894,110.0,nearest Python peak also far
1240,1240,30.0,31.0,1.0,1.0,-21.801406860351562,31.0,276.0,2130.0,2.092957746478873,31.0,1.0,0,30.0,287.0,2597.0,7.794185598767809,31.0,0.0,6,0.08052323013544083,89.0,matched within 1 deg
1241,1241,30.0,30.0,0.0,0.0,-21.801406860351562,30.0,287.0,2328.0,5.278780068728523,30.0,0.0,0,30.0,287.0,2612.0,5.700229709035222,30.0,0.0,0,0.09738383442163467,93.0,matched within 1 deg
1242,1242,30.0,31.0,1.0,1.0,17.447187423706055,31.0,300.0,2463.0,4.5850588712951685,30.0,0.0,9,17.5,295.0,2649.0,5.992072480181201,31.5,0.5,5,0.10358239710330963,89.0,matched within 1 deg
1243,1243,29.0,31.0,2.0,2.0,18.434947967529297,31.0,289.0,2449.0,4.602694977541854,29.0,0.0,3,30.5,288.0,2656.0,5.442206325301205,30.5,0.5,0,0.10583348572254181,122.0,"peak exists, weighted median differs"
1244,1244,29.0,31.0,2.0,2.0,17.241456985473633,31.0,267.0,2091.0,4.39454806312769,29.0,0.0,2,30.5,285.0,2628.0,6.916286149162861,31.0,0.0,7,0.07484067976474762,69.0,"peak exists, weighted median differs"
1245,1245,29.5,30.0,0.5,0.5,17.81888771057129,30.0,276.0,2133.0,2.8218471636193154,30.0,0.5,0,29.5,294.0,2674.0,6.220643231114435,29.5,0.5,0,0.07875590026378632,73.0,matched within 1 deg
1246,1246,29.5,30.0,0.5,0.5,17.744670867919922,30.0,267.0,2126.0,2.814675446848542,30.0,0.5,0,29.5,291.0,2686.0,4.755584512285927,29.5,0.5,0,0.0796460211277008,89.0,matched within 1 deg
1247,1247,29.0,30.0,1.0,1.0,17.241456985473633,30.0,250.0,1997.0,3.1737606409614423,29.0,0.0,2,14.5,287.0,2674.0,4.832647718773373,30.0,0.0,1,0.07132536917924881,81.0,matched within 1 deg
1248,1248,26.5,30.0,3.5,3.5,-20.170654296875,30.0,250.0,2023.0,3.3311913000494315,28.0,1.5,3,13.5,290.0,2702.0,6.089008142116951,29.5,0.5,1,0.0673907995223999,66.0,nearest Python peak also far
1249,1249,24.0,30.0,6.0,6.0,16.8583984375,30.0,222.0,1901.0,3.897948448185166,28.0,4.0,3,29.5,279.0,2655.0,6.993785310734463,29.5,0.5,0,0.06447535008192062,87.0,nearest Python peak also far
1250,1250,28.5,30.0,1.5,1.5,17.969139099121094,30.0,232.0,1867.0,3.6555972147830746,28.0,0.5,3,29.0,291.0,2674.0,6.847606581899775,30.5,0.5,6,0.0612889900803566,67.0,"peak exists, weighted median differs"
1251,1251,29.5,31.0,1.5,1.5,20.136301040649414,31.0,255.0,1903.0,3.5417761429322123,29.0,0.5,1,29.5,285.0,2683.0,6.797987327618338,31.5,0.5,3,0.06439794600009918,59.0,"peak exists, weighted median differs"
1252,1252,25.0,31.0,6.0,6.0,17.10272789001465,31.0,260.0,2046.0,3.861681329423265,27.0,2.0,9,13.5,289.0,2673.0,7.451552562663673,30.5,0.5,2,0.07161562144756317,74.0,nearest Python peak also far
1253,1253,19.0,30.0,11.0,11.0,18.434947967529297,30.0,250.0,2005.0,3.6399002493765584,23.0,4.0,9,13.5,293.0,2652.0,7.655354449472097,30.5,0.5,4,0.0721445307135582,65.0,nearest Python peak also far
1254,1254,19.0,30.0,11.0,11.0,17.744670867919922,30.0,266.0,2094.0,3.6981852913085005,14.0,5.0,6,13.5,293.0,2614.0,7.508416220351951,30.0,0.0,2,0.07436982542276382,82.0,nearest Python peak also far
1255,1255,25.0,29.0,4.0,4.0,16.50436019897461,31.0,289.0,2203.0,4.818429414434862,27.0,2.0,7,13.5,304.0,2707.0,7.196342814924271,29.0,0.0,2,0.0782979428768158,75.0,nearest Python peak also far
1256,1256,23.5,30.0,6.5,6.5,17.35402488708496,31.0,296.0,2246.0,4.604630454140694,27.0,3.5,6,14.0,304.0,2695.0,7.248423005565862,30.0,0.0,3,0.08653473854064941,96.0,nearest Python peak also far
1257,1257,29.0,30.0,1.0,1.0,21.161258697509766,30.0,302.0,2336.0,4.276969178082192,29.0,0.0,4,29.0,291.0,2716.0,6.180412371134021,30.0,0.0,3,0.09437163174152374,86.0,matched within 1 deg
1258,1258,28.5,30.0,1.5,1.5,-21.447738647460938,30.0,302.0,2346.0,3.5861040068201193,28.0,0.5,1,30.0,295.0,2736.0,5.440789473684211,30.0,0.0,0,0.09368791431188583,103.0,"peak exists, weighted median differs"
1259,1259,27.5,29.0,1.5,1.5,17.10272789001465,29.0,284.0,2348.0,5.919505962521295,27.0,0.5,4,27.5,313.0,2712.0,5.116334808259587,29.5,0.5,2,0.09851905703544617,148.0,"peak exists, weighted median differs"
1260,1260,26.5,28.0,1.5,1.5,17.241456985473633,28.0,308.0,2353.0,3.6719082022949427,26.0,0.5,2,16.5,320.0,2784.0,6.128951149425287,28.0,0.0,2,0.09332671016454697,116.0,"peak exists, weighted median differs"
1261,1261,27.5,28.0,0.5,0.5,16.8583984375,28.0,339.0,2499.0,3.6314525810324128,28.0,0.5,0,27.5,312.0,2804.0,6.311875891583452,27.5,0.5,0,0.09975747764110565,142.0,matched within 1 deg
1262,1262,26.5,28.0,1.5,1.5,17.281497955322266,28.0,280.0,1877.0,6.845498135322323,26.0,0.5,2,28.0,326.0,2846.0,5.748067463106114,28.0,0.0,0,0.0599086657166481,71.0,"peak exists, weighted median differs"
1263,1263,23.5,28.0,4.5,4.5,18.434947967529297,28.0,342.0,2370.0,3.4683544303797467,22.0,1.5,9,27.0,340.0,2790.0,5.42562724014337,28.5,0.5,1,0.0889793336391449,139.0,nearest Python peak also far
1264,1264,26.5,28.0,1.5,1.5,18.434947967529297,28.0,270.0,2099.0,3.3425440686040973,26.0,0.5,2,26.5,309.0,2830.0,6.917137809187279,28.0,0.0,1,0.07248639315366745,99.0,"peak exists, weighted median differs"
1265,1265,23.0,28.0,5.0,5.0,17.81888771057129,28.0,275.0,2163.0,7.00092464170134,21.0,2.0,9,27.5,312.0,2838.0,6.385482734319944,27.5,0.5,0,0.08325808495283127,104.0,nearest Python peak also far
1266,1266,20.0,27.0,7.0,7.0,-20.725555419921875,27.0,327.0,2321.0,5.311503662214562,25.0,5.0,5,26.5,325.0,2821.0,8.05210918114144,26.5,0.5,0,0.09026290476322174,136.0,nearest Python peak also far
1267,1267,26.0,27.0,1.0,1.0,18.060470581054688,27.0,317.0,2405.0,5.409563409563409,26.0,0.0,9,26.0,338.0,2856.0,6.518732492997199,27.5,0.5,1,0.09635826200246811,109.0,matched within 1 deg
1268,1268,16.5,27.0,10.5,10.5,-22.166351318359375,27.0,264.0,2012.0,4.758449304174951,13.0,3.5,1,26.5,336.0,2820.0,5.516134751773049,27.0,0.0,7,0.07566629350185394,117.0,nearest Python peak also far
1269,1269,25.5,27.0,1.5,1.5,20.55604362487793,27.0,309.0,2213.0,4.306371441482151,25.0,0.5,1,13.0,302.0,2744.0,4.809402332361516,26.5,0.5,4,0.08069738745689392,111.0,"peak exists, weighted median differs"
1270,1270,25.0,26.0,1.0,1.0,18.434947967529297,26.0,281.0,2158.0,5.952734012974977,26.0,1.0,0,13.0,318.0,2870.0,5.022996515679442,26.5,0.5,2,0.08763770759105682,121.0,matched within 1 deg
1271,1271,14.0,26.0,12.0,12.0,20.92449951171875,26.0,279.0,2099.0,6.469747498808957,13.0,1.0,7,26.5,355.0,2837.0,6.274585830102221,26.5,0.5,0,0.08159395307302475,102.0,"peak exists, weighted median differs"
1272,1272,25.0,27.0,2.0,2.0,23.198589324951172,26.0,307.0,2270.0,3.6,25.0,0.0,5,26.0,341.0,2821.0,5.011166253101737,26.5,0.5,3,0.09173998236656189,117.0,"peak exists, weighted median differs"
1273,1273,21.5,25.0,3.5,3.5,-23.198593139648438,25.0,289.0,2275.0,3.6391208791208793,20.0,1.5,7,26.0,329.0,2821.0,6.42981212336051,24.5,0.5,3,0.08809566497802734,120.0,nearest Python peak also far
1274,1274,23.5,26.0,2.5,2.5,17.241456985473633,24.0,263.0,2039.0,4.529671407552722,24.0,0.5,0,25.0,309.0,2738.0,6.576333089846603,26.5,0.5,4,0.07731107622385025,103.0,"peak exists, weighted median differs"
1275,1275,22.5,25.0,2.5,2.5,19.65382194519043,26.0,252.0,2134.0,3.561387066541706,23.0,0.5,1,23.0,296.0,2782.0,5.0485262401150255,25.0,0.0,1,0.08030392974615097,95.0,"peak exists, weighted median differs"
1276,1276,21.0,25.0,4.0,4.0,22.166345596313477,26.0,284.0,2326.0,2.849097162510748,22.0,1.0,2,19.5,319.0,2842.0,4.492962702322308,25.0,0.0,4,0.09408137202262878,121.0,"peak exists, weighted median differs"
1277,1277,21.5,25.0,3.5,3.5,18.88608741760254,23.0,272.0,2367.0,3.2015209125475286,23.0,1.5,0,20.0,309.0,2892.0,3.7698824343015214,25.5,0.5,7,0.08637993782758713,103.0,nearest Python peak also far
1278,1278,22.5,25.0,2.5,2.5,18.778032302856445,25.0,269.0,2217.0,4.0829950383400995,22.0,0.5,2,22.5,319.0,2862.0,3.407756813417191,25.0,0.0,3,0.07390541583299637,94.0,"peak exists, weighted median differs"
1279,1279,23.5,25.0,1.5,1.5,19.983104705810547,25.0,280.0,2245.0,3.6191536748329622,23.0,0.5,4,20.5,314.0,2873.0,2.866689871214758,25.0,0.0,1,0.07196392863988876,106.0,"peak exists, weighted median differs"
1280,1280,23.5,24.0,0.5,0.5,18.434947967529297,26.0,291.0,2177.0,3.2429949471750117,23.0,0.5,1,19.5,341.0,2914.0,3.119423472889499,23.5,0.5,4,0.07217678427696228,129.0,matched within 1 deg
1281,1281,22.5,23.0,0.5,0.5,18.121858596801758,23.0,317.0,2326.0,4.021496130696475,23.0,0.5,0,20.0,334.0,2940.0,5.506802721088436,22.5,0.5,2,0.07991692423820496,125.0,matched within 1 deg
1282,1282,22.5,24.0,1.5,1.5,18.434947967529297,23.0,330.0,2553.0,3.9240109674892283,23.0,0.5,0,20.0,333.0,2793.0,3.7015753669889007,24.0,0.0,5,0.09395882487297058,113.0,"peak exists, weighted median differs"
1283,1283,24.0,24.0,0.0,0.0,18.434947967529297,23.0,315.0,2418.0,4.129032258064516,24.0,0.0,1,20.0,322.0,2815.0,2.180106571936057,24.0,0.0,2,0.08641219139099121,117.0,matched within 1 deg
1284,1284,22.0,24.0,2.0,2.0,18.434947967529297,24.0,290.0,2451.0,2.6213790289677683,22.0,0.0,4,20.5,325.0,2880.0,4.072395833333333,24.0,0.0,1,0.09009520709514618,129.0,"peak exists, weighted median differs"
1285,1285,23.0,24.0,1.0,1.0,18.434947967529297,22.0,274.0,2313.0,3.006485084306096,22.0,1.0,0,22.5,311.0,2901.0,3.2002757669769046,24.0,0.0,6,0.07918805629014969,119.0,matched within 1 deg
1286,1286,21.5,24.0,2.5,2.5,18.434947967529297,22.0,277.0,2371.0,3.2855335301560524,22.0,0.5,0,13.5,318.0,2873.0,4.14792899408284,24.5,0.5,9,0.08449650555849075,129.0,"peak exists, weighted median differs"
1287,1287,22.5,24.0,1.5,1.5,17.927919387817383,22.0,277.0,2385.0,3.039412997903564,22.0,0.5,0,19.0,344.0,2913.0,3.200823892893924,24.0,0.0,5,0.08599293231964111,131.0,"peak exists, weighted median differs"
1288,1288,22.5,24.0,1.5,1.5,17.744670867919922,27.0,310.0,2427.0,3.138442521631644,23.0,0.5,1,19.0,340.0,2914.0,3.192347288949897,23.5,0.5,4,0.0825808197259903,101.0,"peak exists, weighted median differs"
1289,1289,21.5,24.0,2.5,2.5,18.034284591674805,27.0,290.0,2244.0,3.0231729055258465,22.0,0.5,8,19.0,320.0,2924.0,3.1077291381668948,23.0,1.0,4,0.07431822270154953,120.0,"peak exists, weighted median differs"
1290,1290,21.5,24.0,2.5,2.5,17.927919387817383,27.0,305.0,2396.0,2.9553422370617697,21.0,0.5,2,19.0,333.0,2978.0,3.121054398925453,23.5,0.5,7,0.08496735990047455,127.0,"peak exists, weighted median differs"
1291,1291,21.5,23.0,1.5,1.5,17.78388786315918,27.0,286.0,2459.0,3.829605530703538,22.0,0.5,1,18.5,338.0,2840.0,2.6690140845070425,23.0,0.0,7,0.08558012545108795,141.0,"peak exists, weighted median differs"
1292,1292,21.0,23.0,2.0,2.0,18.434947967529297,27.0,269.0,2228.0,3.39048473967684,21.0,0.0,1,13.0,332.0,2855.0,3.6642732049036777,23.0,0.0,6,0.07769162952899933,98.0,"peak exists, weighted median differs"
1293,1293,21.0,23.0,2.0,2.0,18.434947967529297,22.0,245.0,2119.0,4.2265219443133555,21.0,0.0,3,13.0,333.0,2887.0,3.0303082784897817,22.5,0.5,4,0.06853891909122467,92.0,"peak exists, weighted median differs"
1294,1294,21.0,24.0,3.0,3.0,18.778032302856445,22.0,239.0,2008.0,3.603585657370518,21.0,0.0,7,18.5,351.0,2809.0,3.798860804556782,24.0,0.0,6,0.07188007980585098,94.0,"peak exists, weighted median differs"
1295,1295,20.5,23.0,2.5,2.5,19.025606155395508,27.0,271.0,2279.0,3.5598946906537954,21.0,0.5,1,21.0,315.0,2783.0,3.0427596119295726,23.0,0.0,5,0.08605097979307175,124.0,"peak exists, weighted median differs"
1296,1296,20.5,22.0,1.5,1.5,21.161258697509766,24.0,264.0,2051.0,2.948805460750853,20.0,0.5,3,20.5,331.0,2964.0,5.473852901484481,21.5,0.5,2,0.07194457948207855,87.0,"peak exists, weighted median differs"
1297,1297,20.5,23.0,2.5,2.5,18.799884796142578,23.0,305.0,2095.0,2.7183770883054894,21.0,0.5,1,22.0,336.0,2913.0,4.103158256093375,23.5,0.5,3,0.07752393186092377,103.0,"peak exists, weighted median differs"
1298,1298,19.0,22.0,3.0,3.0,18.970407485961914,23.0,276.0,2100.0,3.19,21.0,2.0,1,19.0,338.0,2908.0,3.2345254470426408,21.5,0.5,1,0.07804638892412186,96.0,nearest Python peak also far
1299,1299,18.5,22.0,3.5,3.5,19.855213165283203,21.0,249.0,2158.0,3.371640407784986,20.0,1.5,4,21.0,340.0,2941.0,4.420095205712343,22.5,0.5,2,0.08231636881828308,120.0,nearest Python peak also far
1300,1300,20.0,22.0,2.0,2.0,19.440032958984375,26.0,250.0,2134.0,2.5951265229615745,20.0,0.0,1,20.0,320.0,2858.0,3.384709587123863,22.0,0.0,1,0.07122861593961716,95.0,"peak exists, weighted median differs"
1301,1301,22.0,23.0,1.0,1.0,20.136301040649414,26.0,271.0,2150.0,2.6706976744186046,22.0,0.0,2,19.5,315.0,2752.0,2.857921511627907,23.5,0.5,7,0.07447947561740875,85.0,matched within 1 deg
1302,1302,20.0,22.0,2.0,2.0,17.927919387817383,26.0,284.0,2156.0,2.3576066790352503,20.0,0.0,1,20.0,315.0,2796.0,3.1137339055793993,22.0,0.0,3,0.07975567132234573,110.0,"peak exists, weighted median differs"
1303,1303,20.5,24.0,3.5,3.5,21.801406860351562,26.0,292.0,2249.0,2.1854157403290353,20.0,0.5,1,20.0,322.0,2829.0,1.6009190526687875,23.5,0.5,8,0.0861477330327034,99.0,"peak exists, weighted median differs"
1304,1304,20.0,24.0,4.0,4.0,18.434947967529297,26.0,292.0,2274.0,2.186895338610378,21.0,1.0,1,20.0,324.0,2839.0,2.642479746389574,24.0,0.0,7,0.08897288143634796,111.0,"peak exists, weighted median differs"
1305,1305,20.0,24.0,4.0,4.0,18.434947967529297,26.0,289.0,2270.0,2.1797356828193832,21.0,1.0,2,20.0,308.0,2843.0,2.152479774885684,24.0,0.0,9,0.08895998448133469,125.0,"peak exists, weighted median differs"
1306,1306,20.5,24.0,3.5,3.5,18.434947967529297,26.0,283.0,2292.0,2.181064572425829,21.0,0.5,3,20.5,306.0,2847.0,2.3257815244116613,22.0,2.0,3,0.08959854394197464,136.0,"peak exists, weighted median differs"
1307,1307,20.5,24.0,3.5,3.5,17.878694534301758,26.0,279.0,2278.0,2.5645302897278315,21.0,0.5,3,19.5,309.0,2853.0,1.7237995092884684,22.0,2.0,3,0.08936633914709091,127.0,"peak exists, weighted median differs"
1308,1308,20.5,24.0,3.5,3.5,18.434947967529297,26.0,276.0,2258.0,2.5810451727192207,21.0,0.5,3,19.5,313.0,2858.0,2.3133310006997903,22.0,2.0,3,0.08942439407110214,137.0,"peak exists, weighted median differs"
1309,1309,20.5,24.0,3.5,3.5,17.81888771057129,26.0,273.0,2249.0,2.8750555802578925,20.0,0.5,3,20.5,320.0,2862.0,2.3010132774283716,22.0,2.0,3,0.08888903260231018,127.0,"peak exists, weighted median differs"
1310,1310,20.5,24.0,3.5,3.5,18.434947967529297,26.0,270.0,2235.0,2.69082774049217,20.0,0.5,2,20.5,321.0,2865.0,1.8458987783595113,22.0,2.0,3,0.08852782845497131,124.0,"peak exists, weighted median differs"
1311,1311,20.5,24.0,3.5,3.5,18.434947967529297,26.0,267.0,2231.0,2.969968623935455,20.0,0.5,1,20.5,324.0,2886.0,3.1283783783783785,22.0,2.0,3,0.08886323124170303,139.0,"peak exists, weighted median differs"
1312,1312,20.5,23.0,2.5,2.5,19.025606155395508,26.0,262.0,2171.0,2.911561492399816,20.0,0.5,1,19.5,312.0,2886.0,3.603776853776854,22.0,1.0,3,0.08650249242782593,92.0,"peak exists, weighted median differs"
1313,1313,20.5,23.0,2.5,2.5,17.927919387817383,26.0,267.0,2186.0,2.5388838060384264,20.0,0.5,2,19.5,315.0,2881.0,2.8750433877125996,22.0,1.0,1,0.08573492616415024,162.0,"peak exists, weighted median differs"
1314,1314,20.5,23.0,2.5,2.5,19.536653518676758,26.0,268.0,2184.0,2.4473443223443225,21.0,0.5,3,20.5,315.0,2872.0,2.967792479108635,22.0,1.0,2,0.08530277013778687,111.0,"peak exists, weighted median differs"
1315,1315,20.5,24.0,3.5,3.5,18.083444595336914,26.0,275.0,2192.0,2.7171532846715327,20.0,0.5,5,19.5,313.0,2856.0,2.8753501400560224,25.5,1.5,9,0.0848899632692337,120.0,"peak exists, weighted median differs"
1316,1316,20.5,24.0,3.5,3.5,17.878694534301758,26.0,268.0,2158.0,2.7066728452270623,21.0,0.5,5,19.0,314.0,2882.0,3.025503122831367,22.0,2.0,1,0.08359993994235992,117.0,"peak exists, weighted median differs"
1317,1317,20.5,24.0,3.5,3.5,17.878694534301758,26.0,268.0,2151.0,2.703393770339377,20.0,0.5,5,19.0,319.0,2864.0,2.353701117318436,22.0,2.0,2,0.0831226259469986,116.0,"peak exists, weighted median differs"
1318,1318,20.5,24.0,3.5,3.5,19.025606155395508,26.0,257.0,2095.0,2.647255369928401,21.0,0.5,4,19.0,330.0,2869.0,2.353258975252701,22.0,2.0,1,0.08156169950962067,85.0,"peak exists, weighted median differs"
1319,1319,20.5,24.0,3.5,3.5,18.434947967529297,26.0,252.0,2097.0,3.010968049594659,21.0,0.5,3,19.0,331.0,2833.0,2.413166254853512,22.5,1.5,4,0.08118114620447159,109.0,"peak exists, weighted median differs"
1320,1320,20.5,24.0,3.5,3.5,17.927919387817383,26.0,257.0,2108.0,2.6541745730550286,20.0,0.5,3,19.0,338.0,2849.0,2.148122148122148,22.5,1.5,8,0.08026523143053055,99.0,"peak exists, weighted median differs"
1321,1321,20.5,24.0,3.5,3.5,17.927919387817383,26.0,254.0,2080.0,2.996153846153846,21.0,0.5,3,19.0,340.0,2845.0,2.1362038664323375,22.5,1.5,8,0.07887200266122818,91.0,"peak exists, weighted median differs"
1322,1322,20.5,24.0,3.5,3.5,18.92464256286621,26.0,254.0,2076.0,3.0028901734104045,21.0,0.5,3,19.0,341.0,2836.0,2.120944992947814,22.5,1.5,8,0.07895585894584656,94.0,"peak exists, weighted median differs"
1323,1323,20.5,24.0,3.5,3.5,17.81888771057129,26.0,254.0,2082.0,2.6388088376561,20.0,0.5,4,19.0,339.0,2837.0,2.1184349665139233,22.5,1.5,8,0.07873009890317917,109.0,"peak exists, weighted median differs"
1324,1324,19.5,24.0,4.5,4.5,17.878694534301758,26.0,252.0,2060.0,2.8266990291262135,20.0,0.5,5,19.5,336.0,2832.0,2.3034957627118646,22.5,1.5,5,0.07870429754257202,97.0,"peak exists, weighted median differs"
1325,1325,20.5,24.0,3.5,3.5,18.434947967529297,26.0,254.0,2073.0,2.8350217076700432,20.0,0.5,5,19.0,336.0,2876.0,1.8982962447844227,22.5,1.5,4,0.07956216484308243,81.0,"peak exists, weighted median differs"
1326,1326,20.5,24.0,3.5,3.5,17.927919387817383,26.0,254.0,2070.0,2.9381642512077293,21.0,0.5,3,19.0,334.0,2855.0,1.8921190893169877,22.5,1.5,4,0.07952991873025894,111.0,"peak exists, weighted median differs"
1327,1327,20.5,24.0,3.5,3.5,17.927919387817383,26.0,257.0,2067.0,2.849056603773585,20.0,0.5,4,19.0,336.0,2861.0,2.136141209367354,22.5,1.5,6,0.07928480952978134,75.0,"peak exists, weighted median differs"
1328,1328,20.5,24.0,3.5,3.5,18.434947967529297,26.0,257.0,2064.0,2.67296511627907,21.0,0.5,4,19.0,338.0,2869.0,2.123039386545835,22.5,1.5,7,0.07929126173257828,108.0,"peak exists, weighted median differs"
1329,1329,20.5,24.0,3.5,3.5,-22.380126953125,26.0,257.0,2073.0,3.284611673902557,21.0,0.5,4,19.0,336.0,2859.0,2.5835956628191674,22.5,1.5,3,0.08221961557865143,61.0,"peak exists, weighted median differs"
1330,1330,21.0,24.0,3.0,3.0,17.878694534301758,26.0,257.0,2076.0,3.210019267822736,21.0,0.0,4,19.0,335.0,2832.0,2.067973163841808,24.0,0.0,9,0.08199386298656464,102.0,"peak exists, weighted median differs"
1331,1331,20.5,24.0,3.5,3.5,18.434947967529297,26.0,265.0,2089.0,2.4906653901388225,21.0,0.5,4,19.0,333.0,2828.0,2.4998231966053748,24.0,0.0,9,0.08248406648635864,97.0,"peak exists, weighted median differs"
1332,1332,20.5,24.0,3.5,3.5,17.81888771057129,26.0,265.0,2080.0,2.1375,20.0,0.5,4,19.0,335.0,2814.0,1.6881663113006398,24.0,0.0,8,0.08181970566511154,91.0,"peak exists, weighted median differs"
1333,1333,20.5,24.0,3.5,3.5,17.927919387817383,26.0,263.0,2076.0,2.495183044315992,21.0,0.5,3,19.0,334.0,2820.0,1.875531914893617,22.5,1.5,3,0.0825808197259903,105.0,"peak exists, weighted median differs"
1334,1334,20.5,24.0,3.5,3.5,17.878694534301758,26.0,270.0,2116.0,2.674858223062382,20.0,0.5,4,19.0,336.0,2810.0,2.53576512455516,24.0,0.0,7,0.08354833722114563,127.0,"peak exists, weighted median differs"
1335,1335,20.0,24.0,4.0,4.0,19.025606155395508,26.0,270.0,2131.0,2.7916471140309715,20.0,0.0,3,19.0,336.0,2818.0,1.4474804826117813,22.5,1.5,4,0.08562527596950531,95.0,"peak exists, weighted median differs"
1336,1336,20.0,24.0,4.0,4.0,17.81888771057129,26.0,271.0,2118.0,2.792728989612842,20.0,0.0,3,19.0,339.0,2816.0,1.9680397727272727,22.5,1.5,6,0.08512861281633377,102.0,"peak exists, weighted median differs"
1337,1337,20.0,24.0,4.0,4.0,17.969139099121094,26.0,270.0,2130.0,2.795305164319249,20.0,0.0,3,19.0,339.0,2818.0,1.9662881476224272,22.5,1.5,7,0.08617353439331055,111.0,"peak exists, weighted median differs"
1338,1338,20.0,24.0,4.0,4.0,18.657886505126953,26.0,275.0,2141.0,2.6861279775805698,20.0,0.0,3,19.0,339.0,2821.0,2.259836937256292,22.5,1.5,3,0.08687014877796173,90.0,"peak exists, weighted median differs"
1339,1339,20.0,24.0,4.0,4.0,17.878694534301758,26.0,270.0,2104.0,2.7519011406844105,20.0,0.0,3,19.0,335.0,2828.0,1.5995403111739745,22.5,1.5,3,0.0850641131401062,109.0,"peak exists, weighted median differs"
1340,1340,20.0,24.0,4.0,4.0,18.434947967529297,26.0,273.0,2105.0,2.7401425178147267,20.0,0.0,3,19.0,335.0,2827.0,1.5058365758754864,22.5,1.5,3,0.08394179493188858,115.0,"peak exists, weighted median differs"
1341,1341,20.5,24.0,3.5,3.5,19.025606155395508,26.0,273.0,2090.0,2.6444976076555022,20.0,0.5,3,19.0,343.0,2814.0,1.5581023454157783,22.5,1.5,3,0.0831935778260231,125.0,"peak exists, weighted median differs"
1342,1342,19.5,24.0,4.5,4.5,17.81888771057129,26.0,267.0,2066.0,2.3794772507260404,20.0,0.5,3,19.0,349.0,2810.0,2.3836298932384343,22.5,1.5,3,0.08194870501756668,110.0,"peak exists, weighted median differs"
1343,1343,20.0,24.0,4.0,4.0,17.969139099121094,26.0,273.0,2087.0,2.2793483469094395,20.0,0.0,3,19.0,350.0,2817.0,3.5720624778132763,22.5,1.5,4,0.08293557912111282,77.0,"peak exists, weighted median differs"
1344,1344,19.0,24.0,5.0,5.0,17.878694534301758,26.0,278.0,2096.0,2.7352099236641223,20.0,1.0,3,19.0,345.0,2808.0,3.9403490028490027,22.5,1.5,4,0.08350318670272827,116.0,"peak exists, weighted median differs"
1345,1345,20.0,24.0,4.0,4.0,17.969139099121094,26.0,278.0,2118.0,2.93862134088763,20.0,0.0,3,19.0,348.0,2832.0,3.2454096045197742,22.5,1.5,4,0.0841030478477478,106.0,"peak exists, weighted median differs"
1346,1346,20.0,23.0,3.0,3.0,17.81888771057129,26.0,279.0,2142.0,2.9836601307189543,20.0,0.0,2,19.0,349.0,2850.0,3.309298245614035,22.5,0.5,5,0.08568332344293594,110.0,"peak exists, weighted median differs"
1347,1347,20.5,22.0,1.5,1.5,19.592281341552734,26.0,283.0,2191.0,2.9301688726608854,20.0,0.5,2,19.0,348.0,2841.0,2.0615980288630764,22.0,0.0,6,0.08903738856315613,106.0,"peak exists, weighted median differs"
1348,1348,20.5,23.0,2.5,2.5,-21.124725341796875,26.0,291.0,2204.0,2.443738656987296,21.0,0.5,3,19.0,348.0,2840.0,2.357570422535211,22.5,0.5,3,0.09077891707420349,82.0,"peak exists, weighted median differs"
1349,1349,20.0,24.0,4.0,4.0,18.434947967529297,26.0,295.0,2212.0,2.876130198915009,20.0,0.0,6,19.0,340.0,2844.0,2.495604781997187,22.5,1.5,6,0.09147553145885468,91.0,"peak exists, weighted median differs"
1350,1350,20.0,23.0,3.0,3.0,17.70042610168457,26.0,303.0,2276.0,3.000439367311072,20.0,0.0,6,19.0,340.0,2835.0,1.8991181657848324,22.0,1.0,2,0.09354601800441742,122.0,"peak exists, weighted median differs"
1351,1351,20.5,24.0,3.5,3.5,19.093490600585938,26.0,303.0,2267.0,2.7900308778120864,21.0,0.5,2,19.0,338.0,2817.0,2.2735179268725596,22.5,1.5,7,0.09481668472290039,129.0,"peak exists, weighted median differs"
1352,1352,20.5,24.0,3.5,3.5,18.060470581054688,26.0,300.0,2240.0,2.6714285714285713,20.0,0.5,2,19.0,333.0,2806.0,1.5682466143977192,24.0,0.0,7,0.0931396558880806,102.0,"peak exists, weighted median differs"
1353,1353,20.5,24.0,3.5,3.5,17.878694534301758,26.0,291.0,2214.0,2.1237579042457093,20.0,0.5,1,19.5,319.0,2802.0,1.4791220556745182,22.0,2.0,2,0.0903080552816391,82.0,"peak exists, weighted median differs"
