row,frame,matlab_alpha,python_alpha,alpha_error_python_minus_matlab,abs_alpha_error,selected_line_alpha,py_first_peak_alpha,py_first_peak_weight,py_total_peak_weight,py_weighted_peak_spread,py_nearest_peak_to_matlab,py_nearest_peak_distance_to_matlab,py_nearest_peak_index,matlab_first_peak_alpha,matlab_first_peak_weight,matlab_total_peak_weight,matlab_weighted_peak_spread,matlab_nearest_peak_to_python,matlab_nearest_peak_distance_to_python,matlab_nearest_peak_index,mask_density,n_fascicle_candidates,category
558,558,19.5,22.0,2.5,2.5,18.434947967529297,26.0,254.0,2248.0,3.905249110320285,20.0,0.5,1,20.0,315.0,2870.0,3.772822299651568,21.5,0.5,2,0.09107562154531479,96.0,"peak exists, weighted median differs"
559,559,19.5,24.0,4.5,4.5,18.434947967529297,26.0,267.0,2271.0,4.480405107881991,20.0,0.5,1,21.5,316.0,2878.0,4.302988186240444,22.0,2.0,5,0.09428777545690536,125.0,"peak exists, weighted median differs"
560,560,20.5,22.0,1.5,1.5,18.996652603149414,26.0,281.0,2426.0,4.033800494641385,20.0,0.5,1,20.0,321.0,2907.0,4.016855865153079,22.0,0.0,1,0.10627209395170212,133.0,"peak exists, weighted median differs"
561,561,20.5,23.0,2.5,2.5,18.060470581054688,25.0,267.0,2284.0,3.695709281961471,20.0,0.5,8,22.0,351.0,2964.0,3.674089068825911,22.0,1.0,0,0.09569390118122101,130.0,"peak exists, weighted median differs"
562,562,20.5,24.0,3.5,3.5,19.093490600585938,25.0,250.0,2089.0,3.395404499760651,21.0,0.5,9,22.0,332.0,2965.0,3.372681281618887,22.5,1.5,8,0.09003715217113495,123.0,"peak exists, weighted median differs"
563,563,20.5,22.0,1.5,1.5,17.8402042388916,26.0,262.0,2229.0,4.314490803050695,20.0,0.5,5,20.0,329.0,2942.0,2.6368116927260368,22.0,0.0,2,0.093752421438694,158.0,"peak exists, weighted median differs"
564,564,20.5,23.0,2.5,2.5,18.434947967529297,22.0,274.0,2275.0,4.2153846153846155,20.0,0.5,5,20.5,329.0,2922.0,3.934120465434634,22.0,1.0,1,0.09607446193695068,156.0,"peak exists, weighted median differs"
565,565,20.5,23.0,2.5,2.5,17.927919387817383,22.0,273.0,2248.0,4.427935943060498,20.0,0.5,6,20.5,325.0,2925.0,4.584444444444444,22.0,1.0,1,0.09419747442007065,160.0,"peak exists, weighted median differs"
566,566,20.5,22.0,1.5,1.5,17.81888771057129,26.0,294.0,2329.0,4.890510948905109,20.0,0.5,5,20.5,332.0,2984.0,4.299932975871314,22.0,0.0,2,0.09946077316999435,148.0,"peak exists, weighted median differs"
567,567,22.0,24.0,2.0,2.0,18.434947967529297,26.0,315.0,2457.0,4.282458282458283,22.0,0.0,1,22.0,335.0,2941.0,3.2487249234954096,24.0,0.0,1,0.10723315924406052,219.0,"peak exists, weighted median differs"
568,568,22.0,24.0,2.0,2.0,18.434947967529297,26.0,312.0,2496.0,3.91786858974359,22.0,0.0,3,22.0,341.0,2908.0,4.003782668500688,24.0,0.0,1,0.11152893304824829,160.0,"peak exists, weighted median differs"
569,569,21.5,23.0,1.5,1.5,18.434947967529297,26.0,283.0,2492.0,4.208667736757624,22.0,0.5,2,22.5,328.0,2902.0,2.809097174362509,22.5,0.5,0,0.1114966869354248,153.0,"peak exists, weighted median differs"
570,570,21.5,24.0,2.5,2.5,18.657886505126953,26.0,275.0,2396.0,4.015025041736227,22.0,0.5,3,22.5,318.0,2870.0,3.149477351916376,24.0,0.0,2,0.10509172081947327,140.0,"peak exists, weighted median differs"
571,571,21.0,24.0,3.0,3.0,18.996652603149414,26.0,307.0,2547.0,4.464075382803298,22.0,1.0,1,22.0,328.0,2852.0,4.273492286115007,24.0,0.0,3,0.11119998246431351,153.0,"peak exists, weighted median differs"
572,572,22.0,24.0,2.0,2.0,18.434947967529297,26.0,299.0,2538.0,4.727344365642238,22.0,0.0,2,22.0,332.0,2851.0,3.1509996492458785,24.0,0.0,3,0.11395417898893356,178.0,"peak exists, weighted median differs"
573,573,21.0,24.0,3.0,3.0,18.434947967529297,26.0,295.0,2480.0,4.247983870967742,20.0,1.0,2,22.0,331.0,2844.0,4.324367088607595,24.0,0.0,2,0.11178048700094223,142.0,"peak exists, weighted median differs"
574,574,21.0,24.0,3.0,3.0,17.891876220703125,26.0,305.0,2555.0,3.95146771037182,22.0,1.0,3,22.5,319.0,2864.0,4.946578212290503,24.0,0.0,3,0.11296731233596802,131.0,"peak exists, weighted median differs"
575,575,21.0,24.0,3.0,3.0,18.434947967529297,26.0,294.0,2528.0,3.006724683544304,21.0,0.0,7,21.0,317.0,2870.0,3.512369337979094,24.0,0.0,7,0.12093320488929749,181.0,"peak exists, weighted median differs"
576,576,21.5,25.0,3.5,3.5,19.025606155395508,27.0,272.0,2379.0,4.4985287936107605,20.0,1.5,3,21.5,325.0,2870.0,4.2282229965156795,25.5,0.5,9,0.1086973324418068,132.0,nearest Python peak also far
577,577,21.5,25.0,3.5,3.5,18.434947967529297,28.0,265.0,2221.0,4.885637100405223,22.0,0.5,9,21.5,337.0,2968.0,3.0901280323450133,23.5,1.5,1,0.09513919055461884,131.0,"peak exists, weighted median differs"
578,578,21.5,26.0,4.5,4.5,19.133642196655273,28.0,260.0,2219.0,6.185218566922037,22.0,0.5,4,21.5,324.0,2958.0,3.969912102772143,24.0,2.0,1,0.09722258150577545,123.0,"peak exists, weighted median differs"
579,579,22.0,26.0,4.0,4.0,18.71173667907715,29.0,272.0,2272.0,4.023767605633803,23.0,1.0,5,22.0,323.0,2852.0,4.518934081346424,23.5,2.5,5,0.09310095757246017,149.0,"peak exists, weighted median differs"
580,580,22.5,23.0,0.5,0.5,-20.136306762695312,29.0,272.0,2311.0,4.216789268714842,23.0,0.5,1,21.0,327.0,2848.0,4.62622893258427,23.0,0.0,8,0.09904151409864426,109.0,matched within 1 deg
581,581,22.5,23.0,0.5,0.5,-21.501434326171875,21.0,268.0,2276.0,3.4477152899824253,23.0,0.5,3,20.5,296.0,2772.0,3.3566017316017316,23.0,0.0,4,0.09891250729560852,119.0,matched within 1 deg
582,582,23.0,24.0,1.0,1.0,19.65382194519043,30.0,213.0,1972.0,5.425456389452332,24.0,1.0,1,21.5,320.0,2723.0,2.7177745134043336,23.5,0.5,1,0.07833019644021988,108.0,matched within 1 deg
583,583,23.0,24.0,1.0,1.0,20.854455947875977,24.0,232.0,2039.0,5.004413928396272,24.0,1.0,0,21.5,346.0,2884.0,3.5171636615811375,23.5,0.5,2,0.0757630467414856,92.0,matched within 1 deg
584,584,23.0,24.0,1.0,1.0,17.969139099121094,24.0,247.0,1986.0,7.205941591137965,24.0,1.0,0,21.5,351.0,2803.0,3.3376739207991437,24.0,0.0,2,0.0738925188779831,79.0,matched within 1 deg
585,585,23.5,30.0,6.5,6.5,21.501432418823242,24.0,255.0,2130.0,4.3272300469483564,24.0,0.5,0,24.5,326.0,2831.0,3.908512892970682,28.0,2.0,9,0.07582754641771317,84.0,"peak exists, weighted median differs"
586,586,24.0,25.0,1.0,1.0,18.434947967529297,25.0,262.0,2073.0,5.260974433188616,25.0,1.0,0,24.5,326.0,2821.0,2.6584544487770296,25.0,0.0,5,0.0719187781214714,83.0,matched within 1 deg
587,587,23.5,25.0,1.5,1.5,22.479433059692383,25.0,303.0,2381.0,6.074338513229735,23.0,0.5,5,24.5,305.0,2809.0,3.084549661801353,24.5,0.5,0,0.09661626815795898,110.0,"peak exists, weighted median differs"
588,588,24.5,24.0,-0.5,0.5,20.323135375976562,25.0,306.0,2356.0,5.25,25.0,0.5,0,24.5,335.0,2919.0,2.5407673860911273,24.5,0.5,0,0.0947650894522667,121.0,matched within 1 deg
589,589,24.0,24.0,0.0,0.0,22.166345596313477,25.0,311.0,2341.0,5.36052968816745,24.0,0.0,7,25.0,323.0,2823.0,2.7233439603258947,24.0,0.0,3,0.09238499402999878,96.0,matched within 1 deg
590,590,24.5,25.0,0.5,0.5,18.434947967529297,25.0,364.0,2538.0,3.098502758077226,25.0,0.5,0,25.0,323.0,2824.0,2.9373229461756374,25.0,0.0,0,0.10643979161977768,141.0,matched within 1 deg
591,591,25.0,25.0,0.0,0.0,18.824708938598633,25.0,372.0,2480.0,5.07983870967742,25.0,0.0,0,25.0,354.0,2767.0,1.7396096855800507,25.0,0.0,0,0.10627209395170212,181.0,matched within 1 deg
592,592,25.0,25.0,0.0,0.0,19.536653518676758,25.0,338.0,2231.0,4.8780815777678175,25.0,0.0,0,25.0,340.0,2793.0,3.179018976011457,25.0,0.0,0,0.09063701331615448,105.0,matched within 1 deg
593,593,23.5,26.0,2.5,2.5,19.334808349609375,25.0,335.0,2206.0,2.28558476881233,24.0,0.5,3,25.0,330.0,2803.0,4.253121655369247,25.0,1.0,0,0.0888761356472969,126.0,"peak exists, weighted median differs"
594,594,24.5,28.0,3.5,3.5,22.011281967163086,25.0,306.0,2064.0,3.744670542635659,25.0,0.5,0,25.5,345.0,2724.0,2.7806534508076357,27.5,0.5,8,0.07749167829751968,124.0,"peak exists, weighted median differs"
595,595,24.0,26.0,2.0,2.0,22.750974655151367,26.0,295.0,2103.0,3.902044698050404,24.0,0.0,1,25.5,327.0,2646.0,4.85374149659864,25.5,0.5,0,0.07481487840414047,110.0,"peak exists, weighted median differs"
596,596,25.5,27.0,1.5,1.5,22.5572452545166,26.0,316.0,2178.0,4.851239669421488,26.0,0.5,0,25.5,325.0,2684.0,6.088859910581222,27.0,0.0,1,0.07905905693769455,112.0,"peak exists, weighted median differs"
597,597,24.5,28.0,3.5,3.5,19.093490600585938,26.0,320.0,2270.0,4.976651982378854,26.0,1.5,0,26.0,329.0,2749.0,5.491815205529283,27.5,0.5,3,0.08963724225759506,126.0,nearest Python peak also far
598,598,25.0,26.0,1.0,1.0,22.932098388671875,26.0,305.0,2300.0,4.066521739130435,25.0,0.0,3,26.5,334.0,2743.0,3.6658767772511847,26.5,0.5,0,0.0915851816534996,104.0,matched within 1 deg
599,599,25.0,26.0,1.0,1.0,19.025606155395508,27.0,374.0,2472.0,6.020226537216828,25.0,0.0,3,26.0,332.0,2757.0,8.117700398984404,26.0,0.0,0,0.10160865634679794,118.0,matched within 1 deg
600,600,24.5,27.0,2.5,2.5,19.358993530273438,27.0,368.0,2355.0,5.13588110403397,25.0,0.5,2,26.5,338.0,2766.0,7.083152566883586,26.5,0.5,0,0.10040248930454254,135.0,"peak exists, weighted median differs"
601,601,25.5,27.0,1.5,1.5,21.03750991821289,27.0,343.0,2580.0,5.955038759689923,26.0,0.5,1,27.0,325.0,2822.0,4.733522324592488,27.0,0.0,0,0.11550220847129822,139.0,"peak exists, weighted median differs"
602,602,26.5,27.0,0.5,0.5,19.983104705810547,27.0,330.0,2363.0,3.5107913669064748,27.0,0.5,0,27.0,319.0,2756.0,5.4831277213352685,27.0,0.0,0,0.09560360014438629,131.0,matched within 1 deg
603,603,25.0,28.0,3.0,3.0,-20.376434326171875,28.0,322.0,2307.0,3.9258777633289985,26.0,1.0,1,26.5,332.0,2834.0,6.6923076923076925,28.0,0.0,1,0.09120462089776993,98.0,"peak exists, weighted median differs"
604,604,25.5,27.0,1.5,1.5,19.79887580871582,27.0,300.0,2239.0,3.8182224207235373,25.0,0.5,4,27.0,322.0,2809.0,6.1598433606265575,27.0,0.0,0,0.08359348773956299,106.0,"peak exists, weighted median differs"
605,605,26.0,28.0,2.0,2.0,19.536653518676758,28.0,322.0,2303.0,5.602692140686061,26.0,0.0,4,27.5,322.0,2783.0,6.466223499820337,27.5,0.5,0,0.09031450748443604,114.0,"peak exists, weighted median differs"
606,606,26.0,26.0,0.0,0.0,19.5024471282959,28.0,334.0,2347.0,5.557307200681722,26.0,0.0,2,28.5,307.0,2777.0,6.892509902772776,26.0,0.0,9,0.09007585048675537,135.0,matched within 1 deg
607,607,24.0,28.0,4.0,4.0,19.65382194519043,29.0,300.0,2392.0,5.108277591973244,22.0,2.0,4,27.5,303.0,2774.0,7.038392213410238,27.5,0.5,0,0.09878996014595032,150.0,nearest Python peak also far
608,608,20.5,29.0,8.5,8.5,19.65382194519043,28.0,302.0,2316.0,4.189119170984456,23.0,2.5,2,27.5,322.0,2749.0,6.491087668242997,29.0,0.0,1,0.09573905169963837,115.0,nearest Python peak also far
609,609,14.0,27.0,13.0,13.0,19.358993530273438,28.0,332.0,2295.0,6.833551198257081,13.0,1.0,4,28.5,302.0,2727.0,6.599559955995599,27.0,0.0,9,0.09642276912927628,105.0,"peak exists, weighted median differs"
610,610,19.0,28.0,9.0,9.0,18.434947967529297,29.0,317.0,2352.0,3.4846938775510203,23.0,4.0,4,14.0,291.0,2710.0,6.7267527675276755,27.5,0.5,1,0.09416522830724716,121.0,nearest Python peak also far
611,611,25.5,29.0,3.5,3.5,20.136301040649414,29.0,293.0,2199.0,4.0031832651205095,26.0,0.5,5,28.5,284.0,2609.0,5.8560751245688,28.5,0.5,0,0.0879666656255722,96.0,"peak exists, weighted median differs"
612,612,18.0,30.0,12.0,12.0,18.970407485961914,30.0,285.0,2189.0,3.654179990863408,19.0,1.0,7,29.0,293.0,2706.0,6.5733555062823354,29.5,0.5,9,0.08771511167287827,76.0,"peak exists, weighted median differs"
613,613,17.5,29.0,11.5,11.5,21.501432418823242,29.0,252.0,2004.0,5.5039920159680635,18.0,0.5,8,17.5,284.0,2617.0,5.7013756209400075,29.0,0.0,2,0.07133826613426208,53.0,"peak exists, weighted median differs"
614,614,19.0,28.0,9.0,9.0,19.536653518676758,30.0,252.0,2031.0,5.223535204332841,19.0,0.0,6,15.0,290.0,2632.0,7.845744680851064,28.5,0.5,3,0.07274439185857773,68.0,"peak exists, weighted median differs"
615,615,29.0,31.0,2.0,2.0,17.81888771057129,31.0,234.0,1867.0,3.594536689876808,29.0,0.0,2,30.5,279.0,2610.0,7.919731800766283,30.5,0.5,0,0.06064397841691971,54.0,"peak exists, weighted median differs"
616,616,29.0,31.0,2.0,2.0,19.093490600585938,31.0,242.0,1796.0,4.66815144766147,29.0,0.0,1,15.0,285.0,2556.0,7.842723004694836,30.5,0.5,1,0.0595410093665123,56.0,"peak exists, weighted median differs"
617,617,29.5,30.0,0.5,0.5,17.969139099121094,32.0,251.0,1869.0,3.057784911717496,30.0,0.5,1,30.5,293.0,2686.0,5.75819061801936,30.5,0.5,0,0.06548801809549332,45.0,matched within 1 deg
618,618,30.5,31.0,0.5,0.5,-23.629379272460938,31.0,266.0,2218.0,3.3318304779080252,31.0,0.5,0,32.0,294.0,2637.0,6.991657186196435,31.5,0.5,1,0.08505121618509293,71.0,matched within 1 deg
619,619,29.5,32.0,2.5,2.5,17.81888771057129,32.0,280.0,2202.0,4.197547683923705,30.0,0.5,2,31.0,277.0,2515.0,6.187673956262426,31.5,0.5,2,0.08902448415756226,94.0,"peak exists, weighted median differs"
620,620,30.5,31.0,0.5,0.5,20.55604362487793,31.0,237.0,1920.0,4.124479166666666,31.0,0.5,0,31.5,287.0,2554.0,6.3183241973375095,31.5,0.5,0,0.07287339866161346,63.0,matched within 1 deg
621,621,29.0,32.0,3.0,3.0,17.81888771057129,32.0,251.0,1963.0,3.5919510952623535,30.0,1.0,1,32.0,313.0,2641.0,7.802915562287012,32.0,0.0,0,0.07186718285083771,80.0,"peak exists, weighted median differs"
622,622,31.0,30.0,-1.0,1.0,22.932098388671875,32.0,273.0,2018.0,4.100594648166502,32.0,1.0,0,32.0,325.0,2723.0,3.8995593095850167,30.5,0.5,3,0.06808096170425415,65.0,matched within 1 deg
623,623,31.0,32.0,1.0,1.0,23.198589324951172,32.0,225.0,1721.0,1.7147007553747822,31.0,0.0,2,32.0,310.0,2574.0,6.818376068376068,32.0,0.0,0,0.05372300744056702,43.0,matched within 1 deg
624,624,30.5,32.0,1.5,1.5,21.801406860351562,32.0,236.0,1877.0,2.2338838572189665,31.0,0.5,1,32.5,310.0,2665.0,9.167729831144465,32.0,0.0,1,0.061856601387262344,43.0,"peak exists, weighted median differs"
625,625,32.0,32.0,0.0,0.0,19.5024471282959,32.0,256.0,1956.0,3.579754601226994,32.0,0.0,0,32.0,291.0,2632.0,7.344034954407295,32.0,0.0,0,0.06294021755456924,69.0,matched within 1 deg
626,626,32.0,33.0,1.0,1.0,21.124717712402344,33.0,256.0,1955.0,1.4398976982097187,32.0,0.0,4,32.5,300.0,2622.0,8.110602593440122,32.5,0.5,0,0.06335947662591934,73.0,matched within 1 deg
627,627,32.5,33.0,0.5,0.5,-20.556045532226562,33.0,247.0,1852.0,1.6214902807775378,33.0,0.5,0,32.5,271.0,2538.0,6.009456264775413,32.5,0.5,0,0.060127969831228256,51.0,matched within 1 deg
628,628,33.0,33.0,0.0,0.0,18.85315704345703,33.0,230.0,1754.0,1.3380843785632839,33.0,0.0,0,13.5,274.0,2567.0,6.456564082586677,33.0,0.0,1,0.051691219210624695,37.0,matched within 1 deg
629,629,31.5,33.0,1.5,1.5,24.567169189453125,33.0,258.0,1850.0,2.4102702702702703,31.0,0.5,1,13.5,270.0,2536.0,6.583004731861199,33.0,0.0,4,0.05938620865345001,37.0,"peak exists, weighted median differs"
630,630,33.5,33.0,-0.5,0.5,19.983104705810547,33.0,267.0,1939.0,1.4564208354822072,33.0,0.5,0,13.5,274.0,2635.0,7.631499051233397,33.5,0.5,3,0.06336592882871628,48.0,matched within 1 deg
631,631,33.5,32.0,-1.5,1.5,21.801406860351562,33.0,250.0,1870.0,2.825668449197861,33.0,0.5,0,33.5,277.0,2575.0,7.653980582524272,32.0,0.0,5,0.06358522921800613,50.0,"peak exists, weighted median differs"
632,632,31.5,33.0,1.5,1.5,17.10272789001465,33.0,232.0,1883.0,2.277748274030802,31.0,0.5,1,33.0,286.0,2569.0,9.219540677306345,33.0,0.0,0,0.0626693144440651,64.0,"peak exists, weighted median differs"
633,633,33.0,33.0,0.0,0.0,22.306203842163086,33.0,211.0,1777.0,2.4597636465953854,33.0,0.0,0,33.5,303.0,2641.0,4.336614918591443,33.0,0.0,6,0.05594829469919205,47.0,matched within 1 deg
634,634,33.5,33.0,-0.5,0.5,18.434947967529297,33.0,247.0,1859.0,2.5884884346422807,33.0,0.5,0,33.5,297.0,2642.0,4.35333080999243,33.5,0.5,0,0.05798008292913437,62.0,matched within 1 deg
635,635,33.0,32.0,-1.0,1.0,17.70042610168457,33.0,241.0,1870.0,2.325668449197861,33.0,0.0,0,33.5,300.0,2606.0,6.8610897927858785,32.0,0.0,1,0.060669779777526855,70.0,matched within 1 deg
636,636,32.0,32.0,0.0,0.0,23.629375457763672,33.0,234.0,1815.0,2.5168044077134986,32.0,0.0,1,33.5,295.0,2646.0,7.008692365835223,32.0,0.0,2,0.05710931494832039,64.0,matched within 1 deg
637,637,33.0,32.0,-1.0,1.0,17.927919387817383,34.0,213.0,1696.0,2.339622641509434,34.0,1.0,0,33.5,312.0,2675.0,6.388971962616822,33.0,1.0,2,0.05100750923156738,55.0,matched within 1 deg
638,638,33.5,33.0,-0.5,0.5,18.434947967529297,33.0,248.0,1854.0,2.8290183387270766,33.0,0.5,0,33.5,305.0,2675.0,6.397570093457944,33.5,0.5,0,0.05907659977674484,74.0,matched within 1 deg
639,639,33.5,33.0,-0.5,0.5,18.799884796142578,33.0,271.0,2039.0,4.000490436488475,33.0,0.5,0,34.0,281.0,2565.0,4.52943469785575,32.5,0.5,3,0.07536958903074265,84.0,matched within 1 deg
640,640,33.5,32.0,-1.5,1.5,-21.1612548828125,34.0,289.0,2197.0,4.960400546199363,34.0,0.5,0,33.5,279.0,2593.0,6.2248360971847285,32.5,0.5,1,0.0800459235906601,91.0,"peak exists, weighted median differs"
641,641,34.5,33.0,-1.5,1.5,17.744670867919922,35.0,287.0,2249.0,6.463761671854157,35.0,0.5,0,34.5,273.0,2517.0,8.759237187127534,32.5,0.5,3,0.08815371990203857,129.0,"peak exists, weighted median differs"
642,642,24.5,35.0,10.5,10.5,17.81888771057129,35.0,277.0,2203.0,6.004085338175216,24.0,0.5,2,33.0,260.0,2490.0,10.15,34.5,0.5,9,0.08657988905906677,107.0,"peak exists, weighted median differs"
643,643,32.5,35.0,2.5,2.5,16.821409225463867,35.0,275.0,2218.0,5.645175834084761,33.0,0.5,7,34.0,255.0,2438.0,9.352132895816244,34.5,0.5,3,0.08456745743751526,115.0,"peak exists, weighted median differs"
644,644,34.0,35.0,1.0,1.0,20.376434326171875,35.0,252.0,2191.0,5.298037425832953,35.0,1.0,0,34.5,275.0,2511.0,6.812823576264437,35.0,0.0,9,0.08786991238594055,112.0,matched within 1 deg
645,645,33.5,35.0,1.5,1.5,18.434947967529297,35.0,256.0,2240.0,3.984375,33.0,0.5,6,13.5,289.0,2549.0,6.071008238524912,35.0,0.0,1,0.08930829167366028,128.0,"peak exists, weighted median differs"
646,646,33.5,35.0,1.5,1.5,16.46001434326172,35.0,264.0,2234.0,4.087287376902418,33.0,0.5,3,35.0,284.0,2547.0,6.603651354534747,35.0,0.0,0,0.08714750409126282,102.0,"peak exists, weighted median differs"
647,647,32.5,34.0,1.5,1.5,17.35402488708496,35.0,289.0,2332.0,4.430960548885078,33.0,0.5,3,32.5,282.0,2591.0,8.271709764569664,34.0,0.0,3,0.08678629249334335,137.0,"peak exists, weighted median differs"
648,648,32.5,34.0,1.5,1.5,18.758649826049805,35.0,281.0,2317.0,4.535606387570134,33.0,0.5,3,13.5,283.0,2617.0,8.064195643867023,34.0,0.0,3,0.08746355772018433,107.0,"peak exists, weighted median differs"
649,649,33.0,34.0,1.0,1.0,16.50436019897461,34.0,283.0,2337.0,4.105691056910569,33.0,0.0,8,34.5,283.0,2620.0,8.028435114503816,34.5,0.5,0,0.08932764083147049,114.0,matched within 1 deg
650,650,33.0,35.0,2.0,2.0,18.434947967529297,35.0,294.0,2376.0,3.567760942760943,33.0,0.0,3,33.0,283.0,2618.0,8.4024064171123,35.0,0.0,1,0.08979205042123795,118.0,"peak exists, weighted median differs"
651,651,33.5,35.0,1.5,1.5,17.241456985473633,35.0,287.0,2349.0,3.672626649638144,33.0,0.5,3,35.0,279.0,2619.0,8.03970981290569,35.0,0.0,0,0.08790861815214157,100.0,"peak exists, weighted median differs"
652,652,33.5,35.0,1.5,1.5,17.10272789001465,35.0,304.0,2423.0,3.6256706562113084,33.0,0.5,3,35.0,286.0,2624.0,8.023246951219512,35.0,0.0,0,0.09310740977525711,129.0,"peak exists, weighted median differs"
653,653,33.0,35.0,2.0,2.0,18.970407485961914,35.0,298.0,2375.0,3.8218947368421055,33.0,0.0,3,33.0,285.0,2640.0,6.864393939393939,35.0,0.0,2,0.0859026312828064,106.0,"peak exists, weighted median differs"
654,654,33.0,34.0,1.0,1.0,19.79887580871582,35.0,292.0,2390.0,4.346443514644352,33.0,0.0,4,33.0,281.0,2625.0,6.386857142857143,34.5,0.5,1,0.08624448627233505,99.0,matched within 1 deg
655,655,31.0,34.0,3.0,3.0,17.878694534301758,35.0,287.0,2369.0,3.7750105529759392,33.0,2.0,4,33.0,270.0,2612.0,6.412136294027565,34.5,0.5,2,0.08572202920913696,102.0,nearest Python peak also far
656,656,33.0,35.0,2.0,2.0,18.060470581054688,35.0,285.0,2330.0,4.436051502145923,33.0,0.0,4,33.0,289.0,2633.0,5.363273832130649,35.0,0.0,1,0.0863928347826004,119.0,"peak exists, weighted median differs"
657,657,33.0,35.0,2.0,2.0,-21.801406860351562,35.0,285.0,2306.0,4.614917606244579,33.0,0.0,4,33.0,288.0,2623.0,5.397255051467785,35.0,0.0,1,0.0850125104188919,119.0,"peak exists, weighted median differs"
658,658,33.0,34.0,1.0,1.0,16.8583984375,35.0,275.0,2315.0,3.660475161987041,33.0,0.0,4,33.0,288.0,2628.0,5.057077625570776,34.5,0.5,3,0.08725715428590775,118.0,matched within 1 deg
659,659,33.0,33.0,0.0,0.0,-21.037506103515625,35.0,281.0,2316.0,3.832901554404145,33.0,0.0,4,33.0,293.0,2615.0,6.821797323135756,33.0,0.0,0,0.08479966223239899,109.0,matched within 1 deg
660,660,34.0,35.0,1.0,1.0,-21.317916870117188,35.0,275.0,2281.0,2.957913195966681,34.0,0.0,3,32.5,285.0,2558.0,4.1923377638780295,35.5,0.5,2,0.08679274469614029,107.0,matched within 1 deg
661,661,32.0,34.0,2.0,2.0,19.057703018188477,35.0,279.0,2251.0,3.447800977343403,33.0,1.0,4,32.0,285.0,2612.0,5.435107197549771,33.5,0.5,2,0.08519956469535828,102.0,"peak exists, weighted median differs"
662,662,32.0,34.0,2.0,2.0,-19.093490600585938,35.0,285.0,2240.0,3.7459821428571427,33.0,1.0,3,32.0,286.0,2616.0,4.83868501529052,33.5,0.5,1,0.08358059078454971,93.0,"peak exists, weighted median differs"
663,663,34.0,35.0,1.0,1.0,19.983104705810547,35.0,291.0,2326.0,3.626397248495271,34.0,0.0,4,32.5,284.0,2596.0,6.24479969183359,35.0,0.0,1,0.08757966011762619,114.0,matched within 1 deg
664,664,32.5,35.0,2.5,2.5,16.50436019897461,35.0,292.0,2347.0,3.671921602045164,33.0,0.5,3,32.5,290.0,2598.0,8.908775981524249,35.0,0.0,1,0.08882453292608261,111.0,"peak exists, weighted median differs"
665,665,32.5,35.0,2.5,2.5,19.093490600585938,35.0,291.0,2256.0,3.484042553191489,33.0,0.5,3,32.5,292.0,2625.0,6.495619047619048,34.5,0.5,3,0.07783998548984528,93.0,"peak exists, weighted median differs"
666,666,34.0,35.0,1.0,1.0,19.65382194519043,35.0,292.0,2377.0,4.268826251577619,34.0,0.0,7,34.0,283.0,2656.0,7.903802710843373,35.0,0.0,8,0.09219148755073547,139.0,matched within 1 deg
667,667,33.0,36.0,3.0,3.0,17.650123596191406,35.0,296.0,2421.0,2.888888888888889,33.0,0.0,6,33.0,299.0,2682.0,5.521439224459359,36.0,0.0,1,0.08810856938362122,96.0,"peak exists, weighted median differs"
668,668,33.0,35.0,2.0,2.0,17.1759033203125,37.0,309.0,2443.0,3.164551780597626,33.0,0.0,7,33.0,286.0,2623.0,5.12199771254289,35.5,0.5,1,0.09223019331693649,110.0,"peak exists, weighted median differs"
669,669,33.0,36.0,3.0,3.0,17.592422485351562,37.0,309.0,2421.0,3.315572077653862,33.0,0.0,5,33.0,289.0,2595.0,6.547976878612717,36.0,0.0,3,0.09008875489234924,119.0,"peak exists, weighted median differs"
670,670,33.0,35.0,2.0,2.0,19.79887580871582,37.0,287.0,2358.0,3.9512298558100083,33.0,0.0,3,33.0,289.0,2651.0,7.235760090531874,35.0,0.0,1,0.09263009577989578,109.0,"peak exists, weighted median differs"
671,671,35.0,35.0,0.0,0.0,19.093490600585938,37.0,297.0,2419.0,3.847044233154196,35.0,0.0,1,35.0,292.0,2691.0,5.611111111111111,35.0,0.0,0,0.09444902837276459,116.0,matched within 1 deg
672,672,33.0,34.0,1.0,1.0,-21.124725341796875,37.0,285.0,2318.0,4.0353753235547885,33.0,0.0,3,33.0,285.0,2683.0,5.563548266865449,34.5,0.5,8,0.0901855081319809,90.0,matched within 1 deg
673,673,32.0,34.0,2.0,2.0,17.878694534301758,36.0,302.0,2262.0,3.2992926613616267,32.0,0.0,9,35.0,276.0,2549.0,5.998038446449588,35.0,1.0,0,0.08592843264341354,107.0,"peak exists, weighted median differs"
674,674,33.0,34.0,1.0,1.0,-21.801406860351562,36.0,294.0,2293.0,4.8512865242041,34.0,1.0,2,11.5,289.0,2603.0,7.345754898194391,34.5,0.5,1,0.08236151933670044,110.0,matched within 1 deg
675,675,25.0,34.0,9.0,9.0,18.92464256286621,36.0,282.0,2249.0,4.432192085371276,25.0,0.0,1,11.5,317.0,2655.0,7.428813559322034,33.5,0.5,4,0.08223896473646164,97.0,"peak exists, weighted median differs"
