comparison,n,bias,mae,rmse,corr
current selected-line alpha,11,-11.041044235229492,11.041044235229492,18.651020714413658,-0.313350861632532
current mask + dohough alpha,11,2.727272727272727,2.909090909090909,3.7355783293280647,0.885918049602212
MATLAB-ish mask + saved apo ellipse,11,17.454545454545453,17.454545454545453,20.479479751914866,0.030099126295592943
full notebook-local filter_usimage port,11,8.0,8.363636363636363,10.429416439702043,0.09184122885907967
